ell,TT,EE,BB,TE
4.410000000000000000e+02,1.872801975663917574e+03,1.726613229144957273e+01,5.042642560172755362e-02,-6.307770274898550866e+01
4.420000000000000000e+02,1.881684828654105331e+03,1.710820602401545187e+01,5.060567272898609109e-02,-6.393631921752513136e+01
4.430000000000000000e+02,1.890734018728912815e+03,1.694854195324372270e+01,5.078588296805897767e-02,-6.476105650170356398e+01
4.440000000000000000e+02,1.899934600115989724e+03,1.678721795530367444e+01,5.096704667540281897e-02,-6.555172955882076735e+01
4.450000000000000000e+02,1.909279059691644534e+03,1.662423756049737023e+01,5.114915352616283134e-02,-6.630807884132561014e+01
4.460000000000000000e+02,1.918759888489771129e+03,1.645982708711396114e+01,5.133219252715243153e-02,-6.702984457007053720e+01
4.470000000000000000e+02,1.928369581550574821e+03,1.629398994029624959e+01,5.151615203080640859e-02,-6.771706385816322893e+01
4.480000000000000000e+02,1.938115494460251739e+03,1.612687802947288773e+01,5.170101975029056662e-02,-6.836955071638288928e+01
4.490000000000000000e+02,1.947982701430364159e+03,1.595856891780995035e+01,5.188678277528683408e-02,-6.898719317721945288e+01
4.500000000000000000e+02,1.957963708521945364e+03,1.578906582221010524e+01,5.207342758852487319e-02,-6.956995328500039477e+01
4.510000000000000000e+02,1.968058495536943838e+03,1.561859410900975220e+01,5.226094008320894546e-02,-7.011772203558552974e+01
4.520000000000000000e+02,1.978267213703667039e+03,1.544715367798778871e+01,5.244930558064838516e-02,-7.063032991611420641e+01
4.530000000000000000e+02,1.988567774208837363e+03,1.527489229506106838e+01,5.263850884865973329e-02,-7.110768491302903271e+01
4.540000000000000000e+02,1.998960376028448309e+03,1.510188338029822219e+01,5.282853411983189085e-02,-7.154962041914201620e+01
4.550000000000000000e+02,2.009430363978797232e+03,1.492820029163435969e+01,5.301936511050538148e-02,-7.195604379129281369e+01
4.560000000000000000e+02,2.019970513568827528e+03,1.475391632512864071e+01,5.321098503945621144e-02,-7.232678777410974647e+01
4.570000000000000000e+02,2.030573602451923080e+03,1.457910471526723661e+01,5.340337664670252726e-02,-7.266175905789546619e+01
4.580000000000000000e+02,2.041224981879287725e+03,1.440391291881500457e+01,5.359652221215281676e-02,-7.296071541911774716e+01
4.590000000000000000e+02,2.051910004856495107e+03,1.422841404820638900e+01,5.379040357398891942e-02,-7.322378569604526888e+01
4.600000000000000000e+02,2.062643739354518402e+03,1.405268115549089103e+01,5.398500214679473330e-02,-7.345109836247651458e+01
4.610000000000000000e+02,2.073396684621981422e+03,1.387678723282359883e+01,5.418029893922327728e-02,-7.364196440057945381e+01
4.620000000000000000e+02,2.084191339558833533e+03,1.370095378000876529e+01,5.437627457101943534e-02,-7.379866575101543447e+01
4.630000000000000000e+02,2.094998205639817570e+03,1.352525367107623921e+01,5.457290928968524385e-02,-7.391976978934286535e+01
4.640000000000000000e+02,2.105839783652283586e+03,1.334975972192140503e+01,5.477018298627903820e-02,-7.400607199798224656e+01
4.650000000000000000e+02,2.116686576635082929e+03,1.317461897449094188e+01,5.496807521056933099e-02,-7.405762461802102337e+01
4.660000000000000000e+02,2.127553658282912693e+03,1.299990413050953286e+01,5.516656518539745507e-02,-7.407522231131240176e+01
4.670000000000000000e+02,2.138426389304177064e+03,1.282576211926495446e+01,5.536563182019659662e-02,-7.405817364759788290e+01
4.680000000000000000e+02,2.149290130692060302e+03,1.265226553143143029e+01,5.556525372359312487e-02,-7.400727243695773439e+01
4.690000000000000000e+02,2.160145100305171127e+03,1.247948690344838596e+01,5.576540921528418127e-02,-7.392256921724457186e+01
4.700000000000000000e+02,2.170976659357015706e+03,1.230749871844468579e+01,5.596607633671550619e-02,-7.380411408178012778e+01
4.710000000000000000e+02,2.181770169017459466e+03,1.213644769071247254e+01,5.616723286111410807e-02,-7.365121383717089998e+01
4.720000000000000000e+02,2.192525847024732229e+03,1.196648048322311197e+01,5.636885630240520695e-02,-7.346540333642312248e+01
4.730000000000000000e+02,2.203229054206431101e+03,1.179759514168683232e+01,5.657092392339655579e-02,-7.324524562696343821e+01
4.740000000000000000e+02,2.213880007812875192e+03,1.162986394617085928e+01,5.677341274286075434e-02,-7.299301745924600482e+01
4.750000000000000000e+02,2.224471496408828898e+03,1.146350769575744977e+01,5.697629954196247598e-02,-7.270728093007808468e+01
4.760000000000000000e+02,2.235003736526241937e+03,1.129859857573387849e+01,5.717956086973718932e-02,-7.238882615659538544e+01
4.770000000000000000e+02,2.245462087575096120e+03,1.113513444233843330e+01,5.738317304784149031e-02,-7.203844276516915102e+01
4.780000000000000000e+02,2.255854193565085552e+03,1.097333595805648088e+01,5.758711217461766341e-02,-7.165617705057707099e+01
4.790000000000000000e+02,2.266180269683286951e+03,1.081327517543572903e+01,5.779135412850391895e-02,-7.124311477448000574e+01
4.800000000000000000e+02,2.276418245579910490e+03,1.065509838896226213e+01,5.799587457079195818e-02,-7.079870695397708857e+01
4.810000000000000000e+02,2.286583192163384865e+03,1.049872900245848584e+01,5.820064894799649446e-02,-7.032374119658619804e+01
4.820000000000000000e+02,2.296645609746738501e+03,1.034446179854968229e+01,5.840565249373427109e-02,-6.981855889130748949e+01
4.830000000000000000e+02,2.306613139904673972e+03,1.019229438862543802e+01,5.861086023017416519e-02,-6.928357518851463226e+01
4.840000000000000000e+02,2.316471138680188687e+03,1.004237291537437216e+01,5.881624696953225567e-02,-6.871920471208385095e+01
4.850000000000000000e+02,2.326204961647328219e+03,9.894769203831558002e+00,5.902178731507778248e-02,-6.812578727178792803e+01
4.860000000000000000e+02,2.335822248976337960e+03,9.749555046469218667e+00,5.922745566233340170e-02,-6.750381070997241295e+01
4.870000000000000000e+02,2.345308355348016448e+03,9.606802204817364910e+00,5.943322620014322016e-02,-6.685361376399367828e+01
4.880000000000000000e+02,2.354656063371021901e+03,9.466730978120082796e+00,5.963907291207597855e-02,-6.617575748046563433e+01
4.890000000000000000e+02,2.363873011947899613e+03,9.329264504001665514e+00,5.984496957778659421e-02,-6.547080236177956181e+01
4.900000000000000000e+02,2.372944554538110879e+03,9.194623028195591630e+00,6.005088977496486624e-02,-6.473923407992806744e+01
4.910000000000000000e+02,2.381870900921108841e+03,9.062878205265381126e+00,6.025680688161756671e-02,-6.398168632464484062e+01
4.920000000000000000e+02,2.390652260504276455e+03,8.934027383868354377e+00,6.046269407878779312e-02,-6.319856938383594525e+01
4.930000000000000000e+02,2.399288842327101065e+03,8.808216459048248126e+00,6.066852435399487653e-02,-6.239059012635796364e+01
4.940000000000000000e+02,2.407773426709968589e+03,8.685591307037970665e+00,6.087427050526200006e-02,-6.155808344907862306e+01
4.950000000000000000e+02,2.416098793597554504e+03,8.566223503586035903e+00,6.107990514590263403e-02,-6.070182939431432345e+01
4.960000000000000000e+02,2.424265150895558236e+03,8.450110325805225031e+00,6.128540071018815510e-02,-5.982223603054408301e+01
4.970000000000000000e+02,2.432257849399126371e+03,8.337397604547291508e+00,6.149072945981164107e-02,-5.891993372000644058e+01
4.980000000000000000e+02,2.440077096165114654e+03,8.228156875779610857e+00,6.169586349142396758e-02,-5.799555226810766584e+01
4.990000000000000000e+02,2.447715669424164844e+03,8.122459665987786792e+00,6.190077474497376886e-02,-5.704964664017667531e+01
5.000000000000000000e+02,2.455166346884927862e+03,8.020451777592580100e+00,6.210543501326451499e-02,-5.608269696206706101e+01
5.010000000000000000e+02,2.462421971698336165e+03,7.922129280990282574e+00,6.230981595240765725e-02,-5.509540034783245943e+01
5.020000000000000000e+02,2.469483078801707506e+03,7.827632172362820384e+00,6.251388909335919841e-02,-5.408843212866677419e+01
5.030000000000000000e+02,2.476342840085336775e+03,7.736950719757773598e+00,6.271762585473790452e-02,-5.306231320939249940e+01
5.040000000000000000e+02,2.483001854989421190e+03,7.650298041940992277e+00,6.292099755647387327e-02,-5.201793536225525116e+01
5.050000000000000000e+02,2.489468150410332782e+03,7.567590125847658555e+00,6.312397543471336137e-02,-5.095589267774472120e+01
5.060000000000000000e+02,2.495727467196329599e+03,7.488965813075789235e+00,6.332653065774632162e-02,-4.987685298479944151e+01
5.070000000000000000e+02,2.501787830136420325e+03,7.414504524559206722e+00,6.352863434288137656e-02,-4.878148357034402238e+01
5.080000000000000000e+02,2.507642406087436939e+03,7.344270832656669690e+00,6.373025757449270190e-02,-4.767052546617768627e+01
5.090000000000000000e+02,2.513284360544213996e+03,7.278314463144012869e+00,6.393137142293967012e-02,-4.654464488569917791e+01
5.100000000000000000e+02,2.518729142551851965e+03,7.216692582260459510e+00,6.413194696438283271e-02,-4.540458179498344293e+01
5.110000000000000000e+02,2.523955057757636951e+03,7.159454942006217237e+00,6.433195530150684349e-02,-4.425092706668436904e+01
5.120000000000000000e+02,2.528977551760498045e+03,7.106651310492583029e+00,6.453136758497445002e-02,-4.308441961879039184e+01
5.130000000000000000e+02,2.533782354799466248e+03,7.058346330643059829e+00,6.473015503570436757e-02,-4.190579785269682134e+01
5.140000000000000000e+02,2.538370051690429136e+03,7.014589808793243009e+00,6.492828896763495894e-02,-4.071565109160548701e+01
5.150000000000000000e+02,2.542741224956249425e+03,6.975424145041204227e+00,6.512574081112679214e-02,-3.951471672026277560e+01
5.160000000000000000e+02,2.546896454653647652e+03,6.940906620297020879e+00,6.532248213683237992e-02,-3.830380590750318959e+01
5.170000000000000000e+02,2.550828889847033224e+03,6.911072256528273172e+00,6.551848467991018554e-02,-3.708350647859909088e+01
5.180000000000000000e+02,2.554531676781000442e+03,6.885978388855542143e+00,6.571372036450666421e-02,-3.585462862294328801e+01
5.190000000000000000e+02,2.558012815402241813e+03,6.865660097441581122e+00,6.590816132841313679e-02,-3.461790776700936334e+01
5.200000000000000000e+02,2.561258017429886422e+03,6.850159922878980900e+00,6.610177994776558763e-02,-3.337400458161899763e+01
5.210000000000000000e+02,2.564275276279804984e+03,6.839527868172311287e+00,6.629454886167285288e-02,-3.212372784000790915e+01
5.220000000000000000e+02,2.567057725138397473e+03,6.833799115664087154e+00,6.648644099692248288e-02,-3.086773729165960845e+01
5.230000000000000000e+02,2.569598493491389945e+03,6.833008885706584934e+00,6.667742959206904296e-02,-2.960676652093592764e+01
5.240000000000000000e+02,2.571912992007149114e+03,6.837177581926090930e+00,6.686748822140056725e-02,-2.834162295547331922e+01
5.250000000000000000e+02,2.573986913922743497e+03,6.846333078231332081e+00,6.705659081859537129e-02,-2.707296502433887042e+01
5.260000000000000000e+02,2.575835661689945937e+03,6.860495864063456573e+00,6.724471169951456995e-02,-2.580152501746239224e+01
5.270000000000000000e+02,2.577452348374589292e+03,6.879693903038650582e+00,6.743182558464638765e-02,-2.452803481131378049e+01
5.280000000000000000e+02,2.578837510916637711e+03,6.903955206531525057e+00,6.761790762060360116e-02,-2.325330016183450610e+01
5.290000000000000000e+02,2.579991681647762562e+03,6.933292978898880854e+00,6.780293340088737464e-02,-2.197790358010001910e+01
5.300000000000000000e+02,2.580922816518929267e+03,6.967720476094281246e+00,6.798687898603697488e-02,-2.070279861024970813e+01
5.310000000000000000e+02,2.581616581586906705e+03,7.007265864272558709e+00,6.816972092232514990e-02,-1.942864128810649760e+01
5.320000000000000000e+02,2.582088351364293885e+03,7.051927651580652601e+00,6.835143625985820592e-02,-1.815638441956540561e+01
5.330000000000000000e+02,2.582331210277342052e+03,7.101719260139716106e+00,6.853200256941634205e-02,-1.688660903966089322e+01
5.340000000000000000e+02,2.582338237637992279e+03,7.156654171212499804e+00,6.871139795821813723e-02,-1.562026725839784191e+01
5.350000000000000000e+02,2.582124792627987517e+03,7.216753355408036974e+00,6.888960108457863052e-02,-1.435801372024623213e+01
5.360000000000000000e+02,2.581676515792801638e+03,7.282015561121030878e+00,6.906659117122103397e-02,-1.310079988338470969e+01
5.370000000000000000e+02,2.581008755801817188e+03,7.352439601407716019e+00,6.924234801761271207e-02,-1.184920547960354931e+01
5.380000000000000000e+02,2.580114570967303735e+03,7.428031784145573191e+00,6.941685201084138446e-02,-1.060403279394753184e+01
5.390000000000000000e+02,2.579001870978943316e+03,7.508776200424776448e+00,6.959008413549053196e-02,-9.366083826024643955e+00
5.400000000000000000e+02,2.577656275148272925e+03,7.594671868074430954e+00,6.976202598200158256e-02,-8.136011735006485779e+00
5.410000000000000000e+02,2.576100539218597078e+03,7.685725305068340951e+00,6.993265975409299062e-02,-6.914543702326599650e+00
5.420000000000000000e+02,2.574327700232566713e+03,7.781920817860386030e+00,7.010196827487379101e-02,-5.702480944052966016e+00
5.430000000000000000e+02,2.572330789964545147e+03,7.883250216501183516e+00,7.026993499172576318e-02,-4.500498157981898117e+00
5.440000000000000000e+02,2.570125120013795822e+03,7.989705387981476115e+00,7.043654398016072071e-02,-3.309314388419219988e+00
5.450000000000000000e+02,2.567711140106184303e+03,8.101248584501870909e+00,7.060177994644648014e-02,-2.129596470523719809e+00
5.460000000000000000e+02,2.565081866507289305e+03,8.217879280271382925e+00,7.076562822943392728e-02,-9.620184701740692734e-01
5.470000000000000000e+02,2.562245167145220876e+03,8.339559889626023903e+00,7.092807480113974550e-02,1.927308744510007332e-01
5.480000000000000000e+02,2.559201476640402234e+03,8.466208340272826760e+00,7.108910626651676612e-02,1.333992709582554781e+00
5.490000000000000000e+02,2.555951224743995681e+03,8.597965495465077268e+00,7.124870986247147653e-02,2.461068968653633782e+00
5.500000000000000000e+02,2.552494836432884313e+03,8.734600887519402335e+00,7.140687345588798973e-02,3.573292927920781459e+00
5.510000000000000000e+02,2.548847533526912684e+03,8.876255534191887619e+00,7.156358554116519499e-02,4.669970264981552432e+00
5.520000000000000000e+02,2.544994599140849004e+03,9.022773328164600315e+00,7.171883523694881635e-02,5.750439969102854043e+00
5.530000000000000000e+02,2.540950970148600391e+03,9.174146799966793608e+00,7.187261228244060107e-02,6.814046830308382319e+00
5.540000000000000000e+02,2.536724150728965469e+03,9.330368572531073212e+00,7.202490703321295928e-02,7.860150582760894622e+00
5.550000000000000000e+02,2.532306784130305459e+03,9.491357079060753321e+00,7.217571045655270245e-02,8.888088748577279929e+00
5.560000000000000000e+02,2.527698937837278208e+03,9.657105131366781947e+00,7.232501412674018082e-02,9.897206336661300341e+00
5.570000000000000000e+02,2.522922960387418243e+03,9.827531354155778942e+00,7.247281021985027549e-02,1.088692268315705114e+01
5.580000000000000000e+02,2.517964054684341136e+03,1.000262875328715850e+01,7.261909150873391283e-02,1.185655315621804640e+01
5.590000000000000000e+02,2.512829704913145633e+03,1.018231614997854884e+01,7.276385135759179390e-02,1.280564341682192442e+01
5.600000000000000000e+02,2.507519963250112141e+03,1.036658674897732624e+01,7.290708371696363876e-02,1.373359055784464822e+01
5.610000000000000000e+02,2.502049735020579192e+03,1.055528528917503372e+01,7.304878311851890904e-02,1.463979165589093157e+01
5.620000000000000000e+02,2.496404208700196250e+03,1.074847946219514228e+01,7.318894467028014272e-02,1.552386660652146588e+01
5.630000000000000000e+02,2.490598282814530194e+03,1.094601421240575512e+01,7.332756405193728566e-02,1.638506384085263790e+01
5.640000000000000000e+02,2.484639424279587729e+03,1.114788315541066943e+01,7.346463751043119661e-02,1.722292886160525782e+01
5.650000000000000000e+02,2.478512811786616567e+03,1.135400572846966760e+01,7.360016185620282814e-02,1.803700709353380560e+01
5.660000000000000000e+02,2.472233334332125651e+03,1.156437575837985499e+01,7.373413445947459011e-02,1.882684386778591801e+01
5.670000000000000000e+02,2.465808449537391425e+03,1.177876432828871778e+01,7.386655324719446081e-02,1.959183583918449401e+01
5.680000000000000000e+02,2.459230755361048978e+03,1.199723976298023942e+01,7.399741670056068921e-02,2.033160238796286023e+01
5.690000000000000000e+02,2.452507703554694217e+03,1.221972192857322881e+01,7.412672385282599585e-02,2.104568846992129494e+01
5.700000000000000000e+02,2.445639314658267267e+03,1.244605651668011248e+01,7.425447428798213900e-02,2.173363888404857036e+01
5.710000000000000000e+02,2.438633034738069910e+03,1.267623789551333857e+01,7.438066813960736434e-02,2.239492397310012706e+01
5.720000000000000000e+02,2.431496307065358906e+03,1.291011197641511998e+01,7.450530609061260801e-02,2.302931102516237161e+01
5.730000000000000000e+02,2.424229143786299119e+03,1.314767334834742485e+01,7.462838937345457613e-02,2.363626998966552151e+01
5.740000000000000000e+02,2.416831554283898186e+03,1.338884242780381761e+01,7.474991977080079619e-02,2.421556772942751579e+01
5.750000000000000000e+02,2.409325830232126464e+03,1.363346545916701302e+01,7.486989961691958850e-02,2.476689658716739473e+01
5.760000000000000000e+02,2.401697118789266824e+03,1.388153736551157635e+01,7.498833179947991812e-02,2.528987436954367851e+01
5.770000000000000000e+02,2.393967706088126761e+03,1.413290461482596605e+01,7.510521976183408277e-02,2.578411861471930777e+01
5.780000000000000000e+02,2.386130162064302112e+03,1.438748807068817648e+01,7.522056750582727103e-02,2.624924657645934190e+01
5.790000000000000000e+02,2.378191910531543272e+03,1.464528299236949671e+01,7.533437959493512193e-02,2.668509805878327867e+01
5.800000000000000000e+02,2.370160372449046008e+03,1.490606190086322158e+01,7.544666115783725535e-02,2.709128969915390428e+01
5.810000000000000000e+02,2.362042965883861143e+03,1.516982027987292980e+01,7.555741789228873073e-02,2.746743780325996553e+01
5.820000000000000000e+02,2.353839677618371752e+03,1.543640515820742998e+01,7.566665606920817966e-02,2.781323261287705151e+01
5.830000000000000000e+02,2.345550491454380790e+03,1.570573796012964607e+01,7.577438253690146897e-02,2.812843829032215126e+01
5.840000000000000000e+02,2.337190244864364104e+03,1.597781450513133983e+01,7.588060472557757452e-02,2.841267005250886868e+01
5.850000000000000000e+02,2.328758915539023292e+03,1.625233359012895917e+01,7.598533065171358958e-02,2.866569128964119528e+01
5.860000000000000000e+02,2.320256478035001692e+03,1.652936554062762653e+01,7.608856892252451043e-02,2.888719069952315266e+01
5.870000000000000000e+02,2.311690332071950706e+03,1.680875794227586439e+01,7.619032874029044167e-02,2.907707940653197909e+01
5.880000000000000000e+02,2.303075302479869151e+03,1.709035849088114389e+01,7.629061990643605518e-02,2.923511952922716617e+01
5.890000000000000000e+02,2.294396497396651739e+03,1.737408927535346592e+01,7.638945282558624872e-02,2.936114701615038669e+01
5.900000000000000000e+02,2.285676163371535949e+03,1.765987249357772271e+01,7.648683850897294856e-02,2.945492306429573048e+01
5.910000000000000000e+02,2.276914258517636426e+03,1.794755616821948863e+01,7.658278857762723657e-02,2.951635695528747050e+01
5.920000000000000000e+02,2.268110737521461033e+03,1.823706271297207238e+01,7.667731526516714802e-02,2.954513462374468347e+01
5.930000000000000000e+02,2.259272979957071584e+03,1.852824036472802050e+01,7.677043141981745866e-02,2.954123862789407795e+01
5.940000000000000000e+02,2.250400933555475149e+03,1.882101174969487545e+01,7.686215050600249399e-02,2.950457671838240259e+01
5.950000000000000000e+02,2.241509399232081705e+03,1.911522531543608139e+01,7.695248660508893779e-02,2.943505610834449016e+01
5.960000000000000000e+02,2.232598317669991957e+03,1.941080389685704333e+01,7.704145441557339047e-02,2.933258346021977303e+01
5.970000000000000000e+02,2.223667626013094377e+03,1.970759614811717242e+01,7.712906925231675925e-02,2.919699058932782521e+01
5.980000000000000000e+02,2.214724686217873568e+03,2.000545082498594240e+01,7.721534704484125933e-02,2.902833158522737023e+01
5.990000000000000000e+02,2.205776856714297992e+03,2.030436535063800463e+01,7.730030433507781296e-02,2.882643709833115508e+01
6.000000000000000000e+02,2.196824064076795366e+03,2.060411439686872370e+01,7.738395827378388714e-02,2.859136002884018524e+01
6.010000000000000000e+02,2.187881049640173842e+03,2.090462247970800291e+01,7.746632661621860594e-02,2.832315511002484953e+01
6.020000000000000000e+02,2.178932684040992172e+03,2.120574464582357876e+01,7.754742771668406143e-02,2.802196051696436285e+01
6.030000000000000000e+02,2.170008366173886770e+03,2.150741149976452604e+01,7.762728052212755636e-02,2.768769338466076135e+01
6.040000000000000000e+02,2.161092921520622895e+03,2.180947945600567195e+01,7.770590456463752349e-02,2.732049305264083827e+01
6.050000000000000000e+02,2.152193457379368738e+03,2.211180502087558608e+01,7.778331995295635626e-02,2.692042392043186183e+01
6.060000000000000000e+02,2.143324506252873562e+03,2.241431907442640892e+01,7.785954736290066902e-02,2.648762400438565479e+01
6.070000000000000000e+02,2.134478312547749738e+03,2.271695258524109562e+01,7.793460802670300336e-02,2.602208207732942924e+01
6.080000000000000000e+02,2.125669402787754279e+03,2.301948804168128149e+01,7.800852372143915470e-02,2.552400907658089935e+01
6.090000000000000000e+02,2.116904872335855543e+03,2.332185658409438389e+01,7.808131675628762758e-02,2.499361524429236425e+01
6.100000000000000000e+02,2.108169528827808790e+03,2.362391515244775420e+01,7.815300995898022407e-02,2.443096155165042305e+01
6.110000000000000000e+02,2.099492747469116239e+03,2.392544648441616673e+01,7.822362666118473640e-02,2.383618254094508160e+01
6.120000000000000000e+02,2.090859330986937948e+03,2.422645624742569481e+01,7.829319068297757589e-02,2.320941203398901465e+01
6.130000000000000000e+02,2.082276364946940703e+03,2.452680161912225287e+01,7.836172631660880128e-02,2.255085740790489623e+01
6.140000000000000000e+02,2.073765789576738371e+03,2.482633985230599194e+01,7.842925830917080177e-02,2.186079958777571264e+01
6.150000000000000000e+02,2.065304973146047359e+03,2.512492827280934904e+01,7.849581184483638008e-02,2.113951875616023202e+01
6.160000000000000000e+02,2.056923280709836945e+03,2.542249856082767323e+01,7.856141252616780091e-02,2.038744291348522353e+01
6.170000000000000000e+02,2.048612934102226063e+03,2.571898246519532805e+01,7.862608635486871556e-02,1.960477645429102722e+01
6.180000000000000000e+02,2.040381010591317818e+03,2.601431180111589470e+01,7.868985971203935892e-02,1.879194586237635889e+01
6.190000000000000000e+02,2.032227158036882201e+03,2.630819559733735602e+01,7.875275933778587423e-02,1.794922828778835111e+01
6.200000000000000000e+02,2.024158451803757771e+03,2.660071436180787785e+01,7.881481231059744852e-02,1.707697439220578772e+01
6.210000000000000000e+02,2.016189394978319115e+03,2.689172581124593009e+01,7.887604602625998551e-02,1.617545977718339500e+01
6.220000000000000000e+02,2.008312205186594610e+03,2.718093915218794976e+01,7.893648817652677840e-02,1.524510783028246053e+01
6.230000000000000000e+02,2.000526528216091720e+03,2.746843506300704263e+01,7.899616672756905322e-02,1.428626687056011768e+01
6.240000000000000000e+02,1.992846866587649401e+03,2.775399713984850436e+01,7.905510989841620095e-02,1.329921014493980636e+01
6.250000000000000000e+02,1.985272866375883723e+03,2.803755759506082512e+01,7.911334613927401005e-02,1.228428439196009592e+01
6.260000000000000000e+02,1.977811602480294141e+03,2.831890012056055639e+01,7.917090410987101534e-02,1.124190983889160123e+01
6.270000000000000000e+02,1.970455293792888824e+03,2.859795701917686017e+01,7.922781265800880879e-02,1.017235734871910680e+01
6.280000000000000000e+02,1.963225873515178591e+03,2.887458635143969587e+01,7.928410079808646815e-02,9.076045552013525253e+00
6.290000000000000000e+02,1.956108134217705356e+03,2.914872049984193580e+01,7.933979769017683592e-02,7.953540845165886886e+00
6.300000000000000000e+02,1.949116583199526531e+03,2.942029188255723327e+01,7.939493261914137845e-02,6.805260254982835377e+00
6.310000000000000000e+02,1.942250872588646871e+03,2.968901010011676078e+01,7.944953497425986944e-02,5.631620004668484114e+00
6.320000000000000000e+02,1.935510656238413048e+03,2.995495620057842245e+01,7.950363422929912494e-02,4.433184080177348108e+00
6.330000000000000000e+02,1.928910446617216621e+03,3.021791412511995745e+01,7.955725992293902205e-02,3.210292812420595165e+00
6.340000000000000000e+02,1.922442473239135779e+03,3.047774212263436056e+01,7.961044163983574395e-02,1.963508578370630753e+00
6.350000000000000000e+02,1.916113824589220030e+03,3.073444703028369318e+01,7.966320899229210883e-02,6.933632376131030339e-01
6.360000000000000000e+02,1.909931591588691845e+03,3.098781285300810850e+01,7.971559160228729179e-02,-5.996344384714837883e-01
6.370000000000000000e+02,1.903895439401651856e+03,3.123784646153291433e+01,7.976761908449347960e-02,-1.914931910352765332e+00
6.380000000000000000e+02,1.898005035933194222e+03,3.148433188831852192e+01,7.981932102959717057e-02,-3.251977438877686311e+00
6.390000000000000000e+02,1.892267480318170101e+03,3.172727602551365322e+01,7.987072698858237174e-02,-4.610242368374695587e+00
6.400000000000000000e+02,1.886682446349652764e+03,3.196646292085394592e+01,7.992186645746712781e-02,-5.989178039902902206e+00
6.410000000000000000e+02,1.881257039298739528e+03,3.220189947556690413e+01,7.997276886285462072e-02,-7.388230645259567630e+00
6.420000000000000000e+02,1.875983510973398324e+03,3.243336974022472674e+01,8.002346354820778773e-02,-8.806781797110632581e+00
6.430000000000000000e+02,1.870883829919883738e+03,3.266088061260682451e+01,8.007397976064196954e-02,-1.024420795234967230e+01
6.440000000000000000e+02,1.865935398010587733e+03,3.288429041701548527e+01,8.012434663856908557e-02,-1.169987297992805253e+01
6.450000000000000000e+02,1.861160190727981217e+03,3.310338318458932605e+01,8.017459319985258126e-02,-1.317315638438845049e+01
6.460000000000000000e+02,1.856557902084159878e+03,3.331816578410827390e+01,8.022474833067246014e-02,-1.466343844458796397e+01
6.470000000000000000e+02,1.852120801384287006e+03,3.352849650126191960e+01,8.027484077493765580e-02,-1.617001849688854520e+01
6.480000000000000000e+02,1.847856018331795440e+03,3.373423360242266256e+01,8.032489912433339596e-02,-1.769240463547837194e+01
6.490000000000000000e+02,1.843763258024049264e+03,3.393538389840828273e+01,8.037495180882918422e-02,-1.922974915203139901e+01
6.500000000000000000e+02,1.839857086041914499e+03,3.413180560722032197e+01,8.042502708768971276e-02,-2.078150222442362249e+01
6.510000000000000000e+02,1.836122319535260885e+03,3.432350684410199904e+01,8.047515304098243338e-02,-2.234689923204960493e+01
6.520000000000000000e+02,1.832565909165694848e+03,3.451042684568684393e+01,8.052535756142197021e-02,-2.392527980193050041e+01
6.530000000000000000e+02,1.829194770609519082e+03,3.469250617231280387e+01,8.057566834658433375e-02,-2.551606588247170393e+01
6.540000000000000000e+02,1.826008395066415687e+03,3.486968534544562459e+01,8.062611289147159077e-02,-2.711860586247745886e+01
6.550000000000000000e+02,1.823013705969525518e+03,3.504183056090688808e+01,8.067671848122358325e-02,-2.873224884660836409e+01
6.560000000000000000e+02,1.820195345590117313e+03,3.520903081961634484e+01,8.072751218413241892e-02,-3.035619607994090430e+01
6.570000000000000000e+02,1.817567673491802225e+03,3.537115222331339481e+01,8.077852084470475702e-02,-3.198994664015605949e+01
6.580000000000000000e+02,1.815130196428971203e+03,3.552813510530943120e+01,8.082977107690150764e-02,-3.363262887679892543e+01
6.590000000000000000e+02,1.812882425045426771e+03,3.567984546023308212e+01,8.088128925729695662e-02,-3.528366895319221896e+01
6.600000000000000000e+02,1.810823873871378282e+03,3.582629779129774761e+01,8.093310151827745602e-02,-3.694234513542109966e+01
6.610000000000000000e+02,1.808954061319993116e+03,3.596735797306336480e+01,8.098523374132475527e-02,-3.860793634894771742e+01
6.620000000000000000e+02,1.807279938034405404e+03,3.610296609872976603e+01,8.103771154982018776e-02,-4.027979645133347475e+01
6.630000000000000000e+02,1.805793601834571973e+03,3.623313647693780837e+01,8.109056030211019006e-02,-4.195713137056323916e+01
6.640000000000000000e+02,1.804502011117330085e+03,3.635773477808111664e+01,8.114380508409856085e-02,-4.363922194399773247e+01
6.650000000000000000e+02,1.803404699806727422e+03,3.647677516515496166e+01,8.119747070161432989e-02,-4.532542390643391172e+01
6.660000000000000000e+02,1.802493777357650742e+03,3.659019744010901576e+01,8.125158167269119769e-02,-4.701501931077810070e+01
6.670000000000000000e+02,1.801776213813248660e+03,3.669801560773650806e+01,8.130616221930411780e-02,-4.870721651534484664e+01
6.680000000000000000e+02,1.801258983114580133e+03,3.680009502207621352e+01,8.136123625893733335e-02,-5.040129873778490577e+01
6.690000000000000000e+02,1.800926778063876327e+03,3.689637523385686535e+01,8.141682739574922223e-02,-5.209662404163579907e+01
6.700000000000000000e+02,1.800794008794500769e+03,3.698694427096587845e+01,8.147295891138860158e-02,-5.379240247199710723e+01
