ell,TT,EE,BB,TE
1.101000000000000000e+03,1.222699182214853408e+03,1.840745747482671746e+01,9.903697683314498235e-02,-6.614945326127036651e+01
1.102000000000000000e+03,1.224136543931336973e+03,1.819769424766138854e+01,9.906960618496349347e-02,-6.548084285013599981e+01
1.103000000000000000e+03,1.225500363581440524e+03,1.799160034928950580e+01,9.910168369346424033e-02,-6.479806115858271198e+01
1.104000000000000000e+03,1.226805945446953046e+03,1.778922548599614473e+01,9.913318841205903675e-02,-6.410241387068806773e+01
1.105000000000000000e+03,1.228038875829551216e+03,1.759054524611508086e+01,9.916409963345994283e-02,-6.339401716942532516e+01
1.106000000000000000e+03,1.229199593056094045e+03,1.739568395599716411e+01,9.919439690048169334e-02,-6.267313485917913596e+01
1.107000000000000000e+03,1.230295959035458736e+03,1.720469183491119480e+01,9.922406001662599506e-02,-6.194017838572573709e+01
1.108000000000000000e+03,1.231313545768094400e+03,1.701761928389920797e+01,9.925306905651148925e-02,-6.119555828970671740e+01
1.109000000000000000e+03,1.232267633711973986e+03,1.683459117457312360e+01,9.928140437598875767e-02,-6.043960994409239618e+01
1.110000000000000000e+03,1.233143784898596323e+03,1.665558400383956794e+01,9.930904662196740618e-02,-5.967274214262714338e+01
1.111000000000000000e+03,1.233949841306689677e+03,1.648072303307688458e+01,9.933597674202607197e-02,-5.889536283822828011e+01
1.112000000000000000e+03,1.234678783036991035e+03,1.630991087572105869e+01,9.936217599371607867e-02,-5.810773059832960996e+01
1.113000000000000000e+03,1.235338441643469650e+03,1.614334748680974130e+01,9.938762595344788342e-02,-5.731047461217914218e+01
1.114000000000000000e+03,1.235921786666838670e+03,1.598108446691811579e+01,9.941230852514226779e-02,-5.650377759550841006e+01
1.115000000000000000e+03,1.236429210624186680e+03,1.582302506703084255e+01,9.943620594844838900e-02,-5.568811864915442555e+01
1.116000000000000000e+03,1.236861100602037368e+03,1.566936989434628558e+01,9.945930080664569517e-02,-5.486397614902934805e+01
1.117000000000000000e+03,1.237217838204131567e+03,1.552002264895960693e+01,9.948157603418242290e-02,-5.403160491995896564e+01
1.118000000000000000e+03,1.237499799503707663e+03,1.537511011299362629e+01,9.950301492374716283e-02,-5.319140767788864110e+01
1.119000000000000000e+03,1.237699926650029965e+03,1.523468502110868705e+01,9.952360113307485989e-02,-5.234393505490632492e+01
1.120000000000000000e+03,1.237818584530155931e+03,1.509865178142329079e+01,9.954331869124927179e-02,-5.148936564005916239e+01
1.121000000000000000e+03,1.237863560734662087e+03,1.496721218085170513e+01,9.956215200464446635e-02,-5.062824884000433912e+01
1.122000000000000000e+03,1.237827780477018450e+03,1.484027112130260839e+01,9.958008586250188809e-02,-4.976091063688796368e+01
1.123000000000000000e+03,1.237711591618805642e+03,1.471788232480547443e+01,9.959710544209421368e-02,-4.888775074850758529e+01
1.124000000000000000e+03,1.237522764648430893e+03,1.460017405400873969e+01,9.961319631342957504e-02,-4.800916837119645209e+01
1.125000000000000000e+03,1.237246779262996142e+03,1.448705198205644784e+01,9.962834444368127984e-02,-4.712556220642541405e+01
1.126000000000000000e+03,1.236883966106450998e+03,1.437857061387024160e+01,9.964253620117545507e-02,-4.623747905460569285e+01
1.127000000000000000e+03,1.236449506760397753e+03,1.427478472279361732e+01,9.965575835902511226e-02,-4.534531670805340298e+01
1.128000000000000000e+03,1.235936291987408367e+03,1.417574935411794534e+01,9.966799809838387814e-02,-4.444962111213191491e+01
1.129000000000000000e+03,1.235337206779946200e+03,1.408144554497991585e+01,9.967924301139721721e-02,-4.355071497501110400e+01
1.130000000000000000e+03,1.234667415412726996e+03,1.399185461113517093e+01,9.968948110379695360e-02,-4.264914349607515476e+01
1.131000000000000000e+03,1.233912362995843068e+03,1.390703243360062302e+01,9.969870079715001387e-02,-4.174537725940830057e+01
1.132000000000000000e+03,1.233079773934472314e+03,1.382703517815788707e+01,9.970689093087954646e-02,-4.083973797787393778e+01
1.133000000000000000e+03,1.232169938538731458e+03,1.375184501472065257e+01,9.971404076397673288e-02,-3.993269565477457661e+01
1.134000000000000000e+03,1.231175713037228888e+03,1.368144440356893554e+01,9.972013997638094762e-02,-3.902464576104657823e+01
1.135000000000000000e+03,1.230104804643880698e+03,1.361581609794052561e+01,9.972517867023414362e-02,-3.811598354650092801e+01
1.136000000000000000e+03,1.228957486525534705e+03,1.355501742998310810e+01,9.972914737082169689e-02,-3.720702978407972950e+01
1.137000000000000000e+03,1.227726597822463646e+03,1.349903174605528378e+01,9.973203702735319864e-02,-3.629832793163123483e+01
1.138000000000000000e+03,1.226419828721533349e+03,1.344784269239007379e+01,9.973383901355585557e-02,-3.539019845865146152e+01
1.139000000000000000e+03,1.225037435429607513e+03,1.340143421710968852e+01,9.973454512809207251e-02,-3.448303600802932323e+01
1.140000000000000000e+03,1.223564811849005764e+03,1.335986485559546644e+01,9.973414759482872316e-02,-3.357730942374681860e+01
1.141000000000000000e+03,1.222024488056339806e+03,1.332304488169949686e+01,9.973263906301954584e-02,-3.267348749503013750e+01
1.142000000000000000e+03,1.220401846828309317e+03,1.329103344332479608e+01,9.973001260732924922e-02,-3.177196470044206222e+01
1.143000000000000000e+03,1.218704550473051995e+03,1.326381571333837250e+01,9.972626172783281839e-02,-3.087313551891022101e+01
1.144000000000000000e+03,1.216925399109150476e+03,1.324137717434432382e+01,9.972138034992432398e-02,-2.997746874067539125e+01
1.145000000000000000e+03,1.215072044097662229e+03,1.322370361980429010e+01,9.971536282412460372e-02,-2.908535892764319186e+01
1.146000000000000000e+03,1.213144703023049260e+03,1.321078115500757555e+01,9.970820392593067460e-02,-2.819727500764712147e+01
1.147000000000000000e+03,1.211143588075659864e+03,1.320259619789109173e+01,9.969989885558490361e-02,-2.731353745109220910e+01
1.148000000000000000e+03,1.209061477734162054e+03,1.319913547970932655e+01,9.969044323787613904e-02,-2.643454114849866343e+01
1.149000000000000000e+03,1.206906001849354652e+03,1.320031176205221080e+01,9.967983312192378598e-02,-2.556075543741564360e+01
1.150000000000000000e+03,1.204677356626806159e+03,1.320611240422142529e+01,9.966806498095787115e-02,-2.469250127869808153e+01
1.151000000000000000e+03,1.202375715183909506e+03,1.321659968291760912e+01,9.965513571214383581e-02,-2.383016540041483111e+01
1.152000000000000000e+03,1.200001174103230142e+03,1.323168890020118660e+01,9.964104263639321502e-02,-2.297417412461178188e+01
1.153000000000000000e+03,1.197561235297487428e+03,1.325137027553494029e+01,9.962578349823064672e-02,-2.212479674290560538e+01
1.154000000000000000e+03,1.195041110469828027e+03,1.327563434259944941e+01,9.960935646574960167e-02,-2.128237712644377666e+01
1.155000000000000000e+03,1.192455719600269731e+03,1.330432338192573205e+01,9.959176013043057052e-02,-2.044725946844791764e+01
1.156000000000000000e+03,1.189797692528963125e+03,1.333757712140405616e+01,9.957299350716257436e-02,-1.961986259359824913e+01
1.157000000000000000e+03,1.187074510742831990e+03,1.337523846761534330e+01,9.955305603419961624e-02,-1.880038284973679552e+01
1.158000000000000000e+03,1.184286222360658940e+03,1.341737348955889964e+01,9.953194757313990615e-02,-1.798931411792428037e+01
1.159000000000000000e+03,1.181432870519707194e+03,1.346382571670773665e+01,9.950966840894964749e-02,-1.718692785328361694e+01
1.160000000000000000e+03,1.178514493412723596e+03,1.351466183895549378e+01,9.948621924995315613e-02,-1.639349596068498727e+01
1.161000000000000000e+03,1.175531124325687870e+03,1.356980028789875981e+01,9.946160122785697999e-02,-1.560936510323782933e+01
1.162000000000000000e+03,1.172490220026675615e+03,1.362915980250137515e+01,9.943581589770557339e-02,-1.483473387657964437e+01
1.163000000000000000e+03,1.169384375754723123e+03,1.369273371112211635e+01,9.940886523783110107e-02,-1.406994996748403359e+01
1.164000000000000000e+03,1.166221038661578632e+03,1.376051564640476421e+01,9.938075164976831188e-02,-1.331536161125025863e+01
1.165000000000000000e+03,1.163000222802990493e+03,1.383235097653463974e+01,9.935147795807666715e-02,-1.257116904888357922e+01
1.166000000000000000e+03,1.159714509182184202e+03,1.390830822088302199e+01,9.932104741010147619e-02,-1.183772168507582023e+01
1.167000000000000000e+03,1.156371330845683588e+03,1.398823334699603826e+01,9.928946367564772668e-02,-1.111522097794493291e+01
1.168000000000000000e+03,1.152970687879385650e+03,1.407212118598448214e+01,9.925673084651477629e-02,-1.040401759656708514e+01
1.169000000000000000e+03,1.149520004157797757e+03,1.415996686327113174e+01,9.922285343586187412e-02,-9.704314310254602560e+00
1.170000000000000000e+03,1.146011842344096294e+03,1.425154294571184721e+01,9.918783637755212990e-02,-9.016388862109986135e+00
1.171000000000000000e+03,1.142453617344159966e+03,1.434699370712216471e+01,9.915168502517252014e-02,-8.340593991823524789e+00
1.172000000000000000e+03,1.138845311311232763e+03,1.444616657414066729e+01,9.911440515093010439e-02,-7.677060324203983654e+00
1.173000000000000000e+03,1.135186902054106895e+03,1.454898354100800795e+01,9.907600294434625032e-02,-7.026142092468920630e+00
1.174000000000000000e+03,1.131478363097716965e+03,1.465544116671555841e+01,9.903648501072549737e-02,-6.388082884484660440e+00
1.175000000000000000e+03,1.127719663746526521e+03,1.476546200503254092e+01,9.899585836933735838e-02,-5.763052806235331005e+00
1.176000000000000000e+03,1.123918197501070154e+03,1.487889460142290154e+01,9.895413045136729202e-02,-5.151297070252593535e+00
1.177000000000000000e+03,1.120073925426765072e+03,1.499573634035576930e+01,9.891130909759489331e-02,-4.553017163133231904e+00
1.178000000000000000e+03,1.116179376226329168e+03,1.511598487499083632e+01,9.886740255574676117e-02,-3.968452578199813008e+00
1.179000000000000000e+03,1.112249359716398430e+03,1.523948955675230543e+01,9.882241947755648903e-02,-3.397813980831917213e+00
1.180000000000000000e+03,1.108276396804895285e+03,1.536617428230525739e+01,9.877636891552499243e-02,-2.841327798715390873e+00
1.181000000000000000e+03,1.104260432974210971e+03,1.549596320641308367e+01,9.872926031932008351e-02,-2.299191671541375381e+00
1.182000000000000000e+03,1.100208838366728287e+03,1.562885502169225660e+01,9.868110353185387262e-02,-1.771581898797956134e+00
1.183000000000000000e+03,1.096121551173206626e+03,1.576470010425059698e+01,9.863190878500080472e-02,-1.258706200127260644e+00
1.184000000000000000e+03,1.091998506075273554e+03,1.590349764373778463e+01,9.858168669495516456e-02,-7.607472785502163992e-01
1.185000000000000000e+03,1.087839634341014062e+03,1.604502422176927112e+01,9.853044825725099098e-02,-2.779036946837630251e-01
1.186000000000000000e+03,1.083644863923860385e+03,1.618935379227730209e+01,9.847820484141142638e-02,1.896324004279417996e-01
1.187000000000000000e+03,1.079421547914989333e+03,1.633633769272531566e+01,9.842496818525423019e-02,6.416789620279562678e-01
1.188000000000000000e+03,1.075169607948147586e+03,1.648590177374942911e+01,9.837075038880255251e-02,1.078105633381579720e+00
1.189000000000000000e+03,1.070888962658322725e+03,1.663797211118827590e+01,9.831556390785654853e-02,1.498773559559961388e+00
1.190000000000000000e+03,1.066572099442899116e+03,1.679247500151742756e+01,9.825942154726111100e-02,1.903565084721446476e+00
1.191000000000000000e+03,1.062241216327178563e+03,1.694926267368487416e+01,9.820233645375740783e-02,2.292354023063428947e+00
1.192000000000000000e+03,1.057881366929133264e+03,1.710833613486119376e+01,9.814432210859158623e-02,2.665005643660000256e+00
1.193000000000000000e+03,1.053499887380977043e+03,1.726962231508112566e+01,9.808539231971317995e-02,3.021406369197821906e+00
1.194000000000000000e+03,1.049104111400398779e+03,1.743289977879773645e+01,9.802556121372572873e-02,3.361419191718681088e+00
1.195000000000000000e+03,1.044686513714278817e+03,1.759817013736082103e+01,9.796484322755291685e-02,3.684957942486929205e+00
1.196000000000000000e+03,1.040246995235687336e+03,1.776536090988366823e+01,9.790325309977075674e-02,3.991942708785135352e+00
1.197000000000000000e+03,1.035792883191979627e+03,1.793439980153470614e+01,9.784080586177303085e-02,4.282284964653943149e+00
1.198000000000000000e+03,1.031331502904263743e+03,1.810506613123589403e+01,9.777751682863532190e-02,4.555917272287060449e+00
1.199000000000000000e+03,1.026855321218035215e+03,1.827743652729706980e+01,9.771340158976259127e-02,4.812666988634576093e+00
1.200000000000000000e+03,1.022364231686247535e+03,1.845129065393313894e+01,9.764847599938591971e-02,5.052597958645161924e+00
1.201000000000000000e+03,1.017865517313221858e+03,1.862663319058897571e+01,9.758275616685525844e-02,5.275477318089816237e+00
1.202000000000000000e+03,1.013358881820033957e+03,1.880332840985685650e+01,9.751625844680487931e-02,5.481448998374810699e+00
1.203000000000000000e+03,1.008843990297408595e+03,1.898124273773328952e+01,9.744899942914657387e-02,5.670360202931838067e+00
1.204000000000000000e+03,1.004327935080130146e+03,1.916046559800516036e+01,9.738099592902420276e-02,5.842279728911339731e+00
1.205000000000000000e+03,9.998029508311183235e+02,1.934071513838733125e+01,9.731226497665863839e-02,5.997126541785827492e+00
1.206000000000000000e+03,9.952761280770693020e+02,1.952208105963613249e+01,9.724282380715414120e-02,6.134966902091988139e+00
1.207000000000000000e+03,9.907471282919379973e+02,1.970428177454627772e+01,9.717268985022502192e-02,6.255791508276299595e+00
1.208000000000000000e+03,9.862230407310545388e+02,1.988748152043616457e+01,9.710188072002609583e-02,6.359515490673107507e+00
1.209000000000000000e+03,9.817035258634100501e+02,2.007139895101443727e+01,9.703041420488353608e-02,6.446275540120887548e+00
1.210000000000000000e+03,9.771808155034203764e+02,2.025604996524280921e+01,9.695830825713200318e-02,6.515984202184132990e+00
1.211000000000000000e+03,9.726619979922313632e+02,2.044130200010317111e+01,9.688558098300296961e-02,6.568849857539935222e+00
1.212000000000000000e+03,9.681541616263866672e+02,2.062709687483423338e+01,9.681225063259045471e-02,6.604856733962781945e+00
1.213000000000000000e+03,9.636495380849482899e+02,2.081337650110835469e+01,9.673833558992486759e-02,6.623987753967679915e+00
1.214000000000000000e+03,9.591552159564223530e+02,2.100008287666393159e+01,9.666385436316332624e-02,6.626298816080884890e+00
1.215000000000000000e+03,9.546782841623517015e+02,2.118700951188910864e+01,9.658882557489527343e-02,6.611918793239586201e+00
1.216000000000000000e+03,9.502035470287107728e+02,2.137417284088240876e+01,9.651326795265499636e-02,6.580826681313305393e+00
1.217000000000000000e+03,9.457455228577431399e+02,2.156144079745104847e+01,9.643720031953066651e-02,6.533148732769416434e+00
