t,a,R_cal,Rdot,H,W,F,Z,U,Omega_m_R,Omega_r_R,Omega_cal,closure_sum,q,G_unscreened_over_G
0.0033711612364243377,0.0142486594892259,49999.85237595248,-103.64776493949687,81.05518189963811,3.999995809928191e-06,1.0000199998990498,7.999983239721541e-13,2.3999757720151994e-11,0.876912923552776,0.12308707695848191,-5.11257730066425e-10,1.0000000000000002,0.5615451475237592,0.9999800005009382
0.0035762547886560732,0.01446971024102831,49999.82557839975,-112.33859619167286,79.13039658324915,3.999997953729067e-06,1.0000199999097688,7.999991814918363e-13,2.3999783445433747e-11,0.8785649557570832,0.12143504481049604,-5.675792264197914e-10,0.9999999999999999,0.5607191199052579,0.9999800004902196
0.0037813483408878083,0.014694190328405021,49999.79878084703,-121.02942744384886,77.25229503678945,4.00000009753224e-06,1.0000199999204877,8.000000390128966e-13,2.3999809170756856e-11,0.8801978441929176,0.11980215643340705,-6.263248605202785e-10,0.9999999999999997,0.5599026640688862,0.9999800004795011
0.003986441893119532,0.014922152953357755,49999.7719832943,-129.72025869602436,75.4197112581561,4.000002241337713e-06,1.0000199999312065,8.000008965353363e-13,2.3999834896121337e-11,0.8818117295563729,0.11818827113120418,-6.87576942630126e-10,1.0000000000000002,0.559095709672988,0.9999800004687828
0.004191535445351268,0.01515365214325309,49999.74518574157,-138.41108994820036,73.63150948605389,4.000004385145482e-06,1.0000199999419255,8.000017540591543e-13,2.399986062152717e-11,0.8834067537390349,0.11659324701238531,-7.514202622537953e-10,1.0,0.5582981857780283,0.9999800004580642
0.004396628997583003,0.015388742763626978,49999.71838818885,-147.10192120037635,71.8865833807726,4.0000065289555495e-06,1.0000199999526445,8.000026115843513e-13,2.3999886346974362e-11,0.8849830597530945,0.11501694106484794,-8.179421566117517e-10,1.0000000000000004,0.5575100208843935,0.9999800004473457
0.004601722549814727,0.01562748053118791,49999.69159063612,-155.79275245255184,70.18385522815827,4.000008672767915e-06,1.0000199999633634,8.000034691109268e-13,2.3999912072462927e-11,0.8865407916578757,0.11345920922935696,-8.872325808138356e-10,1.0000000000000002,0.5567311429684025,0.999980000436627
0.004806816102046462,0.01586992202702187,49999.66479308339,-164.48358370472783,68.52227516609491,4.000010816582578e-06,1.0000199999740824,8.000043266388813e-13,2.399993779799285e-11,0.8880800944878011,0.11191990647158298,-9.593841797653188e-10,1.0,0.5559614797738845,0.9999800004259085
0.005043962314272095,0.016116124710002077,49999.619248999676,-174.54938428573428,66.90082043231254,4.0000144601323e-06,1.0000199999923,8.000057840633748e-13,2.3999981520202982e-11,0.8896011141890898,0.11039888685360952,-1.0426996654487825e-09,0.9999999999999996,0.5552009582207234,0.9999800004076916
0.005297480315570434,0.01636614693040682,49999.56412960297,-185.31748875781676,65.31849463525106,4.000018869720779e-06,1.0000200000143478,8.000075479061149e-13,2.4000034434850203e-11,0.8911039975328979,0.10889600360086067,-1.1337584434793954e-09,1.0000000000000002,0.5544495045439817,0.9999800003856448
0.005550998316868772,0.016620047943748516,49999.509010206275,-196.08559322989922,63.774327043390166,4.000023279318979e-06,1.0000200000363957,8.00009311754688e-13,2.4000087349672412e-11,0.8925888920574845,0.10741110917110487,-1.2285890930624756e-09,1.0000000000000004,0.5537070450956776,0.9999800003635978
0.005804516318167096,0.01687788792481731,49999.45389080957,-206.85369770198108,62.26737189509099,4.0000276889269025e-06,1.0000200000584436,8.000110756090949e-13,2.400014026466962e-11,0.8940559460060974,0.10594405532121992,-1.327317250668112e-09,1.0000000000000002,0.5529735058883034,0.9999800003415508
0.00605803431946542,0.017139727981942597,49999.398771412874,-217.6218021740629,60.7967077283772,4.000032098544547e-06,1.0000200000804915,8.000128394693347e-13,2.4000193179841828e-11,0.8955053082585157,0.10449469317155641,-1.4300722691288963e-09,0.9999999999999998,0.5522488124874201,0.9999800003195037
0.006311552320763758,0.017405630171475738,49999.34365201617,-228.3899066461454,59.36143672927579,4.000036508171915e-06,1.0000200001025394,8.000146033354085e-13,2.4000246095189044e-11,0.896937128267674,0.10306287326931375,-1.536987317065848e-09,1.0000000000000004,0.5515328901719272,0.9999800002974567
0.006565070322062097,0.017675657512497448,49999.288532619474,-239.15801111822785,57.96068409843815,4.000040917809005e-06,1.0000200001245874,8.000163672073156e-13,2.400029901071125e-11,0.8983515559977275,0.10164844565047206,-1.6481994805870945e-09,1.0,0.550825663965071,0.9999800002754097
0.006818588323360421,0.017949874001753432,49999.23341322277,-249.9261155903097,56.5935974355068,4.000045327455818e-06,1.0000200001466355,8.000181310850561e-13,2.400035192640847e-11,0.8997487418635658,0.10025125990028386,-1.7638498672904914e-09,0.9999999999999999,0.5501270586645717,0.9999800002533623
0.00707210632465876,0.018228344628821648,49999.17829382607,-260.69422006239216,55.259346140711216,4.000049737112352e-06,1.0000200001686836,8.0001989496863e-13,2.4000404842280683e-11,0.9011288366717539,0.09887116521232969,-1.8840837126002126e-09,0.9999999999999999,0.5494369991228041,0.9999800002313151
0.00735227834104581,0.018511135391514888,49999.102340905614,-272.4253350227405,53.957120832772766,4.000055813506327e-06,1.0000200001990653,8.000223255582882e-13,2.4000477759095414e-11,0.9024919915693296,0.09750801044683763,-2.016167254417477e-09,1.0,0.5487554099011049,0.9999800002009346
0.007671529177671907,0.018798313311522364,49998.99584288614,-285.56836911174565,52.68613278412302,4.000064333603796e-06,1.0000200002416655,8.00025733648459e-13,2.4000580000573604e-11,0.9038383579783172,0.09616164418584432,-2.164161337112402e-09,1.0000000000000002,0.548082214680619,0.9999800001583362
