a,z,k_over_H0,kinetic_L_zeta_dot_zeta,gradient_G,sound_speed_sq,constraint_discriminant,kinetic_numerator,kinetic_cancellation_scale,scalar_kinetic_degenerate,Q,m5_bar_hat
2.053525026457146e-06,486966.5251658631,7.498942093324558,4.019062770900966e-16,nan,nan,1.1462125372395314e+42,3885258679356054.5,5.800245829678966e+31,1,0.9999999999999997,-6.881781294550086e-26
2.053525026457146e-06,486966.5251658631,11.547819846894582,4.019062770900966e-16,nan,nan,1.1462125372395314e+42,3885258679356054.5,5.800245829678966e+31,1,0.9999999999999997,-6.881781294550086e-26
2.053525026457146e-06,486966.5251658631,17.78279410038923,4.019062770900966e-16,nan,nan,1.1462125372395314e+42,3885258679356054.5,5.800245829678966e+31,1,0.9999999999999997,-6.881781294550086e-26
2.053525026457146e-06,486966.5251658631,27.384196342643612,4.019062770900966e-16,nan,nan,1.1462125372395314e+42,3885258679356054.5,5.800245829678966e+31,1,0.9999999999999997,-6.881781294550086e-26
2.053525026457146e-06,486966.5251658631,42.169650342858226,4.019062770900966e-16,nan,nan,1.1462125372395314e+42,3885258679356054.5,5.800245829678966e+31,1,0.9999999999999997,-6.881781294550086e-26
2.053525026457146e-06,486966.5251658631,64.93816315762113,4.019062770900966e-16,nan,nan,1.1462125372395314e+42,3885258679356054.5,5.800245829678966e+31,1,0.9999999999999997,-6.881781294550086e-26
2.053525026457146e-06,486966.5251658631,100.0,4.019062770900966e-16,nan,nan,1.1462125372395314e+42,3885258679356054.5,5.800245829678966e+31,1,0.9999999999999997,-6.881781294550086e-26
2.053525026457146e-06,486966.5251658631,153.9926526059492,4.019062770900966e-16,nan,nan,1.1462125372395314e+42,3885258679356054.5,5.800245829678966e+31,1,0.9999999999999997,-6.881781294550086e-26
2.053525026457146e-06,486966.5251658631,237.13737056616552,4.019062770900966e-16,nan,nan,1.1462125372395314e+42,3885258679356054.5,5.800245829678966e+31,1,0.9999999999999997,-6.881781294550086e-26
2.053525026457146e-06,486966.5251658631,365.1741272548377,4.019062770900966e-16,nan,nan,1.1462125372395314e+42,3885258679356054.5,5.800245829678966e+31,1,0.9999999999999997,-6.881781294550086e-26
2.053525026457146e-06,486966.5251658631,562.341325190349,4.019062770900966e-16,nan,nan,1.1462125372395314e+42,3885258679356054.5,5.800245829678966e+31,1,0.9999999999999997,-6.881781294550086e-26
2.053525026457146e-06,486966.5251658631,865.9643233600654,4.019062770900966e-16,nan,nan,1.1462125372395314e+42,3885258679356054.5,5.800245829678966e+31,1,0.9999999999999997,-6.881781294550086e-26
2.053525026457146e-06,486966.5251658631,1333.521432163324,4.019062770900966e-16,nan,nan,1.1462125372395314e+42,3885258679356054.5,5.800245829678966e+31,1,0.9999999999999997,-6.881781294550086e-26
2.053525026457146e-06,486966.5251658631,2053.525026457146,4.019062770900966e-16,nan,nan,1.1462125372395314e+42,3885258679356054.5,5.800245829678966e+31,1,0.9999999999999997,-6.881781294550086e-26
2.053525026457146e-06,486966.5251658631,3162.2776601683795,4.019062770900966e-16,nan,nan,1.1462125372395314e+42,3885258679356054.5,5.800245829678966e+31,1,0.9999999999999997,-6.881781294550086e-26
2.053525026457146e-06,486966.5251658631,4869.675251658631,4.019062770900966e-16,nan,nan,1.1462125372395314e+42,3885258679356054.5,5.800245829678966e+31,1,0.9999999999999997,-6.881781294550086e-26
2.053525026457146e-06,486966.5251658631,7498.942093324558,4.019062770900966e-16,nan,nan,1.1462125372395314e+42,3885258679356054.5,5.800245829678966e+31,1,0.9999999999999997,-6.881781294550086e-26
2.053525026457146e-06,486966.5251658631,11547.819846894581,4.019062770900966e-16,nan,nan,1.1462125372395314e+42,3885258679356054.5,5.800245829678966e+31,1,0.9999999999999997,-6.881781294550086e-26
2.053525026457146e-06,486966.5251658631,17782.794100389227,4.019062770900966e-16,nan,nan,1.1462125372395314e+42,3885258679356054.5,5.800245829678966e+31,1,0.9999999999999997,-6.881781294550086e-26
2.053525026457146e-06,486966.5251658631,27384.196342643612,4.019062770900966e-16,nan,nan,1.1462125372395314e+42,3885258679356054.5,5.800245829678966e+31,1,0.9999999999999997,-6.881781294550086e-26
2.053525026457146e-06,486966.5251658631,42169.65034285822,4.019062770900966e-16,nan,nan,1.1462125372395314e+42,3885258679356054.5,5.800245829678966e+31,1,0.9999999999999997,-6.881781294550086e-26
2.053525026457146e-06,486966.5251658631,64938.16315762113,4.019062770900966e-16,nan,nan,1.1462125372395314e+42,3885258679356054.5,5.800245829678966e+31,1,0.9999999999999997,-6.881781294550086e-26
2.053525026457146e-06,486966.5251658631,100000.0,4.019062770900966e-16,nan,nan,1.1462125372395314e+42,3885258679356054.5,5.800245829678966e+31,1,0.9999999999999997,-6.881781294550086e-26
2.8729848333536687e-06,348069.0588428406,0.0001,3.839029965532754e-16,nan,nan,7.830240782381652e+40,496241728974268.06,7.755736216120985e+30,1,0.9999999999999991,-3.93101392169787e-25
2.8729848333536687e-06,348069.0588428406,0.0001539926526059492,3.839029965532754e-16,nan,nan,7.830240782381652e+40,496241728974268.06,7.755736216120985e+30,1,0.9999999999999991,-3.93101392169787e-25
2.8729848333536687e-06,348069.0588428406,0.00023713737056616554,3.839029965532754e-16,nan,nan,7.830240782381652e+40,496241728974268.06,7.755736216120985e+30,1,0.9999999999999991,-3.93101392169787e-25
2.8729848333536687e-06,348069.0588428406,0.0003651741272548377,3.839029965532754e-16,nan,nan,7.830240782381652e+40,496241728974268.06,7.755736216120985e+30,1,0.9999999999999991,-3.93101392169787e-25
2.8729848333536687e-06,348069.0588428406,0.0005623413251903491,3.839029965532754e-16,nan,nan,7.830240782381652e+40,496241728974268.06,7.755736216120985e+30,1,0.9999999999999991,-3.93101392169787e-25
2.8729848333536687e-06,348069.0588428406,0.0008659643233600654,3.839029965532754e-16,nan,nan,7.830240782381652e+40,496241728974268.06,7.755736216120985e+30,1,0.9999999999999991,-3.93101392169787e-25
2.8729848333536687e-06,348069.0588428406,0.001333521432163324,3.839029965532754e-16,nan,nan,7.830240782381652e+40,496241728974268.06,7.755736216120985e+30,1,0.9999999999999991,-3.93101392169787e-25
2.8729848333536687e-06,348069.0588428406,0.002053525026457146,3.839029965532754e-16,nan,nan,7.830240782381652e+40,496241728974268.06,7.755736216120985e+30,1,0.9999999999999991,-3.93101392169787e-25
2.8729848333536687e-06,348069.0588428406,0.0031622776601683794,3.839029965532754e-16,nan,nan,7.830240782381652e+40,496241728974268.06,7.755736216120985e+30,1,0.9999999999999991,-3.93101392169787e-25
2.8729848333536687e-06,348069.0588428406,0.004869675251658631,3.839029965532754e-16,nan,nan,7.830240782381652e+40,496241728974268.06,7.755736216120985e+30,1,0.9999999999999991,-3.93101392169787e-25
2.8729848333536687e-06,348069.0588428406,0.007498942093324558,3.839029965532754e-16,nan,nan,7.830240782381652e+40,496241728974268.06,7.755736216120985e+30,1,0.9999999999999991,-3.93101392169787e-25
2.8729848333536687e-06,348069.0588428406,0.011547819846894581,3.839029965532754e-16,nan,nan,7.830240782381652e+40,496241728974268.06,7.755736216120985e+30,1,0.9999999999999991,-3.93101392169787e-25
2.8729848333536687e-06,348069.0588428406,0.01778279410038923,3.839029965532754e-16,nan,nan,7.830240782381652e+40,496241728974268.06,7.755736216120985e+30,1,0.9999999999999991,-3.93101392169787e-25
2.8729848333536687e-06,348069.0588428406,0.027384196342643614,3.839029965532754e-16,nan,nan,7.830240782381652e+40,496241728974268.06,7.755736216120985e+30,1,0.9999999999999991,-3.93101392169787e-25
2.8729848333536687e-06,348069.0588428406,0.042169650342858224,3.839029965532754e-16,nan,nan,7.830240782381652e+40,496241728974268.06,7.755736216120985e+30,1,0.9999999999999991,-3.93101392169787e-25
2.8729848333536687e-06,348069.0588428406,0.06493816315762113,3.839029965532754e-16,nan,nan,7.830240782381652e+40,496241728974268.06,7.755736216120985e+30,1,0.9999999999999991,-3.93101392169787e-25
2.8729848333536687e-06,348069.0588428406,0.1,3.839029965532754e-16,nan,nan,7.830240782381652e+40,496241728974268.06,7.755736216120985e+30,1,0.9999999999999991,-3.93101392169787e-25
2.8729848333536687e-06,348069.0588428406,0.1539926526059492,3.839029965532754e-16,nan,nan,7.830240782381652e+40,496241728974268.06,7.755736216120985e+30,1,0.9999999999999991,-3.93101392169787e-25
2.8729848333536687e-06,348069.0588428406,0.23713737056616552,3.839029965532754e-16,nan,nan,7.830240782381652e+40,496241728974268.06,7.755736216120985e+30,1,0.9999999999999991,-3.93101392169787e-25
2.8729848333536687e-06,348069.0588428406,0.3651741272548377,3.839029965532754e-16,nan,nan,7.830240782381652e+40,496241728974268.06,7.755736216120985e+30,1,0.9999999999999991,-3.93101392169787e-25
2.8729848333536687e-06,348069.0588428406,0.5623413251903491,3.839029965532754e-16,nan,nan,7.830240782381652e+40,496241728974268.06,7.755736216120985e+30,1,0.9999999999999991,-3.93101392169787e-25
2.8729848333536687e-06,348069.0588428406,0.8659643233600653,3.839029965532754e-16,nan,nan,7.830240782381652e+40,496241728974268.06,7.755736216120985e+30,1,0.9999999999999991,-3.93101392169787e-25
2.8729848333536687e-06,348069.0588428406,1.333521432163324,3.839029965532754e-16,nan,nan,7.830240782381652e+40,496241728974268.06,7.755736216120985e+30,1,0.9999999999999991,-3.93101392169787e-25
2.8729848333536687e-06,348069.0588428406,2.053525026457146,3.839029965532754e-16,nan,nan,7.830240782381652e+40,496241728974268.06,7.755736216120985e+30,1,0.9999999999999991,-3.93101392169787e-25
2.8729848333536687e-06,348069.0588428406,3.1622776601683795,3.839029965532754e-16,nan,nan,7.830240782381652e+40,496241728974268.06,7.755736216120985e+30,1,0.9999999999999991,-3.93101392169787e-25
2.8729848333536687e-06,348069.0588428406,4.869675251658631,3.839029965532754e-16,nan,nan,7.830240782381652e+40,496241728974268.06,7.755736216120985e+30,1,0.9999999999999991,-3.93101392169787e-25
2.8729848333536687e-06,348069.0588428406,7.498942093324558,3.839029965532754e-16,nan,nan,7.830240782381652e+40,496241728974268.06,7.755736216120985e+30,1,0.9999999999999991,-3.93101392169787e-25
2.8729848333536687e-06,348069.0588428406,11.547819846894582,3.839029965532754e-16,nan,nan,7.830240782381652e+40,496241728974268.06,7.755736216120985e+30,1,0.9999999999999991,-3.93101392169787e-25
2.8729848333536687e-06,348069.0588428406,17.78279410038923,3.839029965532754e-16,nan,nan,7.830240782381652e+40,496241728974268.06,7.755736216120985e+30,1,0.9999999999999991,-3.93101392169787e-25
2.8729848333536687e-06,348069.0588428406,27.384196342643612,3.839029965532754e-16,nan,nan,7.830240782381652e+40,496241728974268.06,7.755736216120985e+30,1,0.9999999999999991,-3.93101392169787e-25
2.8729848333536687e-06,348069.0588428406,42.169650342858226,3.839029965532754e-16,nan,nan,7.830240782381652e+40,496241728974268.06,7.755736216120985e+30,1,0.9999999999999991,-3.93101392169787e-25
2.8729848333536687e-06,348069.0588428406,64.93816315762113,3.839029965532754e-16,nan,nan,7.830240782381652e+40,496241728974268.06,7.755736216120985e+30,1,0.9999999999999991,-3.93101392169787e-25
2.8729848333536687e-06,348069.0588428406,100.0,3.839029965532754e-16,nan,nan,7.830240782381652e+40,496241728974268.06,7.755736216120985e+30,1,0.9999999999999991,-3.93101392169787e-25
2.8729848333536687e-06,348069.0588428406,153.9926526059492,3.839029965532754e-16,nan,nan,7.830240782381652e+40,496241728974268.06,7.755736216120985e+30,1,0.9999999999999991,-3.93101392169787e-25
2.8729848333536687e-06,348069.0588428406,237.13737056616552,3.839029965532754e-16,nan,nan,7.830240782381652e+40,496241728974268.06,7.755736216120985e+30,1,0.9999999999999991,-3.93101392169787e-25
2.8729848333536687e-06,348069.0588428406,365.1741272548377,3.839029965532754e-16,nan,nan,7.830240782381652e+40,496241728974268.06,7.755736216120985e+30,1,0.9999999999999991,-3.93101392169787e-25
2.8729848333536687e-06,348069.0588428406,562.341325190349,3.839029965532754e-16,nan,nan,7.830240782381652e+40,496241728974268.06,7.755736216120985e+30,1,0.9999999999999991,-3.93101392169787e-25
2.8729848333536687e-06,348069.0588428406,865.9643233600654,3.839029965532754e-16,nan,nan,7.830240782381652e+40,496241728974268.06,7.755736216120985e+30,1,0.9999999999999991,-3.93101392169787e-25
2.8729848333536687e-06,348069.0588428406,1333.521432163324,3.839029965532754e-16,nan,nan,7.830240782381652e+40,496241728974268.06,7.755736216120985e+30,1,0.9999999999999991,-3.93101392169787e-25
2.8729848333536687e-06,348069.0588428406,2053.525026457146,3.839029965532754e-16,nan,nan,7.830240782381652e+40,496241728974268.06,7.755736216120985e+30,1,0.9999999999999991,-3.93101392169787e-25
2.8729848333536687e-06,348069.0588428406,3162.2776601683795,3.839029965532754e-16,nan,nan,7.830240782381652e+40,496241728974268.06,7.755736216120985e+30,1,0.9999999999999991,-3.93101392169787e-25
2.8729848333536687e-06,348069.0588428406,4869.675251658631,3.839029965532754e-16,nan,nan,7.830240782381652e+40,496241728974268.06,7.755736216120985e+30,1,0.9999999999999991,-3.93101392169787e-25
2.8729848333536687e-06,348069.0588428406,7498.942093324558,3.839029965532754e-16,nan,nan,7.830240782381652e+40,496241728974268.06,7.755736216120985e+30,1,0.9999999999999991,-3.93101392169787e-25
2.8729848333536687e-06,348069.0588428406,11547.819846894581,3.839029965532754e-16,nan,nan,7.830240782381652e+40,496241728974268.06,7.755736216120985e+30,1,0.9999999999999991,-3.93101392169787e-25
2.8729848333536687e-06,348069.0588428406,17782.794100389227,3.839029965532754e-16,nan,nan,7.830240782381652e+40,496241728974268.06,7.755736216120985e+30,1,0.9999999999999991,-3.93101392169787e-25
2.8729848333536687e-06,348069.0588428406,27384.196342643612,3.839029965532754e-16,nan,nan,7.830240782381652e+40,496241728974268.06,7.755736216120985e+30,1,0.9999999999999991,-3.93101392169787e-25
2.8729848333536687e-06,348069.0588428406,42169.65034285822,3.839029965532754e-16,nan,nan,7.830240782381652e+40,496241728974268.06,7.755736216120985e+30,1,0.9999999999999991,-3.93101392169787e-25
2.8729848333536687e-06,348069.0588428406,64938.16315762113,3.839029965532754e-16,nan,nan,7.830240782381652e+40,496241728974268.06,7.755736216120985e+30,1,0.9999999999999991,-3.93101392169787e-25
2.8729848333536687e-06,348069.0588428406,100000.0,3.839029965532754e-16,nan,nan,7.830240782381652e+40,496241728974268.06,7.755736216120985e+30,1,0.9999999999999991,-3.93101392169787e-25
4.0194503336151276e-06,248789.23672388348,0.0001,1.4652576701512121e-15,nan,nan,5.3548743185105224e+39,253528399417859.4,1.0381589719644139e+30,1,0.9999999999999976,-2.2423573978440994e-24
4.0194503336151276e-06,248789.23672388348,0.0001539926526059492,1.4652576701512121e-15,nan,nan,5.3548743185105224e+39,253528399417859.4,1.0381589719644139e+30,1,0.9999999999999976,-2.2423573978440994e-24
4.0194503336151276e-06,248789.23672388348,0.00023713737056616554,1.4652576701512121e-15,nan,nan,5.3548743185105224e+39,253528399417859.4,1.0381589719644139e+30,1,0.9999999999999976,-2.2423573978440994e-24
4.0194503336151276e-06,248789.23672388348,0.0003651741272548377,1.4652576701512121e-15,nan,nan,5.3548743185105224e+39,253528399417859.4,1.0381589719644139e+30,1,0.9999999999999976,-2.2423573978440994e-24
4.0194503336151276e-06,248789.23672388348,0.0005623413251903491,1.4652576701512121e-15,nan,nan,5.3548743185105224e+39,253528399417859.4,1.0381589719644139e+30,1,0.9999999999999976,-2.2423573978440994e-24
4.0194503336151276e-06,248789.23672388348,0.0008659643233600654,1.4652576701512121e-15,nan,nan,5.3548743185105224e+39,253528399417859.4,1.0381589719644139e+30,1,0.9999999999999976,-2.2423573978440994e-24
4.0194503336151276e-06,248789.23672388348,0.001333521432163324,1.4652576701512121e-15,nan,nan,5.3548743185105224e+39,253528399417859.4,1.0381589719644139e+30,1,0.9999999999999976,-2.2423573978440994e-24
4.0194503336151276e-06,248789.23672388348,0.002053525026457146,1.4652576701512121e-15,nan,nan,5.3548743185105224e+39,253528399417859.4,1.0381589719644139e+30,1,0.9999999999999976,-2.2423573978440994e-24
4.0194503336151276e-06,248789.23672388348,0.0031622776601683794,1.4652576701512121e-15,nan,nan,5.3548743185105224e+39,253528399417859.4,1.0381589719644139e+30,1,0.9999999999999976,-2.2423573978440994e-24
4.0194503336151276e-06,248789.23672388348,0.004869675251658631,1.4652576701512121e-15,nan,nan,5.3548743185105224e+39,253528399417859.4,1.0381589719644139e+30,1,0.9999999999999976,-2.2423573978440994e-24
4.0194503336151276e-06,248789.23672388348,0.007498942093324558,1.4652576701512121e-15,nan,nan,5.3548743185105224e+39,253528399417859.4,1.0381589719644139e+30,1,0.9999999999999976,-2.2423573978440994e-24
4.0194503336151276e-06,248789.23672388348,0.011547819846894581,1.4652576701512121e-15,nan,nan,5.3548743185105224e+39,253528399417859.4,1.0381589719644139e+30,1,0.9999999999999976,-2.2423573978440994e-24
4.0194503336151276e-06,248789.23672388348,0.01778279410038923,1.4652576701512121e-15,nan,nan,5.3548743185105224e+39,253528399417859.4,1.0381589719644139e+30,1,0.9999999999999976,-2.2423573978440994e-24
4.0194503336151276e-06,248789.23672388348,0.027384196342643614,1.4652576701512121e-15,nan,nan,5.3548743185105224e+39,253528399417859.4,1.0381589719644139e+30,1,0.9999999999999976,-2.2423573978440994e-24
4.0194503336151276e-06,248789.23672388348,0.042169650342858224,1.4652576701512121e-15,nan,nan,5.3548743185105224e+39,253528399417859.4,1.0381589719644139e+30,1,0.9999999999999976,-2.2423573978440994e-24
4.0194503336151276e-06,248789.23672388348,0.06493816315762113,1.4652576701512121e-15,nan,nan,5.3548743185105224e+39,253528399417859.4,1.0381589719644139e+30,1,0.9999999999999976,-2.2423573978440994e-24
4.0194503336151276e-06,248789.23672388348,0.1,1.4652576701512121e-15,nan,nan,5.3548743185105224e+39,253528399417859.4,1.0381589719644139e+30,1,0.9999999999999976,-2.2423573978440994e-24
4.0194503336151276e-06,248789.23672388348,0.1539926526059492,1.4652576701512121e-15,nan,nan,5.3548743185105224e+39,253528399417859.4,1.0381589719644139e+30,1,0.9999999999999976,-2.2423573978440994e-24
4.0194503336151276e-06,248789.23672388348,0.23713737056616552,1.4652576701512121e-15,nan,nan,5.3548743185105224e+39,253528399417859.4,1.0381589719644139e+30,1,0.9999999999999976,-2.2423573978440994e-24
4.0194503336151276e-06,248789.23672388348,0.3651741272548377,1.4652576701512121e-15,nan,nan,5.3548743185105224e+39,253528399417859.4,1.0381589719644139e+30,1,0.9999999999999976,-2.2423573978440994e-24
4.0194503336151276e-06,248789.23672388348,0.5623413251903491,1.4652576701512121e-15,nan,nan,5.3548743185105224e+39,253528399417859.4,1.0381589719644139e+30,1,0.9999999999999976,-2.2423573978440994e-24
4.0194503336151276e-06,248789.23672388348,0.8659643233600653,1.4652576701512121e-15,nan,nan,5.3548743185105224e+39,253528399417859.4,1.0381589719644139e+30,1,0.9999999999999976,-2.2423573978440994e-24
4.0194503336151276e-06,248789.23672388348,1.333521432163324,1.4652576701512121e-15,nan,nan,5.3548743185105224e+39,253528399417859.4,1.0381589719644139e+30,1,0.9999999999999976,-2.2423573978440994e-24
4.0194503336151276e-06,248789.23672388348,2.053525026457146,1.4652576701512121e-15,nan,nan,5.3548743185105224e+39,253528399417859.4,1.0381589719644139e+30,1,0.9999999999999976,-2.2423573978440994e-24
4.0194503336151276e-06,248789.23672388348,3.1622776601683795,1.4652576701512121e-15,nan,nan,5.3548743185105224e+39,253528399417859.4,1.0381589719644139e+30,1,0.9999999999999976,-2.2423573978440994e-24
4.0194503336151276e-06,248789.23672388348,4.869675251658631,1.4652576701512121e-15,nan,nan,5.3548743185105224e+39,253528399417859.4,1.0381589719644139e+30,1,0.9999999999999976,-2.2423573978440994e-24
4.0194503336151276e-06,248789.23672388348,7.498942093324558,1.4652576701512121e-15,nan,nan,5.3548743185105224e+39,253528399417859.4,1.0381589719644139e+30,1,0.9999999999999976,-2.2423573978440994e-24
4.0194503336151276e-06,248789.23672388348,11.547819846894582,1.4652576701512121e-15,nan,nan,5.3548743185105224e+39,253528399417859.4,1.0381589719644139e+30,1,0.9999999999999976,-2.2423573978440994e-24
4.0194503336151276e-06,248789.23672388348,17.78279410038923,1.4652576701512121e-15,nan,nan,5.3548743185105224e+39,253528399417859.4,1.0381589719644139e+30,1,0.9999999999999976,-2.2423573978440994e-24
4.0194503336151276e-06,248789.23672388348,27.384196342643612,1.4652576701512121e-15,nan,nan,5.3548743185105224e+39,253528399417859.4,1.0381589719644139e+30,1,0.9999999999999976,-2.2423573978440994e-24
4.0194503336151276e-06,248789.23672388348,42.169650342858226,1.4652576701512121e-15,nan,nan,5.3548743185105224e+39,253528399417859.4,1.0381589719644139e+30,1,0.9999999999999976,-2.2423573978440994e-24
4.0194503336151276e-06,248789.23672388348,64.93816315762113,1.4652576701512121e-15,nan,nan,5.3548743185105224e+39,253528399417859.4,1.0381589719644139e+30,1,0.9999999999999976,-2.2423573978440994e-24
4.0194503336151276e-06,248789.23672388348,100.0,1.4652576701512121e-15,nan,nan,5.3548743185105224e+39,253528399417859.4,1.0381589719644139e+30,1,0.9999999999999976,-2.2423573978440994e-24
4.0194503336151276e-06,248789.23672388348,153.9926526059492,1.4652576701512121e-15,nan,nan,5.3548743185105224e+39,253528399417859.4,1.0381589719644139e+30,1,0.9999999999999976,-2.2423573978440994e-24
4.0194503336151276e-06,248789.23672388348,237.13737056616552,1.4652576701512121e-15,nan,nan,5.3548743185105224e+39,253528399417859.4,1.0381589719644139e+30,1,0.9999999999999976,-2.2423573978440994e-24
4.0194503336151276e-06,248789.23672388348,365.1741272548377,1.4652576701512121e-15,nan,nan,5.3548743185105224e+39,253528399417859.4,1.0381589719644139e+30,1,0.9999999999999976,-2.2423573978440994e-24
4.0194503336151276e-06,248789.23672388348,562.341325190349,1.4652576701512121e-15,nan,nan,5.3548743185105224e+39,253528399417859.4,1.0381589719644139e+30,1,0.9999999999999976,-2.2423573978440994e-24
4.0194503336151276e-06,248789.23672388348,865.9643233600654,1.4652576701512121e-15,nan,nan,5.3548743185105224e+39,253528399417859.4,1.0381589719644139e+30,1,0.9999999999999976,-2.2423573978440994e-24
4.0194503336151276e-06,248789.23672388348,1333.521432163324,1.4652576701512121e-15,nan,nan,5.3548743185105224e+39,253528399417859.4,1.0381589719644139e+30,1,0.9999999999999976,-2.2423573978440994e-24
4.0194503336151276e-06,248789.23672388348,2053.525026457146,1.4652576701512121e-15,nan,nan,5.3548743185105224e+39,253528399417859.4,1.0381589719644139e+30,1,0.9999999999999976,-2.2423573978440994e-24
4.0194503336151276e-06,248789.23672388348,3162.2776601683795,1.4652576701512121e-15,nan,nan,5.3548743185105224e+39,253528399417859.4,1.0381589719644139e+30,1,0.9999999999999976,-2.2423573978440994e-24
4.0194503336151276e-06,248789.23672388348,4869.675251658631,1.4652576701512121e-15,nan,nan,5.3548743185105224e+39,253528399417859.4,1.0381589719644139e+30,1,0.9999999999999976,-2.2423573978440994e-24
4.0194503336151276e-06,248789.23672388348,7498.942093324558,1.4652576701512121e-15,nan,nan,5.3548743185105224e+39,253528399417859.4,1.0381589719644139e+30,1,0.9999999999999976,-2.2423573978440994e-24
4.0194503336151276e-06,248789.23672388348,11547.819846894581,1.4652576701512121e-15,nan,nan,5.3548743185105224e+39,253528399417859.4,1.0381589719644139e+30,1,0.9999999999999976,-2.2423573978440994e-24
4.0194503336151276e-06,248789.23672388348,17782.794100389227,1.4652576701512121e-15,nan,nan,5.3548743185105224e+39,253528399417859.4,1.0381589719644139e+30,1,0.9999999999999976,-2.2423573978440994e-24
4.0194503336151276e-06,248789.23672388348,27384.196342643612,1.4652576701512121e-15,nan,nan,5.3548743185105224e+39,253528399417859.4,1.0381589719644139e+30,1,0.9999999999999976,-2.2423573978440994e-24
4.0194503336151276e-06,248789.23672388348,42169.65034285822,1.4652576701512121e-15,nan,nan,5.3548743185105224e+39,253528399417859.4,1.0381589719644139e+30,1,0.9999999999999976,-2.2423573978440994e-24
4.0194503336151276e-06,248789.23672388348,64938.16315762113,1.4652576701512121e-15,nan,nan,5.3548743185105224e+39,253528399417859.4,1.0381589719644139e+30,1,0.9999999999999976,-2.2423573978440994e-24
4.0194503336151276e-06,248789.23672388348,100000.0,1.4652576701512121e-15,nan,nan,5.3548743185105224e+39,253528399417859.4,1.0381589719644139e+30,1,0.9999999999999976,-2.2423573978440994e-24
5.623413251903491e-06,177826.94100389228,0.0001,3.490134002879791e-16,nan,nan,3.6674809590228694e+38,8095430810030.99,1.3917111726973056e+29,1,0.9999999999999928,-1.2766367414054373e-23
5.623413251903491e-06,177826.94100389228,0.0001539926526059492,3.490134002879791e-16,nan,nan,3.6674809590228694e+38,8095430810030.99,1.3917111726973056e+29,1,0.9999999999999928,-1.2766367414054373e-23
5.623413251903491e-06,177826.94100389228,0.00023713737056616554,3.490134002879791e-16,nan,nan,3.6674809590228694e+38,8095430810030.99,1.3917111726973056e+29,1,0.9999999999999928,-1.2766367414054373e-23
5.623413251903491e-06,177826.94100389228,0.0003651741272548377,3.490134002879791e-16,nan,nan,3.6674809590228694e+38,8095430810030.99,1.3917111726973056e+29,1,0.9999999999999928,-1.2766367414054373e-23
5.623413251903491e-06,177826.94100389228,0.0005623413251903491,3.490134002879791e-16,nan,nan,3.6674809590228694e+38,8095430810030.99,1.3917111726973056e+29,1,0.9999999999999928,-1.2766367414054373e-23
5.623413251903491e-06,177826.94100389228,0.0008659643233600654,3.490134002879791e-16,nan,nan,3.6674809590228694e+38,8095430810030.99,1.3917111726973056e+29,1,0.9999999999999928,-1.2766367414054373e-23
5.623413251903491e-06,177826.94100389228,0.001333521432163324,3.490134002879791e-16,nan,nan,3.6674809590228694e+38,8095430810030.99,1.3917111726973056e+29,1,0.9999999999999928,-1.2766367414054373e-23
5.623413251903491e-06,177826.94100389228,0.002053525026457146,3.490134002879791e-16,nan,nan,3.6674809590228694e+38,8095430810030.99,1.3917111726973056e+29,1,0.9999999999999928,-1.2766367414054373e-23
5.623413251903491e-06,177826.94100389228,0.0031622776601683794,3.490134002879791e-16,nan,nan,3.6674809590228694e+38,8095430810030.99,1.3917111726973056e+29,1,0.9999999999999928,-1.2766367414054373e-23
5.623413251903491e-06,177826.94100389228,0.004869675251658631,3.490134002879791e-16,nan,nan,3.6674809590228694e+38,8095430810030.99,1.3917111726973056e+29,1,0.9999999999999928,-1.2766367414054373e-23
5.623413251903491e-06,177826.94100389228,0.007498942093324558,3.490134002879791e-16,nan,nan,3.6674809590228694e+38,8095430810030.99,1.3917111726973056e+29,1,0.9999999999999928,-1.2766367414054373e-23
5.623413251903491e-06,177826.94100389228,0.011547819846894581,3.490134002879791e-16,nan,nan,3.6674809590228694e+38,8095430810030.99,1.3917111726973056e+29,1,0.9999999999999928,-1.2766367414054373e-23
5.623413251903491e-06,177826.94100389228,0.01778279410038923,3.490134002879791e-16,nan,nan,3.6674809590228694e+38,8095430810030.99,1.3917111726973056e+29,1,0.9999999999999928,-1.2766367414054373e-23
5.623413251903491e-06,177826.94100389228,0.027384196342643614,3.490134002879791e-16,nan,nan,3.6674809590228694e+38,8095430810030.99,1.3917111726973056e+29,1,0.9999999999999928,-1.2766367414054373e-23
5.623413251903491e-06,177826.94100389228,0.042169650342858224,3.490134002879791e-16,nan,nan,3.6674809590228694e+38,8095430810030.99,1.3917111726973056e+29,1,0.9999999999999928,-1.2766367414054373e-23
5.623413251903491e-06,177826.94100389228,0.06493816315762113,3.490134002879791e-16,nan,nan,3.6674809590228694e+38,8095430810030.99,1.3917111726973056e+29,1,0.9999999999999928,-1.2766367414054373e-23
5.623413251903491e-06,177826.94100389228,0.1,3.490134002879791e-16,nan,nan,3.6674809590228694e+38,8095430810030.99,1.3917111726973056e+29,1,0.9999999999999928,-1.2766367414054373e-23
