a,z,k_over_H0,kinetic_L_zeta_dot_zeta,gradient_G,sound_speed_sq,constraint_discriminant,kinetic_numerator,kinetic_cancellation_scale,scalar_kinetic_degenerate,Q,m5_bar_hat
1.9573417814876615e-07,5108968.774506925,153.9926526059492,1.0937568416799894e-15,nan,nan,1.6720622011913746e+50,1.4013174848468625e+22,7.687179260215456e+37,1,1.0,-3.410756712560139e-31
1.9573417814876615e-07,5108968.774506925,237.13737056616552,1.0937568416799894e-15,nan,nan,1.6720622011913746e+50,1.4013174848468625e+22,7.687179260215456e+37,1,1.0,-3.410756712560139e-31
1.9573417814876615e-07,5108968.774506925,365.1741272548377,1.0937568416799894e-15,nan,nan,1.6720622011913746e+50,1.4013174848468625e+22,7.687179260215456e+37,1,1.0,-3.410756712560139e-31
1.9573417814876615e-07,5108968.774506925,562.341325190349,1.0937568416799894e-15,nan,nan,1.6720622011913746e+50,1.4013174848468625e+22,7.687179260215456e+37,1,1.0,-3.410756712560139e-31
1.9573417814876615e-07,5108968.774506925,865.9643233600654,1.0937568416799894e-15,nan,nan,1.6720622011913746e+50,1.4013174848468625e+22,7.687179260215456e+37,1,1.0,-3.410756712560139e-31
1.9573417814876615e-07,5108968.774506925,1333.521432163324,1.0937568416799894e-15,nan,nan,1.6720622011913746e+50,1.4013174848468625e+22,7.687179260215456e+37,1,1.0,-3.410756712560139e-31
1.9573417814876615e-07,5108968.774506925,2053.525026457146,1.0937568416799894e-15,nan,nan,1.6720622011913746e+50,1.4013174848468625e+22,7.687179260215456e+37,1,1.0,-3.410756712560139e-31
1.9573417814876615e-07,5108968.774506925,3162.2776601683795,1.0937568416799894e-15,nan,nan,1.6720622011913746e+50,1.4013174848468625e+22,7.687179260215456e+37,1,1.0,-3.410756712560139e-31
1.9573417814876615e-07,5108968.774506925,4869.675251658631,1.0937568416799894e-15,nan,nan,1.6720622011913746e+50,1.4013174848468625e+22,7.687179260215456e+37,1,1.0,-3.410756712560139e-31
1.9573417814876615e-07,5108968.774506925,7498.942093324558,1.0937568416799894e-15,nan,nan,1.6720622011913746e+50,1.4013174848468625e+22,7.687179260215456e+37,1,1.0,-3.410756712560139e-31
1.9573417814876615e-07,5108968.774506925,11547.819846894581,1.0937568416799894e-15,nan,nan,1.6720622011913746e+50,1.4013174848468625e+22,7.687179260215456e+37,1,1.0,-3.410756712560139e-31
1.9573417814876615e-07,5108968.774506925,17782.794100389227,1.0937568416799894e-15,nan,nan,1.6720622011913746e+50,1.4013174848468625e+22,7.687179260215456e+37,1,1.0,-3.410756712560139e-31
1.9573417814876615e-07,5108968.774506925,27384.196342643612,1.0937568416799894e-15,nan,nan,1.6720622011913746e+50,1.4013174848468625e+22,7.687179260215456e+37,1,1.0,-3.410756712560139e-31
1.9573417814876615e-07,5108968.774506925,42169.65034285822,1.0937568416799894e-15,nan,nan,1.6720622011913746e+50,1.4013174848468625e+22,7.687179260215456e+37,1,1.0,-3.410756712560139e-31
1.9573417814876615e-07,5108968.774506925,64938.16315762113,1.0937568416799894e-15,nan,nan,1.6720622011913746e+50,1.4013174848468625e+22,7.687179260215456e+37,1,1.0,-3.410756712560139e-31
1.9573417814876615e-07,5108968.774506925,100000.0,1.0937568416799894e-15,nan,nan,1.6720622011913746e+50,1.4013174848468625e+22,7.687179260215456e+37,1,1.0,-3.410756712560139e-31
2.7384196342643614e-07,3651740.272548377,0.0001,0.0,nan,nan,1.1394591148486484e+49,0.0,1.0253685503953047e+37,1,1.0,-1.9545068480767087e-30
2.7384196342643614e-07,3651740.272548377,0.0001539926526059492,0.0,nan,nan,1.1394591148486484e+49,0.0,1.0253685503953047e+37,1,1.0,-1.9545068480767087e-30
2.7384196342643614e-07,3651740.272548377,0.00023713737056616554,0.0,nan,nan,1.1394591148486484e+49,0.0,1.0253685503953047e+37,1,1.0,-1.9545068480767087e-30
2.7384196342643614e-07,3651740.272548377,0.0003651741272548377,0.0,nan,nan,1.1394591148486484e+49,0.0,1.0253685503953047e+37,1,1.0,-1.9545068480767087e-30
2.7384196342643614e-07,3651740.272548377,0.0005623413251903491,0.0,nan,nan,1.1394591148486484e+49,0.0,1.0253685503953047e+37,1,1.0,-1.9545068480767087e-30
2.7384196342643614e-07,3651740.272548377,0.0008659643233600654,0.0,nan,nan,1.1394591148486484e+49,0.0,1.0253685503953047e+37,1,1.0,-1.9545068480767087e-30
2.7384196342643614e-07,3651740.272548377,0.001333521432163324,0.0,nan,nan,1.1394591148486484e+49,0.0,1.0253685503953047e+37,1,1.0,-1.9545068480767087e-30
2.7384196342643614e-07,3651740.272548377,0.002053525026457146,0.0,nan,nan,1.1394591148486484e+49,0.0,1.0253685503953047e+37,1,1.0,-1.9545068480767087e-30
2.7384196342643614e-07,3651740.272548377,0.0031622776601683794,0.0,nan,nan,1.1394591148486484e+49,0.0,1.0253685503953047e+37,1,1.0,-1.9545068480767087e-30
