xi_completion,a,z,E,H_km_s_Mpc,Omega_m,Omega_r,Omega_R,Q_tensor,c_T,dL_GW_over_dL_EM,gamma_PPN,beta_PPN,alpha1_PPN,alpha2_PPN,Cassini_minus_2loglike
1.0,1.4905046433861976e-05,67090.37099554106,44303781.28974332,2984302707.6771097,0.04827616234913813,0.9517238376504619,4.000412211561152e-13,1.9999999999998461,1.0,0.9316924531362689,1.0,1.0,0.0,0.0,0.8336483931947068
1.0,1.584893192461114e-05,63094.7344480193,39243732.174631566,2643457799.283182,0.05117687012502872,0.9488231298744856,4.857105429232644e-13,1.999999999999813,1.0,0.9316924531362767,1.0,1.0,0.0,0.0,0.8336483931947068
1.0,1.685259044750751e-05,59337.0586275328,34764787.15379679,2341756062.679752,0.05424193556934907,0.9457580644300614,5.8963967185377e-13,1.999999999999773,1.0,0.9316924531362859,1.0,1.0,0.0,0.0,0.8336483931947068
1.0,1.7919807223753358e-05,55803.17174769958,30800009.786648966,2074688659.2286744,0.05747945200978317,0.9425205479895011,7.156960960942408e-13,1.9999999999997247,1.0,0.9316924531362972,1.0,1.0,0.0,0.0,0.8336483931947068
1.0,1.9054607179632484e-05,52479.74602497723,27290186.08270903,1838266934.5312803,0.060897762213532824,0.9391022377855985,8.68559590947369e-13,1.999999999999666,1.0,0.9316924531363109,1.0,1.0,0.0,0.0,0.8336483931947068
1.0,2.0261270126211433e-05,49354.24741394806,24182932.841141142,1628962356.1792674,0.06450544690982475,0.9354945530891217,1.0538909225010264e-12,1.9999999999995945,1.0,0.9316924531363275,1.0,1.0,0.0,0.0,0.8336483931947068
1.0,2.1544346900318867e-05,46414.888336127726,21431908.987669177,1443653389.4093957,0.06831131024186213,0.9316886897568589,1.2785350705313687e-12,1.9999999999995084,1.0,0.9316924531363476,1.0,1.0,0.0,0.0,0.8336483931947068
1.0,2.290867652767775e-05,43650.58322401656,18996118.008876257,1279578509.0779047,0.07232436184189217,0.9276756381565573,1.5507658949942777e-12,1.9999999999994036,1.0,0.9316924531363721,1.0,1.0,0.0,0.0,0.8336483931947068
1.0,2.435940447292027e-05,41050.906712730786,16839290.95892871,1134294638.993438,0.07655379521625089,0.9234462047818686,1.880580523143526e-12,1.9999999999992766,1.0,0.9316924531364016,1.0,1.0,0.0,0.0,0.8336483931947068
1.0,2.590200204531328e-05,38606.05432153807,14929340.729914863,1005640391.5670651,0.08100896212454213,0.9189910378731776,2.280053342152221e-12,1.999999999999123,1.0,0.9316924531364374,1.0,1.0,0.0,0.0,0.8336483931947068
1.0,2.754228703338169e-05,36306.8054770101,13237879.352600649,891703553.1911798,0.08569934263943907,0.9143006573577972,2.7637613909717904e-12,1.9999999999989369,1.0,0.9316924531364807,1.0,1.0,0.0,0.0,0.8336483931947068
1.0,2.9286445646252374e-05,34144.488738336004,11739791.045725174,790792324.8400477,0.09063451058197881,0.9093654894146721,3.3492952087063097e-12,1.9999999999987117,1.0,0.9316924531365331,1.0,1.0,0.0,0.0,0.8336483931947068
1.0,3.1141055844467646e-05,32110.949093648174,10412854.57335198,701409884.0609893,0.09582409404272182,0.90417590595322,4.057871877648126e-12,1.9999999999984392,1.0,0.9316924531365967,1.0,1.0,0.0,0.0,0.8336483931947068
1.0,3.3113112148259076e-05,30198.51720402019,9237409.213954378,622231884.6519669,0.10127773072291539,0.8987222692721697,4.915070170311254e-12,1.9999999999981095,1.0,0.9316924531366735,1.0,1.0,0.0,0.0,0.8336483931947068
1.0,3.521005201684521e-05,28399.980479142137,8196059.303086858,552086554.6559308,0.10700501786297502,0.8929949821310734,5.951711456244577e-12,1.9999999999977107,1.0,0.9316924531367663,1.0,1.0,0.0,0.0,0.8336483931947068
1.0,3.743978389823818e-05,26708.5558755898,7273412.893615786,489937092.51395935,0.11301545656931306,0.886984543423482,7.204914444778033e-12,1.9999999999972289,1.0,0.9316924531368785,1.0,1.0,0.0,0.0,0.8336483931947068
1.0,3.9810717055349695e-05,25117.86431509582,6455850.592333488,434866095.89958376,0.11931839040591301,0.8806816095853676,8.719357048626192e-12,1.9999999999966462,1.0,0.9316924531370142,1.0,1.0,0.0,0.0,0.8336483931947068
1.0,4.233179328088211e-05,23621.906626344604,5731321.087143935,386061788.4300155,0.12592293818500672,0.8740770618044447,1.0548784783052271e-11,1.9999999999959428,1.0,0.9316924531371781,1.0,1.0,0.0,0.0,0.8336483931947068
1.0,4.5012520620613456e-05,22215.040919558072,5089160.281751772,342805836.57879937,0.13283792097258804,0.8671620790146543,1.2757812319527476e-11,1.9999999999950933,1.0,0.931692453137376,1.0,1.0,0.0,0.0,0.8336483931947068
1.0,4.7863009232263804e-05,20891.96130854041,4519931.310992096,304462573.1084276,0.1400717834198544,0.8599282165647213,1.542407326885112e-11,1.9999999999940676,1.0,0.931692453137615,1.0,1.0,0.0,0.0,0.8336483931947068
1.0,5.089400951518094e-05,19647.67789993466,4015283.024987323,270469464.5631461,0.1476325096412009,0.8523674903401585,1.864078318127952e-11,1.9999999999928306,1.0,0.931692453137903,1.0,1.0,0.0,0.0,0.8336483931947068
1.0,5.411695265464637e-05,18477.497974222908,3567824.808961387,240328679.131639,0.1555275339829515,0.8444724659945289,2.251979235657967e-11,1.9999999999913385,1.0,0.9316924531382506,1.0,1.0,0.0,0.0,0.8336483931947068
1.0,5.7543993733715664e-05,17377.00828749376,3171015.851987996,213599627.78991142,0.16376364716391825,0.8362363528088866,2.719521862744327e-11,1.9999999999895404,1.0,0.9316924531386693,1.0,1.0,0.0,0.0,0.8336483931947068
1.0,6.118805757518225e-05,16342.05842723136,2819067.195922791,189892366.3173592,0.1723468984178047,0.8276531015493672,3.282776612921934e-11,1.999999999987374,1.0,0.9316924531391739,1.0,1.0,0.0,0.0,0.8336483931947068
1.0,6.506288748655574e-05,15368.745159352708,2506855.0885540675,168861758.76500198,0.18128249442653332,0.8187175055338567,3.960985455911031e-11,1.9999999999847655,1.0,0.9316924531397816,1.0,1.0,0.0,0.0,0.8336483931947068
1.0,6.918309709189363e-05,14453.39770745928,2229844.3355178526,150202314.44048256,0.19057469600003313,0.8094253039521951,4.777170497546466e-11,1.9999999999816263,1.0,0.9316924531405127,1.0,1.0,0.0,0.0,0.8336483931947068
1.0,7.356422544596421e-05,13592.563908785241,1984020.496332855,133643620.6329811,0.20022671362840327,0.7997732863140082,5.7588553272717716e-11,1.9999999999778506,1.0,0.9316924531413923,1.0,1.0,0.0,0.0,0.8336483931947068
1.0,7.822279563860029e-05,12782.997194630232,1765829.903295428,118946302.28598003,0.2102406032023788,0.789759396728232,6.938919164338343e-11,1.999999999973312,1.0,0.9316924531424493,1.0,1.0,0.0,0.0,0.8336483931947068
1.0,8.317637711026709e-05,12021.644346174131,1572126.599948394,105898447.77252382,0.22061716336256565,0.7793828365538683,8.356607224369665e-11,1.999999999967859,1.0,0.9316924531437194,1.0,1.0,0.0,0.0,0.8336483931947068
1.0,8.844365191386007e-05,11305.633979496377,1400125.4001811096,94312446.95619954,0.23135583609113167,0.7686441638082812,1.0058724665092594e-10,1.9999999999613127,1.0,0.9316924531452443,1.0,1.0,0.0,0.0,0.8336483931947068
1.0,9.404448517263523e-05,10632.265716371605,1247360.3613057807,84022193.93755738,0.24245461229512458,0.757545387583865,1.2101046038934118e-10,1.9999999999534577,1.0,0.9316924531470738,1.0,1.0,0.0,0.0,0.8336483931947068
1.0,0.0001,9999.0,1111648.0460806377,74880612.38399176,0.25390994424139385,0.7460900556131065,1.4549977479261708e-10,1.9999999999440385,1.0,0.9316924531492679,1.0,1.0,0.0,0.0,0.8336483931947068
1.0,0.00010633265716371628,9403.448517263503,991055.02084581,66757466.20417376,0.26571666678210587,0.734283333043049,1.748451499022937e-10,1.999999999932752,1.0,0.9316924531518967,1.0,1.0,0.0,0.0,0.8336483931947068
1.0,0.00011306633979496398,8843.36519138599,883869.1007920068,59537422.62934958,0.2778679293500189,0.7221320704399954,2.0998549329458845e-10,1.9999999999192364,1.0,0.9316924531550448,1.0,1.0,0.0,0.0,0.8336483931947068
1.0,0.00012022644346174131,8316.63771102671,788573.9098595334,53118338.56813817,0.29035514069736196,0.7096448590506025,2.5203576221157446e-10,1.9999999999030633,1.0,0.9316924531588119,1.0,1.0,0.0,0.0,0.8336483931947068
1.0,0.00012783997194630256,7821.279563860015,703826.3727180159,47409744.46628555,0.30316792829547395,0.696832071402207,3.023188019231966e-10,1.9999999998837237,1.0,0.9316924531633165,1.0,1.0,0.0,0.0,0.8336483931947068
1.0,0.00013593563908785269,7355.422544596407,628436.8004590203,42331502.87891961,0.31629411419968745,0.6837058854379098,3.624027139258818e-10,1.9999999998606144,1.0,0.9316924531686992,1.0,1.0,0.0,0.0,0.8336483931947068
1.0,0.0001445439770745928,6917.309709189362,561351.2707116632,37812621.59513763,0.3297197090121831,0.670280290553672,4.341446757872274e-10,1.9999999998330211,1.0,0.9316924531751263,1.0,1.0,0.0,0.0,0.8336483931947068
1.0,0.0001536974515935271,6505.288748655574,501636.0374548377,33790203.48295787,0.34342892534365577,0.6565710741366018,5.197422829588254e-10,1.999999999800099,1.0,0.9316924531827947,1.0,1.0,0.0,0.0,0.8336483931947068
1.0,0.00016343058427231393,6117.805757518213,448463.7363702265,30208517.281898458,0.357404211883859,0.6425957874943474,6.217936549377547e-10,1.9999999997608486,1.0,0.9316924531919369,1.0,1.0,0.0,0.0,0.8336483931947068
1.0,0.00017378008287493763,5753.399373371566,401101.1786193843,27018175.391801726,0.3716263088452134,0.6283736904114189,7.433677475245969e-10,1.9999999997140894,1.0,0.9316924532028283,1.0,1.0,0.0,0.0,0.8336483931947068
1.0,0.00018478497974222906,5410.6952654646375,358898.5498435551,24175406.31746187,0.3860743251491599,0.6139256739627533,8.880865439767724e-10,1.9999999996584283,1.0,0.931692453215793,1.0,1.0,0.0,0.0,0.8336483931947068
1.0,0.000196486778999347,5088.400951518083,321279.85233761,21641410.853461407,0.4007258372908922,0.5992741616488866,1.0602210656743104e-09,1.9999999995922226,1.0,0.9316924532312139,1.0,1.0,0.0,0.0,0.8336483931947068
1.0,0.0002089296130854041,4785.30092322638,287734.44705844775,19381792.35385704,0.41555700935617035,0.5844429893790258,1.2648034534082797e-09,1.9999999995135371,1.0,0.9316924532495415,1.0,1.0,0.0,0.0,0.8336483931947068
1.0,0.00022216040919558117,4500.252062061336,257809.568675854,17366052.546005525,0.43054273318779107,0.5694572653044513,1.5077577304302977e-09,1.9999999994200932,1.0,0.9316924532713068,1.0,1.0,0.0,0.0,0.8336483931947068
1.0,0.00023622906626344652,4232.179328088203,231103.7015097777,15567145.333698625,0.4456567872243247,0.5543432109796227,1.7960522759291899e-09,1.9999999993092108,1.0,0.9316924532971339,1.0,1.0,0.0,0.0,0.8336483931947068
1.0,0.0002511886431509582,3980.071705534969,207260.7171429948,13961081.90675213,0.4608720120763518,0.5391279857857704,2.137877521871027e-09,1.9999999991777395,1.0,0.9316924533277566,1.0,1.0,0.0,0.0,0.8336483931947068
1.0,0.00026709555875589855,3742.97838982381,185964.68594763824,12526581.245432911,0.4761605004821459,0.5238394969750009,2.5428529478721327e-09,1.9999999990219797,1.0,0.9316924533640366,1.0,1.0,0.0,0.0,0.8336483931947068
1.0,0.0002840098047914219,3520.005201684514,166935.28489080042,11244760.790244317,0.49149379891160283,0.5085061980661287,3.022268100402517e-09,1.9999999988375892,1.0,0.9316924534069855,1.0,1.0,0.0,0.0,0.8336483931947068
1.0,0.0003019951720402019,3310.311214825908,149923.73294114968,10098862.650915843,0.5068431177787789,0.49315687863185803,3.58936311855074e-09,1.9999999986194759,1.0,0.9316924534577891,1.0,1.0,0.0,0.0,0.8336483931947068
1.0,0.0003211194909364824,3113.1055844467583,134709.1933204906,9074011.262068246,0.5221795469920051,0.47782044874833984,4.259655125519784e-09,1.999999998361671,1.0,0.9316924535178378,1.0,1.0,0.0,0.0,0.8336483931947068
1.0,0.0003414548873833601,2927.6445646252373,121095.58885100603,8156998.8650037665,0.5374742734256344,0.4625257215230479,5.051317862316017e-09,1.9999999980571854,1.0,0.9316924535887595,1.0,1.0,0.0,0.0,0.8336483931947068
1.0,0.0003630780547701018,2753.228703338163,108908.78284628197,7336095.612525553,0.5526987968450464,0.4473011971693305,5.985623120157642e-09,1.999999997697837,1.0,0.93169245367246,1.0,1.0,0.0,0.0,0.8336483931947068
1.0,0.0003860705432153815,2589.2002045313225,97994.08347577651,6600881.462928305,0.5678251408587459,0.4321748520538,7.0874538969305205e-09,1.999999997274056,1.0,0.9316924537711684,1.0,1.0,0.0,0.0,0.8336483931947068
1.0,0.00041051906712730787,2434.940447292027,88214.0343808542,5942097.355894338,0.5828260556065025,0.417173936007597,8.385900790641111e-09,1.9999999967746536,1.0,0.9316924538874908,1.0,1.0,0.0,0.0,0.8336483931947068
1.0,0.00043651583224016654,2289.86765276777,79446.45860914246,5351513.451911836,0.5976752091148783,0.40232478097016666,9.914954984100426e-09,1.9999999961865558,1.0,0.9316924540244724,1.0,1.0,0.0,0.0,0.8336483931947068
1.0,0.0004641588833612782,2153.4346900318824,71582.72672747381,4821812.472362636,0.6123473645521582,0.3876526237335287,1.1714313310391045e-08,1.999999995494495,1.0,0.9316924541856694,1.0,1.0,0.0,0.0,0.8336483931947068
1.0,0.0004935524741394807,2025.1270126211432,64526.22332938439,4346486.403467332,0.6268185409814763,0.3731814451882102,1.3830313364784914e-08,1.9999999946806488,1.0,0.931692454375233,1.0,1.0,0.0,0.0,0.8336483931947068
1.0,0.0005248074602497734,1904.4607179632444,58190.989121680585,3919745.0272364044,0.6410661556295376,0.3589338280534429,1.6317019499876933e-08,1.9999999937242232,1.0,0.9316924545980065,1.0,1.0,0.0,0.0,0.8336483931947068
1.0,0.000558041717476997,1790.980722375332,52500.51840074739,3536434.919474344,0.6550691461428207,0.34493083461969515,1.9237483869564474e-08,1.9999999926009677,1.0,0.9316924548596387,1.0,1.0,0.0,0.0,0.8336483931947068
1.0,0.0005933805862753281,1684.259044750751,47386.69405268456,3191967.711388832,0.6688080717770061,0.3311919055577831,2.2665210546884806e-08,1.9999999912826114,1.0,0.9316924551667144,1.0,1.0,0.0,0.0,0.8336483931947068
1.0,0.0006309573444801943,1583.8931924611109,42788.844267039865,2882256.5498278053,0.6822651929421099,0.3177347803720349,2.668585521492316e-08,1.9999999897362095,1.0,0.9316924555269072,1.0,1.0,0.0,0.0,0.8336483931947068
1.0,0.0006709137099554119,1489.5046433861946,38652.90697281074,2603659.8136885315,0.6954245289900016,0.30457543961080064,3.13991981167314e-08,1.9999999879233852,1.0,0.9316924559491558,1.0,1.0,0.0,0.0,0.8336483931947068
1.0,0.0007134003750712565,1400.7374183467693,34930.68961489592,2352931.252459389,0.7082718945686288,0.2917280685099373,3.6921433962672644e-08,1.9999999857994486,1.0,0.9316924564438698,1.0,1.0,0.0,0.0,0.8336483931947068
1.0,0.0007585775750291835,1317.2567385564075,31579.21331348938,2127175.8087966447,0.7207949152665374,0.279205041345633,4.338782946304722e-08,1.9999999833123732,1.0,0.9316924570231672,1.0,1.0,0.0,0.0,0.8336483931947068
1.0,0.0008066156921766143,1238.747763028943,28560.131709392743,1923810.471944695,0.732983023622789,0.2670169254214036,5.0955807232354675e-08,1.9999999804016126,1.0,0.9316924577011505,1.0,1.0,0.0,0.0,0.8336483931947068
1.0,0.0008576958985908946,1164.914401179831,25839.215913800115,1740529.5839535757,0.7448274368743385,0.25517250331713764,5.980852417534041e-08,1.9999999769967216,1.0,0.9316924584942283,1.0,1.0,0.0,0.0,0.8336483931947068
1.0,0.0009120108393559096,1095.4781961431852,23385.897968471705,1575274.087156254,0.7563211180513018,0.243678811789675,7.015902331835194e-08,1.9999999730157603,1.0,0.9316924594214863,1.0,1.0,0.0,0.0,0.8336483931947068
1.0,0.0009697653591082506,1030.1772745930539,21172.866096139704,1426204.2602359704,0.7674587222087764,0.23254119553617272,8.225505062919946e-08,1.9999999683634422,1.0,0.9316924605051187,1.0,1.0,0.0,0.0,0.8336483931947068
1.0,0.001031177274593056,968.7653591082485,19175.705794522684,1291675.542319048,0.7782365297028377,0.22176337391251968,9.638464294906099e-08,1.9999999629289835,1.0,0.9316924617709298,1.0,1.0,0.0,0.0,0.8336483931947068
1.0,0.0010964781961431851,911.0108393559096,17372.58151201134,1170217.090649084,0.7886523684808665,0.21134751863652376,1.128826100589397e-07,1.9999999565836115,1.0,0.9316924632489136,1.0,1.0,0.0,0.0,0.8336483931947068
1.0,0.0011659144011798334,856.6958985908929,15743.954249131162,1060512.7582214752,0.7987055273669661,0.20129434049498035,1.321380534892308e-07,1.9999999491776719,1.0,0.9316924649739282,1.0,1.0,0.0,0.0,0.8336483931947068
1.0,0.0012397477630289454,805.6156921766127,14272.330966304013,961384.2138902383,0.808396662287646,0.19160318310926633,1.5460308738114208e-07,1.9999999405372741,1.0,0.9316924669864766,1.0,1.0,0.0,0.0,0.8336483931947068
1.0,0.0013182567385564075,757.5775750291835,12942.042153207694,871775.9594400703,0.8177276973077914,0.1822721218892557,1.8080295301788168e-07,1.9999999304604028,1.0,0.931692469333613,1.0,1.0,0.0,0.0,0.8336483931947068
1.0,0.0014017374183467723,712.400375071255,11739.044335230872,790742.0264211516,0.8267017222391836,0.1732980664130674,2.1134774913512093e-07,1.9999999187124042,1.0,0.9316924720699935,1.0,1.0,0.0,0.0,0.8336483931947068
1.0,0.0014905046433861975,669.9137099554106,10650.744664385402,717434.1605930007,0.8353228884506747,0.16467686460328962,2.469460354588798e-07,1.9999999050207555,1.0,0.9316924752590952,1.0,1.0,0.0,0.0,0.8336483931947068
1.0,0.001584893192461114,629.957344480193,9665.84507110524,651091.323989649,0.8435963043574412,0.156403407221951,2.8842060787474545e-07,1.999999889068997,1.0,0.9316924789746288,1.0,1.0,0.0,0.0,0.8336483931947068
1.0,0.001685259044750751,592.3805862753281,8774.203744527771,591030.3642313906,0.8515279319030851,0.14847173137012362,3.36726791097606e-07,1.9999998704896957,1.0,0.9316924833021778,1.0,1.0,0.0,0.0,0.8336483931947068
1.0,0.0017919807223753359,557.0417174769958,7966.711966454057,536637.7180603453,0.8591244851786419,0.1408751218477085,3.9297364972012317e-07,1.9999998488562887,1.0,0.9316924883410989,1.0,1.0,0.0,0.0,0.8336483931947068
1.0,0.0019054607179632482,523.8074602497724,7235.184552066959,487362.0314272304,0.8663933321518945,0.1336062093995235,4.584485822692002e-07,1.999999823673622,1.0,0.9316924942067247,1.0,1.0,0.0,0.0,0.8336483931947068
1.0,0.0020261270126211432,492.55247413948064,6572.262352050049,442707.5920340913,0.8733424003132855,0.126657065040878,5.346458367815633e-07,1.9999997943669858,1.0,0.9316925010329187,1.0,1.0,0.0,0.0,0.8336483931947068
1.0,0.002154434690031887,463.1588833612772,5971.325449016886,402228.4822457774,0.8799800868846074,0.12001928981582033,6.23299572031202e-07,1.9999997602693953,1.0,0.931692508975037,1.0,1.0,0.0,0.0,0.8336483931947068
1.0,0.0022908676527677745,435.5158322401657,5426.415838799396,365523.3709015273,0.8863151740864263,0.11368409949138583,7.264221877676961e-07,1.999999720606851,1.0,0.9316925182133621,1.0,1.0,0.0,0.0,0.8336483931947068
1.0,0.002435940447292027,409.5190671273079,4932.168526528463,332230.87194695725,0.8923567498217941,0.10764240382944343,8.463487623159339e-07,1.9999996744812454,1.0,0.9316925289570841,1.0,1.0,0.0,0.0,0.8336483931947068
1.0,0.002590200204531328,385.0705432153807,4483.750090669057,302025.40610746766,0.8981141340086367,0.10188488020279428,9.85788569147991e-07,1.9999996208505504,1.0,0.9316925414489159,1.0,1.0,0.0,0.0,0.8336483931947068
1.0,0.002754228703338169,362.078054770101,4076.803877106334,274613.5091618826,0.9035968106819547,0.09640204143324661,1.1478847984683651e-06,1.9999995585058468,1.0,0.9316925559704428,1.0,1.0,0.0,0.0,0.8336483931947068
1.0,0.0029286445646252374,340.4548873833601,3707.401081669648,249730.5368612675,0.9088143658899359,0.09118429782627538,1.3362837888157716e-06,1.9999994860446966,1.0,0.9316925728483255,1.0,1.0,0.0,0.0,0.8336483931947068
1.0,0.0031141055844467647,320.1194909364817,3371.99706458954,227137.72227075143,0.9137764313249722,0.08622201345974645,1.5552152810731498e-06,1.9999994018402765,1.0,0.9316925924614894,1.0,1.0,0.0,0.0,0.8336483931947068
1.0,0.0033113112148259144,300.9951720402013,3067.392315602324,206619.54637897253,0.9184926335609839,0.0815055568535684,1.8095854476061383e-06,1.999999304005597,1.0,0.9316926152494586,1.0,1.0,0.0,0.0,0.8336483931947068
1.0,0.003521005201684521,283.00980479142135,2790.6975548964083,187981.38729782208,0.9229725487114615,0.07702534620381098,2.1050847277478294e-06,1.9999991903520278,1.0,0.9316926417220167,1.0,1.0,0.0,0.0,0.8336483931947068
1.0,0.0037439783898238106,266.09555875589854,2539.3025138489675,171047.41733286643,0.9272256622774073,0.0727718894097693,2.4483128235728937e-06,1.9999990583412217,1.0,0.9316926724704049,1.0,1.0,0.0,0.0,0.8336483931947068
1.0,0.003981071705534978,250.1886431509577,2310.847991429433,155658.7207026866,0.9312613339197089,0.06873581915670735,2.8469235838775853e-06,1.9999989050293907,1.0,0.931692708180301,1.0,1.0,0.0,0.0,0.8336483931947068
1.0,0.004233179328088211,235.22906626344604,2103.2008280444206,141671.60777707217,0.9350887668653166,0.0649079233417455,3.3097929376358907e-06,1.9999987270027164,1.0,0.9316927496468652,1.0,1.0,0.0,0.0,0.8336483931947068
1.0,0.004501252062061337,221.16040919558114,1914.4314791697225,128956.1044368725,0.9387169816397603,0.061279171146699535,3.847213540359665e-06,1.9999985203024844,1.0,0.9316927977921764,1.0,1.0,0.0,0.0,0.8336483931947068
1.0,0.00478630092322639,207.92961308540367,1742.7939069825525,117394.59757434473,0.9421547938088419,0.057840735070779394,4.471120378666534e-06,1.9999982803383158,1.0,0.9316928536854446,1.0,1.0,0.0,0.0,0.8336483931947068
1.0,0.0050894009515180935,195.48677899934663,1586.7075399204105,106880.61988903885,0.9454107954087577,0.054584009238989775,5.195352252601042e-06,1.9999980017875951,1.0,0.9316929185664362,1.0,1.0,0.0,0.0,0.8336483931947068
1.0,0.0054116952654646375,183.78497974222907,1444.741078139074,97317.75902344803,0.9484933397452954,0.05150062429986814,6.035954836509264e-06,1.999997678478909,1.0,0.9316929938726239,1.0,1.0,0.0,0.0,0.8336483931947068
1.0,0.005754399373371578,172.78008287493728,1315.5979476505454,88618.67775374073,0.9514105292482826,0.04858245921979251,7.011531924502802e-06,1.999997303256952,1.0,0.9316930812706548,1.0,1.0,0.0,0.0,0.8336483931947068
1.0,0.006118805757518225,162.4305842723136,1198.1032278715456,80704.23342942732,0.9541702060761535,0.045821650271331095,8.143652515419277e-06,1.9999968678259556,1.0,0.9316931826928198,1.0,1.0,0.0,0.0,0.8336483931947068
1.0,0.006506288748655574,152.6974515935271,1091.1918967397369,73502.68616438868,0.9567799451766341,0.04321059750075802,9.457322607453824e-06,1.9999963625682278,1.0,0.9316933003793215,1.0,1.0,0.0,0.0,0.8336483931947068
1.0,0.006918309709189377,143.5439770745925,993.8982547538706,66948.98644022072,0.9592470495224256,0.040741968945593864,1.0981531980658693e-05,1.9999957763338536,1.0,0.9316934369272596,1.0,1.0,0.0,0.0,0.8336483931947068
1.0,0.007356422544596421,134.93563908785242,905.3464045261753,60984.13380888317,0.961578547254711,0.038408702857412165,1.2749887876810993e-05,1.9999950961969706,1.0,0.9316935953474021,1.0,1.0,0.0,0.0,0.8336483931947068
1.0,0.00782227956386003,126.8399719463023,824.7416759310026,55554.59929071234,0.9637811904819288,0.03620400816869484,1.4801349376071415e-05,1.999994307173317,1.0,0.9316937791299782,1.0,1.0,0.0,0.0,0.8336483931947068
1.0,0.008317637711026726,119.22644346174106,751.3628988960572,50611.804869638414,0.9658614554959162,0.03412136342562478,1.7181078459308485e-05,1.9999933918929003,1.0,0.9316939923209259,1.0,1.0,0.0,0.0,0.8336483931947068
1.0,0.008844365191386008,112.06633979496375,684.5554364902434,46111.6542019828,0.967825544181999,0.03215451439171985,1.994142628130369e-05,1.999992330220661,1.0,0.9316942396102531,1.0,1.0,0.0,0.0,0.8336483931947068
1.0,0.009404448517263523,105.33265716371606,623.7249003734339,42014.109289154505,0.9696793864134623,0.030297470510419415,2.314307611808102e-05,1.9999910988168776,1.0,0.9316945264344384,1.0,1.0,0.0,0.0,0.8336483931947068
1.0,0.01,99.0,568.3314790275006,38282.80842729244,0.9714286432337904,0.028544500398354496,2.685636785472401e-05,1.9999896706277482,1.0,0.9316948590950958,1.0,1.0,0.0,0.0,0.8336483931947068
1.0,0.010633265716371628,93.04448517263504,517.8848166072253,34884.721246662695,0.9730787106419456,0.026890126525233,3.116283282160877e-05,1.9999880142950686,1.0,0.9316952448964886,1.0,1.0,0.0,0.0,0.8336483931947068
1.0,0.011306633979496399,87.4436519138599,471.9393868428159,31789.83709773208,0.9746347238064621,0.025329119221186067,3.615697235179792e-05,1.9999860934721725,1.0,0.9316956923048818,1.0,1.0,0.0,0.0,0.8336483931947068
1.0,0.012022644346174132,82.17637711026708,430.0903122877944,28970.88343570583,0.976101561543146,0.023856490138135594,4.194831871846958e-05,1.999983866031262,1.0,0.931696211133198,1.0,1.0,0.0,0.0,0.8336483931947068
1.0,0.012783997194630256,77.22279563860013,391.9695844214008,26403.07120662556,0.977483850898447,0.022467485278321233,4.8663823231987704e-05,1.9999812831449106,1.0,0.9316968127549908,1.0,1.0,0.0,0.0,0.8336483931947068
1.0,0.013593563908785269,72.56422544596407,357.2426447573273,24063.864550853566,0.9787859716860415,0.021157577690595897,5.64506233624438e-05,1.9999782882217838,1.0,0.9316975103523856,1.0,1.0,0.0,0.0,0.8336483931947068
1.0,0.01445439770745928,68.18309709189363,325.6052912462103,21932.772418344724,0.9800120608275659,0.01992245992347797,6.54792489562921e-05,1.9999748156734785,1.0,0.9316983192033724,1.0,1.0,0.0,0.0,0.8336483931947068
1.0,0.01536974515935274,64.06288748655561,296.7808779455527,19991.159938412427,0.9811660163496597,0.018758036313231176,7.594733710936635e-05,1.9999707894857273,1.0,0.9316992570146875,1.0,1.0,0.0,0.0,0.8336483931947068
1.0,0.016343058427231393,60.18805757518213,270.5177792185077,18222.07760815868,0.9822515008883475,0.017660415175408232,8.808393624409975e-05,1.999966121562983,1.0,0.9317003443075091,1.0,1.0,0.0,0.0,0.8336483931947068
1.0,0.017378008287493762,56.543993733715666,246.58709265732801,16610.106561397613,0.9832719445480363,0.01662590095931578,0.00010215449264766023,1.99996070981052,1.0,0.9317016048643284,1.0,1.0,0.0,0.0,0.8336483931947068
1.0,0.018478497974222945,53.11695265464626,224.78055754796105,15141.218356430656,0.9842305469558738,0.01565098641670002,0.00011846662742637983,1.9999544359125283,1.0,0.9317030662466825,1.0,1.0,0.0,0.0,0.8336483931947068
1.0,0.0196486778999347,49.894009515180834,204.90866803428645,13802.647878789536,0.985130278342603,0.014732344828570297,0.00013737682882658894,1.9999471627581435,1.0,0.9317047603949598,1.0,1.0,0.0,0.0,0.8336483931947068
1.0,0.02089296130854041,46.8630092322638,186.79896223493841,12582.778096145452,0.9859738794680573,0.013866822327428285,0.00015929820451430964,1.9999387314598023,1.0,0.9317067243232536,1.0,1.0,0.0,0.0,0.8336483931947068
1.0,0.022216040919558117,44.012520620613365,170.29447043994435,11471.03552883465,0.9867638601926941,0.0130514303462068,0.0001847094610991444,1.9999289578995771,1.0,0.9317090009242852,1.0,1.0,0.0,0.0,0.8336483931947068
1.0,0.023622906626344652,41.331793280882025,155.25230719272662,10457.795412502064,0.9875024964757146,0.012283338219893318,0.00021416530439213345,1.9999176287290799,1.0,0.9317116399017674,1.0,1.0,0.0,0.0,0.8336483931947068
