xi_completion,a,z,E,H_km_s_Mpc,Omega_m,Omega_r,Omega_R,Q_tensor,c_T,dL_GW_over_dL_EM,gamma_PPN,beta_PPN,alpha1_PPN,alpha2_PPN,Cassini_minus_2loglike
1.0,1.2397477630289454e-07,8066155.9217661265,624867397227.1462,42091067877220.57,0.00042173398209325956,0.9995782660179068,9.186486270637927e-20,2.0,1.0,0.9316924531362331,1.0,1.0,0.0,0.0,0.8336483931947068
1.0,1.3182567385564074e-07,7585774.7502918355,552662925554.2761,37227374665336.04,0.00044842897314422293,0.9995515710268554,1.1180815597498873e-19,2.0,1.0,0.9316924531362331,1.0,1.0,0.0,0.0,0.8336483931947068
1.0,1.4017374183467694e-07,7134002.750712564,488802214359.3512,32925717159245.895,0.00047681290235637095,0.9995231870976435,1.3608083077965902e-19,2.0,1.0,0.9316924531362331,1.0,1.0,0.0,0.0,0.8336483931947068
1.0,1.4905046433861975e-07,6709136.099554106,432321055818.6511,29121146319944.34,0.0005069925201731235,0.9994930074798264,1.656226749897283e-19,2.0,1.0,0.9316924531362331,1.0,1.0,0.0,0.0,0.8336483931947068
1.0,1.584893192461114e-07,6309572.44480193,382366667761.6542,25756218740425.023,0.0005390813105239061,0.9994609186894762,2.015774622689065e-19,2.0,1.0,0.9316924531362331,1.0,1.0,0.0,0.0,0.8336483931947068
1.0,1.685259044750751e-07,5933804.86275328,338184817027.5458,22780129274975.484,0.0005731999137562481,0.9994268000862433,2.453372235618351e-19,2.0,1.0,0.9316924531362331,1.0,1.0,0.0,0.0,0.8336483931947068
1.0,1.791980722375336e-07,5580416.174769958,299108430885.9529,20147943904477.785,0.0006094765758977135,0.9993905234241023,2.98596125542971e-19,2.0,1.0,0.9316924531362331,1.0,1.0,0.0,0.0,0.8336483931947068
1.0,1.9054607179632483e-07,5248073.602497723,264547524556.33966,17819921254115.04,0.0006480476258560959,0.999351952374144,3.634160403449315e-19,2.0,1.0,0.9316924531362331,1.0,1.0,0.0,0.0,0.8336483931947068
1.0,2.0261270126211434e-07,4935523.741394807,233980292733.41968,15760912518523.148,0.0006890579822605473,0.9993109420177396,4.423063429759882e-19,2.0,1.0,0.9316924531362331,1.0,1.0,0.0,0.0,0.8336483931947068
1.0,2.1544346900318867e-07,4641587.833612773,206945230602.31305,13939830733371.807,0.000732661691745437,0.9992673383082546,5.383210229537027e-19,2.0,1.0,0.9316924531362331,1.0,1.0,0.0,0.0,0.8336483931947068
