xi_completion,Cassini_minus_2loglike,c_T_minus_1,Q_tensor_today,dL_GW_over_dL_EM_z_approximately_1,dL_GW_over_dL_EM_high_redshift,dae_root_bearing_scale_factors,min_DAE_mu_relative,min_DAE_constraint_determinant
1.0,0.8336483931947068,0.0,1.7361016544620238,0.9565968845637973,0.9316924531362331,0.0,1.0000000000026963,5.99144556090716
2.0,0.8336483931947068,0.0,2.736101654462024,0.9717969465727384,0.955004651727244,0.0,1.0000000000012046,9.442537002187867
