xi_completion,a,z,root_k_over_H0,min_mu_zeta_relative_on_k_grid,min_Q_tensor_on_k_grid,min_constraint_determinant_on_k_grid
2.0,2.6101572156825332e-05,38310.868495572926,,1.000000000090159,2.9999999999991016,2595375238807416.5
2.0,2.8729848333536626e-05,34806.00588428413,,1.0000000000819111,2.9999999999987867,1782734138292446.8
2.0,3.1622776601683795e-05,31621.776601683792,,1.0000000000744176,2.9999999999983626,1225455271885424.0
2.0,3.480700588428406e-05,28728.848333536684,,1.0000000000676097,2.9999999999977915,843061287052010.1
2.0,3.831186849557285e-05,26100.572156825387,,1.0000000000614246,2.9999999999970233,580496351463872.0
2.0,4.216965034285822e-05,23712.737056616555,,1.0000000000558054,2.9999999999959908,400080949510376.8
2.0,4.641588833612772e-05,21543.34690031887,,1.0000000000507,2.9999999999946043,276016533800747.62
2.0,5.108969774506924e-05,19572.41781487662,,1.000000000046062,2.9999999999927454,190630927944182.34
2.0,5.623413251903491e-05,17781.79410038923,,1.000000000041848,2.999999999990254,131812355465442.86
2.0,6.189658188912597e-05,16154.980984398762,,1.0000000000380198,2.999999999986921,91255269569267.11
2.0,6.812920690579608e-05,14676.992676220705,,1.0000000000345417,2.9999999999824665,63260755640501.85
2.0,7.498942093324559e-05,13334.21432163324,,1.0000000000313816,2.999999999976521,43915884034002.195
2.0,8.254041852680174e-05,12114.2765862859,,1.0000000000285107,2.9999999999685967,30532081784956.586
2.0,9.085175756516861e-05,11005.941712522104,,1.0000000000259026,2.999999999958051,21260604086357.957
2.0,0.0001,9999.0,,1.000000000023533,2.9999999999440385,14829136539550.635
2.0,0.0001100694171252208,9084.175756516881,,1.00000000002138,2.9999999999254494,10361278369357.387
2.0,0.00012115276586285876,8253.04185268019,,1.0000000000194242,2.9999999999008304,7252758392613.506
2.0,0.0001333521432163324,7497.942093324558,,1.0000000000176472,2.999999999868282,5086502490620.986
2.0,0.00014677992676220676,6811.920690579622,,1.0000000000160327,2.9999999998253264,3574320228666.615
2.0,0.00016155980984398728,6188.65818891261,,1.0000000000145661,2.999999999768742,2516839317641.027
2.0,0.00017782794100389227,5622.413251903491,,1.0000000000132336,2.999999999694342,1775956495104.9941
2.0,0.00019573417814876577,5107.969774506934,,1.0000000000120228,2.9999999995967044,1255878966747.8337
2.0,0.00021544346900318823,4640.588833612782,,1.000000000010923,2.9999999994688173,890065939139.6462
2.0,0.00023713737056616554,4215.965034285822,,1.0000000000099236,2.9999999993016324,632225390845.2677
2.0,0.0002610157215682533,3830.186849557293,,1.000000000009016,2.9999999990834962,450100306228.2161
2.0,0.00028729848333536626,3479.700588428413,,1.000000000008191,2.999999998799429,321175340959.00684
2.0,0.00031622776601683794,3161.277660168379,,1.0000000000074418,2.999999998430207,229706854970.30997
2.0,0.0003480700588428406,2871.9848333536684,,1.000000000006761,2.999999997951203,164665787990.022
2.0,0.00038311868495572853,2609.157215682538,,1.0000000000061424,2.999999997330918,118310878417.62212
2.0,0.00042169650342858224,2370.3737056616555,,1.0000000000055806,2.9999999965291204,85197652430.14993
2.0,0.00046415888336127724,2153.434690031887,,1.0000000000050702,2.9999999954944947,61489040952.4758
2.0,0.0005108969774506924,1956.3417814876618,,1.0000000000046063,2.9999999941616715,44475048594.98914
2.0,0.0005623413251903491,1777.2794100389228,,1.0000000000041849,2.9999999924474707,32237514134.324184
2.0,0.0006189658188912597,1614.5980984398764,,1.0000000000038018,2.9999999902461596,23415720001.308586
2.0,0.0006812920690579609,1466.7992676220704,,1.0000000000034541,2.9999999874234664,17042208653.451237
2.0,0.0007498942093324559,1332.5214321633239,,1.0000000000031382,2.9999999838090208,12427554624.26222
2.0,0.0008254041852680173,1210.5276586285902,,1.000000000002851,2.999999979186817,9079332780.39269
2.0,0.0009085175756516862,1099.6941712522103,,1.0000000000025902,2.9999999732831775,6645016414.860723
2.0,0.001,999.0,,1.0000000000023532,2.9999999657515755,4871652654.111831
2.0,0.001100694171252208,907.517575651688,,1.0000000000021378,2.9999999561534865,3577323645.498364
2.0,0.0012115276586285877,824.404185268019,,1.0000000000019424,2.999999943934247,2630903913.048882
2.0,0.001333521432163324,748.8942093324558,,1.0000000000017648,2.9999999283926115,1937669755.8640215
2.0,0.0014677992676220676,680.2920690579622,,1.0000000000016034,2.999999908642378,1429045522.31514
2.0,0.001615598098439873,617.9658188912609,,1.0000000000014566,2.9999998835640147,1055280733.2388144
2.0,0.0017782794100389228,561.3413251903492,,1.0000000000013234,2.999999851743693,780208278.6537563
2.0,0.0019573417814876576,509.8969774506935,,1.0000000000012024,2.9999998113964557,577483656.4542073
2.0,0.002154434690031882,463.15888336127824,,1.0000000000010925,2.9999997602693953,427880643.8853163
2.0,0.0023713737056616554,420.6965034285822,,1.0000000000009923,2.999999695519668,317342261.2509408
2.0,0.002610157215682533,382.1186849557293,,1.0000000000009015,2.999999613560793,235572971.18533656
2.0,0.002872984833353663,347.07005884284126,,1.0000000000008191,2.999999509869026,175019610.31874555
2.0,0.0031622776601683794,315.2277660168379,,1.000000000000744,2.999999378739437,130132153.7973846
2.0,0.003480700588428406,286.2984833353668,,1.0000000000006761,2.9999992129786595,96826370.53977433
2.0,0.003831186849557285,260.01572156825387,,1.0000000000006142,2.9999990035178765,72092455.98521
2.0,0.004216965034285823,236.13737056616552,,1.000000000000558,2.9999987389253717,53709440.458940715
2.0,0.004641588833612773,214.44346900318865,,1.000000000000507,2.999998404792612,40036402.68904536
2.0,0.005108969774506924,194.73417814876615,,1.0000000000004605,2.9999979829610677,29859565.359695897
2.0,0.005623413251903491,176.82794100389228,,1.0000000000004186,2.999997450548517,22280128.74822886
2.0,0.006189658188912597,160.5598098439876,,1.0000000000003801,2.9999967787228594,16631858.185295906
2.0,0.006812920690579608,145.77992676220705,,1.0000000000003455,2.9999959311580326,12420441.814449036
2.0,0.007498942093324558,132.35214321633242,,1.0000000000003137,2.999994862089687,9278804.567278896
2.0,0.008254041852680173,120.15276586285901,,1.000000000000285,2.9999935138669462,6934136.075122087
2.0,0.009085175756516862,109.06941712522102,,1.0000000000002591,2.9999918138697814,5183531.423760352
2.0,0.01,99.0,,1.0000000000002354,2.9999896706277482,3875973.87603853
2.0,0.01100694171252208,89.85175756516881,,1.0000000000002138,2.999986968933386,2898993.8564945334
2.0,0.012115276586285877,81.5404185268019,,1.0000000000001943,2.999983563690135,2168780.445774803
2.0,0.01333521432163324,73.98942093324558,,1.0000000000001765,2.9999792721674465,1622844.9715536968
2.0,0.014677992676220676,67.12920690579622,,1.0000000000001603,2.999973864251243,1214573.2481358969
2.0,0.01615598098439873,60.8965818891261,,1.0000000000001457,2.99996705017169,909176.965749479
2.0,0.01778279410038923,55.2341325190349,,1.0000000000001323,2.9999584650567725,680682.6187740974
2.0,0.019573417814876575,50.08969774506935,,1.0000000000001203,2.9999476494925528,509690.52410844975
2.0,0.021544346900318822,45.41588833612782,,1.0000000000001095,2.999934025060638,381705.90647269
2.0,0.023713737056616554,41.169650342858226,,1.0000000000000993,2.9999168635595783,285895.2813339843
2.0,0.026101572156825334,37.311868495572924,,1.0000000000000902,2.9998952482864256,214159.2506866998
2.0,0.028729848333536628,33.80700588428413,,1.0000000000000822,2.999868025341237,160440.8612984681
2.0,0.03162277660168379,30.622776601683796,,1.0000000000000746,2.9998337424008605,120209.44235417758
2.0,0.03480700588428406,27.729848333536687,,1.0000000000000677,2.9997905717646693,90075.23865468176
2.0,0.03831186849557285,25.101572156825384,,1.0000000000000615,2.9997362136748267,67501.584724845
2.0,0.042169650342858224,22.71373705661655,,1.0000000000000562,2.999667774922644,50589.85507914136
2.0,0.046415888336127725,20.544346900318867,,1.000000000000051,2.9995816165305613,37918.73736967091
2.0,0.051089697745069246,18.573417814876613,,1.0000000000000464,2.9994731628013542,28424.070579286355
2.0,0.05623413251903491,16.78279410038923,,1.0000000000000422,2.999336662204148,21308.98595432697
2.0,0.06189658188912597,15.155980984398763,,1.0000000000000384,2.9991648883736257,15976.692243627249
2.0,0.06812920690579609,13.677992676220704,,1.000000000000035,2.9989487668957686,11980.18757998386
2.0,0.07498942093324558,12.335214321633241,,1.000000000000032,2.9986769105244977,8984.627632507
2.0,0.08254041852680173,11.115276586285901,,1.000000000000029,2.9983350420484545,6739.159469826707
2.0,0.09085175756516861,10.006941712522103,,1.0000000000000266,2.997905280320481,5055.836568350557
2.0,0.1,9.0,,1.0000000000000244,2.9973652612356343,3793.832255191359
2.0,0.11006941712522081,8.08517575651688,,1.0000000000000224,2.9966870622027693,2847.6184625903284
2.0,0.12115276586285877,7.25404185268019,,1.0000000000000207,2.995835896798256,2138.1126275892207
2.0,0.1333521432163324,6.498942093324558,,1.000000000000019,2.994768547328805,1606.0466948974397
2.0,0.14677992676220675,5.812920690579622,,1.0000000000000175,2.9934315093983015,1206.9999470168927
2.0,0.1615598098439873,5.18965818891261,,1.0000000000000162,2.9917588380519655,907.6778153777177
2.0,0.1778279410038923,4.62341325190349,,1.0000000000000153,2.989669715311628,683.1238781281751
2.0,0.19573417814876576,4.108969774506935,,1.0000000000000142,2.987065812000082,514.6308539214416
2.0,0.21544346900318823,3.641588833612782,,1.0000000000000135,2.983828603582355,388.17522685699174
2.0,0.23713737056616552,3.2169650342858223,,1.0000000000000129,2.979816933808572,293.24416999970464
2.0,0.2610157215682533,2.831186849557293,,1.0000000000000124,2.974865315495226,221.95639929063967
2.0,0.2872984833353663,2.480700588428413,,1.000000000000012,2.9687837249369986,168.4032718295605
2.0,0.31622776601683794,2.162277660168379,,1.000000000000012,2.9613599806152915,128.15492580487887
2.0,0.3480700588428406,1.8729848333536685,,1.000000000000012,2.9523661597920583,97.89010227155525
2.0,0.3831186849557285,1.6101572156825386,,1.0000000000000122,2.9415707972695357,75.1186576842274
2.0,0.4216965034285822,1.3713737056616555,,1.0000000000000127,2.928758630654192,57.97354337716221
2.0,0.46415888336127725,1.1544346900318865,,1.0000000000000133,2.913759088577612,45.05484746767889
2.0,0.5108969774506924,0.9573417814876617,,1.0000000000000142,2.896483162536846,35.3128552948568
2.0,0.5623413251903491,0.7782794100389228,,1.0000000000000153,2.8769654423949107,27.960353077362303
2.0,0.6189658188912597,0.6155980984398763,,1.000000000000017,2.85540405383319,22.406850603343365
2.0,0.6812920690579608,0.4677992676220706,,1.000000000000019,2.832187069298498,18.2092379541237
2.0,0.7498942093324559,0.33352143216332397,,1.0000000000000218,2.8078919423391335,15.0347717765828
2.0,0.8254041852680173,0.21152765862859013,,1.000000000000025,2.7832475368046246,12.633322044125965
2.0,0.9085175756516861,0.10069417125221047,,1.000000000000029,2.75905798143676,10.81658428144476
2.0,1.0,0.0,,1.0000000000000342,2.736101654462024,9.442537002187867
