a,z,E,Omega_m,Omega_r,Omega_R,closure,dlnE_dln_a,q,w_R,Q_T,alpha_M,dL_GW_over_dL_EM,source,X,Q_X,Q_XX,V,V_X,V_XX,L_R3,L_KR3_trace,F_XX
0.026607250597988085,36.583740428844436,126.9289763448115,0.9885524108207918,0.01114604916257911,0.0003015400166292057,1.0000000000000002,-1.5052114908559426,0.5052114908559426,-0.7993051345525408,0.9998840230705273,-0.00027934408853622235,0.8549202374320634,16106.10693527687,126.9289763448115,1.4619442502422694e-06,-2.9946314545379e-08,26714158.76896881,210465.5491272562,0.0004454001938022201,0.9998840230705273,4.873147500807565e-07,-5.9996381031954495
0.032546178349804535,29.725573652674516,93.73664984186485,0.9903812263184354,0.00912900939404196,0.0004897642875227726,1.0,-1.5039771771278583,0.5039771771278583,-0.7994697097162854,0.9998116291201835,-0.0004533742090257395,0.8549511882287479,8782.256180511542,93.73664984186485,3.215320882651309e-06,-8.918426580246477e-08,19728317.831440877,210465.53033407504,0.0007232749747426799,0.9998116291201835,1.0717736275504363e-06,-5.999412352058714
0.03981071705534969,24.11886431509582,69.24103933113176,0.9917314785745356,0.007473350534196937,0.0007951708912674461,1.0,-1.5027829127758237,0.5027829127758237,-0.7996289449632233,0.9996941650418202,-0.0007355906481864733,0.855001415141658,4790.509222733167,69.24103933113176,7.0671373193505285e-06,-2.653709015351132e-07,14572836.428047704,210465.50781190154,0.0011748120322452268,0.9996941650418202,2.3557124397835094e-06,-5.999045389137599
0.04869675251658631,19.53525026457146,51.159311124891246,0.99259453292326,0.006114953143447369,0.001290513933292508,0.9999999999999999,-1.5015092493932465,0.5015092493932465,-0.799798766747567,0.9995036484871952,-0.0011930343843042834,0.8550828976667812,2613.8974847705463,51.159311124891246,1.552332122981426e-05,-7.889206147638715e-07,10767256.543331778,210465.48082509794,0.0019057690551786883,0.9995036484871952,5.174440409938087e-06,-5.998451604036185
0.05956621435290097,15.788040181225625,37.809993126410774,0.9929058235244209,0.0050006828584502686,0.0020934936171289205,1.0,-1.4999881441246303,0.49998814412463033,-0.8000015807833825,0.9991948101472581,-0.0019339976078607494,0.8552150350522907,1426.6027309969654,37.809993126410774,3.4073102316623555e-05,-2.3430331172656545e-06,7957686.110504146,210465.44849715394,0.003091657135355537,0.9991948101472581,1.1357700772207852e-05,-5.997488079554587
0.07286181745132274,12.724609610075627,27.953819918864177,0.9925192268546701,0.00408658167572233,0.003394191469607695,1.0,-1.4979688822738402,0.4979688822738402,-0.8002708156968211,0.9986945417424585,-0.003132947286953359,0.855429206392273,778.7637723717605,27.953819918864177,7.472085096522805e-05,-6.949827002054649e-06,5883302.371338583,210465.409787742,0.005013087443842518,0.9986945417424585,2.4906950321742684e-05,-5.995926842503843
0.08912509381337441,10.220184543019652,20.67700616797962,0.9911649595508447,0.003336316127620526,0.005498724321534887,1.0000000000000002,-1.4950642608241582,0.4950642608241582,-0.8006580985567787,0.9978851060301789,-0.0050697658407443036,0.8557760772837268,425.1876672600433,20.67700616797962,0.00016365185192786615,-2.0578163566804705e-05,4351784.938305611,210465.36346993092,0.008120130957485363,0.9978851060301789,5.455061730928872e-05,-5.993402592701774
0.10901844923851267,8.172759353897805,15.305522133277892,0.9883822905140922,0.002719857870162023,0.008897851615745774,1.0,-1.490665896302252,0.4906658963022521,-0.8012445471596995,0.9965777493785594,-0.008190320995084526,0.856337216574293,232.17460588145002,15.305522133277892,0.00035775329626944343,-6.077274347033039e-05,3221273.735341025,210465.30811192116,0.013142388900590071,0.9965777493785594,0.00011925109875648114,-5.989321631547554
0.1333521432163324,6.498942093324558,11.342066835513402,0.9834150502151462,0.0022123717545801734,0.01437257803027359,1.0,-1.4838125611954962,0.4838125611954962,-0.8021583251739337,0.9944720853729717,-0.013196773293399622,0.8572433279682019,126.79355601798981,11.342066835513402,0.0007798105523017692,-0.000178759961913953,2387104.01534056,210465.24207235654,0.021227298422381698,0.9944720853729717,0.0002599368507672564,-5.982752800124143
0.16311729092278363,5.130557921498215,8.419686102982524,0.9750557624293144,0.0017932907484790547,0.023150946822205618,0.999999999999999,-1.472990449855775,0.4729904498557751,-0.8036012733525632,0.9910957896837671,-0.021173843167677328,0.8587022415339122,69.24991766069166,8.419686102982524,0.001692074541938806,-0.0005225128057083398,1772044.5527075327,210465.16352693387,0.0341930907384017,0.9910957896837671,0.0005640248473129353,-5.972217940694035
0.1995262314968879,4.011872336272725,6.267612785346522,0.9614283830328719,0.0014455668948689605,0.037126050072257694,0.9999999999999986,-1.4558436532123538,0.45584365321235376,-0.8058875129050194,0.9857207499722086,-0.03374319637877735,0.8610402686562035,37.82454851482827,6.267612785346522,0.0036452156230648695,-0.0015121483951884547,1319108.1821648804,210465.07055922374,0.05483309095913018,0.9857207499722086,0.0012150718743549566,-5.9554479691538456
0.24406190680419762,3.0973210981354216,4.686089740148256,0.9397234236797385,0.0011551045830765136,0.05912147173718549,1.0000000000000004,-1.428789775552502,0.4287897755525021,-0.8094946965929996,0.9772609724087749,-0.05319240783475627,0.864759087404479,20.66116281564571,4.686089740148256,0.007763923903175024,-0.004307685783283,986252.9025220274,210464.96137284322,0.08731292466764533,0.9772609724087749,0.002587974634391675,-5.9290591751337915
0.2985382618917957,2.3496543915782793,3.527796215434198,0.9059709552440642,0.0009104068766626946,0.09311863787927452,1.0000000000000013,-1.3866009244936193,0.38660092449361927,-0.815119876734184,0.9641851392772021,-0.08240893490819805,0.8706030722620038,11.2864524573595,3.527796215434198,0.016243505479645093,-0.011971528867404404,742472.7683933518,210464.8347138211,0.1375251925178734,0.9641851392772021,0.005414501826548364,-5.88826150736856
0.3651741272548377,1.738419634264361,2.684121956149274,0.8550997225024949,0.0007024865608064516,0.1441977909367039,1.000000000000005,-1.3221858115211969,0.32218581152119685,-0.8237085584638403,0.9445393111781908,-0.12421604477792578,0.8796104764510206,6.165636151298151,2.684121956149274,0.03306001126796776,-0.03202389113584308,564909.0612233863,210464.69061272652,0.2129611811243287,0.9445393111781908,0.011020003755989253,-5.82697051464753
0.4466835921509626,1.238721138568342,2.0749818835918523,0.7817945455960464,0.0005250659925729904,0.21768038841136847,0.9999999999999879,-1.2271680332018966,0.2271680332018966,-0.8363775955730803,0.9162767736879351,-0.17940861524303706,0.8930732334328068,3.368316060694261,2.0749818835918523,0.06455823212654754,-0.08089294891056603,436706.62945050054,210464.53150229526,0.3214984453941489,0.9162767736879351,0.02151941070884918,-5.73878227773279
0.546386549881854,0.8302061063110568,1.6411836351118283,0.6828210469412814,0.00037491097488889265,0.31680404208379975,0.99999999999997,-1.0943182834674379,0.09431828346743787,-0.8540908955376748,0.8781522915062309,-0.24294678996898533,0.9122534042601443,1.8401771930583362,1.6411836351118283,0.11879007895222309,-0.18818991283195755,345407.51848004054,210464.36349992812,0.46786133036203553,0.8781522915062309,0.03959669298407436,-5.619869019964451
0.6683439175686136,0.4962356560944359,1.3386017638003227,0.5608135121338038,0.00025173275198224406,0.4389347551142665,1.0000000000000524,-0.9227271355616811,-0.07727286443831893,-0.8769697152584424,0.8311789403406667,-0.299864715509944,0.9376767479200456,1.0053473859837523,1.3386017638003227,0.20178794228394997,-0.3919378145005718,281724.8413440272,210464.1970373135,0.648280120455075,0.8311789403406667,0.06726264742798332,-5.473271043093025
0.8175230379436493,0.2232071190499325,1.1336631493393652,0.42722159313046876,0.00015677414823871296,0.5726216327212197,0.9999999999999272,-0.72406951112499,-0.27593048887501004,-0.9034573985166678,0.7797609104918386,-0.32721498649159364,0.9680988006476665,0.5492633167957893,1.1336631493393652,0.3108353159564257,-0.7128853242046903,238592.61525875542,210464.04540311295,0.8457123576489338,0.7797609104918386,0.10361177198547523,-5.312859785882086
1.0,0.0,1.00000000000002,0.299999999999988,8.999999999999641e-05,0.6999099999999775,0.9999999999999655,-0.5234541602617383,-0.4765458397382617,-0.9302061119651015,0.7308038461538549,-0.3085081665047673,0.999999999999994,0.30008999999999997,1.00000000000002,0.43071384615382363,-1.119856000398872,210461.33619669377,210463.92047976647,1.033724402105154,0.7308038461538549,0.14357128205127453,-5.160096827467212
