a,z,k_over_H0,xi_completion,mu_zeta,mu_zeta_relative,constraint_determinant,Q_tensor,matter_kinetic_positive,matter_kinetic_negative,matter_kinetic_null,root_at_this_a,root_k_over_H0
1.9573417814876615e-07,5108968.774506925,0.001333521432163324,1.0,2.2624480710840687e+24,1.5001248878430553,-5.02849922383429e+23,2.0,3,0,1,0,
1.9573417814876615e-07,5108968.774506925,0.0017782794100389228,1.0,2.2624480710840703e+24,1.5001248878430553,-5.02849922383429e+23,2.0,3,0,1,0,
1.9573417814876615e-07,5108968.774506925,0.0023713737056616554,1.0,2.2624480710840703e+24,1.5001248878430564,-5.02849922383429e+23,2.0,3,0,1,0,
1.9573417814876615e-07,5108968.774506925,0.0031622776601683794,1.0,2.2624480710840732e+24,1.5001248878430573,-5.02849922383429e+23,2.0,3,0,1,0,
1.9573417814876615e-07,5108968.774506925,0.004216965034285823,1.0,2.2624480710840767e+24,1.5001248878430593,-5.02849922383429e+23,2.0,3,0,1,0,
1.9573417814876615e-07,5108968.774506925,0.005623413251903491,1.0,2.2624480710840805e+24,1.5001248878430637,-5.02849922383429e+23,2.0,3,0,1,0,
1.9573417814876615e-07,5108968.774506925,0.007498942093324558,1.0,2.262448071084092e+24,1.5001248878430702,-5.02849922383429e+23,2.0,3,0,1,0,
1.9573417814876615e-07,5108968.774506925,0.01,1.0,2.2624480710841098e+24,1.5001248878430826,-5.02849922383429e+23,2.0,3,0,1,0,
1.9573417814876615e-07,5108968.774506925,0.01333521432163324,1.0,2.2624480710841425e+24,1.500124887843104,-5.02849922383429e+23,2.0,3,0,1,0,
1.9573417814876615e-07,5108968.774506925,0.01778279410038923,1.0,2.262448071084201e+24,1.5001248878431424,-5.02849922383429e+23,2.0,3,0,1,0,
1.9573417814876615e-07,5108968.774506925,0.023713737056616554,1.0,2.262448071084303e+24,1.5001248878432105,-5.02849922383429e+23,2.0,3,0,1,0,
1.9573417814876615e-07,5108968.774506925,0.03162277660168379,1.0,2.2624480710844853e+24,1.5001248878433322,-5.02849922383429e+23,2.0,3,0,1,0,
