a,z,k_over_H0,xi_completion,mu_zeta,mu_zeta_relative,constraint_determinant,Q_tensor,matter_kinetic_positive,matter_kinetic_negative,matter_kinetic_null,root_at_this_a,root_k_over_H0
0.00022603030271419218,4423.185553847914,0.1778279410038923,1.0,2005274087699.4048,1.6202816573434156,-499957412764.83246,1.9999999993907966,4,0,0,0,
0.00022603030271419218,4423.185553847914,0.23713737056616552,1.0,2005281585924.0127,1.6202871675656774,-499957412764.83246,1.9999999993907966,4,0,0,0,
0.00022603030271419218,4423.185553847914,0.31622776601683794,1.0,2005294919886.9065,1.6202969662910218,-499957412764.83246,1.9999999993907966,4,0,0,0,
0.00022603030271419218,4423.185553847914,0.4216965034285822,1.0,2005318631475.9282,1.6203143911959086,-499957412764.83246,1.9999999993907966,4,0,0,0,
0.00022603030271419218,4423.185553847914,0.5623413251903491,1.0,2005360797551.0752,1.620345377650994,-499957412764.83246,1.9999999993907966,4,0,0,0,
0.00022603030271419218,4423.185553847914,0.7498942093324559,1.0,2005435781387.8394,1.6204004805596945,-499957412764.83246,1.9999999993907966,4,0,0,0,
0.00022603030271419218,4423.185553847914,1.0,1.0,2005569126046.953,1.620498469982689,-499957412764.83246,1.9999999993907966,4,0,0,0,
0.00022603030271419218,4423.185553847914,1.333521432163324,1.0,2005806257843.9731,1.6206727258922007,-499957412764.83246,1.9999999993907966,4,0,0,0,
0.00022603030271419218,4423.185553847914,1.7782794100389228,1.0,2006227968897.1846,1.620982612137773,-499957412764.83246,1.9999999993907966,4,0,0,0,
0.00022603030271419218,4423.185553847914,2.371373705661655,1.0,2006977966332.8955,1.621533709826405,-499957412764.83246,1.9999999993907966,4,0,0,0,
0.00022603030271419218,4423.185553847914,3.1622776601683795,1.0,2008311915941.4385,1.6225138209764878,-499957412764.83246,1.9999999993907966,4,0,0,0,
0.00022603030271419218,4423.185553847914,4.216965034285822,1.0,2010684824592.3533,1.6242570659362234,-499957412764.83246,1.9999999993907966,4,0,0,0,
0.00022603030271419218,4423.185553847914,5.623413251903491,1.0,2014906965298.5342,1.6273580967405297,-499957412764.83246,1.9999999993907966,4,0,0,0,
0.00022603030271419218,4423.185553847914,7.498942093324558,1.0,2022422846462.752,1.6328759274797682,-499957412764.83246,1.9999999993907966,4,0,0,0,
0.00022603030271419218,4423.185553847914,10.0,1.0,2035812644288.9314,1.6426986955354723,-499957412764.83246,1.9999999993907966,4,0,0,0,
0.00022603030271419218,4423.185553847914,13.33521432163324,1.0,2059700798869.1108,1.660199532453441,-499957412764.83246,1.9999999993907966,4,0,0,0,
0.00022603030271419218,4423.185553847914,17.78279410038923,1.0,2102425223338.381,1.6914255580802513,-499957412764.83246,1.9999999993907966,4,0,0,0,
0.00022603030271419218,4423.185553847914,23.71373705661655,1.0,2179174715690.8655,1.747282993516622,-499957412764.83246,1.9999999993907966,4,0,0,0,
0.00022603030271419218,4423.185553847914,31.622776601683793,1.0,2318102868027.311,1.8476413964175014,-499957412764.83246,1.9999999993907966,4,0,0,0,
0.00022603030271419218,4423.185553847914,42.169650342858226,1.0,2572891220932.153,1.9715391966830822,-499957412764.83246,1.9999999993907966,4,0,0,0,
0.00022603030271419218,4423.185553847914,56.23413251903491,1.0,3050437206371.4033,1.734181984391937,-499957412764.83246,1.9999999993907966,4,0,0,0,
0.00022603030271419218,4423.185553847914,74.98942093324558,1.0,3977000200926.6562,1.5043424775628915,-499957412764.83246,1.9999999993907966,4,0,0,0,
0.00022603030271419218,4423.185553847914,100.0,1.0,5869299131756.662,1.3155474334420778,-499957412764.83246,1.9999999993907966,4,0,0,0,
0.00022603030271419218,4423.185553847914,133.3521432163324,1.0,10007863371109.18,1.1819026959697057,-499957412764.83246,1.9999999993907966,4,0,0,0,
0.00022603030271419218,4423.185553847914,177.82794100389228,1.0,19813497300157.113,1.0984516809966083,-499957412764.83246,1.9999999993907966,4,0,0,0,
0.00022603030271419218,4423.185553847914,237.13737056616552,1.0,44985934348750.64,1.051289310209362,-499957412764.83246,1.9999999993907966,4,0,0,0,
0.00022603030271419218,4423.185553847914,316.22776601683796,1.0,114210664403604.94,1.026418744943816,-499957412764.83246,1.9999999993907966,4,0,0,0,
0.00022603030271419218,4423.185553847914,421.6965034285823,1.0,314664377827540.25,1.013738070006888,-499957412764.83246,1.9999999993907966,4,0,0,0,
0.00022603030271419218,4423.185553847914,562.341325190349,1.0,915738124583561.8,1.0072816808589982,-499957412764.83246,1.9999999993907966,4,0,0,0,
0.00022603030271419218,4423.185553847914,749.8942093324558,1.0,2758143205373599.0,1.003934301858722,-499957412764.83246,1.9999999993907966,4,0,0,0,
0.00022603030271419218,4423.185553847914,1000.0,1.0,8480564580577563.0,1.0021575604033626,-499957412764.83246,1.9999999993907966,4,0,0,0,
0.00022603030271419218,4423.185553847914,1333.521432163324,1.0,2.6391908817857916e+16,1.001195145177068,-499957412764.83246,1.9999999993907966,4,0,0,0,
0.00022603030271419218,4423.185553847914,1778.2794100389228,1.0,8.27043870319724e+16,1.0006661955917686,-499957412764.83246,1.9999999993907966,4,0,0,0,
0.00022603030271419218,4423.185553847914,2371.373705661655,1.0,2.6019650887028266e+17,1.0003727417190205,-499957412764.83246,1.9999999993907966,4,0,0,0,
0.00022603030271419218,4423.185553847914,3162.2776601683795,1.0,8.204381300878653e+17,1.0002090063017406,-499957412764.83246,1.9999999993907966,4,0,0,0,
0.00022603030271419218,4423.185553847914,4216.965034285822,1.0,2.590232282764769e+18,1.0001173417123617,-499957412764.83246,1.9999999993907966,4,0,0,0,
0.00022603030271419218,4423.185553847914,5623.413251903491,1.0,8.183531139561337e+18,1.0000659254855249,-499957412764.83246,1.9999999993907966,4,0,0,0,
0.00022603030271419218,4423.185553847914,7498.942093324558,1.0,2.586525946098542e+19,1.000037053431027,-499957412764.83246,1.9999999993907966,4,0,0,0,
0.00022603030271419218,4423.185553847914,10000.0,1.0,8.176941641971551e+19,1.0000208306009264,-499957412764.83246,1.9999999993907966,4,0,0,0,
0.00022603030271419218,4423.185553847914,13335.21432163324,1.0,2.5853542897689457e+20,1.0000117119858982,-499957412764.83246,1.9999999993907966,4,0,0,0,
0.00022603030271419218,4423.185553847914,17782.794100389227,1.0,8.174858250104027e+20,1.0000065855257776,-499957412764.83246,1.9999999993907966,4,0,0,0,
0.00022603030271419218,4423.185553847914,23713.737056616552,1.0,2.584983818528745e+21,1.0000037031210323,-499957412764.83246,1.9999999993907966,4,0,0,0,
0.00022603030271419218,4423.185553847914,31622.776601683792,1.0,8.174199462771468e+21,1.0000020823571856,-499957412764.83246,1.9999999993907966,4,0,0,0,
0.00022603030271419218,4423.185553847914,42169.65034285822,1.0,2.5848666691384256e+22,1.0000011709762708,-499957412764.83246,1.9999999993907966,4,0,0,0,
0.00022603030271419218,4423.185553847914,56234.13251903491,1.0,8.173991139827358e+22,1.0000006584822672,-499957412764.83246,1.9999999993907966,4,0,0,0,
0.00022603030271419218,4423.185553847914,74989.42093324558,1.0,2.5848296236386692e+23,1.0000003702898677,-499957412764.83246,1.9999999993907966,4,0,0,0,
0.00022603030271419218,4423.185553847914,100000.0,1.0,8.173925262718364e+23,1.000000208228687,-499957412764.83246,1.9999999993907966,4,0,0,0,
0.00022603030271419218,4423.185553847914,133352.1432163324,1.0,2.5848179088620643e+24,1.0000001170954034,-499957412764.83246,1.9999999993907966,4,0,0,0,
0.00022603030271419218,4423.185553847914,177827.94100389228,1.0,8.173904430586385e+24,1.0000000658475234,-499957412764.83246,1.9999999993907966,4,0,0,0,
0.00022603030271419218,4423.185553847914,237137.37056616554,1.0,2.584814204328331e+25,1.0000000370287643,-499957412764.83246,1.9999999993907966,4,0,0,0,
0.00022603030271419218,4423.185553847914,316227.7660168379,1.0,8.173897842891721e+25,1.0000000208227984,-499957412764.83246,1.9999999993907966,4,0,0,0,
0.00022603030271419218,4423.185553847914,421696.5034285823,1.0,2.5848130328522957e+26,1.000000011709518,-499957412764.83246,1.9999999993907966,4,0,0,0,
0.00022603030271419218,4423.185553847914,562341.3251903491,1.0,8.173895759680157e+26,1.0000000065847452,-499957412764.83246,1.9999999993907966,4,0,0,0,
0.00022603030271419218,4423.185553847914,749894.2093324559,1.0,2.584812662399084e+27,1.0000000037028742,-499957412764.83246,1.9999999993907966,4,0,0,0,
0.00022603030271419218,4423.185553847914,1000000.0,1.0,8.173895100910849e+27,1.0000000020822792,-499957412764.83246,1.9999999993907966,4,0,0,0,
0.00031622776601683794,3161.277660168379,0.0001,1.0,599819457062.7382,1.6551411879676425,-153137903273.4742,1.9999999984302066,3,0,1,0,
0.00031622776601683794,3161.277660168379,0.0001333521432163324,1.0,599819457063.9432,1.6551411879705984,-153137903273.4742,1.9999999984302066,3,0,1,0,
0.00031622776601683794,3161.277660168379,0.00017782794100389227,1.0,599819457066.0856,1.6551411879758564,-153137903273.4742,1.9999999984302066,3,0,1,0,
0.00031622776601683794,3161.277660168379,0.00023713737056616554,1.0,599819457069.896,1.6551411879852045,-153137903273.4742,1.9999999984302066,3,0,1,0,
0.00031622776601683794,3161.277660168379,0.00031622776601683794,1.0,599819457076.6716,1.6551411880018294,-153137903273.4742,1.9999999984302066,3,0,1,0,
0.00031622776601683794,3161.277660168379,0.00042169650342858224,1.0,599819457088.721,1.655141188031392,-153137903273.4742,1.9999999984302066,3,0,1,0,
0.00031622776601683794,3161.277660168379,0.0005623413251903491,1.0,599819457110.1472,1.6551411880839642,-153137903273.4742,1.9999999984302066,3,0,1,0,
0.00031622776601683794,3161.277660168379,0.0007498942093324559,1.0,599819457148.2498,1.6551411881774507,-153137903273.4742,1.9999999984302066,3,0,1,0,
0.00031622776601683794,3161.277660168379,0.001,1.0,599819457216.0065,1.6551411883436964,-153137903273.4742,1.9999999984302066,3,0,1,0,
0.00031622776601683794,3161.277660168379,0.001333521432163324,1.0,599819457336.4972,1.6551411886393275,-153137903273.4742,1.9999999984302066,4,0,0,0,
0.00031622776601683794,3161.277660168379,0.0017782794100389228,1.0,599819457550.763,1.6551411891650432,-153137903273.4742,1.9999999984302066,4,0,0,0,
0.00031622776601683794,3161.277660168379,0.0023713737056616554,1.0,599819457931.7874,1.6551411900999113,-153137903273.4742,1.9999999984302066,4,0,0,0,
0.00031622776601683794,3161.277660168379,0.0031622776601683794,1.0,599819458609.3552,1.6551411917623697,-153137903273.4742,1.9999999984302066,4,0,0,0,
0.00031622776601683794,3161.277660168379,0.004216965034285823,1.0,599819459814.2603,1.655141194718684,-153137903273.4742,1.9999999984302066,4,0,0,0,
0.00031622776601683794,3161.277660168379,0.005623413251903491,1.0,599819461956.9182,1.6551411999758372,-153137903273.4742,1.9999999984302066,4,0,0,0,
0.00031622776601683794,3161.277660168379,0.007498942093324558,1.0,599819465767.1626,1.6551412093245246,-153137903273.4742,1.9999999984302066,4,0,0,0,
0.00031622776601683794,3161.277660168379,0.01,1.0,599819472542.8417,1.6551412259491027,-153137903273.4742,1.9999999984302066,4,0,0,0,
0.00031622776601683794,3161.277660168379,0.01333521432163324,1.0,599819484591.8927,1.6551412555122478,-153137903273.4742,1.9999999984302066,4,0,0,0,
0.00031622776601683794,3161.277660168379,0.01778279410038923,1.0,599819506018.4719,1.6551413080837796,-153137903273.4742,1.9999999984302066,4,0,0,0,
0.00031622776601683794,3161.277660168379,0.023713737056616554,1.0,599819544120.9177,1.6551414015706536,-153137903273.4742,1.9999999984302066,4,0,0,0,
0.00031622776601683794,3161.277660168379,0.03162277660168379,1.0,599819611877.7144,1.6551415678164396,-153137903273.4742,1.9999999984302066,4,0,0,0,
0.00031622776601683794,3161.277660168379,0.042169650342858224,1.0,599819732368.2369,1.6551418634479054,-153137903273.4742,1.9999999984302066,4,0,0,0,
0.00031622776601683794,3161.277660168379,0.05623413251903491,1.0,599819946634.0735,1.655142389163279,-153137903273.4742,1.9999999984302066,4,0,0,0,
0.00031622776601683794,3161.277660168379,0.07498942093324558,1.0,599820327658.6648,1.6551433240321831,-153137903273.4742,1.9999999984302066,4,0,0,0,
0.00031622776601683794,3161.277660168379,0.1,1.0,599821005227.059,1.6551449864905547,-153137903273.4742,1.9999999984302066,4,0,0,0,
0.00031622776601683794,3161.277660168379,0.1333521432163324,1.0,599822210133.6418,1.6551479428068387,-153137903273.4742,1.9999999984302066,4,0,0,0,
0.00031622776601683794,3161.277660168379,0.1778279410038923,1.0,599824352796.2941,1.6551531999657163,-153137903273.4742,1.9999999984302066,4,0,0,0,
0.00031622776601683794,3161.277660168379,0.23713737056616552,1.0,599828163055.7627,1.6551625486710095,-153137903273.4742,1.9999999984302066,4,0,0,0,
0.00031622776601683794,3161.277660168379,0.31622776601683794,1.0,599834938782.5671,1.655179173306142,-153137903273.4742,1.9999999984302066,4,0,0,0,
0.00031622776601683794,3161.277660168379,0.4216965034285822,1.0,599846987983.948,1.655208736631553,-153137903273.4742,1.9999999984302066,4,0,0,0,
0.00031622776601683794,3161.277660168379,0.5623413251903491,1.0,599868415039.1165,1.655261308734424,-153137903273.4742,1.9999999984302066,4,0,0,0,
0.00031622776601683794,3161.277660168379,0.7498942093324559,1.0,599906518989.3041,1.6553547974130518,-153137903273.4742,1.9999999984302066,4,0,0,0,
0.00031622776601683794,3161.277660168379,1.0,1.0,599974280543.8209,1.6555210489052092,-153137903273.4742,1.9999999984302066,4,0,0,0,
0.00031622776601683794,3161.277660168379,1.333521432163324,1.0,600094786112.6434,1.655816698415593,-153137903273.4742,1.9999999984302066,4,0,0,0,
0.00031622776601683794,3161.277660168379,1.7782794100389228,1.0,600309099529.05,1.6563424708484147,-153137903273.4742,1.9999999984302066,4,0,0,0,
0.00031622776601683794,3161.277660168379,2.371373705661655,1.0,600690274581.072,1.6572775201736532,-153137903273.4742,1.9999999984302066,4,0,0,0,
0.00031622776601683794,3161.277660168379,3.1622776601683795,1.0,601368318773.4445,1.6589405490034659,-153137903273.4742,1.9999999984302066,4,0,0,0,
0.00031622776601683794,3161.277660168379,4.216965034285822,1.0,602574729963.147,1.661898668749526,-153137903273.4742,1.9999999984302066,4,0,0,0,
0.00031622776601683794,3161.277660168379,5.623413251903491,1.0,604722150599.2473,1.6671615279596341,-153137903273.4742,1.9999999984302066,4,0,0,0,
0.00031622776601683794,3161.277660168379,7.498942093324558,1.0,608547456134.2223,1.676528244037289,-153137903273.4742,1.9999999984302066,4,0,0,0,
0.00031622776601683794,3161.277660168379,10.0,1.0,615370762778.29,1.6932097486996363,-153137903273.4742,1.9999999984302066,4,0,0,0,
0.00031622776601683794,3161.277660168379,13.33521432163324,1.0,627570424822.8726,1.722952431965348,-153137903273.4742,1.9999999984302066,4,0,0,0,
0.00031622776601683794,3161.277660168379,17.78279410038923,1.0,649473278387.323,1.7760890364475679,-153137903273.4742,1.9999999984302066,4,0,0,0,
0.00031622776601683794,3161.277660168379,23.71373705661655,1.0,689081835212.6328,1.8713479463950404,-153137903273.4742,1.9999999984302066,4,0,0,0,
0.00031622776601683794,3161.277660168379,31.622776601683793,1.0,761601373687.7947,1.9586666380664943,-153137903273.4742,1.9999999984302066,4,0,0,0,
0.00031622776601683794,3161.277660168379,42.169650342858226,1.0,897153008889.2072,1.7375914175313987,-153137903273.4742,1.9999999984302066,4,0,0,0,
0.00031622776601683794,3161.277660168379,56.23413251903491,1.0,1159046264878.5542,1.517343815638152,-153137903273.4742,1.9999999984302066,4,0,0,0,
0.00031622776601683794,3161.277660168379,74.98942093324558,1.0,1690681980687.5234,1.3312598122421089,-153137903273.4742,1.9999999984302066,4,0,0,0,
0.00031622776601683794,3161.277660168379,100.0,1.0,2844524568887.601,1.1959536698688062,-153137903273.4742,1.9999999984302066,4,0,0,0,
0.00031622776601683794,3161.277660168379,133.3521432163324,1.0,5555542396460.427,1.1091583497327349,-153137903273.4742,1.9999999984302066,4,0,0,0,
0.00031622776601683794,3161.277660168379,177.82794100389228,1.0,12460946990838.455,1.0586395864521587,-153137903273.4742,1.9999999984302066,4,0,0,0,
0.00031622776601683794,3161.277660168379,237.13737056616552,1.0,31332318904515.188,1.0311112248820409,-153137903273.4742,1.9999999984302066,4,0,0,0,
0.00031622776601683794,3161.277660168379,316.22776601683796,1.0,85735465131361.58,1.0165894530082906,-153137903273.4742,1.9999999984302066,4,0,0,0,
0.00031622776601683794,3161.277660168379,421.6965034285823,1.0,248395790962960.12,1.0089602952344654,-153137903273.4742,1.9999999984302066,4,0,0,0,
0.00031622776601683794,3161.277660168379,562.341325190349,1.0,746097040355196.2,1.0049036149997517,-153137903273.4742,1.9999999984302066,4,0,0,0,
0.00031622776601683794,3161.277660168379,749.8942093324558,1.0,2290312235050667.0,1.0027109654637687,-153137903273.4742,1.9999999984302066,4,0,0,0,
0.00031622776601683794,3161.277660168379,1000.0,1.0,7120815731803693.0,1.001509034100017,-153137903273.4742,1.9999999984302066,4,0,0,0,
0.00031622776601683794,3161.277660168379,1333.521432163324,1.0,2.23024337457067e+16,1.000843567818998,-153137903273.4742,1.9999999984302066,4,0,0,0,
0.00031622776601683794,3161.277660168379,1778.2794100389228,1.0,7.014416658447472e+16,1.0004727590499818,-153137903273.4742,1.9999999984302066,4,0,0,0,
0.00031622776601683794,3161.277660168379,2371.373705661655,1.0,2.2113646608729965e+17,1.0002653370202113,-153137903273.4742,1.9999999984302066,4,0,0,0,
0.00031622776601683794,3161.277660168379,3162.2776601683795,1.0,6.980887045032861e+17,1.0001490463216818,-153137903273.4742,1.9999999984302066,4,0,0,0,
0.00031622776601683794,3161.277660168379,4216.965034285822,1.0,2.2054063602010194e+18,1.0000837630098316,-153137903273.4742,1.9999999984302066,4,0,0,0,
0.00031622776601683794,3161.277660168379,5623.413251903491,1.0,6.970295723073262e+18,1.0000470869649645,-153137903273.4742,1.9999999984302066,4,0,0,0,
0.00031622776601683794,3161.277660168379,7498.942093324558,1.0,2.203523347368854e+19,1.000026473743822,-153137903273.4742,1.9999999984302066,4,0,0,0,
0.00031622776601683794,3161.277660168379,10000.0,1.0,6.966947620269397e+19,1.0000148856342,-153137903273.4742,1.9999999984302066,4,0,0,0,
0.00031622776601683794,3161.277660168379,13335.21432163324,1.0,2.202928003155417e+20,1.00000837028661,-153137903273.4742,1.9999999984302066,4,0,0,0,
0.00031622776601683794,3161.277660168379,17782.794100389227,1.0,6.965888973927196e+20,1.0000047067933937,-153137903273.4742,1.9999999984302066,4,0,0,0,
0.00031622776601683794,3161.277660168379,23713.737056616552,1.0,2.2027397504575773e+21,1.0000026467723564,-153137903273.4742,1.9999999984302066,4,0,0,0,
0.00031622776601683794,3161.277660168379,31622.776601683792,1.0,6.965554212232189e+21,1.000001488373005,-153137903273.4742,1.9999999984302066,4,0,0,0,
0.00031622776601683794,3161.277660168379,42169.65034285822,1.0,2.202680220894768e+22,1.0000008369684397,-153137903273.4742,1.9999999984302066,4,0,0,0,
0.00031622776601683794,3161.277660168379,56234.13251903491,1.0,6.965448352456507e+22,1.0000004706602945,-153137903273.4742,1.9999999984302066,4,0,0,0,
0.00031622776601683794,3161.277660168379,74989.42093324558,1.0,2.2026613961108383e+23,1.000000264671213,-153137903273.4742,1.9999999984302066,4,0,0,0,
0.00031622776601683794,3161.277660168379,100000.0,1.0,6.965414876772859e+23,1.000000148835396,-153137903273.4742,1.9999999984302066,4,0,0,0,
0.00031622776601683794,3161.277660168379,133352.1432163324,1.0,2.202655443203143e+24,1.0000000836962417,-153137903273.4742,1.9999999984302066,4,0,0,0,
0.00031622776601683794,3161.277660168379,177827.94100389228,1.0,6.965404290843877e+24,1.000000047065839,-153137903273.4742,1.9999999984302066,4,0,0,0,
0.00031622776601683794,3161.277660168379,237137.37056616554,1.0,2.2026535607296095e+25,1.000000026467061,-153137903273.4742,1.9999999984302066,4,0,0,0,
0.00031622776601683794,3161.277660168379,316227.7660168379,1.0,6.96540094328037e+25,1.0000000148835204,-153137903273.4742,1.9999999984302066,4,0,0,0,
0.00031622776601683794,3161.277660168379,421696.5034285823,1.0,2.202652965439326e+26,1.000000008369618,-153137903273.4742,1.9999999984302066,4,0,0,0,
0.00031622776601683794,3161.277660168379,562341.3251903491,1.0,6.965399884687966e+26,1.000000004706582,-153137903273.4742,1.9999999984302066,4,0,0,0,
0.00031622776601683794,3161.277660168379,749894.2093324559,1.0,2.2026527771920204e+27,1.0000000026467055,-153137903273.4742,1.9999999984302066,4,0,0,0,
0.00031622776601683794,3161.277660168379,1000000.0,1.0,6.965399549931658e+27,1.0000000014883519,-153137903273.4742,1.9999999984302066,4,0,0,0,
0.0004424185553847919,2259.3030271419193,0.0001,1.0,184466690864.89188,1.6948162898825365,-48239365700.5883,1.9999999960446275,3,0,1,0,
0.0004424185553847919,2259.3030271419193,0.0001333521432163324,1.0,184466690865.50418,1.694816289887418,-48239365700.5883,1.9999999960446275,3,0,1,0,
0.0004424185553847919,2259.3030271419193,0.00017782794100389227,1.0,184466690866.593,1.6948162898960988,-48239365700.5883,1.9999999960446275,3,0,1,0,
0.0004424185553847919,2259.3030271419193,0.00023713737056616554,1.0,184466690868.5293,1.6948162899115358,-48239365700.5883,1.9999999960446275,3,0,1,0,
0.0004424185553847919,2259.3030271419193,0.00031622776601683794,1.0,184466690871.97247,1.6948162899389865,-48239365700.5883,1.9999999960446275,3,0,1,0,
0.0004424185553847919,2259.3030271419193,0.00042169650342858224,1.0,184466690878.09552,1.694816289987801,-48239365700.5883,1.9999999960446275,3,0,1,0,
0.0004424185553847919,2259.3030271419193,0.0005623413251903491,1.0,184466690888.98395,1.694816290074608,-48239365700.5883,1.9999999960446275,3,0,1,0,
0.0004424185553847919,2259.3030271419193,0.0007498942093324559,1.0,184466690908.3465,1.6948162902289752,-48239365700.5883,1.9999999960446275,3,0,1,0,
0.0004424185553847919,2259.3030271419193,0.001,1.0,184466690942.77863,1.6948162905034818,-48239365700.5883,1.9999999960446275,4,0,0,0,
0.0004424185553847919,2259.3030271419193,0.001333521432163324,1.0,184466691004.0086,1.6948162909916327,-48239365700.5883,1.9999999960446275,4,0,0,0,
0.0004424185553847919,2259.3030271419193,0.0017782794100389228,1.0,184466691112.89264,1.6948162918597,-48239365700.5883,1.9999999960446275,4,0,0,0,
0.0004424185553847919,2259.3030271419193,0.0023713737056616554,1.0,184466691306.51892,1.694816293403367,-48239365700.5883,1.9999999960446275,4,0,0,0,
0.0004424185553847919,2259.3030271419193,0.0031622776601683794,1.0,184466691650.84045,1.694816296148439,-48239365700.5883,1.9999999960446275,4,0,0,0,
0.0004424185553847919,2259.3030271419193,0.004216965034285823,1.0,184466692263.1404,1.6948163010299429,-48239365700.5883,1.9999999960446275,4,0,0,0,
0.0004424185553847919,2259.3030271419193,0.005623413251903491,1.0,184466693351.98065,1.6948163097106215,-48239365700.5883,1.9999999960446275,4,0,0,0,
0.0004424185553847919,2259.3030271419193,0.007498942093324558,1.0,184466695288.243,1.6948163251472932,-48239365700.5883,1.9999999960446275,4,0,0,0,
0.0004424185553847919,2259.3030271419193,0.01,1.0,184466698731.45844,1.6948163525980084,-48239365700.5883,1.9999999960446275,4,0,0,0,
0.0004424185553847919,2259.3030271419193,0.01333521432163324,1.0,184466704854.45752,1.6948164014130518,-48239365700.5883,1.9999999960446275,4,0,0,0,
0.0004424185553847919,2259.3030271419193,0.01778279410038923,1.0,184466715742.86108,1.694816488219837,-48239365700.5883,1.9999999960446275,4,0,0,0,
0.0004424185553847919,2259.3030271419193,0.023713737056616554,1.0,184466735105.48526,1.6948166425865587,-48239365700.5883,1.9999999960446275,4,0,0,0,
0.0004424185553847919,2259.3030271419193,0.03162277660168379,1.0,184466769537.64304,1.6948169170937264,-48239365700.5883,1.9999999960446275,4,0,0,0,
0.0004424185553847919,2259.3030271419193,0.042169650342858224,1.0,184466830767.64575,1.694817405244187,-48239365700.5883,1.9999999960446275,4,0,0,0,
0.0004424185553847919,2259.3030271419193,0.05623413251903491,1.0,184466939651.71603,1.6948182733121522,-48239365700.5883,1.9999999960446275,4,0,0,0,
0.0004424185553847919,2259.3030271419193,0.07498942093324558,1.0,184467133278.07092,1.6948198169797097,-48239365700.5883,1.9999999960446275,4,0,0,0,
0.0004424185553847919,2259.3030271419193,0.1,1.0,184467477600.00372,1.694822562052471,-48239365700.5883,1.9999999960446275,4,0,0,0,
0.0004424185553847919,2259.3030271419193,0.1333521432163324,1.0,184468089901.1535,1.6948274435605102,-48239365700.5883,1.9999999960446275,4,0,0,0,
0.0004424185553847919,2259.3030271419193,0.1778279410038923,1.0,184469178745.40808,1.6948361242510268,-48239365700.5883,1.9999999960446275,4,0,0,0,
0.0004424185553847919,2259.3030271419193,0.23713737056616552,1.0,184471115020.1886,1.694851560960936,-48239365700.5883,1.9999999960446275,4,0,0,0,
0.0004424185553847919,2259.3030271419193,0.31622776601683794,1.0,184474558275.035,1.6948790117971282,-48239365700.5883,1.9999999960446275,4,0,0,0,
0.0004424185553847919,2259.3030271419193,0.4216965034285822,1.0,184480681398.85034,1.6949278272208923,-48239365700.5883,1.9999999960446275,4,0,0,0,
0.0004424185553847919,2259.3030271419193,0.5623413251903491,1.0,184491570196.57574,1.6950146352118778,-48239365700.5883,1.9999999960446275,4,0,0,0,
0.0004424185553847919,2259.3030271419193,0.7498942093324559,1.0,184510934067.557,1.6951690057445576,-48239365700.5883,1.9999999960446275,4,0,0,0,
0.0004424185553847919,2259.3030271419193,1.0,1.0,184545370167.81445,1.695443524964094,-48239365700.5883,1.9999999960446275,4,0,0,0,
0.0004424185553847919,2259.3030271419193,1.333521432163324,1.0,184606612637.7272,1.695931713534531,-48239365700.5883,1.9999999960446275,4,0,0,0,
0.0004424185553847919,2259.3030271419193,1.7782794100389228,1.0,184715536132.9201,1.6967999020030133,-48239365700.5883,1.9999999960446275,4,0,0,0,
0.0004424185553847919,2259.3030271419193,2.371373705661655,1.0,184909287160.32016,1.6983439505593028,-48239365700.5883,1.9999999960446275,4,0,0,0,
0.0004424185553847919,2259.3030271419193,3.1622776601683795,1.0,185254003342.2906,1.7010902277873854,-48239365700.5883,1.9999999960446275,4,0,0,0,
0.0004424185553847919,2259.3030271419193,4.216965034285822,1.0,185867551217.28754,1.70597554267597,-48239365700.5883,1.9999999960446275,4,0,0,0,
0.0004424185553847919,2259.3030271419193,5.623413251903491,1.0,186960337963.17654,1.714668260214996,-48239365700.5883,1.9999999960446275,4,0,0,0,
0.0004424185553847919,2259.3030271419193,7.498942093324558,1.0,188909079995.8722,1.7301429395599017,-48239365700.5883,1.9999999960446275,4,0,0,0,
0.0004424185553847919,2259.3030271419193,10.0,1.0,192391759755.18005,1.7577134909190297,-48239365700.5883,1.9999999960446275,4,0,0,0,
0.0004424185553847919,2259.3030271419193,13.33521432163324,1.0,198639556092.09418,1.806905507301756,-48239365700.5883,1.9999999960446275,4,0,0,0,
0.0004424185553847919,2259.3030271419193,17.78279410038923,1.0,209922602947.02283,1.8948934005142715,-48239365700.5883,1.9999999960446275,4,0,0,0,
0.0004424185553847919,2259.3030271419193,23.71373705661655,1.0,230533199143.42395,1.9497264739544986,-48239365700.5883,1.9999999960446275,4,0,0,0,
0.0004424185553847919,2259.3030271419193,31.622776601683793,1.0,268911790696.8874,1.7469731754548723,-48239365700.5883,1.9999999960446275,4,0,0,0,
0.0004424185553847919,2259.3030271419193,42.169650342858226,1.0,342621512760.4757,1.5373760177422093,-48239365700.5883,1.9999999960446275,4,0,0,0,
0.0004424185553847919,2259.3030271419193,56.23413251903491,1.0,490969920913.6144,1.3536083969500101,-48239365700.5883,1.9999999960446275,4,0,0,0,
0.0004424185553847919,2259.3030271419193,74.98942093324558,1.0,809393469822.0969,1.2152613693492784,-48239365700.5883,1.9999999960446275,4,0,0,0,
0.0004424185553847919,2259.3030271419193,100.0,1.0,1548358781395.252,1.1235318421523626,-48239365700.5883,1.9999999960446275,4,0,0,0,
