a,z,k_over_H0,constraint_discriminant,constraint_block_determinant,constraint_relative_error,kinetic_positive,kinetic_negative,kinetic_null,normalized_null_residual,m5_bar_hat
1.9573417814876615e-07,5108968.774506925,1.7782794100389228,1.7129383202312e+50,-2.5142496119171402e+23,1.3345704356861536e-16,4,0,1,2.2826227491148177e-17,-3.240279512496094e-31
1.9573417814876615e-07,5108968.774506925,3.1622776601683795,1.7129383202312e+50,-2.5142496119171402e+23,1.3345704356861536e-16,4,0,1,1.4978053359485102e-16,-3.240279512496094e-31
1.9573417814876615e-07,5108968.774506925,5.623413251903491,1.7129383202312e+50,-2.5142496119171402e+23,1.3345704356861536e-16,4,0,1,1.4351143963246113e-16,-3.240279512496094e-31
1.9573417814876615e-07,5108968.774506925,10.0,1.7129383202312e+50,-2.5142496119171402e+23,1.3345704356861536e-16,4,0,1,2.8101497450496286e-16,-3.240279512496094e-31
1.9573417814876615e-07,5108968.774506925,17.78279410038923,1.7129383202312e+50,-2.5142496119171402e+23,1.3345704356861536e-16,4,0,1,8.405389789143539e-17,-3.240279512496094e-31
1.9573417814876615e-07,5108968.774506925,31.622776601683793,1.7129383202312e+50,-2.5142496119171402e+23,1.3345704356861536e-16,4,0,1,1.9774618900948684e-17,-3.240279512496094e-31
1.9573417814876615e-07,5108968.774506925,56.23413251903491,1.7129383202312e+50,-2.5142496119171402e+23,1.3345704356861536e-16,4,0,1,1.0889323812227515e-16,-3.240279512496094e-31
1.9573417814876615e-07,5108968.774506925,100.0,1.7129383202312e+50,-2.5142496119171402e+23,1.3345704356861536e-16,4,0,1,8.285578459945394e-18,-3.240279512496094e-31
3.831186849557285e-07,2610156.2156825387,0.01,7.955822268180508e+47,-1.7140299482296165e+22,9.788169697576637e-16,4,0,1,4.771646563121912e-17,-1.0638721904064615e-29
3.831186849557285e-07,2610156.2156825387,0.01778279410038923,7.955822268180508e+47,-1.7140299482296165e+22,9.788169697576637e-16,4,0,1,6.259936749257031e-17,-1.0638721904064615e-29
3.831186849557285e-07,2610156.2156825387,0.03162277660168379,7.955822268180508e+47,-1.7140299482296165e+22,9.788169697576637e-16,4,0,1,3.751258998166233e-17,-1.0638721904064615e-29
3.831186849557285e-07,2610156.2156825387,0.05623413251903491,7.955822268180508e+47,-1.7140299482296165e+22,9.788169697576637e-16,4,0,1,1.4262943170316585e-16,-1.0638721904064615e-29
3.831186849557285e-07,2610156.2156825387,0.1,7.955822268180508e+47,-1.7140299482296165e+22,9.788169697576637e-16,4,0,1,1.78284207902541e-16,-1.0638721904064615e-29
3.831186849557285e-07,2610156.2156825387,0.1778279410038923,7.955822268180508e+47,-1.7140299482296165e+22,9.788169697576637e-16,4,0,1,5.019706135487263e-17,-1.0638721904064615e-29
3.831186849557285e-07,2610156.2156825387,0.31622776601683794,7.955822268180508e+47,-1.7140299482296165e+22,9.788169697576637e-16,4,0,1,6.528007948670826e-17,-1.0638721904064615e-29
