a,z,k_over_H0,constraint_discriminant,constraint_block_determinant,constraint_relative_error,kinetic_positive,kinetic_negative,kinetic_null,normalized_null_residual,m5_bar_hat
2.1544346900318867e-05,46414.888336127726,17.78279410038923,8.528023151142101e+33,-1837306891421561.0,2.9935118763662417e-15,4,0,1,1.578183818783664e-16,-1.2237062240347125e-20
2.1544346900318867e-05,46414.888336127726,31.622776601683793,8.528023151142101e+33,-1837306891421561.0,2.9935118763662417e-15,4,0,1,8.766865317005664e-17,-1.2237062240347125e-20
2.1544346900318867e-05,46414.888336127726,56.23413251903491,8.528023151142101e+33,-1837306891421561.0,2.9935118763662417e-15,4,0,1,1.3380199758935169e-17,-1.2237062240347125e-20
2.1544346900318867e-05,46414.888336127726,100.0,8.528023151142101e+33,-1837306891421561.0,2.9935118763662417e-15,4,0,1,9.021798739094905e-17,-1.2237062240347125e-20
4.216965034285822e-05,23712.737056616555,0.01,4.217223496307443e+31,-133360316503102.02,5.858189456095265e-16,4,0,1,4.669784553765965e-17,-3.7032137590490847e-19
4.216965034285822e-05,23712.737056616555,0.01778279410038923,4.217223496307443e+31,-133360316503102.02,5.858189456095265e-16,4,0,1,1.935307022110313e-16,-3.7032137590490847e-19
4.216965034285822e-05,23712.737056616555,0.03162277660168379,4.217223496307443e+31,-133360316503102.02,5.858189456095265e-16,4,0,1,7.293080856923555e-17,-3.7032137590490847e-19
4.216965034285822e-05,23712.737056616555,0.05623413251903491,4.217223496307443e+31,-133360316503102.02,5.858189456095265e-16,4,0,1,8.612091774109755e-18,-3.7032137590490847e-19
4.216965034285822e-05,23712.737056616555,0.1,4.217223496307443e+31,-133360316503102.02,5.858189456095265e-16,4,0,1,1.4639608556658886e-16,-3.7032137590490847e-19
4.216965034285822e-05,23712.737056616555,0.1778279410038923,4.217223496307443e+31,-133360316503102.02,5.858189456095265e-16,4,0,1,5.824772700735688e-17,-3.7032137590490847e-19
4.216965034285822e-05,23712.737056616555,0.31622776601683794,4.217223496307443e+31,-133360316503102.02,5.858189456095265e-16,4,0,1,2.526622897875524e-17,-3.7032137590490847e-19
4.216965034285822e-05,23712.737056616555,0.5623413251903491,4.217223496307443e+31,-133360316503102.02,5.858189456095265e-16,4,0,1,6.101241278254777e-17,-3.7032137590490847e-19
4.216965034285822e-05,23712.737056616555,1.0,4.217223496307443e+31,-133360316503102.02,5.858189456095265e-16,4,0,1,5.600756458313542e-17,-3.7032137590490847e-19
4.216965034285822e-05,23712.737056616555,1.7782794100389228,4.217223496307443e+31,-133360316503102.02,5.858189456095265e-16,4,0,1,2.681173148834501e-17,-3.7032137590490847e-19
4.216965034285822e-05,23712.737056616555,3.1622776601683795,4.217223496307443e+31,-133360316503102.02,5.858189456095265e-16,4,0,1,1.9600816463697694e-17,-3.7032137590490847e-19
4.216965034285822e-05,23712.737056616555,5.623413251903491,4.217223496307443e+31,-133360316503102.02,5.858189456095265e-16,4,0,1,1.313068643481685e-16,-3.7032137590490847e-19
4.216965034285822e-05,23712.737056616555,10.0,4.217223496307443e+31,-133360316503102.02,5.858189456095265e-16,4,0,1,3.691538526110815e-17,-3.7032137590490847e-19
4.216965034285822e-05,23712.737056616555,17.78279410038923,4.217223496307443e+31,-133360316503102.02,5.858189456095265e-16,4,0,1,1.1087693027006096e-17,-3.7032137590490847e-19
4.216965034285822e-05,23712.737056616555,31.622776601683793,4.217223496307443e+31,-133360316503102.02,5.858189456095265e-16,4,0,1,1.2922424112526106e-16,-3.7032137590490847e-19
4.216965034285822e-05,23712.737056616555,56.23413251903491,4.217223496307443e+31,-133360316503102.02,5.858189456095265e-16,4,0,1,4.2987952421325253e-16,-3.7032137590490847e-19
4.216965034285822e-05,23712.737056616555,100.0,4.217223496307443e+31,-133360316503102.02,5.858189456095265e-16,4,0,1,2.431018165038691e-16,-3.7032137590490847e-19
8.25404185268019e-05,12114.276586285876,0.01,2.1926458718341096e+29,-10177360594772.404,1.727179147904912e-15,4,0,1,5.116269128960774e-16,-1.0499960689600577e-17
8.25404185268019e-05,12114.276586285876,0.01778279410038923,2.1926458718341096e+29,-10177360594772.404,1.727179147904912e-15,4,0,1,2.358109097088774e-16,-1.0499960689600577e-17
8.25404185268019e-05,12114.276586285876,0.03162277660168379,2.1926458718341096e+29,-10177360594772.404,1.727179147904912e-15,4,0,1,9.841269161899319e-17,-1.0499960689600577e-17
8.25404185268019e-05,12114.276586285876,0.05623413251903491,2.1926458718341096e+29,-10177360594772.404,1.727179147904912e-15,4,0,1,2.6336845976671984e-16,-1.0499960689600577e-17
8.25404185268019e-05,12114.276586285876,0.1,2.1926458718341096e+29,-10177360594772.404,1.727179147904912e-15,4,0,1,7.729401986206191e-17,-1.0499960689600577e-17
8.25404185268019e-05,12114.276586285876,0.1778279410038923,2.1926458718341096e+29,-10177360594772.404,1.727179147904912e-15,4,0,1,4.9929331092472725e-17,-1.0499960689600577e-17
8.25404185268019e-05,12114.276586285876,0.31622776601683794,2.1926458718341096e+29,-10177360594772.404,1.727179147904912e-15,4,0,1,7.23589191443606e-17,-1.0499960689600577e-17
8.25404185268019e-05,12114.276586285876,0.5623413251903491,2.1926458718341096e+29,-10177360594772.404,1.727179147904912e-15,4,0,1,2.828869576760998e-16,-1.0499960689600577e-17
8.25404185268019e-05,12114.276586285876,1.0,2.1926458718341096e+29,-10177360594772.404,1.727179147904912e-15,4,0,1,4.56824151332085e-17,-1.0499960689600577e-17
8.25404185268019e-05,12114.276586285876,1.7782794100389228,2.1926458718341096e+29,-10177360594772.404,1.727179147904912e-15,4,0,1,1.9157867669043292e-16,-1.0499960689600577e-17
8.25404185268019e-05,12114.276586285876,3.1622776601683795,2.1926458718341096e+29,-10177360594772.404,1.727179147904912e-15,4,0,1,2.1101043852808137e-16,-1.0499960689600577e-17
8.25404185268019e-05,12114.276586285876,5.623413251903491,2.1926458718341096e+29,-10177360594772.404,1.727179147904912e-15,4,0,1,2.2412691304665173e-16,-1.0499960689600577e-17
8.25404185268019e-05,12114.276586285876,10.0,2.1926458718341096e+29,-10177360594772.404,1.727179147904912e-15,4,0,1,1.917524098568537e-16,-1.0499960689600577e-17
8.25404185268019e-05,12114.276586285876,17.78279410038923,2.1926458718341096e+29,-10177360594772.404,1.727179147904912e-15,4,0,1,2.5474775995576412e-17,-1.0499960689600577e-17
8.25404185268019e-05,12114.276586285876,31.622776601683793,2.1926458718341096e+29,-10177360594772.404,1.727179147904912e-15,4,0,1,2.2214680656338525e-16,-1.0499960689600577e-17
8.25404185268019e-05,12114.276586285876,56.23413251903491,2.1926458718341096e+29,-10177360594772.404,1.727179147904912e-15,4,0,1,3.096469202563933e-17,-1.0499960689600577e-17
8.25404185268019e-05,12114.276586285876,100.0,2.1926458718341096e+29,-10177360594772.404,1.727179147904912e-15,4,0,1,2.595379761912839e-16,-1.0499960689600577e-17
0.00016155980984398745,6188.658188912604,0.01,1.23140496886212e+27,-838946439084.3282,8.730257867229336e-16,4,0,1,5.931062799141993e-17,-2.6931396781840503e-16
0.00016155980984398745,6188.658188912604,0.01778279410038923,1.23140496886212e+27,-838946439084.3282,8.730257867229336e-16,4,0,1,1.210542316932212e-16,-2.6931396781840503e-16
0.00016155980984398745,6188.658188912604,0.03162277660168379,1.23140496886212e+27,-838946439084.3282,8.730257867229336e-16,4,0,1,1.0518712503912837e-16,-2.6931396781840503e-16
0.00016155980984398745,6188.658188912604,0.05623413251903491,1.23140496886212e+27,-838946439084.3282,8.730257867229336e-16,4,0,1,3.277702762914576e-16,-2.6931396781840503e-16
0.00016155980984398745,6188.658188912604,0.1,1.23140496886212e+27,-838946439084.3282,8.730257867229336e-16,4,0,1,1.7839104452896384e-16,-2.6931396781840503e-16
0.00016155980984398745,6188.658188912604,0.1778279410038923,1.23140496886212e+27,-838946439084.3282,8.730257867229336e-16,4,0,1,1.7244337422100087e-18,-2.6931396781840503e-16
0.00016155980984398745,6188.658188912604,0.31622776601683794,1.23140496886212e+27,-838946439084.3282,8.730257867229336e-16,4,0,1,9.08142968666485e-17,-2.6931396781840503e-16
0.00016155980984398745,6188.658188912604,0.5623413251903491,1.23140496886212e+27,-838946439084.3282,8.730257867229336e-16,4,0,1,1.4499773203602932e-16,-2.6931396781840503e-16
0.00016155980984398745,6188.658188912604,1.0,1.23140496886212e+27,-838946439084.3282,8.730257867229336e-16,4,0,1,1.3773959817727741e-17,-2.6931396781840503e-16
0.00016155980984398745,6188.658188912604,1.7782794100389228,1.23140496886212e+27,-838946439084.3282,8.730257867229336e-16,4,0,1,1.25523863256095e-16,-2.6931396781840503e-16
0.00016155980984398745,6188.658188912604,3.1622776601683795,1.23140496886212e+27,-838946439084.3282,8.730257867229336e-16,4,0,1,1.1284506088744754e-16,-2.6931396781840503e-16
0.00016155980984398745,6188.658188912604,5.623413251903491,1.23140496886212e+27,-838946439084.3282,8.730257867229336e-16,4,0,1,1.8860031866042965e-17,-2.6931396781840503e-16
0.00016155980984398745,6188.658188912604,10.0,1.23140496886212e+27,-838946439084.3282,8.730257867229336e-16,4,0,1,4.3206709132837037e-17,-2.6931396781840503e-16
0.00016155980984398745,6188.658188912604,17.78279410038923,1.23140496886212e+27,-838946439084.3282,8.730257867229336e-16,4,0,1,4.099553743400346e-17,-2.6931396781840503e-16
0.00016155980984398745,6188.658188912604,31.622776601683793,1.23140496886212e+27,-838946439084.3282,8.730257867229336e-16,4,0,1,1.3812748191924846e-16,-2.6931396781840503e-16
0.00016155980984398745,6188.658188912604,56.23413251903491,1.23140496886212e+27,-838946439084.3282,8.730257867229336e-16,4,0,1,1.7352330260014644e-16,-2.6931396781840503e-16
0.00016155980984398745,6188.658188912604,100.0,1.23140496886212e+27,-838946439084.3282,8.730257867229336e-16,4,0,1,1.7507540737026025e-17,-2.6931396781840503e-16
0.00031622776601683794,3161.277660168379,0.01,7.656895157663837e+24,-76568951576.6382,2.3913801218334364e-15,4,0,1,2.1708145269310494e-17,-6.051246885347611e-15
0.00031622776601683794,3161.277660168379,0.01778279410038923,7.656895157663837e+24,-76568951576.6382,2.3913801218334364e-15,4,0,1,2.3295351316857626e-16,-6.051246885347611e-15
0.00031622776601683794,3161.277660168379,0.03162277660168379,7.656895157663837e+24,-76568951576.6382,2.3913801218334364e-15,4,0,1,2.2406508199871445e-17,-6.051246885347611e-15
0.00031622776601683794,3161.277660168379,0.05623413251903491,7.656895157663837e+24,-76568951576.6382,2.3913801218334364e-15,4,0,1,2.22205355636037e-17,-6.051246885347611e-15
0.00031622776601683794,3161.277660168379,0.1,7.656895157663837e+24,-76568951576.6382,2.3913801218334364e-15,4,0,1,2.1812079156033982e-16,-6.051246885347611e-15
0.00031622776601683794,3161.277660168379,0.1778279410038923,7.656895157663837e+24,-76568951576.6382,2.3913801218334364e-15,4,0,1,2.238700715121869e-16,-6.051246885347611e-15
0.00031622776601683794,3161.277660168379,0.31622776601683794,7.656895157663837e+24,-76568951576.6382,2.3913801218334364e-15,4,0,1,1.1082206792733827e-16,-6.051246885347611e-15
0.00031622776601683794,3161.277660168379,0.5623413251903491,7.656895157663837e+24,-76568951576.6382,2.3913801218334364e-15,4,0,1,7.832703787716448e-17,-6.051246885347611e-15
0.00031622776601683794,3161.277660168379,1.0,7.656895157663837e+24,-76568951576.6382,2.3913801218334364e-15,4,0,1,1.4194002705991904e-16,-6.051246885347611e-15
0.00031622776601683794,3161.277660168379,1.7782794100389228,7.656895157663837e+24,-76568951576.6382,2.3913801218334364e-15,4,0,1,1.4378831971007365e-16,-6.051246885347611e-15
0.00031622776601683794,3161.277660168379,3.1622776601683795,7.656895157663837e+24,-76568951576.6382,2.3913801218334364e-15,4,0,1,3.854259221164424e-17,-6.051246885347611e-15
0.00031622776601683794,3161.277660168379,5.623413251903491,7.656895157663837e+24,-76568951576.6382,2.3913801218334364e-15,4,0,1,6.278449366602794e-17,-6.051246885347611e-15
0.00031622776601683794,3161.277660168379,10.0,7.656895157663837e+24,-76568951576.6382,2.3913801218334364e-15,4,0,1,2.424964895906417e-16,-6.051246885347611e-15
0.00031622776601683794,3161.277660168379,17.78279410038923,7.656895157663837e+24,-76568951576.6382,2.3913801218334364e-15,4,0,1,1.5270900558887308e-16,-6.051246885347611e-15
0.00031622776601683794,3161.277660168379,31.622776601683793,7.656895157663837e+24,-76568951576.6382,2.3913801218334364e-15,4,0,1,2.1360073918088911e-16,-6.051246885347611e-15
0.00031622776601683794,3161.277660168379,56.23413251903491,7.656895157663837e+24,-76568951576.6382,2.3913801218334364e-15,4,0,1,1.107606134607627e-16,-6.051246885347611e-15
0.00031622776601683794,3161.277660168379,100.0,7.656895157663837e+24,-76568951576.6382,2.3913801218334364e-15,4,0,1,2.13787056476194e-16,-6.051246885347611e-15
0.000618965818891261,1614.598098439873,0.01,5.3176480748127736e+22,-7805239949.682116,2.443677126018631e-16,4,0,1,1.2816607068114238e-16,-1.1776364500550192e-13
0.000618965818891261,1614.598098439873,0.01778279410038923,5.3176480748127736e+22,-7805239949.682116,2.443677126018631e-16,4,0,1,2.0825688442727818e-16,-1.1776364500550192e-13
0.000618965818891261,1614.598098439873,0.03162277660168379,5.3176480748127736e+22,-7805239949.682116,2.443677126018631e-16,4,0,1,2.6374407624521785e-16,-1.1776364500550192e-13
0.000618965818891261,1614.598098439873,0.05623413251903491,5.3176480748127736e+22,-7805239949.682116,2.443677126018631e-16,4,0,1,6.17193039486798e-17,-1.1776364500550192e-13
0.000618965818891261,1614.598098439873,0.1,5.3176480748127736e+22,-7805239949.682116,2.443677126018631e-16,4,0,1,3.9237554302856945e-17,-1.1776364500550192e-13
0.000618965818891261,1614.598098439873,0.1778279410038923,5.3176480748127736e+22,-7805239949.682116,2.443677126018631e-16,4,0,1,3.433615548948065e-16,-1.1776364500550192e-13
0.000618965818891261,1614.598098439873,0.31622776601683794,5.3176480748127736e+22,-7805239949.682116,2.443677126018631e-16,4,0,1,3.410074798483619e-16,-1.1776364500550192e-13
0.000618965818891261,1614.598098439873,0.5623413251903491,5.3176480748127736e+22,-7805239949.682116,2.443677126018631e-16,4,0,1,2.8406406885400504e-17,-1.1776364500550192e-13
0.000618965818891261,1614.598098439873,1.0,5.3176480748127736e+22,-7805239949.682116,2.443677126018631e-16,4,0,1,2.3244984665040956e-16,-1.1776364500550192e-13
0.000618965818891261,1614.598098439873,1.7782794100389228,5.3176480748127736e+22,-7805239949.682116,2.443677126018631e-16,4,0,1,1.2645359923367974e-16,-1.1776364500550192e-13
0.000618965818891261,1614.598098439873,3.1622776601683795,5.3176480748127736e+22,-7805239949.682116,2.443677126018631e-16,4,0,1,6.02626428291449e-17,-1.1776364500550192e-13
0.000618965818891261,1614.598098439873,5.623413251903491,5.3176480748127736e+22,-7805239949.682116,2.443677126018631e-16,4,0,1,4.111428087869442e-16,-1.1776364500550192e-13
0.000618965818891261,1614.598098439873,10.0,5.3176480748127736e+22,-7805239949.682116,2.443677126018631e-16,4,0,1,5.869419990563958e-17,-1.1776364500550192e-13
0.000618965818891261,1614.598098439873,17.78279410038923,5.3176480748127736e+22,-7805239949.682116,2.443677126018631e-16,4,0,1,2.4256438647686224e-16,-1.1776364500550192e-13
0.000618965818891261,1614.598098439873,31.622776601683793,5.3176480748127736e+22,-7805239949.682116,2.443677126018631e-16,4,0,1,6.310293191908127e-16,-1.1776364500550192e-13
0.000618965818891261,1614.598098439873,56.23413251903491,5.3176480748127736e+22,-7805239949.682116,2.443677126018631e-16,4,0,1,9.820991447358345e-17,-1.1776364500550192e-13
0.000618965818891261,1614.598098439873,100.0,5.3176480748127736e+22,-7805239949.682116,2.443677126018631e-16,4,0,1,3.366798319662858e-16,-1.1776364500550192e-13
0.00121152765862859,824.4041852680174,0.01,4.070524589560547e+20,-876967938.2377098,1.6312015664837508e-15,4,0,1,2.5217230128402174e-16,-2.0194565121607424e-12
0.00121152765862859,824.4041852680174,0.01778279410038923,4.070524589560547e+20,-876967938.2377098,1.6312015664837508e-15,4,0,1,2.508078323874776e-16,-2.0194565121607424e-12
0.00121152765862859,824.4041852680174,0.03162277660168379,4.070524589560547e+20,-876967938.2377098,1.6312015664837508e-15,4,0,1,2.2912256842384906e-17,-2.0194565121607424e-12
0.00121152765862859,824.4041852680174,0.05623413251903491,4.070524589560547e+20,-876967938.2377098,1.6312015664837508e-15,4,0,1,2.355354097886841e-16,-2.0194565121607424e-12
0.00121152765862859,824.4041852680174,0.1,4.070524589560547e+20,-876967938.2377098,1.6312015664837508e-15,4,0,1,2.148517419021636e-16,-2.0194565121607424e-12
0.00121152765862859,824.4041852680174,0.1778279410038923,4.070524589560547e+20,-876967938.2377098,1.6312015664837508e-15,4,0,1,5.1927079081340564e-17,-2.0194565121607424e-12
0.00121152765862859,824.4041852680174,0.31622776601683794,4.070524589560547e+20,-876967938.2377098,1.6312015664837508e-15,4,0,1,2.409675901710064e-16,-2.0194565121607424e-12
0.00121152765862859,824.4041852680174,0.5623413251903491,4.070524589560547e+20,-876967938.2377098,1.6312015664837508e-15,4,0,1,1.6082326977861405e-16,-2.0194565121607424e-12
0.00121152765862859,824.4041852680174,1.0,4.070524589560547e+20,-876967938.2377098,1.6312015664837508e-15,4,0,1,2.531637406493275e-16,-2.0194565121607424e-12
0.00121152765862859,824.4041852680174,1.7782794100389228,4.070524589560547e+20,-876967938.2377098,1.6312015664837508e-15,4,0,1,1.0619809221808245e-16,-2.0194565121607424e-12
0.00121152765862859,824.4041852680174,3.1622776601683795,4.070524589560547e+20,-876967938.2377098,1.6312015664837508e-15,4,0,1,6.96149472921634e-17,-2.0194565121607424e-12
0.00121152765862859,824.4041852680174,5.623413251903491,4.070524589560547e+20,-876967938.2377098,1.6312015664837508e-15,4,0,1,1.503328955623144e-16,-2.0194565121607424e-12
0.00121152765862859,824.4041852680174,10.0,4.070524589560547e+20,-876967938.2377098,1.6312015664837508e-15,4,0,1,1.7342779246454738e-16,-2.0194565121607424e-12
0.00121152765862859,824.4041852680174,17.78279410038923,4.070524589560547e+20,-876967938.2377098,1.6312015664837508e-15,4,0,1,2.4788968302214617e-16,-2.0194565121607424e-12
0.00121152765862859,824.4041852680174,31.622776601683793,4.070524589560547e+20,-876967938.2377098,1.6312015664837508e-15,4,0,1,6.214616814560708e-17,-2.0194565121607424e-12
0.00121152765862859,824.4041852680174,56.23413251903491,4.070524589560547e+20,-876967938.2377098,1.6312015664837508e-15,4,0,1,9.782566660567899e-17,-2.0194565121607424e-12
0.00121152765862859,824.4041852680174,100.0,4.070524589560547e+20,-876967938.2377098,1.6312015664837508e-15,4,0,1,9.885938380950737e-16,-2.0194565121607424e-12
0.0023713737056616554,420.6965034285822,0.01,3.3450804655962117e+18,-105780732.27820535,8.452103255245372e-16,4,0,1,2.307606459552371e-16,-3.157799727924196e-11
0.0023713737056616554,420.6965034285822,0.01778279410038923,3.3450804655962117e+18,-105780732.27820535,8.452103255245372e-16,4,0,1,4.1683570602259075e-16,-3.157799727924196e-11
0.0023713737056616554,420.6965034285822,0.03162277660168379,3.3450804655962117e+18,-105780732.27820535,8.452103255245372e-16,4,0,1,9.600159230930259e-17,-3.157799727924196e-11
0.0023713737056616554,420.6965034285822,0.05623413251903491,3.3450804655962117e+18,-105780732.27820535,8.452103255245372e-16,4,0,1,4.120546255089635e-17,-3.157799727924196e-11
0.0023713737056616554,420.6965034285822,0.1,3.3450804655962117e+18,-105780732.27820535,8.452103255245372e-16,4,0,1,2.08672271058246e-16,-3.157799727924196e-11
0.0023713737056616554,420.6965034285822,0.1778279410038923,3.3450804655962117e+18,-105780732.27820535,8.452103255245372e-16,4,0,1,1.0937554019946791e-16,-3.157799727924196e-11
0.0023713737056616554,420.6965034285822,0.31622776601683794,3.3450804655962117e+18,-105780732.27820535,8.452103255245372e-16,4,0,1,3.376714994900664e-16,-3.157799727924196e-11
0.0023713737056616554,420.6965034285822,0.5623413251903491,3.3450804655962117e+18,-105780732.27820535,8.452103255245372e-16,4,0,1,7.567934590505829e-17,-3.157799727924196e-11
0.0023713737056616554,420.6965034285822,1.0,3.3450804655962117e+18,-105780732.27820535,8.452103255245372e-16,4,0,1,3.3733128441879215e-16,-3.157799727924196e-11
0.0023713737056616554,420.6965034285822,1.7782794100389228,3.3450804655962117e+18,-105780732.27820535,8.452103255245372e-16,4,0,1,3.0351775164149336e-17,-3.157799727924196e-11
0.0023713737056616554,420.6965034285822,3.1622776601683795,3.3450804655962117e+18,-105780732.27820535,8.452103255245372e-16,4,0,1,3.573868282630857e-16,-3.157799727924196e-11
0.0023713737056616554,420.6965034285822,5.623413251903491,3.3450804655962117e+18,-105780732.27820535,8.452103255245372e-16,4,0,1,1.5625475010087348e-16,-3.157799727924196e-11
0.0023713737056616554,420.6965034285822,10.0,3.3450804655962117e+18,-105780732.27820535,8.452103255245372e-16,4,0,1,1.2186426339165152e-16,-3.157799727924196e-11
0.0023713737056616554,420.6965034285822,17.78279410038923,3.3450804655962117e+18,-105780732.27820535,8.452103255245372e-16,4,0,1,5.559432739519178e-16,-3.157799727924196e-11
0.0023713737056616554,420.6965034285822,31.622776601683793,3.3450804655962117e+18,-105780732.27820535,8.452103255245372e-16,4,0,1,9.66698729540791e-18,-3.157799727924196e-11
0.0023713737056616554,420.6965034285822,56.23413251903491,3.3450804655962117e+18,-105780732.27820535,8.452103255245372e-16,4,0,1,1.4792382107145854e-16,-3.157799727924196e-11
0.0023713737056616554,420.6965034285822,100.0,3.3450804655962117e+18,-105780732.27820535,8.452103255245372e-16,4,0,1,4.531753179349134e-17,-3.157799727924196e-11
0.004641588833612782,214.4434690031882,0.01,2.8751907695568964e+16,-13345453.370481825,2.9310018212170903e-15,4,0,1,1.9573950123274413e-16,-4.657776907249141e-10
0.004641588833612782,214.4434690031882,0.01778279410038923,2.8751907695568964e+16,-13345453.370481825,2.9310018212170903e-15,4,0,1,2.5670765124905757e-16,-4.657776907249141e-10
0.004641588833612782,214.4434690031882,0.03162277660168379,2.8751907695568964e+16,-13345453.370481825,2.9310018212170903e-15,4,0,1,2.70170692815192e-16,-4.657776907249141e-10
0.004641588833612782,214.4434690031882,0.05623413251903491,2.8751907695568964e+16,-13345453.370481825,2.9310018212170903e-15,4,0,1,3.3518814736490423e-16,-4.657776907249141e-10
0.004641588833612782,214.4434690031882,0.1,2.8751907695568964e+16,-13345453.370481825,2.9310018212170903e-15,4,0,1,9.057440707309617e-18,-4.657776907249141e-10
0.004641588833612782,214.4434690031882,0.1778279410038923,2.8751907695568964e+16,-13345453.370481825,2.9310018212170903e-15,4,0,1,6.806084773884096e-17,-4.657776907249141e-10
0.004641588833612782,214.4434690031882,0.31622776601683794,2.8751907695568964e+16,-13345453.370481825,2.9310018212170903e-15,4,0,1,1.8849530951821635e-16,-4.657776907249141e-10
0.004641588833612782,214.4434690031882,0.5623413251903491,2.8751907695568964e+16,-13345453.370481825,2.9310018212170903e-15,4,0,1,7.131683070652734e-17,-4.657776907249141e-10
0.004641588833612782,214.4434690031882,1.0,2.8751907695568964e+16,-13345453.370481825,2.9310018212170903e-15,4,0,1,2.6400250223590547e-17,-4.657776907249141e-10
0.004641588833612782,214.4434690031882,1.7782794100389228,2.8751907695568964e+16,-13345453.370481825,2.9310018212170903e-15,4,0,1,1.171575780638522e-16,-4.657776907249141e-10
0.004641588833612782,214.4434690031882,3.1622776601683795,2.8751907695568964e+16,-13345453.370481825,2.9310018212170903e-15,4,0,1,2.228865913864247e-16,-4.657776907249141e-10
0.004641588833612782,214.4434690031882,5.623413251903491,2.8751907695568964e+16,-13345453.370481825,2.9310018212170903e-15,4,0,1,2.581326477501233e-16,-4.657776907249141e-10
0.004641588833612782,214.4434690031882,10.0,2.8751907695568964e+16,-13345453.370481825,2.9310018212170903e-15,4,0,1,3.160406323092244e-16,-4.657776907249141e-10
0.004641588833612782,214.4434690031882,17.78279410038923,2.8751907695568964e+16,-13345453.370481825,2.9310018212170903e-15,4,0,1,4.770290988872117e-16,-4.657776907249141e-10
0.004641588833612782,214.4434690031882,31.622776601683793,2.8751907695568964e+16,-13345453.370481825,2.9310018212170903e-15,4,0,1,2.702714303212292e-16,-4.657776907249141e-10
0.004641588833612782,214.4434690031882,56.23413251903491,2.8751907695568964e+16,-13345453.370481825,2.9310018212170903e-15,4,0,1,1.0599598753984207e-15,-4.657776907249141e-10
0.004641588833612782,214.4434690031882,100.0,2.8751907695568964e+16,-13345453.370481825,2.9310018212170903e-15,4,0,1,2.748639069843076e-15,-4.657776907249141e-10
0.00908517575651688,109.06941712522081,0.01,253611403507731.53,-1727834.378324768,0.0,4,0,1,1.4011699479027373e-16,-6.642837291278519e-09
0.00908517575651688,109.06941712522081,0.01778279410038923,253611403507731.53,-1727834.378324768,0.0,4,0,1,2.222351055826814e-16,-6.642837291278519e-09
0.00908517575651688,109.06941712522081,0.03162277660168379,253611403507731.53,-1727834.378324768,0.0,4,0,1,2.0264078182083167e-16,-6.642837291278519e-09
0.00908517575651688,109.06941712522081,0.05623413251903491,253611403507731.53,-1727834.378324768,0.0,4,0,1,1.3679048543741042e-16,-6.642837291278519e-09
0.00908517575651688,109.06941712522081,0.1,253611403507731.53,-1727834.378324768,0.0,4,0,1,1.943650975431588e-17,-6.642837291278519e-09
0.00908517575651688,109.06941712522081,0.1778279410038923,253611403507731.53,-1727834.378324768,0.0,4,0,1,7.928530326654266e-17,-6.642837291278519e-09
0.00908517575651688,109.06941712522081,0.31622776601683794,253611403507731.53,-1727834.378324768,0.0,4,0,1,9.695520968144059e-17,-6.642837291278519e-09
0.00908517575651688,109.06941712522081,0.5623413251903491,253611403507731.53,-1727834.378324768,0.0,4,0,1,9.566520776565327e-17,-6.642837291278519e-09
0.00908517575651688,109.06941712522081,1.0,253611403507731.53,-1727834.378324768,0.0,4,0,1,1.0435783308579862e-16,-6.642837291278519e-09
0.00908517575651688,109.06941712522081,1.7782794100389228,253611403507731.53,-1727834.378324768,0.0,4,0,1,1.1992535924474125e-16,-6.642837291278519e-09
0.00908517575651688,109.06941712522081,3.1622776601683795,253611403507731.53,-1727834.378324768,0.0,4,0,1,1.1504921965863763e-16,-6.642837291278519e-09
0.00908517575651688,109.06941712522081,5.623413251903491,253611403507731.53,-1727834.378324768,0.0,4,0,1,2.778089593774816e-16,-6.642837291278519e-09
0.00908517575651688,109.06941712522081,10.0,253611403507731.53,-1727834.378324768,0.0,4,0,1,1.4502036809203298e-16,-6.642837291278519e-09
0.00908517575651688,109.06941712522081,17.78279410038923,253611403507731.53,-1727834.378324768,0.0,4,0,1,1.0083514998030481e-16,-6.642837291278519e-09
0.00908517575651688,109.06941712522081,31.622776601683793,253611403507731.53,-1727834.378324768,0.0,4,0,1,4.234651840535887e-16,-6.642837291278519e-09
0.00908517575651688,109.06941712522081,56.23413251903491,253611403507731.53,-1727834.378324768,0.0,4,0,1,5.865434020056172e-17,-6.642837291278519e-09
0.00908517575651688,109.06941712522081,100.0,253611403507731.53,-1727834.378324768,0.0,4,0,1,3.434916926041352e-15,-6.642837291278519e-09
0.01778279410038923,55.2341325190349,0.01,2268879234790.636,-226887.92347906364,1.2827403949253953e-16,4,0,1,2.4681571874762175e-16,-9.300856528536075e-08
0.01778279410038923,55.2341325190349,0.01778279410038923,2268879234790.636,-226887.92347906364,1.2827403949253953e-16,4,0,1,1.1260594553227772e-17,-9.300856528536075e-08
0.01778279410038923,55.2341325190349,0.03162277660168379,2268879234790.636,-226887.92347906364,1.2827403949253953e-16,4,0,1,4.308350930008612e-18,-9.300856528536075e-08
0.01778279410038923,55.2341325190349,0.05623413251903491,2268879234790.636,-226887.92347906364,1.2827403949253953e-16,4,0,1,3.086760724056855e-16,-9.300856528536075e-08
0.01778279410038923,55.2341325190349,0.1,2268879234790.636,-226887.92347906364,1.2827403949253953e-16,4,0,1,4.198380428207599e-17,-9.300856528536075e-08
