#          k/h    CDM            baryon         photon         nu             mass_nu        total          no_nu          total_de       Weyl           v_CDM          v_b            v_b-v_c     
   0.265654E+00   0.703550E+06   0.700269E+06  -0.127004E+00   0.380239E+00   0.000000E+00   0.703023E+06   0.703023E+06   0.703023E+06  -0.172651E-01   0.367784E+06   0.367748E+06   0.458953E-01
   0.270987E+00   0.681889E+06   0.678608E+06  -0.376560E+00   0.361337E+00   0.000000E+00   0.681362E+06   0.681362E+06   0.681362E+06  -0.167335E-01   0.356453E+06   0.356416E+06   0.448338E-01
   0.276320E+00   0.660499E+06   0.657195E+06  -0.194772E+00   0.356519E+00   0.000000E+00   0.659968E+06   0.659968E+06   0.659968E+06  -0.162084E-01   0.345261E+06   0.345224E+06   0.439693E-01
   0.281653E+00   0.640056E+06   0.636742E+06  -0.673184E-01   0.343156E+00   0.000000E+00   0.639524E+06   0.639524E+06   0.639524E+06  -0.157065E-01   0.334565E+06   0.334529E+06   0.429668E-01
   0.286986E+00   0.621093E+06   0.617802E+06  -0.112810E+00   0.312123E+00   0.000000E+00   0.620564E+06   0.620564E+06   0.620564E+06  -0.152411E-01   0.324647E+06   0.324611E+06   0.416224E-01
   0.292319E+00   0.603880E+06   0.600655E+06  -0.687061E-01   0.275523E+00   0.000000E+00   0.603361E+06   0.603361E+06   0.603361E+06  -0.148189E-01   0.315647E+06   0.315612E+06   0.398843E-01
   0.297652E+00   0.588384E+06   0.585267E+06  -0.890983E-01   0.252061E+00   0.000000E+00   0.587883E+06   0.587883E+06   0.587883E+06  -0.144389E-01   0.307550E+06   0.307516E+06   0.378335E-01
   0.302985E+00   0.574325E+06   0.571341E+06  -0.164823E+00   0.246856E+00   0.000000E+00   0.573846E+06   0.573846E+06   0.573846E+06  -0.140944E-01   0.300206E+06   0.300174E+06   0.356363E-01
   0.308318E+00   0.561268E+06   0.558426E+06  -0.161253E+00   0.247314E+00   0.000000E+00   0.560812E+06   0.560812E+06   0.560812E+06  -0.137744E-01   0.293387E+06   0.293356E+06   0.334853E-01
   0.313650E+00   0.548751E+06   0.546041E+06  -0.108117E+00   0.237602E+00   0.000000E+00   0.548316E+06   0.548316E+06   0.548316E+06  -0.134677E-01   0.286850E+06   0.286820E+06   0.315462E-01
   0.318983E+00   0.536392E+06   0.533789E+06  -0.310085E-01   0.215003E+00   0.000000E+00   0.535974E+06   0.535974E+06   0.535974E+06  -0.131647E-01   0.280393E+06   0.280364E+06   0.299211E-01
   0.324316E+00   0.523962E+06   0.521437E+06  -0.400025E-01   0.191373E+00   0.000000E+00   0.523556E+06   0.523556E+06   0.523556E+06  -0.128598E-01   0.273897E+06   0.273869E+06   0.286349E-01
   0.329649E+00   0.511411E+06   0.508936E+06  -0.117204E+00   0.179275E+00   0.000000E+00   0.511013E+06   0.511013E+06   0.511013E+06  -0.125519E-01   0.267335E+06   0.267308E+06   0.276430E-01
   0.334982E+00   0.498843E+06   0.496396E+06  -0.998907E-01   0.178713E+00   0.000000E+00   0.498450E+06   0.498450E+06   0.498450E+06  -0.122434E-01   0.260763E+06   0.260736E+06   0.268538E-01
   0.340315E+00   0.486459E+06   0.484030E+06  -0.785611E-01   0.178415E+00   0.000000E+00   0.486068E+06   0.486068E+06   0.486068E+06  -0.119394E-01   0.254285E+06   0.254259E+06   0.261592E-01
   0.345648E+00   0.474487E+06   0.472077E+06  -0.103568E+00   0.168453E+00   0.000000E+00   0.474099E+06   0.474099E+06   0.474099E+06  -0.116455E-01   0.248024E+06   0.247998E+06   0.254628E-01
   0.350981E+00   0.463118E+06   0.460737E+06  -0.508590E-01   0.150553E+00   0.000000E+00   0.462735E+06   0.462735E+06   0.462735E+06  -0.113665E-01   0.242079E+06   0.242053E+06   0.246995E-01
   0.356314E+00   0.452460E+06   0.450122E+06  -0.141845E-01   0.135129E+00   0.000000E+00   0.452084E+06   0.452084E+06   0.452084E+06  -0.111050E-01   0.236507E+06   0.236481E+06   0.238448E-01
   0.361647E+00   0.442520E+06   0.440239E+06  -0.694244E-01   0.129867E+00   0.000000E+00   0.442154E+06   0.442154E+06   0.442154E+06  -0.108612E-01   0.231312E+06   0.231287E+06   0.229118E-01
   0.366979E+00   0.433219E+06   0.431003E+06  -0.844964E-01   0.131815E+00   0.000000E+00   0.432863E+06   0.432863E+06   0.432863E+06  -0.106330E-01   0.226451E+06   0.226427E+06   0.219403E-01
   0.372312E+00   0.424413E+06   0.422267E+06  -0.562571E-01   0.131217E+00   0.000000E+00   0.424069E+06   0.424069E+06   0.424069E+06  -0.104171E-01   0.221850E+06   0.221827E+06   0.209817E-01
   0.377645E+00   0.415945E+06   0.413866E+06  -0.555854E-01   0.122350E+00   0.000000E+00   0.415611E+06   0.415611E+06   0.415611E+06  -0.102095E-01   0.217426E+06   0.217403E+06   0.200835E-01
   0.382978E+00   0.407672E+06   0.405653E+06  -0.517108E-01   0.108993E+00   0.000000E+00   0.407348E+06   0.407348E+06   0.407348E+06  -0.100066E-01   0.213103E+06   0.213081E+06   0.192785E-01
   0.388311E+00   0.399500E+06   0.397530E+06  -0.379029E-01   0.996874E-01   0.000000E+00   0.399184E+06   0.399184E+06   0.399184E+06  -0.980616E-02   0.208832E+06   0.208810E+06   0.185790E-01
   0.393644E+00   0.391393E+06   0.389461E+06  -0.387937E-01   0.983222E-01   0.000000E+00   0.391083E+06   0.391083E+06   0.391083E+06  -0.960726E-02   0.204594E+06   0.204573E+06   0.179775E-01
   0.398977E+00   0.383367E+06   0.381466E+06  -0.506474E-01   0.100524E+00   0.000000E+00   0.383062E+06   0.383062E+06   0.383062E+06  -0.941034E-02   0.200398E+06   0.200377E+06   0.174515E-01
   0.404310E+00   0.375480E+06   0.373604E+06  -0.569307E-01   0.987231E-01   0.000000E+00   0.375178E+06   0.375178E+06   0.375178E+06  -0.921679E-02   0.196274E+06   0.196253E+06   0.169718E-01
   0.409643E+00   0.367802E+06   0.365951E+06  -0.413162E-01   0.904524E-01   0.000000E+00   0.367504E+06   0.367504E+06   0.367504E+06  -0.902838E-02   0.192259E+06   0.192239E+06   0.165096E-01
   0.414975E+00   0.360400E+06   0.358575E+06  -0.282585E-01   0.804485E-01   0.000000E+00   0.360106E+06   0.360106E+06   0.360106E+06  -0.884673E-02   0.188389E+06   0.188369E+06   0.160436E-01
   0.420308E+00   0.353314E+06   0.351520E+06  -0.374469E-01   0.751832E-01   0.000000E+00   0.353026E+06   0.353026E+06   0.353026E+06  -0.867289E-02   0.184685E+06   0.184665E+06   0.155628E-01
   0.425641E+00   0.346557E+06   0.344796E+06  -0.357621E-01   0.759116E-01   0.000000E+00   0.346274E+06   0.346274E+06   0.346274E+06  -0.850709E-02   0.181152E+06   0.181133E+06   0.150673E-01
   0.430974E+00   0.340107E+06   0.338384E+06  -0.270172E-01   0.777987E-01   0.000000E+00   0.339830E+06   0.339830E+06   0.339830E+06  -0.834885E-02   0.177781E+06   0.177762E+06   0.145655E-01
   0.436307E+00   0.333921E+06   0.332237E+06  -0.372462E-01   0.753081E-01   0.000000E+00   0.333650E+06   0.333650E+06   0.333650E+06  -0.819708E-02   0.174548E+06   0.174530E+06   0.140704E-01
   0.441640E+00   0.327945E+06   0.326299E+06  -0.395235E-01   0.681112E-01   0.000000E+00   0.327680E+06   0.327680E+06   0.327680E+06  -0.805046E-02   0.171425E+06   0.171407E+06   0.135955E-01
   0.446973E+00   0.322127E+06   0.320517E+06  -0.265024E-01   0.610653E-01   0.000000E+00   0.321868E+06   0.321868E+06   0.321868E+06  -0.790770E-02   0.168385E+06   0.168367E+06   0.131513E-01
   0.452306E+00   0.316428E+06   0.314851E+06  -0.261252E-01   0.586475E-01   0.000000E+00   0.316175E+06   0.316175E+06   0.316175E+06  -0.776785E-02   0.165406E+06   0.165389E+06   0.127428E-01
   0.457639E+00   0.310827E+06   0.309278E+06  -0.303777E-01   0.603183E-01   0.000000E+00   0.310578E+06   0.310578E+06   0.310578E+06  -0.763037E-02   0.162478E+06   0.162461E+06   0.123698E-01
   0.462971E+00   0.305320E+06   0.303797E+06  -0.254773E-01   0.613848E-01   0.000000E+00   0.305075E+06   0.305075E+06   0.305075E+06  -0.749520E-02   0.159599E+06   0.159583E+06   0.120271E-01
   0.468304E+00   0.299920E+06   0.298420E+06  -0.228533E-01   0.582483E-01   0.000000E+00   0.299679E+06   0.299679E+06   0.299679E+06  -0.736263E-02   0.156776E+06   0.156760E+06   0.117070E-01
   0.473637E+00   0.294646E+06   0.293167E+06  -0.255356E-01   0.520766E-01   0.000000E+00   0.294408E+06   0.294408E+06   0.294408E+06  -0.723315E-02   0.154019E+06   0.154003E+06   0.114009E-01
   0.478970E+00   0.289518E+06   0.288061E+06  -0.256929E-01   0.472927E-01   0.000000E+00   0.289283E+06   0.289283E+06   0.289283E+06  -0.710725E-02   0.151338E+06   0.151322E+06   0.111019E-01
   0.484303E+00   0.284551E+06   0.283116E+06  -0.214507E-01   0.466680E-01   0.000000E+00   0.284320E+06   0.284320E+06   0.284320E+06  -0.698532E-02   0.148741E+06   0.148726E+06   0.108055E-01
   0.489636E+00   0.279750E+06   0.278339E+06  -0.189264E-01   0.484984E-01   0.000000E+00   0.279524E+06   0.279524E+06   0.279524E+06  -0.686748E-02   0.146232E+06   0.146217E+06   0.105101E-01
   0.494969E+00   0.275112E+06   0.273725E+06  -0.213572E-01   0.487522E-01   0.000000E+00   0.274889E+06   0.274889E+06   0.274889E+06  -0.675363E-02   0.143808E+06   0.143792E+06   0.102171E-01
   0.500302E+00   0.270623E+06   0.269261E+06  -0.211249E-01   0.453578E-01   0.000000E+00   0.270404E+06   0.270404E+06   0.270404E+06  -0.664344E-02   0.141461E+06   0.141446E+06   0.992925E-02
   0.505635E+00   0.266265E+06   0.264928E+06  -0.181873E-01   0.403564E-01   0.000000E+00   0.266050E+06   0.266050E+06   0.266050E+06  -0.653648E-02   0.139184E+06   0.139169E+06   0.965023E-02
   0.510968E+00   0.262020E+06   0.260707E+06  -0.201259E-01   0.374535E-01   0.000000E+00   0.261809E+06   0.261809E+06   0.261809E+06  -0.643228E-02   0.136965E+06   0.136950E+06   0.938312E-02
   0.516300E+00   0.257872E+06   0.256581E+06  -0.205317E-01   0.379512E-01   0.000000E+00   0.257664E+06   0.257664E+06   0.257664E+06  -0.633046E-02   0.134797E+06   0.134782E+06   0.912985E-02
   0.521633E+00   0.253809E+06   0.252539E+06  -0.153949E-01   0.395829E-01   0.000000E+00   0.253605E+06   0.253605E+06   0.253605E+06  -0.623073E-02   0.132673E+06   0.132659E+06   0.889083E-02
   0.526966E+00   0.249827E+06   0.248577E+06  -0.141909E-01   0.390601E-01   0.000000E+00   0.249626E+06   0.249626E+06   0.249626E+06  -0.613298E-02   0.130591E+06   0.130578E+06   0.866507E-02
   0.532299E+00   0.245926E+06   0.244694E+06  -0.163370E-01   0.356621E-01   0.000000E+00   0.245728E+06   0.245728E+06   0.245728E+06  -0.603720E-02   0.128552E+06   0.128538E+06   0.845054E-02
   0.537632E+00   0.242109E+06   0.240895E+06  -0.154538E-01   0.317880E-01   0.000000E+00   0.241914E+06   0.241914E+06   0.241914E+06  -0.594351E-02   0.126557E+06   0.126543E+06   0.824482E-02
   0.542965E+00   0.238382E+06   0.237186E+06  -0.147151E-01   0.302789E-01   0.000000E+00   0.238190E+06   0.238190E+06   0.238190E+06  -0.585201E-02   0.124608E+06   0.124595E+06   0.804561E-02
   0.548298E+00   0.234749E+06   0.233570E+06  -0.154553E-01   0.313576E-01   0.000000E+00   0.234559E+06   0.234559E+06   0.234559E+06  -0.576282E-02   0.122709E+06   0.122696E+06   0.785119E-02
   0.553631E+00   0.231211E+06   0.230049E+06  -0.144150E-01   0.325424E-01   0.000000E+00   0.231025E+06   0.231025E+06   0.231025E+06  -0.567598E-02   0.120860E+06   0.120847E+06   0.766061E-02
   0.558964E+00   0.227768E+06   0.226624E+06  -0.125207E-01   0.314242E-01   0.000000E+00   0.227584E+06   0.227584E+06   0.227584E+06  -0.559146E-02   0.119060E+06   0.119048E+06   0.747374E-02
   0.564296E+00   0.224416E+06   0.223288E+06  -0.121838E-01   0.282542E-01   0.000000E+00   0.224235E+06   0.224235E+06   0.224235E+06  -0.550916E-02   0.117308E+06   0.117295E+06   0.729103E-02
   0.569629E+00   0.221148E+06   0.220037E+06  -0.131604E-01   0.254474E-01   0.000000E+00   0.220969E+06   0.220969E+06   0.220969E+06  -0.542894E-02   0.115599E+06   0.115587E+06   0.711328E-02
   0.574962E+00   0.217957E+06   0.216863E+06  -0.131622E-01   0.249960E-01   0.000000E+00   0.217781E+06   0.217781E+06   0.217781E+06  -0.535062E-02   0.113932E+06   0.113920E+06   0.694130E-02
   0.580295E+00   0.214837E+06   0.213760E+06  -0.116303E-01   0.262814E-01   0.000000E+00   0.214664E+06   0.214664E+06   0.214664E+06  -0.527404E-02   0.112301E+06   0.112289E+06   0.677570E-02
   0.585628E+00   0.211783E+06   0.210722E+06  -0.109711E-01   0.269280E-01   0.000000E+00   0.211613E+06   0.211613E+06   0.211613E+06  -0.519907E-02   0.110705E+06   0.110693E+06   0.661670E-02
   0.590961E+00   0.208791E+06   0.207745E+06  -0.108758E-01   0.253985E-01   0.000000E+00   0.208623E+06   0.208623E+06   0.208623E+06  -0.512562E-02   0.109141E+06   0.109129E+06   0.646413E-02
   0.596294E+00   0.205860E+06   0.204828E+06  -0.978373E-02   0.226778E-01   0.000000E+00   0.205694E+06   0.205694E+06   0.205694E+06  -0.505366E-02   0.107608E+06   0.107597E+06   0.631749E-02
   0.601627E+00   0.202988E+06   0.201971E+06  -0.989704E-02   0.190460E-01   0.000000E+00   0.202825E+06   0.202825E+06   0.202825E+06  -0.498317E-02   0.106107E+06   0.106096E+06   0.617607E-02
   0.606960E+00   0.200178E+06   0.199173E+06  -0.105918E-01   0.283799E-01   0.000000E+00   0.200016E+06   0.200016E+06   0.200016E+06  -0.491415E-02   0.104638E+06   0.104627E+06   0.603913E-02
   0.612293E+00   0.197428E+06   0.196437E+06  -0.102131E-01   0.245589E-01   0.000000E+00   0.197268E+06   0.197268E+06   0.197268E+06  -0.484666E-02   0.103201E+06   0.103190E+06   0.590604E-02
   0.617625E+00   0.194739E+06   0.193762E+06  -0.901601E-02   0.246176E-01   0.000000E+00   0.194582E+06   0.194582E+06   0.194582E+06  -0.478064E-02   0.101795E+06   0.101784E+06   0.577635E-02
   0.622958E+00   0.192111E+06   0.191146E+06  -0.911439E-02   0.196131E-01   0.000000E+00   0.191956E+06   0.191956E+06   0.191956E+06  -0.471610E-02   0.100421E+06   0.100411E+06   0.564981E-02
   0.670453E+00   0.171018E+06   0.170160E+06  -0.632238E-02   0.190136E-01   0.000000E+00   0.170880E+06   0.170880E+06   0.170880E+06  -0.419832E-02   0.893954E+05   0.893860E+05   0.466959E-02
   0.721568E+00   0.152121E+06   0.151359E+06  -0.498045E-02   0.113901E-01   0.000000E+00   0.151999E+06   0.151999E+06   0.151999E+06  -0.373446E-02   0.795178E+05   0.795094E+05   0.385901E-02
   0.776580E+00   0.135222E+06   0.134544E+06  -0.408033E-02   0.899956E-02   0.000000E+00   0.135113E+06   0.135113E+06   0.135113E+06  -0.331965E-02   0.706842E+05   0.706768E+05   0.318748E-02
   0.835786E+00   0.120123E+06   0.119521E+06  -0.308535E-02   0.637047E-02   0.000000E+00   0.120026E+06   0.120026E+06   0.120026E+06  -0.294900E-02   0.627914E+05   0.627848E+05   0.263094E-02
   0.899507E+00   0.106642E+06   0.106108E+06  -0.236462E-02   0.548466E-02   0.000000E+00   0.106557E+06   0.106557E+06   0.106557E+06  -0.261807E-02   0.557448E+05   0.557389E+05   0.217025E-02
   0.968085E+00   0.946184E+05   0.941442E+05  -0.136352E-02   0.376507E-02   0.000000E+00   0.945422E+05   0.945422E+05   0.945422E+05  -0.232289E-02   0.494595E+05   0.494543E+05   0.178923E-02
   0.104189E+01   0.839009E+05   0.834805E+05  -0.150739E-02   0.272976E-02   0.000000E+00   0.838334E+05   0.838334E+05   0.838334E+05  -0.205977E-02   0.438572E+05   0.438526E+05   0.147431E-02
   0.112133E+01   0.743544E+05   0.739818E+05  -0.113578E-02   0.218839E-02   0.000000E+00   0.742945E+05   0.742945E+05   0.742945E+05  -0.182541E-02   0.388670E+05   0.388629E+05   0.121417E-02
   0.116665E+01   0.696492E+05   0.693002E+05   0.217196E-03   0.167951E-02   0.000000E+00   0.695931E+05   0.695931E+05   0.695931E+05  -0.170990E-02   0.364074E+05   0.364036E+05   0.109323E-02
   0.141917E+01   0.503000E+05   0.500480E+05   0.331352E-03   0.252871E-02   0.000000E+00   0.502595E+05   0.502595E+05   0.502595E+05  -0.123489E-02   0.262932E+05   0.262904E+05   0.649522E-03
   0.172634E+01   0.361996E+05   0.360183E+05   0.656240E-04   0.487205E-02   0.000000E+00   0.361705E+05   0.361705E+05   0.361705E+05  -0.888719E-03   0.189225E+05   0.189205E+05   0.384760E-03
   0.210000E+01   0.259687E+05   0.258386E+05   0.301066E-04   0.437474E-02   0.000000E+00   0.259478E+05   0.259478E+05   0.259478E+05  -0.637546E-03   0.135745E+05   0.135731E+05   0.227366E-03
