#          k/h    CDM            baryon         photon         nu             mass_nu        total          no_nu          total_de       Weyl           v_CDM          v_b            v_b-v_c     
   0.235652E-01   0.103435E+08   0.103060E+08  -0.185429E+03   0.738497E+03   0.000000E+00   0.103375E+08   0.103375E+08   0.103375E+08  -0.254300E+00   0.540812E+07   0.540755E+07   0.797718E+01
   0.260194E-01   0.960046E+07   0.955937E+07  -0.175903E+03   0.588625E+03   0.000000E+00   0.959386E+07   0.959386E+07   0.959386E+07  -0.236005E+00   0.501907E+07   0.501850E+07   0.730221E+01
   0.287291E-01   0.884767E+07   0.880356E+07  -0.979756E+02   0.430947E+03   0.000000E+00   0.884058E+07   0.884058E+07   0.884058E+07  -0.217473E+00   0.462498E+07   0.462442E+07   0.661390E+01
   0.317210E-01   0.809965E+07   0.805348E+07  -0.126142E+03   0.336850E+03   0.000000E+00   0.809223E+07   0.809223E+07   0.809223E+07  -0.199064E+00   0.423348E+07   0.423292E+07   0.589617E+01
   0.350245E-01   0.737435E+07   0.732753E+07  -0.670491E+02   0.252775E+03   0.000000E+00   0.736682E+07   0.736682E+07   0.736682E+07  -0.181219E+00   0.385398E+07   0.385344E+07   0.514036E+01
   0.386721E-01   0.669180E+07   0.664616E+07  -0.485438E+02   0.175937E+03   0.000000E+00   0.668446E+07   0.668446E+07   0.668446E+07  -0.164433E+00   0.349700E+07   0.349649E+07   0.434900E+01
   0.426995E-01   0.607126E+07   0.602889E+07  -0.434168E+02   0.134485E+03   0.000000E+00   0.606445E+07   0.606445E+07   0.606445E+07  -0.149181E+00   0.317263E+07   0.317217E+07   0.353954E+01
   0.469694E-01   0.554581E+07   0.550852E+07  -0.384622E+02   0.101767E+03   0.000000E+00   0.553981E+07   0.553981E+07   0.553981E+07  -0.136275E+00   0.289816E+07   0.289776E+07   0.277614E+01
   0.512394E-01   0.513007E+07   0.509869E+07  -0.308455E+02   0.804071E+02   0.000000E+00   0.512503E+07   0.512503E+07   0.512503E+07  -0.126072E+00   0.268115E+07   0.268083E+07   0.213056E+01
   0.555093E-01   0.479503E+07   0.476954E+07  -0.256329E+02   0.619422E+02   0.000000E+00   0.479093E+07   0.479093E+07   0.479093E+07  -0.117854E+00   0.250636E+07   0.250609E+07   0.161483E+01
   0.597792E-01   0.451319E+07   0.449287E+07  -0.154075E+02   0.527737E+02   0.000000E+00   0.450993E+07   0.450993E+07   0.450993E+07  -0.110942E+00   0.235935E+07   0.235913E+07   0.122983E+01
   0.640492E-01   0.426149E+07   0.424511E+07  -0.120205E+02   0.409493E+02   0.000000E+00   0.425886E+07   0.425886E+07   0.425886E+07  -0.104766E+00   0.222800E+07   0.222781E+07   0.965426E+00
   0.683191E-01   0.402318E+07   0.400928E+07  -0.104388E+02   0.362551E+02   0.000000E+00   0.402095E+07   0.402095E+07   0.402095E+07  -0.989142E-01   0.210353E+07   0.210337E+07   0.802737E+00
   0.725891E-01   0.378853E+07   0.377571E+07  -0.101663E+02   0.283020E+02   0.000000E+00   0.378647E+07   0.378647E+07   0.378647E+07  -0.931467E-01   0.198087E+07   0.198072E+07   0.717526E+00
   0.768590E-01   0.355430E+07   0.354138E+07  -0.721555E+01   0.251962E+02   0.000000E+00   0.355223E+07   0.355223E+07   0.355223E+07  -0.873849E-01   0.185833E+07   0.185817E+07   0.683805E+00
   0.811290E-01   0.332261E+07   0.330882E+07  -0.124142E+02   0.199945E+02   0.000000E+00   0.332039E+07   0.332039E+07   0.332039E+07  -0.816824E-01   0.173705E+07   0.173688E+07   0.677219E+00
   0.853989E-01   0.309893E+07   0.308395E+07  -0.381746E+01   0.175291E+02   0.000000E+00   0.309652E+07   0.309652E+07   0.309652E+07  -0.761757E-01   0.161993E+07   0.161976E+07   0.677600E+00
   0.896689E-01   0.288990E+07   0.287386E+07  -0.894503E+01   0.144210E+02   0.000000E+00   0.288733E+07   0.288733E+07   0.288733E+07  -0.710300E-01   0.151050E+07   0.151032E+07   0.670553E+00
   0.950018E-01   0.265842E+07   0.264166E+07  -0.525902E+01   0.122272E+02   0.000000E+00   0.265573E+07   0.265573E+07   0.265573E+07  -0.653335E-01   0.138934E+07   0.138916E+07   0.639573E+00
   0.100335E+00   0.246617E+07   0.244970E+07  -0.940994E+01   0.102281E+02   0.000000E+00   0.246352E+07   0.246352E+07   0.246352E+07  -0.606057E-01   0.128879E+07   0.128861E+07   0.581467E+00
   0.105668E+00   0.231348E+07   0.229828E+07  -0.522926E+01   0.838442E+01   0.000000E+00   0.231104E+07   0.231104E+07   0.231104E+07  -0.568554E-01   0.120902E+07   0.120886E+07   0.503284E+00
   0.111000E+00   0.219432E+07   0.218107E+07  -0.245677E+00   0.694922E+01   0.000000E+00   0.219219E+07   0.219219E+07   0.219219E+07  -0.539323E-01   0.114684E+07   0.114670E+07   0.417499E+00
   0.116333E+00   0.209838E+07   0.208732E+07  -0.316129E+01   0.604846E+01   0.000000E+00   0.209661E+07   0.209661E+07   0.209661E+07  -0.515817E-01   0.109683E+07   0.109671E+07   0.337183E+00
   0.121666E+00   0.201418E+07   0.200509E+07  -0.349521E+01   0.550606E+01   0.000000E+00   0.201272E+07   0.201272E+07   0.201272E+07  -0.495190E-01   0.105295E+07   0.105285E+07   0.272313E+00
   0.126999E+00   0.193192E+07   0.192425E+07  -0.250009E+01   0.501100E+01   0.000000E+00   0.193069E+07   0.193069E+07   0.193069E+07  -0.475017E-01   0.101003E+07   0.100994E+07   0.227817E+00
   0.132332E+00   0.184549E+07   0.183853E+07  -0.290880E+01   0.439094E+01   0.000000E+00   0.184437E+07   0.184437E+07   0.184437E+07  -0.453791E-01   0.964870E+06   0.964789E+06   0.203357E+00
   0.137665E+00   0.175321E+07   0.174633E+07  -0.193595E+01   0.371242E+01   0.000000E+00   0.175210E+07   0.175210E+07   0.175210E+07  -0.431101E-01   0.916602E+06   0.916522E+06   0.194494E+00
   0.142998E+00   0.165729E+07   0.165003E+07  -0.173130E+01   0.314815E+01   0.000000E+00   0.165612E+07   0.165612E+07   0.165612E+07  -0.407496E-01   0.866391E+06   0.866307E+06   0.194615E+00
   0.148331E+00   0.156236E+07   0.155456E+07  -0.142435E+01   0.278222E+01   0.000000E+00   0.156110E+07   0.156110E+07   0.156110E+07  -0.384128E-01   0.816684E+06   0.816597E+06   0.196967E+00
   0.153664E+00   0.147367E+07   0.146542E+07  -0.682230E+00   0.254497E+01   0.000000E+00   0.147234E+07   0.147234E+07   0.147234E+07  -0.362299E-01   0.770252E+06   0.770161E+06   0.196277E+00
   0.158997E+00   0.139544E+07   0.138703E+07  -0.182629E+01   0.230988E+01   0.000000E+00   0.139409E+07   0.139409E+07   0.139409E+07  -0.343053E-01   0.729312E+06   0.729221E+06   0.189662E+00
   0.164329E+00   0.132975E+07   0.132156E+07  -0.156188E+01   0.202419E+01   0.000000E+00   0.132843E+07   0.132843E+07   0.132843E+07  -0.326908E-01   0.694965E+06   0.694878E+06   0.176747E+00
   0.169662E+00   0.127624E+07   0.126860E+07  -0.229416E+00   0.174113E+01   0.000000E+00   0.127501E+07   0.127501E+07   0.127501E+07  -0.313774E-01   0.667019E+06   0.666938E+06   0.159157E+00
   0.174995E+00   0.123249E+07   0.122560E+07  -0.107159E+01   0.154233E+01   0.000000E+00   0.123138E+07   0.123138E+07   0.123138E+07  -0.303046E-01   0.644192E+06   0.644118E+06   0.139635E+00
   0.180328E+00   0.119484E+07   0.118877E+07  -0.112429E+01   0.144457E+01   0.000000E+00   0.119387E+07   0.119387E+07   0.119387E+07  -0.293825E-01   0.624567E+06   0.624502E+06   0.121078E+00
   0.185661E+00   0.115953E+07   0.115418E+07  -0.262303E-01   0.138564E+01   0.000000E+00   0.115867E+07   0.115867E+07   0.115867E+07  -0.285172E-01   0.606154E+06   0.606095E+06   0.105756E+00
   0.190994E+00   0.112354E+07   0.111869E+07  -0.533031E+00   0.129134E+01   0.000000E+00   0.112276E+07   0.112276E+07   0.112276E+07  -0.276342E-01   0.587368E+06   0.587313E+06   0.948554E-01
   0.196327E+00   0.108522E+07   0.108063E+07  -0.876767E+00   0.114599E+01   0.000000E+00   0.108449E+07   0.108449E+07   0.108449E+07  -0.266928E-01   0.567343E+06   0.567291E+06   0.883901E-01
   0.201660E+00   0.104443E+07   0.103988E+07  -0.388404E+00   0.996686E+00   0.000000E+00   0.104370E+07   0.104370E+07   0.104370E+07  -0.256896E-01   0.546007E+06   0.545956E+06   0.854263E-01
   0.206993E+00   0.100228E+07   0.997618E+06  -0.570199E+00   0.895831E+00   0.000000E+00   0.100153E+07   0.100153E+07   0.100153E+07  -0.246521E-01   0.523947E+06   0.523894E+06   0.844935E-01
   0.212325E+00   0.960595E+06   0.955771E+06  -0.623884E+00   0.847891E+00   0.000000E+00   0.959820E+06   0.959820E+06   0.959820E+06  -0.236257E-01   0.502126E+06   0.502072E+06   0.840441E-01
   0.217658E+00   0.921299E+06   0.916357E+06  -0.311294E+00   0.811513E+00   0.000000E+00   0.920505E+06   0.920505E+06   0.920505E+06  -0.226582E-01   0.481559E+06   0.481505E+06   0.828388E-01
   0.222991E+00   0.885876E+06   0.880920E+06  -0.190627E+00   0.748185E+00   0.000000E+00   0.885079E+06   0.885079E+06   0.885079E+06  -0.217862E-01   0.463026E+06   0.462972E+06   0.801770E-01
   0.228324E+00   0.855023E+06   0.850184E+06  -0.115164E+00   0.660265E+00   0.000000E+00   0.854245E+06   0.854245E+06   0.854245E+06  -0.210272E-01   0.446896E+06   0.446844E+06   0.759491E-01
   0.233657E+00   0.828576E+06   0.823970E+06  -0.334696E+00   0.583089E+00   0.000000E+00   0.827836E+06   0.827836E+06   0.827836E+06  -0.203770E-01   0.433080E+06   0.433030E+06   0.705347E-01
   0.238990E+00   0.805660E+06   0.801360E+06  -0.489529E+00   0.543758E+00   0.000000E+00   0.804969E+06   0.804969E+06   0.804969E+06  -0.198139E-01   0.421116E+06   0.421070E+06   0.646022E-01
   0.244323E+00   0.784992E+06   0.781018E+06  -0.202411E+00   0.533540E+00   0.000000E+00   0.784353E+06   0.784353E+06   0.784353E+06  -0.193062E-01   0.410331E+06   0.410288E+06   0.588799E-01
   0.249656E+00   0.765253E+06   0.761569E+06  -0.190255E+00   0.519598E+00   0.000000E+00   0.764661E+06   0.764661E+06   0.764661E+06  -0.188211E-01   0.400029E+06   0.399988E+06   0.539589E-01
   0.254989E+00   0.745395E+06   0.741930E+06  -0.247905E+00   0.480422E+00   0.000000E+00   0.744838E+06   0.744838E+06   0.744838E+06  -0.183329E-01   0.389659E+06   0.389620E+06   0.501708E-01
   0.260321E+00   0.724846E+06   0.721512E+06  -0.471020E-02   0.425424E+00   0.000000E+00   0.724310E+06   0.724310E+06   0.724310E+06  -0.178272E-01   0.378919E+06   0.378882E+06   0.475533E-01
   0.265654E+00   0.703550E+06   0.700269E+06  -0.131783E+00   0.381319E+00   0.000000E+00   0.703023E+06   0.703023E+06   0.703023E+06  -0.173029E-01   0.367783E+06   0.367747E+06   0.458953E-01
   0.270987E+00   0.681889E+06   0.678608E+06  -0.380819E+00   0.362402E+00   0.000000E+00   0.681362E+06   0.681362E+06   0.681362E+06  -0.167694E-01   0.356452E+06   0.356415E+06   0.448338E-01
