#    L    TT             EE             BB             TE             PP             TP             EP          
   223   0.581577E+04   0.969969E+00   0.000000E+00   0.204493E+02   0.493909E-07   0.104250E-03  -0.385799E-07
   224   0.581328E+04   0.100038E+01   0.000000E+00   0.221235E+02   0.491505E-07   0.103402E-03  -0.242234E-07
   225   0.581017E+04   0.103251E+01   0.000000E+00   0.238061E+02   0.489120E-07   0.102560E-03  -0.988413E-08
   226   0.580641E+04   0.106641E+01   0.000000E+00   0.254965E+02   0.486754E-07   0.101723E-03   0.443635E-08
   227   0.580201E+04   0.110212E+01   0.000000E+00   0.271941E+02   0.484406E-07   0.100892E-03   0.187364E-07
   228   0.579699E+04   0.113964E+01   0.000000E+00   0.288980E+02   0.482076E-07   0.100066E-03   0.330145E-07
   229   0.579133E+04   0.117903E+01   0.000000E+00   0.306076E+02   0.479764E-07   0.992463E-04   0.472690E-07
   230   0.578505E+04   0.122031E+01   0.000000E+00   0.323223E+02   0.477470E-07   0.984319E-04   0.614982E-07
   231   0.577814E+04   0.126350E+01   0.000000E+00   0.340412E+02   0.475193E-07   0.976230E-04   0.757007E-07
   232   0.577061E+04   0.130862E+01   0.000000E+00   0.357637E+02   0.472933E-07   0.968196E-04   0.898747E-07
   233   0.576245E+04   0.135572E+01   0.000000E+00   0.374889E+02   0.470691E-07   0.960217E-04   0.104019E-06
   234   0.575367E+04   0.140482E+01   0.000000E+00   0.392162E+02   0.468466E-07   0.952292E-04   0.118131E-06
   235   0.574428E+04   0.145594E+01   0.000000E+00   0.409449E+02   0.466257E-07   0.944421E-04   0.132210E-06
   236   0.573426E+04   0.150911E+01   0.000000E+00   0.426742E+02   0.464065E-07   0.936605E-04   0.146254E-06
   237   0.572365E+04   0.156435E+01   0.000000E+00   0.444034E+02   0.461890E-07   0.928841E-04   0.160262E-06
   238   0.571242E+04   0.162168E+01   0.000000E+00   0.461316E+02   0.459730E-07   0.921132E-04   0.174232E-06
   239   0.570059E+04   0.168112E+01   0.000000E+00   0.478582E+02   0.457587E-07   0.913476E-04   0.188162E-06
   240   0.568816E+04   0.174270E+01   0.000000E+00   0.495822E+02   0.455459E-07   0.905872E-04   0.202050E-06
   241   0.567512E+04   0.180644E+01   0.000000E+00   0.513032E+02   0.453347E-07   0.898321E-04   0.215896E-06
   242   0.566150E+04   0.187236E+01   0.000000E+00   0.530201E+02   0.451251E-07   0.890823E-04   0.229698E-06
   243   0.564730E+04   0.194047E+01   0.000000E+00   0.547323E+02   0.449169E-07   0.883376E-04   0.243453E-06
   244   0.563250E+04   0.201080E+01   0.000000E+00   0.564390E+02   0.447103E-07   0.875982E-04   0.257160E-06
   245   0.561714E+04   0.208336E+01   0.000000E+00   0.581396E+02   0.445052E-07   0.868639E-04   0.270819E-06
   246   0.560121E+04   0.215815E+01   0.000000E+00   0.598332E+02   0.443015E-07   0.861348E-04   0.284426E-06
   247   0.558471E+04   0.223521E+01   0.000000E+00   0.615192E+02   0.440993E-07   0.854108E-04   0.297981E-06
   248   0.556766E+04   0.231455E+01   0.000000E+00   0.631966E+02   0.438985E-07   0.846919E-04   0.311481E-06
   249   0.555006E+04   0.239617E+01   0.000000E+00   0.648649E+02   0.436991E-07   0.839780E-04   0.324926E-06
   250   0.553191E+04   0.248010E+01   0.000000E+00   0.665232E+02   0.435011E-07   0.832692E-04   0.338313E-06
   251   0.551322E+04   0.256632E+01   0.000000E+00   0.681706E+02   0.433045E-07   0.825655E-04   0.351642E-06
   252   0.549399E+04   0.265486E+01   0.000000E+00   0.698065E+02   0.431093E-07   0.818667E-04   0.364912E-06
   253   0.547421E+04   0.274571E+01   0.000000E+00   0.714300E+02   0.429154E-07   0.811728E-04   0.378122E-06
   254   0.545392E+04   0.283888E+01   0.000000E+00   0.730403E+02   0.427229E-07   0.804838E-04   0.391272E-06
   255   0.543308E+04   0.293437E+01   0.000000E+00   0.746366E+02   0.425316E-07   0.797997E-04   0.404363E-06
   256   0.541172E+04   0.303219E+01   0.000000E+00   0.762181E+02   0.423417E-07   0.791204E-04   0.417393E-06
   257   0.538984E+04   0.313234E+01   0.000000E+00   0.777843E+02   0.421531E-07   0.784459E-04   0.430364E-06
   258   0.536746E+04   0.323480E+01   0.000000E+00   0.793341E+02   0.419659E-07   0.777761E-04   0.443273E-06
   259   0.534459E+04   0.333959E+01   0.000000E+00   0.808679E+02   0.417798E-07   0.771110E-04   0.456122E-06
   260   0.532125E+04   0.344670E+01   0.000000E+00   0.823836E+02   0.415951E-07   0.764506E-04   0.468910E-06
   261   0.529743E+04   0.355613E+01   0.000000E+00   0.838819E+02   0.414117E-07   0.757948E-04   0.481636E-06
   262   0.527317E+04   0.366787E+01   0.000000E+00   0.853612E+02   0.412295E-07   0.751436E-04   0.494301E-06
   263   0.524847E+04   0.378193E+01   0.000000E+00   0.868216E+02   0.410485E-07   0.744969E-04   0.506905E-06
   264   0.522334E+04   0.389829E+01   0.000000E+00   0.882616E+02   0.408688E-07   0.738547E-04   0.519446E-06
   265   0.519778E+04   0.401693E+01   0.000000E+00   0.896820E+02   0.406903E-07   0.732170E-04   0.531925E-06
   266   0.517179E+04   0.413785E+01   0.000000E+00   0.910804E+02   0.405130E-07   0.725837E-04   0.544342E-06
   267   0.514539E+04   0.426104E+01   0.000000E+00   0.924562E+02   0.403369E-07   0.719547E-04   0.556696E-06
   268   0.511859E+04   0.438647E+01   0.000000E+00   0.938101E+02   0.401620E-07   0.713301E-04   0.568987E-06
   269   0.509138E+04   0.451414E+01   0.000000E+00   0.951399E+02   0.399883E-07   0.707098E-04   0.581215E-06
   270   0.506376E+04   0.464402E+01   0.000000E+00   0.964463E+02   0.398158E-07   0.700938E-04   0.593380E-06
   271   0.503577E+04   0.477612E+01   0.000000E+00   0.977271E+02   0.396444E-07   0.694820E-04   0.605481E-06
   272   0.500740E+04   0.491040E+01   0.000000E+00   0.989830E+02   0.394741E-07   0.688743E-04   0.617519E-06
   273   0.497867E+04   0.504683E+01   0.000000E+00   0.100213E+03   0.393050E-07   0.682708E-04   0.629492E-06
   274   0.494958E+04   0.518541E+01   0.000000E+00   0.101417E+03   0.391371E-07   0.676714E-04   0.641401E-06
   275   0.492015E+04   0.532610E+01   0.000000E+00   0.102593E+03   0.389702E-07   0.670761E-04   0.653246E-06
   276   0.489039E+04   0.546890E+01   0.000000E+00   0.103742E+03   0.388045E-07   0.664847E-04   0.665026E-06
   277   0.486030E+04   0.561376E+01   0.000000E+00   0.104862E+03   0.386398E-07   0.658974E-04   0.676741E-06
   278   0.482990E+04   0.576068E+01   0.000000E+00   0.105953E+03   0.384762E-07   0.653140E-04   0.688390E-06
   279   0.479921E+04   0.590961E+01   0.000000E+00   0.107016E+03   0.383138E-07   0.647344E-04   0.699975E-06
   280   0.476822E+04   0.606051E+01   0.000000E+00   0.108048E+03   0.381523E-07   0.641588E-04   0.711493E-06
   281   0.473695E+04   0.621337E+01   0.000000E+00   0.109050E+03   0.379919E-07   0.635870E-04   0.722946E-06
   282   0.470542E+04   0.636815E+01   0.000000E+00   0.110022E+03   0.378326E-07   0.630189E-04   0.734333E-06
   283   0.467362E+04   0.652482E+01   0.000000E+00   0.110962E+03   0.376743E-07   0.624546E-04   0.745653E-06
   284   0.464158E+04   0.668335E+01   0.000000E+00   0.111869E+03   0.375170E-07   0.618940E-04   0.756907E-06
   285   0.460929E+04   0.684370E+01   0.000000E+00   0.112745E+03   0.373608E-07   0.613370E-04   0.768094E-06
   286   0.457678E+04   0.700583E+01   0.000000E+00   0.113588E+03   0.372055E-07   0.607837E-04   0.779213E-06
   287   0.454406E+04   0.716969E+01   0.000000E+00   0.114398E+03   0.370512E-07   0.602340E-04   0.790266E-06
   288   0.451113E+04   0.733527E+01   0.000000E+00   0.115173E+03   0.368979E-07   0.596877E-04   0.801251E-06
   289   0.447800E+04   0.750250E+01   0.000000E+00   0.115916E+03   0.367456E-07   0.591450E-04   0.812168E-06
   290   0.444469E+04   0.767135E+01   0.000000E+00   0.116623E+03   0.365942E-07   0.586058E-04   0.823018E-06
   291   0.441121E+04   0.784181E+01   0.000000E+00   0.117295E+03   0.364438E-07   0.580700E-04   0.833799E-06
   292   0.437756E+04   0.801372E+01   0.000000E+00   0.117933E+03   0.362943E-07   0.575376E-04   0.844511E-06
   293   0.434376E+04   0.818717E+01   0.000000E+00   0.118534E+03   0.361457E-07   0.570085E-04   0.855155E-06
   294   0.430982E+04   0.836207E+01   0.000000E+00   0.119100E+03   0.359981E-07   0.564827E-04   0.865730E-06
   295   0.427574E+04   0.853828E+01   0.000000E+00   0.119629E+03   0.358513E-07   0.559601E-04   0.876236E-06
   296   0.424154E+04   0.871587E+01   0.000000E+00   0.120121E+03   0.357055E-07   0.554409E-04   0.886673E-06
   297   0.420722E+04   0.889469E+01   0.000000E+00   0.120575E+03   0.355605E-07   0.549247E-04   0.897040E-06
   298   0.417280E+04   0.907473E+01   0.000000E+00   0.120992E+03   0.354164E-07   0.544118E-04   0.907337E-06
   299   0.413828E+04   0.925592E+01   0.000000E+00   0.121371E+03   0.352732E-07   0.539019E-04   0.917564E-06
   300   0.410368E+04   0.943818E+01   0.000000E+00   0.121712E+03   0.351308E-07   0.533951E-04   0.927720E-06
   301   0.406901E+04   0.962158E+01   0.000000E+00   0.122015E+03   0.349892E-07   0.528913E-04   0.937806E-06
   302   0.403428E+04   0.980591E+01   0.000000E+00   0.122279E+03   0.348485E-07   0.523906E-04   0.947817E-06
   303   0.399951E+04   0.999123E+01   0.000000E+00   0.122505E+03   0.347087E-07   0.518930E-04   0.957748E-06
   304   0.396471E+04   0.101775E+02   0.000000E+00   0.122693E+03   0.345696E-07   0.513984E-04   0.967597E-06
   305   0.392989E+04   0.103645E+02   0.000000E+00   0.122842E+03   0.344314E-07   0.509069E-04   0.977359E-06
   306   0.389505E+04   0.105524E+02   0.000000E+00   0.122952E+03   0.342940E-07   0.504184E-04   0.987029E-06
   307   0.386022E+04   0.107410E+02   0.000000E+00   0.123023E+03   0.341573E-07   0.499331E-04   0.996603E-06
   308   0.382540E+04   0.109303E+02   0.000000E+00   0.123056E+03   0.340215E-07   0.494510E-04   0.100608E-05
   309   0.379060E+04   0.111202E+02   0.000000E+00   0.123049E+03   0.338865E-07   0.489720E-04   0.101545E-05
   310   0.375582E+04   0.113106E+02   0.000000E+00   0.123004E+03   0.337523E-07   0.484961E-04   0.102471E-05
   311   0.372109E+04   0.115014E+02   0.000000E+00   0.122919E+03   0.336188E-07   0.480234E-04   0.103386E-05
   312   0.368641E+04   0.116927E+02   0.000000E+00   0.122795E+03   0.334861E-07   0.475539E-04   0.104290E-05
   313   0.365179E+04   0.118843E+02   0.000000E+00   0.122631E+03   0.333542E-07   0.470876E-04   0.105181E-05
   314   0.361724E+04   0.120762E+02   0.000000E+00   0.122428E+03   0.332231E-07   0.466245E-04   0.106060E-05
   315   0.358276E+04   0.122682E+02   0.000000E+00   0.122186E+03   0.330927E-07   0.461646E-04   0.106926E-05
   316   0.354838E+04   0.124604E+02   0.000000E+00   0.121904E+03   0.329631E-07   0.457080E-04   0.107779E-05
   317   0.351410E+04   0.126527E+02   0.000000E+00   0.121584E+03   0.328342E-07   0.452547E-04   0.108618E-05
   318   0.347994E+04   0.128449E+02   0.000000E+00   0.121224E+03   0.327060E-07   0.448046E-04   0.109443E-05
   319   0.344590E+04   0.130370E+02   0.000000E+00   0.120825E+03   0.325786E-07   0.443578E-04   0.110253E-05
   320   0.341198E+04   0.132291E+02   0.000000E+00   0.120388E+03   0.324519E-07   0.439143E-04   0.111048E-05
   321   0.337821E+04   0.134209E+02   0.000000E+00   0.119912E+03   0.323260E-07   0.434742E-04   0.111828E-05
   322   0.334459E+04   0.136125E+02   0.000000E+00   0.119397E+03   0.322007E-07   0.430373E-04   0.112592E-05
   323   0.331113E+04   0.138036E+02   0.000000E+00   0.118843E+03   0.320762E-07   0.426038E-04   0.113340E-05
   324   0.327784E+04   0.139943E+02   0.000000E+00   0.118252E+03   0.319523E-07   0.421737E-04   0.114071E-05
   325   0.324473E+04   0.141845E+02   0.000000E+00   0.117622E+03   0.318292E-07   0.417470E-04   0.114786E-05
   326   0.321181E+04   0.143742E+02   0.000000E+00   0.116955E+03   0.317068E-07   0.413236E-04   0.115482E-05
   327   0.317908E+04   0.145632E+02   0.000000E+00   0.116249E+03   0.315850E-07   0.409037E-04   0.116161E-05
   328   0.314657E+04   0.147514E+02   0.000000E+00   0.115506E+03   0.314639E-07   0.404872E-04   0.116822E-05
   329   0.311426E+04   0.149388E+02   0.000000E+00   0.114727E+03   0.313435E-07   0.400741E-04   0.117464E-05
   330   0.308219E+04   0.151254E+02   0.000000E+00   0.113910E+03   0.312238E-07   0.396644E-04   0.118086E-05
   331   0.305035E+04   0.153110E+02   0.000000E+00   0.113056E+03   0.311047E-07   0.392583E-04   0.118689E-05
   332   0.301875E+04   0.154956E+02   0.000000E+00   0.112166E+03   0.309863E-07   0.388556E-04   0.119273E-05
   333   0.298739E+04   0.156791E+02   0.000000E+00   0.111240E+03   0.308685E-07   0.384564E-04   0.119835E-05
   334   0.295630E+04   0.158614E+02   0.000000E+00   0.110279E+03   0.307514E-07   0.380607E-04   0.120377E-05
   335   0.292547E+04   0.160424E+02   0.000000E+00   0.109282E+03   0.306349E-07   0.376685E-04   0.120898E-05
   336   0.289493E+04   0.162221E+02   0.000000E+00   0.108250E+03   0.305191E-07   0.372799E-04   0.121397E-05
   337   0.286466E+04   0.164004E+02   0.000000E+00   0.107185E+03   0.304039E-07   0.368948E-04   0.121874E-05
   338   0.283469E+04   0.165773E+02   0.000000E+00   0.106085E+03   0.302892E-07   0.365133E-04   0.122329E-05
   339   0.280501E+04   0.167527E+02   0.000000E+00   0.104953E+03   0.301753E-07   0.361354E-04   0.122761E-05
   340   0.277565E+04   0.169265E+02   0.000000E+00   0.103787E+03   0.300619E-07   0.357611E-04   0.123169E-05
   341   0.274660E+04   0.170985E+02   0.000000E+00   0.102589E+03   0.299491E-07   0.353904E-04   0.123554E-05
   342   0.271787E+04   0.172688E+02   0.000000E+00   0.101358E+03   0.298369E-07   0.350233E-04   0.123914E-05
   343   0.268947E+04   0.174373E+02   0.000000E+00   0.100096E+03   0.297254E-07   0.346598E-04   0.124250E-05
   344   0.266139E+04   0.176038E+02   0.000000E+00   0.988013E+02   0.296144E-07   0.343000E-04   0.124562E-05
   345   0.263365E+04   0.177683E+02   0.000000E+00   0.974758E+02   0.295039E-07   0.339439E-04   0.124847E-05
   346   0.260625E+04   0.179306E+02   0.000000E+00   0.961192E+02   0.293941E-07   0.335915E-04   0.125107E-05
   347   0.257919E+04   0.180908E+02   0.000000E+00   0.947322E+02   0.292848E-07   0.332428E-04   0.125341E-05
   348   0.255248E+04   0.182486E+02   0.000000E+00   0.933148E+02   0.291761E-07   0.328977E-04   0.125548E-05
   349   0.252614E+04   0.184043E+02   0.000000E+00   0.918692E+02   0.290679E-07   0.325565E-04   0.125728E-05
   350   0.250015E+04   0.185575E+02   0.000000E+00   0.903948E+02   0.289603E-07   0.322189E-04   0.125880E-05
   351   0.247455E+04   0.187084E+02   0.000000E+00   0.888931E+02   0.288533E-07   0.318851E-04   0.126005E-05
   352   0.244934E+04   0.188568E+02   0.000000E+00   0.873648E+02   0.287468E-07   0.315550E-04   0.126104E-05
   353   0.242450E+04   0.190027E+02   0.000000E+00   0.858099E+02   0.286408E-07   0.312284E-04   0.126178E-05
   354   0.240007E+04   0.191461E+02   0.000000E+00   0.842308E+02   0.285353E-07   0.309053E-04   0.126228E-05
   355   0.237604E+04   0.192869E+02   0.000000E+00   0.826267E+02   0.284304E-07   0.305855E-04   0.126256E-05
   356   0.235241E+04   0.194249E+02   0.000000E+00   0.809983E+02   0.283260E-07   0.302690E-04   0.126263E-05
   357   0.232919E+04   0.195603E+02   0.000000E+00   0.793465E+02   0.282221E-07   0.299557E-04   0.126252E-05
   358   0.230638E+04   0.196928E+02   0.000000E+00   0.776720E+02   0.281188E-07   0.296454E-04   0.126223E-05
   359   0.228399E+04   0.198223E+02   0.000000E+00   0.759749E+02   0.280160E-07   0.293380E-04   0.126177E-05
   360   0.226201E+04   0.199489E+02   0.000000E+00   0.742566E+02   0.279137E-07   0.290336E-04   0.126117E-05
   361   0.224046E+04   0.200725E+02   0.000000E+00   0.725161E+02   0.278119E-07   0.287319E-04   0.126044E-05
   362   0.221932E+04   0.201930E+02   0.000000E+00   0.707554E+02   0.277106E-07   0.284328E-04   0.125959E-05
   363   0.219862E+04   0.203102E+02   0.000000E+00   0.689750E+02   0.276098E-07   0.281364E-04   0.125863E-05
   364   0.217834E+04   0.204243E+02   0.000000E+00   0.671757E+02   0.275095E-07   0.278423E-04   0.125759E-05
   365   0.215851E+04   0.205352E+02   0.000000E+00   0.653582E+02   0.274097E-07   0.275507E-04   0.125647E-05
   366   0.213911E+04   0.206427E+02   0.000000E+00   0.635235E+02   0.273104E-07   0.272613E-04   0.125529E-05
   367   0.212015E+04   0.207469E+02   0.000000E+00   0.616722E+02   0.272116E-07   0.269741E-04   0.125407E-05
   368   0.210163E+04   0.208477E+02   0.000000E+00   0.598053E+02   0.271133E-07   0.266889E-04   0.125282E-05
   369   0.208356E+04   0.209451E+02   0.000000E+00   0.579235E+02   0.270155E-07   0.264057E-04   0.125155E-05
   370   0.206594E+04   0.210389E+02   0.000000E+00   0.560275E+02   0.269182E-07   0.261243E-04   0.125029E-05
   371   0.204877E+04   0.211293E+02   0.000000E+00   0.541182E+02   0.268213E-07   0.258448E-04   0.124903E-05
   372   0.203205E+04   0.212160E+02   0.000000E+00   0.521964E+02   0.267249E-07   0.255669E-04   0.124780E-05
   373   0.201578E+04   0.212991E+02   0.000000E+00   0.502629E+02   0.266290E-07   0.252905E-04   0.124662E-05
   374   0.199996E+04   0.213787E+02   0.000000E+00   0.483184E+02   0.265336E-07   0.250156E-04   0.124550E-05
   375   0.198460E+04   0.214546E+02   0.000000E+00   0.463637E+02   0.264386E-07   0.247421E-04   0.124444E-05
   376   0.196969E+04   0.215267E+02   0.000000E+00   0.443997E+02   0.263441E-07   0.244698E-04   0.124347E-05
   377   0.195524E+04   0.215950E+02   0.000000E+00   0.424270E+02   0.262501E-07   0.241987E-04   0.124261E-05
   378   0.194124E+04   0.216595E+02   0.000000E+00   0.404465E+02   0.261565E-07   0.239287E-04   0.124186E-05
   379   0.192770E+04   0.217201E+02   0.000000E+00   0.384589E+02   0.260633E-07   0.236597E-04   0.124124E-05
   380   0.191462E+04   0.217768E+02   0.000000E+00   0.364651E+02   0.259707E-07   0.233915E-04   0.124077E-05
   381   0.190200E+04   0.218296E+02   0.000000E+00   0.344657E+02   0.258784E-07   0.231240E-04   0.124045E-05
   382   0.188984E+04   0.218783E+02   0.000000E+00   0.324616E+02   0.257866E-07   0.228573E-04   0.124031E-05
   383   0.187814E+04   0.219231E+02   0.000000E+00   0.304536E+02   0.256953E-07   0.225911E-04   0.124036E-05
   384   0.186689E+04   0.219638E+02   0.000000E+00   0.284427E+02   0.256044E-07   0.223253E-04   0.124062E-05
   385   0.185610E+04   0.220004E+02   0.000000E+00   0.264296E+02   0.255139E-07   0.220600E-04   0.124109E-05
   386   0.184576E+04   0.220331E+02   0.000000E+00   0.244153E+02   0.254238E-07   0.217949E-04   0.124179E-05
   387   0.183589E+04   0.220618E+02   0.000000E+00   0.224005E+02   0.253342E-07   0.215300E-04   0.124274E-05
   388   0.182647E+04   0.220864E+02   0.000000E+00   0.203863E+02   0.252450E-07   0.212651E-04   0.124396E-05
   389   0.181749E+04   0.221071E+02   0.000000E+00   0.183735E+02   0.251563E-07   0.210002E-04   0.124545E-05
   390   0.180897E+04   0.221236E+02   0.000000E+00   0.163628E+02   0.250679E-07   0.207352E-04   0.124723E-05
   391   0.180090E+04   0.221362E+02   0.000000E+00   0.143551E+02   0.249800E-07   0.204700E-04   0.124932E-05
   392   0.179327E+04   0.221446E+02   0.000000E+00   0.123514E+02   0.248925E-07   0.202044E-04   0.125172E-05
   393   0.178609E+04   0.221489E+02   0.000000E+00   0.103523E+02   0.248053E-07   0.199384E-04   0.125447E-05
   394   0.177934E+04   0.221492E+02   0.000000E+00   0.835857E+01   0.247186E-07   0.196718E-04   0.125756E-05
   395   0.177303E+04   0.221452E+02   0.000000E+00   0.637121E+01   0.246323E-07   0.194047E-04   0.126102E-05
   396   0.176716E+04   0.221373E+02   0.000000E+00   0.439096E+01   0.245464E-07   0.191368E-04   0.126485E-05
   397   0.176172E+04   0.221251E+02   0.000000E+00   0.241864E+01   0.244609E-07   0.188681E-04   0.126908E-05
   398   0.175671E+04   0.221088E+02   0.000000E+00   0.455037E+00   0.243758E-07   0.185984E-04   0.127372E-05
   399   0.175213E+04   0.220883E+02   0.000000E+00  -0.149904E+01   0.242911E-07   0.183278E-04   0.127878E-05
   400   0.174798E+04   0.220638E+02   0.000000E+00  -0.344280E+01   0.242067E-07   0.180560E-04   0.128428E-05
   401   0.174426E+04   0.220352E+02   0.000000E+00  -0.537546E+01   0.241228E-07   0.177830E-04   0.129022E-05
   402   0.174095E+04   0.220024E+02   0.000000E+00  -0.729623E+01   0.240392E-07   0.175089E-04   0.129659E-05
   403   0.173807E+04   0.219655E+02   0.000000E+00  -0.920436E+01   0.239560E-07   0.172338E-04   0.130336E-05
