#           k/h    P           
   0.100000E-03   0.364240E+03
   0.102020E-03   0.371352E+03
   0.104081E-03   0.378603E+03
   0.106184E-03   0.385997E+03
   0.108329E-03   0.393535E+03
   0.110517E-03   0.401222E+03
   0.112750E-03   0.409059E+03
   0.115027E-03   0.417050E+03
   0.117351E-03   0.425198E+03
   0.119722E-03   0.433506E+03
   0.122140E-03   0.441978E+03
   0.124608E-03   0.450616E+03
   0.127125E-03   0.459424E+03
   0.129693E-03   0.468405E+03
   0.132313E-03   0.477562E+03
   0.134986E-03   0.486901E+03
   0.137713E-03   0.496423E+03
   0.140495E-03   0.506132E+03
   0.143333E-03   0.516033E+03
   0.146228E-03   0.526129E+03
   0.149182E-03   0.536425E+03
   0.152196E-03   0.546923E+03
   0.155271E-03   0.557629E+03
   0.158407E-03   0.568547E+03
   0.161607E-03   0.579680E+03
   0.164872E-03   0.591033E+03
   0.168203E-03   0.602611E+03
   0.171601E-03   0.614418E+03
   0.175067E-03   0.626459E+03
   0.178604E-03   0.638739E+03
   0.182212E-03   0.651262E+03
   0.185893E-03   0.664034E+03
   0.189648E-03   0.677059E+03
   0.193479E-03   0.690343E+03
   0.197388E-03   0.703892E+03
   0.201375E-03   0.717710E+03
   0.205443E-03   0.731803E+03
   0.209594E-03   0.746177E+03
   0.213828E-03   0.760837E+03
   0.218147E-03   0.775790E+03
   0.222554E-03   0.791042E+03
   0.227050E-03   0.806599E+03
   0.231637E-03   0.822467E+03
   0.236316E-03   0.838653E+03
   0.241090E-03   0.855163E+03
   0.245960E-03   0.872005E+03
   0.250929E-03   0.889184E+03
   0.255998E-03   0.906709E+03
   0.261170E-03   0.924586E+03
   0.266446E-03   0.942823E+03
   0.271828E-03   0.961428E+03
   0.277319E-03   0.980409E+03
   0.282922E-03   0.999772E+03
   0.288637E-03   0.101953E+04
   0.294468E-03   0.103968E+04
   0.300417E-03   0.106025E+04
   0.306485E-03   0.108123E+04
   0.312677E-03   0.110263E+04
   0.318993E-03   0.112447E+04
   0.325437E-03   0.114676E+04
   0.332012E-03   0.116950E+04
   0.338719E-03   0.119270E+04
   0.345561E-03   0.121638E+04
   0.352542E-03   0.124054E+04
   0.359664E-03   0.126519E+04
   0.366930E-03   0.129035E+04
   0.374342E-03   0.131602E+04
   0.381904E-03   0.134222E+04
   0.389619E-03   0.136896E+04
   0.397490E-03   0.139625E+04
   0.405520E-03   0.142409E+04
   0.413712E-03   0.145251E+04
   0.422070E-03   0.148152E+04
   0.430596E-03   0.151112E+04
   0.439295E-03   0.154134E+04
   0.448169E-03   0.157217E+04
   0.457222E-03   0.160365E+04
   0.466459E-03   0.163577E+04
   0.475882E-03   0.166855E+04
   0.485496E-03   0.170202E+04
   0.495303E-03   0.173617E+04
   0.505309E-03   0.177103E+04
   0.515517E-03   0.180660E+04
   0.525931E-03   0.184291E+04
   0.536556E-03   0.187997E+04
   0.547395E-03   0.191780E+04
   0.558453E-03   0.195640E+04
   0.569734E-03   0.199579E+04
   0.581244E-03   0.203600E+04
   0.592986E-03   0.207702E+04
   0.604965E-03   0.211889E+04
   0.617186E-03   0.216161E+04
   0.629654E-03   0.220521E+04
   0.642374E-03   0.224969E+04
   0.655350E-03   0.229507E+04
   0.668589E-03   0.234137E+04
   0.682096E-03   0.238861E+04
   0.695875E-03   0.243679E+04
   0.709933E-03   0.248594E+04
   0.724274E-03   0.253607E+04
   0.738906E-03   0.258719E+04
   0.753832E-03   0.263933E+04
   0.769061E-03   0.269249E+04
   0.784597E-03   0.274669E+04
   0.800447E-03   0.280194E+04
   0.816617E-03   0.285827E+04
   0.833114E-03   0.291568E+04
   0.849944E-03   0.297419E+04
   0.867114E-03   0.303381E+04
   0.884631E-03   0.309456E+04
   0.902501E-03   0.315645E+04
   0.920733E-03   0.321949E+04
   0.939333E-03   0.328370E+04
   0.958309E-03   0.334909E+04
   0.977668E-03   0.341567E+04
   0.997418E-03   0.348346E+04
   0.101757E-02   0.355246E+04
   0.103812E-02   0.362269E+04
   0.105910E-02   0.369417E+04
   0.108049E-02   0.376691E+04
   0.110232E-02   0.384091E+04
   0.112459E-02   0.391619E+04
   0.114730E-02   0.399277E+04
   0.117048E-02   0.407066E+04
   0.119413E-02   0.414988E+04
   0.121825E-02   0.423042E+04
   0.124286E-02   0.431232E+04
   0.126797E-02   0.439558E+04
   0.129358E-02   0.448022E+04
   0.131971E-02   0.456626E+04
   0.134637E-02   0.465371E+04
   0.137357E-02   0.474258E+04
   0.140132E-02   0.483289E+04
   0.142963E-02   0.492466E+04
   0.145851E-02   0.501790E+04
   0.148797E-02   0.511263E+04
   0.151803E-02   0.520887E+04
   0.154870E-02   0.530663E+04
   0.157998E-02   0.540593E+04
   0.161190E-02   0.550679E+04
   0.164446E-02   0.560922E+04
   0.167768E-02   0.571323E+04
   0.171158E-02   0.581885E+04
   0.174615E-02   0.592609E+04
   0.178143E-02   0.603496E+04
   0.181741E-02   0.614548E+04
   0.185413E-02   0.625766E+04
   0.189158E-02   0.637152E+04
   0.192980E-02   0.648707E+04
   0.196878E-02   0.660432E+04
   0.200855E-02   0.672328E+04
   0.204913E-02   0.684397E+04
   0.209052E-02   0.696640E+04
   0.213276E-02   0.709058E+04
   0.217584E-02   0.721652E+04
   0.221979E-02   0.734423E+04
   0.226464E-02   0.747372E+04
   0.231039E-02   0.760500E+04
   0.235706E-02   0.773807E+04
   0.240467E-02   0.787295E+04
   0.245325E-02   0.800963E+04
   0.250281E-02   0.814814E+04
   0.255337E-02   0.828846E+04
   0.260495E-02   0.843060E+04
   0.265758E-02   0.857458E+04
   0.271126E-02   0.872037E+04
   0.276603E-02   0.886800E+04
   0.282191E-02   0.901745E+04
   0.287892E-02   0.916872E+04
   0.293708E-02   0.932182E+04
   0.299641E-02   0.947673E+04
   0.305694E-02   0.963345E+04
   0.311870E-02   0.979198E+04
   0.318170E-02   0.995230E+04
   0.324597E-02   0.101144E+05
   0.331155E-02   0.102783E+05
   0.337844E-02   0.104439E+05
   0.344669E-02   0.106113E+05
   0.351632E-02   0.107804E+05
   0.358735E-02   0.109512E+05
   0.365982E-02   0.111236E+05
   0.373376E-02   0.112978E+05
   0.380918E-02   0.114736E+05
   0.388613E-02   0.116509E+05
   0.396464E-02   0.118299E+05
   0.404473E-02   0.120104E+05
   0.412644E-02   0.121924E+05
   0.420980E-02   0.123759E+05
   0.429484E-02   0.125608E+05
   0.438160E-02   0.127472E+05
   0.447012E-02   0.129348E+05
   0.456042E-02   0.131238E+05
   0.465255E-02   0.133141E+05
   0.474653E-02   0.135055E+05
   0.484242E-02   0.136981E+05
   0.494024E-02   0.138918E+05
   0.504004E-02   0.140865E+05
   0.514186E-02   0.142821E+05
   0.524573E-02   0.144787E+05
   0.535170E-02   0.146761E+05
   0.545981E-02   0.148742E+05
   0.557011E-02   0.150731E+05
   0.568263E-02   0.152725E+05
   0.579743E-02   0.154724E+05
   0.591455E-02   0.156728E+05
   0.603403E-02   0.158734E+05
   0.615592E-02   0.160743E+05
   0.628028E-02   0.162754E+05
   0.640715E-02   0.164765E+05
   0.653658E-02   0.166774E+05
   0.666863E-02   0.168783E+05
   0.680335E-02   0.170788E+05
   0.694078E-02   0.172788E+05
   0.708100E-02   0.174784E+05
   0.722404E-02   0.176772E+05
   0.736998E-02   0.178753E+05
   0.751886E-02   0.180724E+05
   0.767075E-02   0.182684E+05
   0.782571E-02   0.184631E+05
   0.798380E-02   0.186565E+05
   0.814509E-02   0.188483E+05
   0.830963E-02   0.190385E+05
   0.847750E-02   0.192267E+05
   0.864875E-02   0.194129E+05
   0.882347E-02   0.195969E+05
   0.900171E-02   0.197785E+05
   0.918356E-02   0.199575E+05
   0.936908E-02   0.201338E+05
   0.955835E-02   0.203070E+05
   0.975144E-02   0.204772E+05
   0.994843E-02   0.206439E+05
   0.101494E-01   0.208071E+05
   0.103544E-01   0.209665E+05
   0.105636E-01   0.211218E+05
   0.107770E-01   0.212730E+05
   0.109947E-01   0.214197E+05
   0.112168E-01   0.215617E+05
   0.114434E-01   0.216988E+05
   0.116746E-01   0.218307E+05
   0.119104E-01   0.219572E+05
   0.121510E-01   0.220781E+05
   0.123965E-01   0.221931E+05
   0.126469E-01   0.223020E+05
   0.129024E-01   0.224045E+05
   0.131631E-01   0.225003E+05
   0.134290E-01   0.225893E+05
   0.137003E-01   0.226711E+05
   0.139770E-01   0.227455E+05
   0.142594E-01   0.228122E+05
   0.145474E-01   0.228711E+05
   0.148413E-01   0.229217E+05
   0.151411E-01   0.229640E+05
   0.154470E-01   0.229977E+05
   0.157590E-01   0.230224E+05
   0.160774E-01   0.230380E+05
   0.164022E-01   0.230443E+05
   0.167335E-01   0.230410E+05
   0.170716E-01   0.230279E+05
   0.174164E-01   0.230049E+05
   0.177683E-01   0.229717E+05
   0.181272E-01   0.229282E+05
   0.184934E-01   0.228742E+05
   0.188670E-01   0.228095E+05
   0.192481E-01   0.227341E+05
   0.196370E-01   0.226479E+05
   0.200337E-01   0.225507E+05
   0.204384E-01   0.224425E+05
   0.208513E-01   0.223232E+05
   0.212725E-01   0.221930E+05
   0.217022E-01   0.220517E+05
   0.221406E-01   0.218994E+05
   0.225879E-01   0.217362E+05
   0.230442E-01   0.215623E+05
   0.235097E-01   0.213777E+05
   0.239847E-01   0.211827E+05
   0.244692E-01   0.209775E+05
   0.249635E-01   0.207623E+05
   0.254678E-01   0.205375E+05
   0.259823E-01   0.203035E+05
   0.265072E-01   0.200605E+05
   0.270426E-01   0.198090E+05
   0.275889E-01   0.195495E+05
   0.281463E-01   0.192826E+05
   0.287149E-01   0.190087E+05
   0.292949E-01   0.187285E+05
   0.298867E-01   0.184425E+05
   0.304905E-01   0.181515E+05
   0.311064E-01   0.178563E+05
   0.317348E-01   0.175574E+05
   0.323759E-01   0.172557E+05
   0.330299E-01   0.169518E+05
   0.336972E-01   0.166468E+05
   0.343779E-01   0.163414E+05
   0.350724E-01   0.160365E+05
   0.357809E-01   0.157327E+05
   0.365038E-01   0.154310E+05
   0.372412E-01   0.151322E+05
   0.379935E-01   0.148372E+05
   0.387610E-01   0.145467E+05
   0.395440E-01   0.142615E+05
   0.403429E-01   0.139822E+05
   0.411579E-01   0.137095E+05
