#           k/h    P           
   0.100000E-03   0.388153E+03
   0.102020E-03   0.395735E+03
   0.104081E-03   0.403466E+03
   0.106184E-03   0.411349E+03
   0.108329E-03   0.419387E+03
   0.110517E-03   0.427582E+03
   0.112750E-03   0.435939E+03
   0.115027E-03   0.444460E+03
   0.117351E-03   0.453149E+03
   0.119722E-03   0.462009E+03
   0.122140E-03   0.471043E+03
   0.124608E-03   0.480255E+03
   0.127125E-03   0.489649E+03
   0.129693E-03   0.499228E+03
   0.132313E-03   0.508995E+03
   0.134986E-03   0.518956E+03
   0.137713E-03   0.529113E+03
   0.140495E-03   0.539470E+03
   0.143333E-03   0.550033E+03
   0.146228E-03   0.560804E+03
   0.149182E-03   0.571788E+03
   0.152196E-03   0.582989E+03
   0.155271E-03   0.594413E+03
   0.158407E-03   0.606062E+03
   0.161607E-03   0.617943E+03
   0.164872E-03   0.630059E+03
   0.168203E-03   0.642416E+03
   0.171601E-03   0.655019E+03
   0.175067E-03   0.667872E+03
   0.178604E-03   0.680980E+03
   0.182212E-03   0.694350E+03
   0.185893E-03   0.707986E+03
   0.189648E-03   0.721893E+03
   0.193479E-03   0.736079E+03
   0.197388E-03   0.750547E+03
   0.201375E-03   0.765305E+03
   0.205443E-03   0.780358E+03
   0.209594E-03   0.795713E+03
   0.213828E-03   0.811375E+03
   0.218147E-03   0.827351E+03
   0.222554E-03   0.843649E+03
   0.227050E-03   0.860273E+03
   0.231637E-03   0.877233E+03
   0.236316E-03   0.894534E+03
   0.241090E-03   0.912184E+03
   0.245960E-03   0.930190E+03
   0.250929E-03   0.948559E+03
   0.255998E-03   0.967301E+03
   0.261170E-03   0.986422E+03
   0.266446E-03   0.100593E+04
   0.271828E-03   0.102584E+04
   0.277319E-03   0.104614E+04
   0.282922E-03   0.106687E+04
   0.288637E-03   0.108801E+04
   0.294468E-03   0.110959E+04
   0.300417E-03   0.113160E+04
   0.306485E-03   0.115407E+04
   0.312677E-03   0.117700E+04
   0.318993E-03   0.120039E+04
   0.325437E-03   0.122427E+04
   0.332012E-03   0.124864E+04
   0.338719E-03   0.127351E+04
