#           k/h    P           
   0.100000E-03   0.241694E+03
   0.102020E-03   0.246406E+03
   0.104081E-03   0.251209E+03
   0.106184E-03   0.256107E+03
   0.108329E-03   0.261100E+03
   0.110517E-03   0.266190E+03
   0.112750E-03   0.271380E+03
   0.115027E-03   0.276671E+03
   0.117351E-03   0.282065E+03
   0.119722E-03   0.287565E+03
   0.122140E-03   0.293172E+03
   0.124608E-03   0.298889E+03
   0.127125E-03   0.304717E+03
   0.129693E-03   0.310659E+03
   0.132313E-03   0.316717E+03
   0.134986E-03   0.322893E+03
   0.137713E-03   0.329190E+03
   0.140495E-03   0.335610E+03
   0.143333E-03   0.342156E+03
   0.146228E-03   0.348829E+03
   0.149182E-03   0.355633E+03
   0.152196E-03   0.362569E+03
   0.155271E-03   0.369642E+03
   0.158407E-03   0.376852E+03
   0.161607E-03   0.384204E+03
   0.164872E-03   0.391699E+03
   0.168203E-03   0.399341E+03
   0.171601E-03   0.407132E+03
   0.175067E-03   0.415075E+03
   0.178604E-03   0.423174E+03
   0.182212E-03   0.431432E+03
   0.185893E-03   0.439851E+03
   0.189648E-03   0.448435E+03
   0.193479E-03   0.457186E+03
   0.197388E-03   0.466110E+03
   0.201375E-03   0.475208E+03
   0.205443E-03   0.484484E+03
   0.209594E-03   0.493941E+03
   0.213828E-03   0.503584E+03
   0.218147E-03   0.513416E+03
   0.222554E-03   0.523441E+03
   0.227050E-03   0.533662E+03
   0.231637E-03   0.544083E+03
   0.236316E-03   0.554709E+03
   0.241090E-03   0.565543E+03
   0.245960E-03   0.576590E+03
   0.250929E-03   0.587853E+03
   0.255998E-03   0.599338E+03
   0.261170E-03   0.611048E+03
   0.266446E-03   0.622988E+03
   0.271828E-03   0.635162E+03
   0.277319E-03   0.647575E+03
   0.282922E-03   0.660232E+03
   0.288637E-03   0.673138E+03
   0.294468E-03   0.686297E+03
   0.300417E-03   0.699716E+03
   0.306485E-03   0.713398E+03
   0.312677E-03   0.727349E+03
   0.318993E-03   0.741574E+03
   0.325437E-03   0.756079E+03
   0.332012E-03   0.770870E+03
   0.338719E-03   0.785952E+03
   0.345561E-03   0.801331E+03
   0.352542E-03   0.817012E+03
   0.359664E-03   0.833002E+03
   0.366930E-03   0.849308E+03
   0.374342E-03   0.865934E+03
   0.381904E-03   0.882888E+03
   0.389619E-03   0.900176E+03
   0.397490E-03   0.917805E+03
   0.405520E-03   0.935781E+03
   0.413712E-03   0.954111E+03
   0.422070E-03   0.972802E+03
   0.430596E-03   0.991862E+03
   0.439295E-03   0.101130E+04
   0.448169E-03   0.103112E+04
   0.457222E-03   0.105132E+04
   0.466459E-03   0.107193E+04
   0.475882E-03   0.109294E+04
   0.485496E-03   0.111437E+04
   0.495303E-03   0.113622E+04
   0.505309E-03   0.115850E+04
   0.515517E-03   0.118122E+04
   0.525931E-03   0.120438E+04
   0.536556E-03   0.122800E+04
   0.547395E-03   0.125208E+04
   0.558453E-03   0.127664E+04
   0.569734E-03   0.130167E+04
   0.581244E-03   0.132720E+04
   0.592986E-03   0.135323E+04
   0.604965E-03   0.137976E+04
