#           k/h    P           
   0.100000E-03   0.336581E+03
   0.102020E-03   0.343149E+03
   0.104081E-03   0.349847E+03
   0.106184E-03   0.356675E+03
   0.108329E-03   0.363638E+03
   0.110517E-03   0.370736E+03
   0.112750E-03   0.377974E+03
   0.115027E-03   0.385354E+03
   0.117351E-03   0.392878E+03
   0.119722E-03   0.400550E+03
   0.122140E-03   0.408373E+03
   0.124608E-03   0.416348E+03
   0.127125E-03   0.424481E+03
   0.129693E-03   0.432773E+03
   0.132313E-03   0.441228E+03
   0.134986E-03   0.449849E+03
   0.137713E-03   0.458639E+03
   0.140495E-03   0.467602E+03
   0.143333E-03   0.476741E+03
   0.146228E-03   0.486060E+03
   0.149182E-03   0.495563E+03
   0.152196E-03   0.505252E+03
   0.155271E-03   0.515132E+03
   0.158407E-03   0.525207E+03
   0.161607E-03   0.535480E+03
   0.164872E-03   0.545956E+03
   0.168203E-03   0.556638E+03
   0.171601E-03   0.567531E+03
   0.175067E-03   0.578639E+03
   0.178604E-03   0.589967E+03
   0.182212E-03   0.601518E+03
   0.185893E-03   0.613298E+03
   0.189648E-03   0.625310E+03
   0.193479E-03   0.637560E+03
   0.197388E-03   0.650053E+03
   0.201375E-03   0.662793E+03
   0.205443E-03   0.675785E+03
   0.209594E-03   0.689036E+03
   0.213828E-03   0.702549E+03
   0.218147E-03   0.716330E+03
   0.222554E-03   0.730385E+03
   0.227050E-03   0.744720E+03
   0.231637E-03   0.759340E+03
   0.236316E-03   0.774251E+03
   0.241090E-03   0.789458E+03
   0.245960E-03   0.804970E+03
   0.250929E-03   0.820790E+03
   0.255998E-03   0.836926E+03
   0.261170E-03   0.853385E+03
   0.266446E-03   0.870172E+03
   0.271828E-03   0.887296E+03
   0.277319E-03   0.904763E+03
   0.282922E-03   0.922579E+03
   0.288637E-03   0.940753E+03
   0.294468E-03   0.959292E+03
   0.300417E-03   0.978203E+03
   0.306485E-03   0.997494E+03
   0.312677E-03   0.101717E+04
   0.318993E-03   0.103725E+04
   0.325437E-03   0.105773E+04
   0.332012E-03   0.107862E+04
   0.338719E-03   0.109994E+04
   0.345561E-03   0.112169E+04
   0.352542E-03   0.114387E+04
   0.359664E-03   0.116651E+04
   0.366930E-03   0.118960E+04
   0.374342E-03   0.121316E+04
   0.381904E-03   0.123720E+04
   0.389619E-03   0.126173E+04
   0.397490E-03   0.128675E+04
   0.405520E-03   0.131229E+04
   0.413712E-03   0.133834E+04
   0.422070E-03   0.136492E+04
   0.430596E-03   0.139205E+04
   0.439295E-03   0.141972E+04
   0.448169E-03   0.144797E+04
   0.457222E-03   0.147678E+04
   0.466459E-03   0.150619E+04
   0.475882E-03   0.153619E+04
   0.485496E-03   0.156680E+04
   0.495303E-03   0.159804E+04
   0.505309E-03   0.162992E+04
   0.515517E-03   0.166245E+04
   0.525931E-03   0.169563E+04
   0.536556E-03   0.172950E+04
   0.547395E-03   0.176405E+04
   0.558453E-03   0.179931E+04
   0.569734E-03   0.183528E+04
   0.581244E-03   0.187199E+04
   0.592986E-03   0.190943E+04
   0.604965E-03   0.194764E+04
   0.617186E-03   0.198661E+04
   0.629654E-03   0.202638E+04
   0.642374E-03   0.206694E+04
   0.655350E-03   0.210832E+04
   0.668589E-03   0.215052E+04
   0.682096E-03   0.219357E+04
   0.695875E-03   0.223748E+04
   0.709933E-03   0.228226E+04
   0.724274E-03   0.232792E+04
   0.738906E-03   0.237449E+04
   0.753832E-03   0.242197E+04
   0.769061E-03   0.247038E+04
   0.784597E-03   0.251973E+04
   0.800447E-03   0.257004E+04
   0.816617E-03   0.262132E+04
   0.833114E-03   0.267358E+04
   0.849944E-03   0.272684E+04
   0.867114E-03   0.278111E+04
   0.884631E-03   0.283640E+04
   0.902501E-03   0.289273E+04
   0.920733E-03   0.295011E+04
   0.939333E-03   0.300856E+04
   0.958309E-03   0.306807E+04
   0.977668E-03   0.312868E+04
   0.997418E-03   0.319038E+04
   0.101757E-02   0.325320E+04
   0.103812E-02   0.331714E+04
   0.105910E-02   0.338222E+04
   0.108049E-02   0.344844E+04
   0.110232E-02   0.351583E+04
   0.112459E-02   0.358439E+04
   0.114730E-02   0.365414E+04
   0.117048E-02   0.372508E+04
   0.119413E-02   0.379724E+04
   0.121825E-02   0.387062E+04
   0.124286E-02   0.394523E+04
   0.126797E-02   0.402110E+04
   0.129358E-02   0.409822E+04
   0.131971E-02   0.417663E+04
   0.134637E-02   0.425632E+04
   0.137357E-02   0.433732E+04
   0.140132E-02   0.441964E+04
   0.142963E-02   0.450330E+04
   0.145851E-02   0.458830E+04
   0.148797E-02   0.467467E+04
   0.151803E-02   0.476241E+04
   0.154870E-02   0.485155E+04
   0.157998E-02   0.494209E+04
   0.161190E-02   0.503406E+04
   0.164446E-02   0.512747E+04
   0.167768E-02   0.522233E+04
   0.171158E-02   0.531865E+04
   0.174615E-02   0.541646E+04
   0.178143E-02   0.551576E+04
   0.181741E-02   0.561656E+04
   0.185413E-02   0.571889E+04
   0.189158E-02   0.582275E+04
   0.192980E-02   0.592816E+04
   0.196878E-02   0.603512E+04
   0.200855E-02   0.614366E+04
   0.204913E-02   0.625377E+04
   0.209052E-02   0.636547E+04
   0.213276E-02   0.647878E+04
   0.217584E-02   0.659369E+04
   0.221979E-02   0.671022E+04
   0.226464E-02   0.682838E+04
   0.231039E-02   0.694817E+04
   0.235706E-02   0.706961E+04
   0.240467E-02   0.719269E+04
   0.245325E-02   0.731743E+04
   0.250281E-02   0.744383E+04
   0.255337E-02   0.757190E+04
   0.260495E-02   0.770163E+04
   0.265758E-02   0.783303E+04
   0.271126E-02   0.796610E+04
   0.276603E-02   0.810084E+04
   0.282191E-02   0.823724E+04
   0.287892E-02   0.837532E+04
   0.293708E-02   0.851506E+04
   0.299641E-02   0.865646E+04
   0.305694E-02   0.879952E+04
   0.311870E-02   0.894422E+04
   0.318170E-02   0.909056E+04
   0.324597E-02   0.923853E+04
   0.331155E-02   0.938812E+04
   0.337844E-02   0.953931E+04
   0.344669E-02   0.969210E+04
   0.351632E-02   0.984646E+04
   0.358735E-02   0.100024E+05
   0.365982E-02   0.101598E+05
   0.373376E-02   0.103188E+05
   0.380918E-02   0.104793E+05
   0.388613E-02   0.106412E+05
   0.396464E-02   0.108046E+05
   0.404473E-02   0.109694E+05
   0.412644E-02   0.111356E+05
   0.420980E-02   0.113031E+05
   0.429484E-02   0.114719E+05
   0.438160E-02   0.116420E+05
   0.447012E-02   0.118134E+05
   0.456042E-02   0.119859E+05
   0.465255E-02   0.121596E+05
   0.474653E-02   0.123344E+05
   0.484242E-02   0.125102E+05
   0.494024E-02   0.126870E+05
   0.504004E-02   0.128648E+05
   0.514186E-02   0.130435E+05
   0.524573E-02   0.132229E+05
   0.535170E-02   0.134031E+05
   0.545981E-02   0.135841E+05
   0.557011E-02   0.137656E+05
   0.568263E-02   0.139477E+05
   0.579743E-02   0.141302E+05
   0.591455E-02   0.143131E+05
   0.603403E-02   0.144964E+05
   0.615592E-02   0.146798E+05
   0.628028E-02   0.148634E+05
   0.640715E-02   0.150470E+05
   0.653658E-02   0.152305E+05
   0.666863E-02   0.154138E+05
   0.680335E-02   0.155969E+05
   0.694078E-02   0.157796E+05
   0.708100E-02   0.159618E+05
   0.722404E-02   0.161433E+05
   0.736998E-02   0.163242E+05
   0.751886E-02   0.165041E+05
   0.767075E-02   0.166831E+05
   0.782571E-02   0.168609E+05
   0.798380E-02   0.170375E+05
   0.814509E-02   0.172127E+05
   0.830963E-02   0.173863E+05
   0.847750E-02   0.175581E+05
   0.864875E-02   0.177282E+05
   0.882347E-02   0.178962E+05
   0.900171E-02   0.180620E+05
   0.918356E-02   0.182254E+05
   0.936908E-02   0.183864E+05
   0.955835E-02   0.185446E+05
   0.975144E-02   0.186999E+05
   0.994843E-02   0.188522E+05
   0.101494E-01   0.190012E+05
   0.103544E-01   0.191467E+05
   0.105636E-01   0.192886E+05
   0.107770E-01   0.194266E+05
   0.109947E-01   0.195605E+05
   0.112168E-01   0.196902E+05
   0.114434E-01   0.198154E+05
   0.116746E-01   0.199358E+05
   0.119104E-01   0.200514E+05
   0.121510E-01   0.201618E+05
   0.123965E-01   0.202668E+05
   0.126469E-01   0.203662E+05
   0.129024E-01   0.204598E+05
   0.131631E-01   0.205473E+05
   0.134290E-01   0.206285E+05
   0.137003E-01   0.207032E+05
   0.139770E-01   0.207711E+05
   0.142594E-01   0.208321E+05
   0.145474E-01   0.208858E+05
   0.148413E-01   0.209321E+05
   0.151411E-01   0.209706E+05
   0.154470E-01   0.210013E+05
   0.157590E-01   0.210239E+05
   0.160774E-01   0.210382E+05
   0.164022E-01   0.210439E+05
   0.167335E-01   0.210409E+05
   0.170716E-01   0.210290E+05
   0.174164E-01   0.210079E+05
   0.177683E-01   0.209776E+05
   0.181272E-01   0.209378E+05
   0.184934E-01   0.208885E+05
   0.188670E-01   0.208295E+05
   0.192481E-01   0.207606E+05
   0.196370E-01   0.206818E+05
   0.200337E-01   0.205931E+05
   0.204384E-01   0.204943E+05
   0.208513E-01   0.203854E+05
   0.212725E-01   0.202664E+05
   0.217022E-01   0.201374E+05
   0.221406E-01   0.199983E+05
