#           k/h    P           
   0.100000E-03   0.313602E+03
   0.102020E-03   0.319720E+03
   0.104081E-03   0.325958E+03
   0.106184E-03   0.332318E+03
   0.108329E-03   0.338803E+03
   0.110517E-03   0.345414E+03
   0.112750E-03   0.352155E+03
   0.115027E-03   0.359028E+03
   0.117351E-03   0.366035E+03
   0.119722E-03   0.373180E+03
   0.122140E-03   0.380464E+03
   0.124608E-03   0.387891E+03
   0.127125E-03   0.395464E+03
   0.129693E-03   0.403185E+03
   0.132313E-03   0.411058E+03
   0.134986E-03   0.419085E+03
   0.137713E-03   0.427269E+03
   0.140495E-03   0.435614E+03
   0.143333E-03   0.444123E+03
   0.146228E-03   0.452799E+03
   0.149182E-03   0.461645E+03
   0.152196E-03   0.470665E+03
   0.155271E-03   0.479862E+03
   0.158407E-03   0.489239E+03
   0.161607E-03   0.498802E+03
   0.164872E-03   0.508552E+03
   0.168203E-03   0.518494E+03
   0.171601E-03   0.528631E+03
   0.175067E-03   0.538968E+03
   0.178604E-03   0.549509E+03
   0.182212E-03   0.560258E+03
   0.185893E-03   0.571218E+03
   0.189648E-03   0.582394E+03
   0.193479E-03   0.593791E+03
   0.197388E-03   0.605412E+03
   0.201375E-03   0.617263E+03
   0.205443E-03   0.629349E+03
   0.209594E-03   0.641673E+03
   0.213828E-03   0.654240E+03
   0.218147E-03   0.667056E+03
   0.222554E-03   0.680126E+03
   0.227050E-03   0.693454E+03
   0.231637E-03   0.707047E+03
   0.236316E-03   0.720909E+03
   0.241090E-03   0.735046E+03
   0.245960E-03   0.749463E+03
   0.250929E-03   0.764166E+03
   0.255998E-03   0.779162E+03
   0.261170E-03   0.794456E+03
   0.266446E-03   0.810054E+03
   0.271828E-03   0.825962E+03
   0.277319E-03   0.842187E+03
   0.282922E-03   0.858736E+03
   0.288637E-03   0.875614E+03
   0.294468E-03   0.892829E+03
   0.300417E-03   0.910388E+03
   0.306485E-03   0.928298E+03
   0.312677E-03   0.946565E+03
   0.318993E-03   0.965198E+03
   0.325437E-03   0.984204E+03
   0.332012E-03   0.100359E+04
   0.338719E-03   0.102337E+04
   0.345561E-03   0.104354E+04
   0.352542E-03   0.106412E+04
   0.359664E-03   0.108511E+04
   0.366930E-03   0.110652E+04
   0.374342E-03   0.112836E+04
   0.381904E-03   0.115064E+04
   0.389619E-03   0.117337E+04
