#           k/h    P           
   0.100000E-03   0.294843E+03
   0.102020E-03   0.300594E+03
   0.104081E-03   0.306457E+03
   0.106184E-03   0.312435E+03
   0.108329E-03   0.318530E+03
   0.110517E-03   0.324744E+03
   0.112750E-03   0.331080E+03
   0.115027E-03   0.337539E+03
   0.117351E-03   0.344125E+03
   0.119722E-03   0.350840E+03
   0.122140E-03   0.357686E+03
   0.124608E-03   0.364666E+03
   0.127125E-03   0.371783E+03
   0.129693E-03   0.379039E+03
   0.132313E-03   0.386437E+03
   0.134986E-03   0.393980E+03
   0.137713E-03   0.401671E+03
   0.140495E-03   0.409513E+03
   0.143333E-03   0.417508E+03
   0.146228E-03   0.425660E+03
   0.149182E-03   0.433972E+03
   0.152196E-03   0.442446E+03
   0.155271E-03   0.451087E+03
   0.158407E-03   0.459898E+03
   0.161607E-03   0.468881E+03
   0.164872E-03   0.478041E+03
   0.168203E-03   0.487381E+03
   0.171601E-03   0.496904E+03
   0.175067E-03   0.506614E+03
   0.178604E-03   0.516516E+03
   0.182212E-03   0.526611E+03
   0.185893E-03   0.536906E+03
   0.189648E-03   0.547402E+03
   0.193479E-03   0.558106E+03
   0.197388E-03   0.569020E+03
   0.201375E-03   0.580149E+03
   0.205443E-03   0.591497E+03
   0.209594E-03   0.603069E+03
   0.213828E-03   0.614869E+03
   0.218147E-03   0.626902E+03
   0.222554E-03   0.639172E+03
   0.227050E-03   0.651684E+03
   0.231637E-03   0.664444E+03
   0.236316E-03   0.677455E+03
   0.241090E-03   0.690724E+03
   0.245960E-03   0.704255E+03
   0.250929E-03   0.718054E+03
   0.255998E-03   0.732126E+03
   0.261170E-03   0.746476E+03
   0.266446E-03   0.761111E+03
   0.271828E-03   0.776036E+03
   0.277319E-03   0.791257E+03
   0.282922E-03   0.806780E+03
   0.288637E-03   0.822612E+03
   0.294468E-03   0.838757E+03
   0.300417E-03   0.855224E+03
   0.306485E-03   0.872018E+03
   0.312677E-03   0.889146E+03
   0.318993E-03   0.906615E+03
   0.325437E-03   0.924432E+03
   0.332012E-03   0.942604E+03
   0.338719E-03   0.961138E+03
   0.345561E-03   0.980042E+03
   0.352542E-03   0.999323E+03
   0.359664E-03   0.101899E+04
   0.366930E-03   0.103905E+04
   0.374342E-03   0.105951E+04
   0.381904E-03   0.108038E+04
   0.389619E-03   0.110166E+04
   0.397490E-03   0.112338E+04
   0.405520E-03   0.114552E+04
   0.413712E-03   0.116811E+04
   0.422070E-03   0.119116E+04
   0.430596E-03   0.121466E+04
   0.439295E-03   0.123864E+04
   0.448169E-03   0.126310E+04
   0.457222E-03   0.128804E+04
   0.466459E-03   0.131349E+04
   0.475882E-03   0.133945E+04
   0.485496E-03   0.136593E+04
   0.495303E-03   0.139294E+04
   0.505309E-03   0.142049E+04
   0.515517E-03   0.144859E+04
   0.525931E-03   0.147726E+04
   0.536556E-03   0.150650E+04
   0.547395E-03   0.153632E+04
   0.558453E-03   0.156674E+04
   0.569734E-03   0.159777E+04
   0.581244E-03   0.162942E+04
   0.592986E-03   0.166170E+04
