#           k/h    P           
   0.100000E-03   0.227468E+03
   0.102020E-03   0.231902E+03
   0.104081E-03   0.236422E+03
   0.106184E-03   0.241031E+03
   0.108329E-03   0.245729E+03
   0.110517E-03   0.250519E+03
   0.112750E-03   0.255403E+03
   0.115027E-03   0.260381E+03
   0.117351E-03   0.265457E+03
   0.119722E-03   0.270632E+03
   0.122140E-03   0.275908E+03
   0.124608E-03   0.281287E+03
   0.127125E-03   0.286771E+03
   0.129693E-03   0.292362E+03
   0.132313E-03   0.298062E+03
   0.134986E-03   0.303874E+03
   0.137713E-03   0.309799E+03
   0.140495E-03   0.315839E+03
   0.143333E-03   0.321997E+03
   0.146228E-03   0.328276E+03
   0.149182E-03   0.334677E+03
   0.152196E-03   0.341204E+03
   0.155271E-03   0.347857E+03
   0.158407E-03   0.354641E+03
   0.161607E-03   0.361557E+03
   0.164872E-03   0.368608E+03
   0.168203E-03   0.375797E+03
   0.171601E-03   0.383127E+03
   0.175067E-03   0.390600E+03
   0.178604E-03   0.398218E+03
   0.182212E-03   0.405986E+03
   0.185893E-03   0.413905E+03
   0.189648E-03   0.421980E+03
   0.193479E-03   0.430212E+03
   0.197388E-03   0.438605E+03
   0.201375E-03   0.447162E+03
   0.205443E-03   0.455887E+03
   0.209594E-03   0.464782E+03
   0.213828E-03   0.473851E+03
   0.218147E-03   0.483098E+03
   0.222554E-03   0.492526E+03
   0.227050E-03   0.502138E+03
   0.231637E-03   0.511938E+03
   0.236316E-03   0.521930E+03
   0.241090E-03   0.532118E+03
   0.245960E-03   0.542505E+03
   0.250929E-03   0.553095E+03
   0.255998E-03   0.563893E+03
   0.261170E-03   0.574903E+03
   0.266446E-03   0.586128E+03
   0.271828E-03   0.597573E+03
   0.277319E-03   0.609243E+03
   0.282922E-03   0.621141E+03
   0.288637E-03   0.633272E+03
   0.294468E-03   0.645642E+03
   0.300417E-03   0.658254E+03
   0.306485E-03   0.671113E+03
   0.312677E-03   0.684224E+03
   0.318993E-03   0.697593E+03
   0.325437E-03   0.711224E+03
   0.332012E-03   0.725122E+03
   0.338719E-03   0.739293E+03
   0.345561E-03   0.753742E+03
   0.352542E-03   0.768475E+03
   0.359664E-03   0.783497E+03
   0.366930E-03   0.798814E+03
   0.374342E-03   0.814431E+03
   0.381904E-03   0.830355E+03
   0.389619E-03   0.846592E+03
   0.397490E-03   0.863148E+03
   0.405520E-03   0.880029E+03
   0.413712E-03   0.897241E+03
   0.422070E-03   0.914791E+03
   0.430596E-03   0.932685E+03
   0.439295E-03   0.950931E+03
   0.448169E-03   0.969535E+03
   0.457222E-03   0.988504E+03
   0.466459E-03   0.100785E+04
   0.475882E-03   0.102757E+04
   0.485496E-03   0.104767E+04
   0.495303E-03   0.106817E+04
   0.505309E-03   0.108908E+04
   0.515517E-03   0.111039E+04
   0.525931E-03   0.113212E+04
   0.536556E-03   0.115427E+04
   0.547395E-03   0.117686E+04
   0.558453E-03   0.119989E+04
   0.569734E-03   0.122337E+04
   0.581244E-03   0.124731E+04
   0.592986E-03   0.127171E+04
   0.604965E-03   0.129659E+04
   0.617186E-03   0.132195E+04
   0.629654E-03   0.134781E+04
   0.642374E-03   0.137416E+04
   0.655350E-03   0.140103E+04
   0.668589E-03   0.142842E+04
