alpha,Omega_m0,min_sound_numerator,a_at_min_sound_numerator,min_D,min_Qs_over_Mpl2,a_at_min_Qs,min_cs2
0.7639999999999999,0.33999999999999997,7.264278040772523e-29,9.999999999999982e-09,7.264278040772523e-29,3.6321390203862613e-29,9.999999999999982e-09,1.0
0.7639999999999999,0.35,7.154188883218228e-29,9.999999999999982e-09,7.154188883218228e-29,3.577094441609114e-29,9.999999999999982e-09,1.0
0.7639999999999999,0.36,7.04410000843081e-29,9.999999999999982e-09,7.04410000843081e-29,3.522050004215405e-29,9.999999999999982e-09,1.0
0.7639999999999999,0.37,6.934011416409217e-29,9.999999999999982e-09,6.934011416409217e-29,3.4670057082046086e-29,9.999999999999982e-09,1.0
0.7639999999999999,0.38,6.823923107152365e-29,9.999999999999982e-09,6.823923107152365e-29,3.4119615535761825e-29,9.999999999999982e-09,1.0
0.826,0.24,8.365185231290673e-29,9.999999999999982e-09,8.365185231290673e-29,4.1825926156453364e-29,9.999999999999982e-09,1.0
0.826,0.25,8.255093245185455e-29,9.999999999999982e-09,8.255093245185455e-29,4.1275466225927277e-29,9.999999999999982e-09,1.0
0.826,0.26,8.145001541857801e-29,9.999999999999982e-09,8.145001541857801e-29,4.0725007709289004e-29,9.999999999999982e-09,1.0
0.826,0.27,8.034910121306631e-29,9.999999999999982e-09,8.034910121306631e-29,4.0174550606533153e-29,9.999999999999982e-09,1.0
0.826,0.27999999999999997,7.924818983530889e-29,9.999999999999982e-09,7.924818983530889e-29,3.9624094917654444e-29,9.999999999999982e-09,1.0
0.826,0.29,7.814728128529511e-29,9.999999999999982e-09,7.814728128529511e-29,3.9073640642647556e-29,9.999999999999982e-09,1.0
0.826,0.3,7.70463755630142e-29,9.999999999999982e-09,7.70463755630142e-29,3.85231877815071e-29,9.999999999999982e-09,1.0
0.826,0.31,7.594547266845554e-29,9.999999999999982e-09,7.594547266845554e-29,3.797273633422777e-29,9.999999999999982e-09,1.0
0.826,0.32,7.484457260160843e-29,9.999999999999982e-09,7.484457260160843e-29,3.7422286300804213e-29,9.999999999999982e-09,1.0
0.826,0.32999999999999996,7.374367536246214e-29,9.999999999999982e-09,7.374367536246214e-29,3.687183768123107e-29,9.999999999999982e-09,1.0
0.826,0.33999999999999997,7.264278095100611e-29,9.999999999999982e-09,7.264278095100611e-29,3.6321390475503053e-29,9.999999999999982e-09,1.0
0.826,0.35,7.154188936722963e-29,9.999999999999982e-09,7.154188936722963e-29,3.5770944683614816e-29,9.999999999999982e-09,1.0
0.826,0.36,7.044100061112196e-29,9.999999999999982e-09,7.044100061112196e-29,3.522050030556098e-29,9.999999999999982e-09,1.0
0.826,0.37,6.934011468267256e-29,9.999999999999982e-09,6.934011468267256e-29,3.467005734133628e-29,9.999999999999982e-09,1.0
0.826,0.38,6.823923158187061e-29,9.999999999999982e-09,6.823923158187061e-29,3.4119615790935305e-29,9.999999999999982e-09,1.0
0.8879999999999999,0.24,8.365185293852429e-29,9.999999999999982e-09,8.365185293852429e-29,4.182592646926214e-29,9.999999999999982e-09,1.0
0.8879999999999999,0.25,8.255093306923832e-29,9.999999999999982e-09,8.255093306923832e-29,4.127546653461916e-29,9.999999999999982e-09,1.0
0.8879999999999999,0.26,8.145001602772802e-29,9.999999999999982e-09,8.145001602772802e-29,4.072500801386401e-29,9.999999999999982e-09,1.0
0.8879999999999999,0.27,8.034910181398257e-29,9.999999999999982e-09,8.034910181398257e-29,4.0174550906991285e-29,9.999999999999982e-09,1.0
0.8879999999999999,0.27999999999999997,7.924819042799146e-29,9.999999999999982e-09,7.924819042799146e-29,3.962409521399573e-29,9.999999999999982e-09,1.0
0.8879999999999999,0.29,7.814728186974399e-29,9.999999999999982e-09,7.814728186974399e-29,3.9073640934871995e-29,9.999999999999982e-09,1.0
0.8879999999999999,0.3,7.704637613922943e-29,9.999999999999982e-09,7.704637613922943e-29,3.8523188069614713e-29,9.999999999999982e-09,1.0
0.8879999999999999,0.31,7.594547323643714e-29,9.999999999999982e-09,7.594547323643714e-29,3.797273661821857e-29,9.999999999999982e-09,1.0
0.8879999999999999,0.32,7.484457316135643e-29,9.999999999999982e-09,7.484457316135643e-29,3.742228658067821e-29,9.999999999999982e-09,1.0
0.8879999999999999,0.32999999999999996,7.374367591397655e-29,9.999999999999982e-09,7.374367591397655e-29,3.6871837956988277e-29,9.999999999999982e-09,1.0
0.8879999999999999,0.33999999999999997,7.264278149428699e-29,9.999999999999982e-09,7.264278149428699e-29,3.6321390747143494e-29,9.999999999999982e-09,1.0
0.8879999999999999,0.35,7.154188990227701e-29,9.999999999999982e-09,7.154188990227701e-29,3.5770944951138505e-29,9.999999999999982e-09,1.0
0.8879999999999999,0.36,7.044100113793584e-29,9.999999999999982e-09,7.044100113793584e-29,3.522050056896792e-29,9.999999999999982e-09,1.0
0.8879999999999999,0.37,6.934011520125297e-29,9.999999999999982e-09,6.934011520125297e-29,3.4670057600626486e-29,9.999999999999982e-09,1.0
0.8879999999999999,0.38,6.823923209221757e-29,9.999999999999982e-09,6.823923209221757e-29,3.4119616046108784e-29,9.999999999999982e-09,1.0
0.95,0.24,8.36518535641418e-29,9.999999999999982e-09,8.36518535641418e-29,4.18259267820709e-29,9.999999999999982e-09,1.0
0.95,0.25,8.255093368662207e-29,9.999999999999982e-09,8.255093368662207e-29,4.1275466843311035e-29,9.999999999999982e-09,1.0
0.95,0.26,8.145001663687798e-29,9.999999999999982e-09,8.145001663687798e-29,4.072500831843899e-29,9.999999999999982e-09,1.0
0.95,0.27,8.034910241489884e-29,9.999999999999982e-09,8.034910241489884e-29,4.017455120744942e-29,9.999999999999982e-09,1.0
0.95,0.27999999999999997,7.924819102067401e-29,9.999999999999982e-09,7.924819102067401e-29,3.9624095510337003e-29,9.999999999999982e-09,1.0
0.95,0.29,7.814728245419289e-29,9.999999999999982e-09,7.814728245419289e-29,3.9073641227096445e-29,9.999999999999982e-09,1.0
0.95,0.3,7.704637671544466e-29,9.999999999999982e-09,7.704637671544466e-29,3.852318835772233e-29,9.999999999999982e-09,1.0
0.95,0.31,7.594547380441872e-29,9.999999999999982e-09,7.594547380441872e-29,3.797273690220936e-29,9.999999999999982e-09,1.0
0.95,0.32,7.484457372110441e-29,9.999999999999982e-09,7.484457372110441e-29,3.7422286860552207e-29,9.999999999999982e-09,1.0
0.95,0.32999999999999996,7.374367646549097e-29,9.999999999999982e-09,7.374367646549097e-29,3.6871838232745486e-29,9.999999999999982e-09,1.0
0.95,0.33999999999999997,7.264278203756786e-29,9.999999999999982e-09,7.264278203756786e-29,3.632139101878393e-29,9.999999999999982e-09,1.0
0.95,0.35,7.154189043732437e-29,9.999999999999982e-09,7.154189043732437e-29,3.5770945218662183e-29,9.999999999999982e-09,1.0
0.95,0.36,7.044100166474972e-29,9.999999999999982e-09,7.044100166474972e-29,3.522050083237486e-29,9.999999999999982e-09,1.0
0.95,0.37,6.934011571983336e-29,9.999999999999982e-09,6.934011571983336e-29,3.467005785991668e-29,9.999999999999982e-09,1.0
0.95,0.38,6.823923260256452e-29,9.999999999999982e-09,6.823923260256452e-29,3.411961630128226e-29,9.999999999999982e-09,1.0
