alpha,Omega_m0,min_sound_numerator,a_at_min_sound_numerator,min_D,min_Qs_over_Mpl2,a_at_min_Qs,min_cs2
0.702,0.24,8.365185106167161e-29,9.999999999999982e-09,8.365185106167161e-29,4.1825925530835806e-29,9.999999999999982e-09,1.0
0.702,0.25,8.255093121708702e-29,9.999999999999982e-09,8.255093121708702e-29,4.127546560854351e-29,9.999999999999982e-09,1.0
0.702,0.26,8.145001420027797e-29,9.999999999999982e-09,8.145001420027797e-29,4.0725007100138985e-29,9.999999999999982e-09,1.0
0.702,0.27,8.034910001123373e-29,9.999999999999982e-09,8.034910001123373e-29,4.0174550005616866e-29,9.999999999999982e-09,1.0
0.702,0.27999999999999997,7.924818864994375e-29,9.999999999999982e-09,7.924818864994375e-29,3.962409432497187e-29,9.999999999999982e-09,1.0
0.702,0.29,7.814728011639731e-29,9.999999999999982e-09,7.814728011639731e-29,3.9073640058198656e-29,9.999999999999982e-09,1.0
0.702,0.3,7.704637441058372e-29,9.999999999999982e-09,7.704637441058372e-29,3.852318720529186e-29,9.999999999999982e-09,1.0
0.702,0.31,7.594547153249229e-29,9.999999999999982e-09,7.594547153249229e-29,3.7972735766246144e-29,9.999999999999982e-09,1.0
0.702,0.32,7.48445714821124e-29,9.999999999999982e-09,7.48445714821124e-29,3.74222857410562e-29,9.999999999999982e-09,1.0
0.702,0.32999999999999996,7.374367425943323e-29,9.999999999999982e-09,7.374367425943323e-29,3.6871837129716617e-29,9.999999999999982e-09,1.0
0.702,0.33999999999999997,7.264277986444432e-29,9.999999999999982e-09,7.264277986444432e-29,3.632138993222216e-29,9.999999999999982e-09,1.0
0.702,0.35,7.154188829713491e-29,9.999999999999982e-09,7.154188829713491e-29,3.5770944148567454e-29,9.999999999999982e-09,1.0
0.702,0.36,7.044099955749421e-29,9.999999999999982e-09,7.044099955749421e-29,3.5220499778747105e-29,9.999999999999982e-09,1.0
0.702,0.37,6.934011364551177e-29,9.999999999999982e-09,6.934011364551177e-29,3.467005682275588e-29,9.999999999999982e-09,1.0
0.702,0.38,6.823923056117668e-29,9.999999999999982e-09,6.823923056117668e-29,3.411961528058834e-29,9.999999999999982e-09,1.0
0.7639999999999999,0.24,8.365185168728917e-29,9.999999999999982e-09,8.365185168728917e-29,4.1825925843644585e-29,9.999999999999982e-09,1.0
0.7639999999999999,0.25,8.255093183447078e-29,9.999999999999982e-09,8.255093183447078e-29,4.127546591723539e-29,9.999999999999982e-09,1.0
0.7639999999999999,0.26,8.145001480942802e-29,9.999999999999982e-09,8.145001480942802e-29,4.072500740471401e-29,9.999999999999982e-09,1.0
0.7639999999999999,0.27,8.034910061215002e-29,9.999999999999982e-09,8.034910061215002e-29,4.017455030607501e-29,9.999999999999982e-09,1.0
0.7639999999999999,0.27999999999999997,7.924818924262633e-29,9.999999999999982e-09,7.924818924262633e-29,3.9624094621313164e-29,9.999999999999982e-09,1.0
0.7639999999999999,0.29,7.814728070084621e-29,9.999999999999982e-09,7.814728070084621e-29,3.9073640350423106e-29,9.999999999999982e-09,1.0
0.7639999999999999,0.3,7.704637498679895e-29,9.999999999999982e-09,7.704637498679895e-29,3.8523187493399473e-29,9.999999999999982e-09,1.0
0.7639999999999999,0.31,7.594547210047391e-29,9.999999999999982e-09,7.594547210047391e-29,3.7972736050236956e-29,9.999999999999982e-09,1.0
0.7639999999999999,0.32,7.484457204186039e-29,9.999999999999982e-09,7.484457204186039e-29,3.7422286020930197e-29,9.999999999999982e-09,1.0
0.7639999999999999,0.32999999999999996,7.37436748109477e-29,9.999999999999982e-09,7.37436748109477e-29,3.687183740547385e-29,9.999999999999982e-09,1.0
