a,z,phi_over_Mpl,a_effective,E,E_N,response_exponent,Omega_m,Omega_r,Omega_R,w_R,alpha_B,alpha_K,D,F_s,sound_numerator,Q_s_over_Mpl2,c_s2,A_hat,B_hat,C_hat,V_hat,c_T2,dL_GW_over_dL_EM
1.9618539202938075e-05,50971.19470093063,-10.839035561087305,1.9618539202938075e-05,25558499.977420464,-50333868.572676465,9.758690555086463e-06,0.061281482313613904,0.9387185176863847,1.0681451572171964e-15,-1.0000490768491845,-4.518535047109374e-05,4.379675441192206e-05,4.379981698576785e-05,2.1898918971377425e-05,4.379981698576785e-05,2.1898918971377422e-05,1.0,9.037274265784084e-05,-6.705511912187022e-20,-6.917145833596717e-20,22363991539.94525,1.0,1.0
1.9784876028512778e-05,50542.65761801388,-10.83059274907966,1.9784876028512778e-05,25137079.805725493,-49497813.887488745,9.841430130745379e-06,0.06176896679823104,0.9382310332017676,1.1042614037523087e-15,-1.0000494392085597,-4.518535047109374e-05,4.378574083254023e-05,4.378880340638602e-05,2.1893412430504298e-05,4.378880340638602e-05,2.1893412430504298e-05,1.0,9.03727426582101e-05,-6.930487795384335e-20,-7.151020239894481e-20,21634316086.985027,1.0,1.0
1.995262314968877e-05,50117.723362727294,-10.822149937072016,1.995262314968877e-05,24722659.266185127,-48675701.260049455,9.924871218286594e-06,0.062260071947308246,0.9377399280526904,1.1415941115277833e-15,-1.000049804197392,-4.518535047109374e-05,4.377464545459049e-05,4.377770802843628e-05,2.1887864992195203e-05,4.377770802843628e-05,2.1887864992195203e-05,1.0,9.037274265761513e-05,-7.162968392379297e-20,-7.392771593119548e-20,20928546754.104015,1.0,1.0
2.0121792523732204e-05,49696.361645120436,-10.81370712506437,2.0121792523732204e-05,24315121.634844348,-47867297.72227068,1.0009019765515856e-05,0.06275482054958173,0.9372451794504171,1.180184057418588e-15,-1.0000501718344188,-4.518535047109374e-05,4.376346775893254e-05,4.376653033277833e-05,2.1882276396891714e-05,4.376653033277833e-05,2.1882276396891717e-05,1.0,9.037274265819691e-05,-7.40320225528287e-20,-7.642663920233628e-20,20245897797.707233,1.0,1.0
2.0292396209289442e-05,49278.54242989897,-10.805264313056725,2.0292396209289442e-05,23914352.138158016,-47072374.20284385,1.0093881770667646e-05,0.06325323547153891,0.9367467645284595,1.220073377086057e-15,-1.0000505421385093,-4.518535047109374e-05,4.375220723264335e-05,4.375526980648914e-05,2.1876646388143916e-05,4.375526980648914e-05,2.1876646388143916e-05,1.0,9.037274265810933e-05,-7.651446094324258e-20,-7.900970045593115e-20,19585609363.105656,1.0,1.0
2.046444636724673e-05,48864.23593428339,-10.796821501049081,2.046444636724673e-05,23520237.920366853,-46290705.462025724,1.0179463282832807e-05,0.06375533965654928,0.9362446603434494,1.2613056099242368e-15,-1.0000509151286645,-4.518535047109374e-05,4.374086335569445e-05,4.374392592954024e-05,2.187097470594931e-05,4.374392592954024e-05,2.1870974705949307e-05,1.0,9.03727426581906e-05,-7.907965043798283e-20,-8.167971881925667e-20,18946946630.88855,1.0,1.0
2.0637955261597084e-05,48453.41262588599,-10.788378689041437,2.0637955261597084e-05,23132668.01141964,-45522070.02751631,1.0265770402389738e-05,0.06426115612397068,0.9357388438760281,1.3039257454794807e-15,-1.0000512908240196,-4.518535047109374e-05,4.372943560850147e-05,4.373249818234726e-05,2.1865261090527448e-05,4.373249818234726e-05,2.1865261090527448e-05,1.0,9.037274265819848e-05,-8.173032934774845e-20,-8.443960730843278e-20,18329198989.963375,1.0,1.0
2.0812935260314456e-05,48046.04322060585,-10.779935877033791,2.0812935260314456e-05,22751533.295432374,-44766250.13141072,1.035280928143923e-05,0.0647707079682317,0.9352292920317672,1.3479802713910426e-15,-1.000051669243844,-4.518535047109374e-05,4.371792346881549e-05,4.372098604266128e-05,2.185950528076568e-05,4.372098604266128e-05,2.185950528076568e-05,1.0,9.037274265837494e-05,-8.446932577449772e-20,-8.729237593200969e-20,17731679238.709084,1.0,1.0
2.098939883623524e-05,47642.098680541574,-10.771493065026146,2.098939883623524e-05,22376726.479675405,-44023031.64820644,1.0440586124242952e-05,0.065284018357889,0.9347159816421093,1.3935172229019468e-15,-1.0000520504075419,-4.518535047109374e-05,4.37063264148317e-05,4.370938898867749e-05,2.185370701577338e-05,4.370938898867749e-05,2.185370701577338e-05,1.0,9.037274265790254e-05,-8.729956051954282e-20,-9.024113489619953e-20,17153722812.112799,1.0,1.0
2.1167358567947434e-05,47241.550211921334,-10.763050253018502,2.1167358567947434e-05,22008142.06407915,-43292204.03384775,1.0529107187665728e-05,0.06580111053466062,0.9341988894653381,1.4405862339910452e-15,-1.0000524343346548,-4.518535047109374e-05,4.369464391852802e-05,4.369770649237381e-05,2.1847866031551444e-05,4.369770649237381e-05,2.184786603155144e-05,1.0,9.037274265824598e-05,-9.022405009417238e-20,-9.328909791504826e-20,16594687035.076681,1.0,1.0
2.1346827140687376e-05,46844.369263050095,-10.754607441010856,2.1346827140687376e-05,21645676.31125018,-42573560.26579021,1.0618378781621603e-05,0.06632200781243393,0.9336779921875644,1.489238590178689e-15,-1.0000528210448605,-4.518535047109374e-05,4.36828754554351e-05,4.368593802928089e-05,2.1841982065877035e-05,4.368593802928089e-05,2.1841982065877035e-05,1.0,9.037274265827851e-05,-9.324590981007529e-20,-9.643958562894086e-20,16053950399.376286,1.0,1.0
2.152781734724374e-05,46450.52752227492,-10.74616462900321,2.152781734724374e-05,21289227.216989607,-41866896.784069985,1.0708407269523507e-05,0.06684673357624776,0.9331532664237505,1.5395272830600967e-15,-1.0000532105579756,-4.518535047109374e-05,4.367102049708678e-05,4.367408307093257e-05,2.183605485452902e-05,4.367408307093257e-05,2.183605485452902e-05,1.0,9.037274265806789e-05,-9.636835698582329e-20,-9.969602913493982e-20,15530911865.595203,1.0,1.0
2.1710342088869537e-05,46059.996915966614,-10.737721816995567,2.1710342088869537e-05,20938694.481304288,-41172013.43335808,1.0799199068736902e-05,0.06737531128124938,0.9326246887187492,1.5915070666224268e-15,-1.0000536028939555,-4.518535047109373e-05,4.365907851235236e-05,4.366214108619815e-05,2.183008413195405e-05,4.366214108619815e-05,2.183008413195405e-05,1.0,9.037274265822215e-05,-9.959471424691691e-20,-1.0306197363258196e-19,15024990187.571062,1.0,1.0
2.189441437620181e-05,45672.74960651848,-10.729279004987923,2.189441437620181e-05,20593979.47990319,-40488713.405984886,1.089076065103726e-05,0.06790776445162547,0.9320922355483731,1.6452345154031453e-15,-1.0000539980728957,-4.518535047109373e-05,4.364704897098932e-05,4.365011154483511e-05,2.182406963304284e-05,4.365011154483511e-05,2.1824069633042845e-05,1.0,9.037274265812543e-05,-1.0292841292824424e-19,-1.0654108218886088e-19,14535623259.063961,1.0,1.0
2.2080047330188985e-05,45288.7579903621,-10.720836192980277,2.2080047330188985e-05,20254985.236170992,-39816803.18591884,1.0983098543071348e-05,0.06844411667950669,0.9315558833204919,1.7007680845491464e-15,-1.0000543961150334,-4.518535047109373e-05,4.3634931338758355e-05,4.3637993912604145e-05,2.1818011090687813e-05,4.3637993912604145e-05,2.1818011090687813e-05,1.0,9.037274265839269e-05,-1.0637299659458491e-19,-1.1013713962624284e-19,14062267482.480856,1.0,1.0
2.2267254183026063e-05,44907.99469599994,-10.712393380972632,2.2267254183026063e-05,19921616.39361076,-39156092.49368302,1.1076219326822417e-05,0.06898439162384534,0.9310156083761529,1.7581681718380272e-15,-1.0000547970407472,-4.518535047109373e-05,4.36227250827524e-05,4.362578765659819e-05,2.1811908238447468e-05,4.362578765659819e-05,2.1811908238447468e-05,1.0,9.037274265821803e-05,-1.099321246613937e-19,-1.138540565376901e-19,13604397157.912989,1.0,1.0
2.245604827909791e-05,44530.432582054076,-10.703950568964988,2.245604827909791e-05,19593779.18874746,-38506394.23219311,1.1170129640079406e-05,0.06952861300926681,0.9304713869907311,1.8174971817249313e-15,-1.0000552008705592,-4.518535047109373e-05,4.36104296665117e-05,4.361349224035749e-05,2.180576080810405e-05,4.361349224035749e-05,2.180576080810405e-05,1.0,9.03727426578298e-05,-1.13609576143074e-19,-1.17695873432796e-19,13161503892.896929,1.0,1.0
2.2646443075930556e-05,44156.04473533133,-10.695507756957344,2.2646443075930556e-05,19271381.42448488,-37867524.43350197,1.1264836176910145e-05,0.07007680462489392,0.9299231953751043,1.8788195914802696e-15,-1.000055607625136,-4.518535047109373e-05,4.359804455046785e-05,4.360110712431364e-05,2.179956852988555e-05,4.360110712431364e-05,2.179956852988555e-05,1.0,9.037274265828236e-05,-1.1740925351440965e-19,-1.2166676501925786e-19,12733096031.392828,1.0,1.0
2.2838452145150368e-05,43784.80446890509,-10.687064944949698,2.2838452145150368e-05,18954332.44390881,-37239302.20643633,1.1360345688138469e-05,0.07062899032314295,0.9293710096768556,1.9422020194856744e-15,-1.0000560173252881,-4.518535047109373e-05,4.358556919860519e-05,4.358863177245098e-05,2.1793331135796242e-05,4.358863177245098e-05,2.179333113579624e-05,1.0,9.037274265813854e-05,-1.2133518668608623e-19,-1.2577104462404727e-19,12318698101.356491,1.0,1.0
2.3032089173451395e-05,43416.68532021312,-10.678622132942053,2.3032089173451395e-05,18642543.10452845,-36621549.68510985,1.1456664981825393e-05,0.07118519401849249,0.9288148059815057,2.0077132957578475e-15,-1.0000564299919736,-4.518535047109373e-05,4.3573003069134876e-05,4.3576065642980666e-05,2.1787048354953942e-05,4.3576065642980666e-05,2.1787048354953942e-05,1.0,9.037274265814675e-05,-1.2539153712803457e-19,-1.3001316875878608e-19,11917850281.308489,1.0,1.0
2.322736796357104e-05,43051.66104917112,-10.670179320934409,2.322736796357104e-05,18335925.75294865,-36014091.978297584,1.1553800923754438e-05,0.07174543968622461,0.9282545603137731,2.0754245347721084e-15,-1.000056845646297,-4.5185350471093724e-05,4.356034562160034e-05,4.356340819544613e-05,2.1780719917142584e-05,4.356340819544613e-05,2.1780719917142584e-05,1.0,9.037274265770239e-05,-1.2958260210154808e-19,-1.3439774183397477e-19,11530107883.768785,1.0,1.0
2.342430243527408e-05,42689.70563630209,-10.661736508926763,2.342430243527408e-05,18034394.199965946,-35416757.11965767,1.16517604379211e-05,0.07230975136113751,0.9276902486388603,2.1454092106596877e-15,-1.0000572643095111,-4.5185350471093724e-05,4.354759631021594e-05,4.355065888406173e-05,2.1774345549481676e-05,4.355065888406173e-05,2.1774345549481676e-05,1.0,9.037274265819309e-05,-1.3391281904521017e-19,-1.3892952102686557e-19,11155040856.36834,1.0,1.0
2.362290662634463e-05,42330.79328088207,-10.653293696919118,2.362290662634463e-05,17737863.696081936,-34829376.0187875,1.175055050702627e-05,0.07287815313622865,0.9271218468637694,2.2177432348550115e-15,-1.0000576860030181,-4.5185350471093724e-05,4.353475459408103e-05,4.353781716792682e-05,2.176792498153311e-05,4.353781716792682e-05,2.176792498153311e-05,1.0,9.037274265790655e-05,-1.3838677007487465e-19,-1.436134213079142e-19,10792233298.734533,1.0,1.0
2.3823194693586887e-05,41974.89839910078,-10.644850884911474,2.3823194693586887e-05,17446250.907425776,-34251782.41309785,1.185017817297404e-05,0.07345066916135012,0.9265493308386477,2.2925050362720914e-15,-1.0000581107483704,-4.5185350471093724e-05,4.352181992430133e-05,4.352488249814712e-05,2.1761457938862148e-05,4.352488249814712e-05,2.176145793886215e-05,1.0,9.037274265848504e-05,-1.4300918666160514e-19,-1.4845452063093049e-19,10441282996.281591,1.0,1.0
2.402518091383437e-05,41621.99562223784,-10.63640807290383,2.402518091383437e-05,17159473.89207965,-33683812.820492916,1.1950650537373706e-05,0.0740273236418348,0.9259726763581624,2.3697756440911956e-15,-1.0000585385672718,-4.5185350471093724e-05,4.350879175819984e-05,4.351185433204563e-05,2.1754944150142557e-05,4.351185433204563e-05,2.1754944150142557e-05,1.0,9.037274265783538e-05,-1.4778495441538084e-19,-1.5345806529218148e-19,10101800968.322817,1.0,1.0
2.422887968496748e-05,41272.05979485457,-10.627965260896184,2.422887968496748e-05,16877452.07680072,-33125306.49284273,1.2051974762045933e-05,0.07460814083709237,0.9253918591629049,2.4496387732396588e-15,-1.0000589694815787,-4.5185350471093724e-05,4.3495669542885486e-05,4.3498732116731276e-05,2.1748383338941288e-05,4.3498732116731276e-05,2.1748383338941284e-05,1.0,9.037274265836069e-05,-1.5271911807012445e-19,-1.5862947546387275e-19,9773411032.289318,1.0,1.0
2.443430552693972e-05,40925.06597300109,-10.619522448888539,2.443430552693972e-05,16600106.234132547,-32576105.370234586,1.2154158069533219e-05,0.07519314505917529,0.9248068549408222,2.5321809126534266e-15,-1.0000594035133006,-4.518535047109372e-05,4.348245273346081e-05,4.34855153073066e-05,2.1741775232821907e-05,4.34855153073066e-05,2.1741775232821907e-05,1.0,9.03727426578725e-05,-1.5781688656846769e-19,-1.639743509076133e-19,9455749381.052042,1.0,1.0
2.4641473082812792e-05,40580.989422438026,-10.611079636880895,2.4641473082812792e-05,16327358.459899265,-32036054.035989475,1.225720774361477e-05,0.0757823606713159,0.9242176393286816,2.6174914164087557e-15,-1.000059840684602,-4.518535047109372e-05,4.3469140776146565e-05,4.3472203349992355e-05,2.1735119554907323e-05,4.3472203349992355e-05,2.1735119554907323e-05,1.0,9.037274265804518e-05,-1.6308363836774531e-19,-1.6949847687364987e-19,9148464175.47913,1.0,1.0
2.4850397119800464e-05,40239.80561687335,-10.602636824873251,2.4850397119800464e-05,16059132.151076395,-31504999.6724318,1.2361131129825747e-05,0.07637581208643242,0.9236241879135647,2.705662597816061e-15,-1.0000602810178028,-4.518535047109372e-05,4.3455733120716223e-05,4.3458795694562014e-05,2.172841603009669e-05,4.3458795694562014e-05,2.172841603009669e-05,1.0,9.037274265821542e-05,-1.685249268621428e-19,-1.7520783019182407e-19,8851215149.410967,1.0,1.0
2.5061092530321153e-05,39901.49023621418,-10.594194012865604,2.5061092530321153e-05,15795351.984032098,-30982792.01739962,1.2465935635980842e-05,0.07697352376560469,0.9230264762343926,2.7967898265709414e-15,-1.0000607245353796,-4.518535047109372e-05,4.3442229215610985e-05,4.3445291789456775e-05,2.172166438262308e-05,4.3445291789456775e-05,2.1721664382623075e-05,1.0,9.037274265784201e-05,-1.7414648600694763e-19,-1.8110858556040208e-19,8563673228.290061,1.0,1.0
2.5273574333059166e-05,39566.019164833655,-10.58575120085796,2.5273574333059166e-05,15535943.893132892,-30469283.32148348,1.2571628732702165e-05,0.07757552021651748,0.9224244797834795,2.8909716290602882e-15,-1.0000611712599674,-4.518535047109372e-05,4.342862850438707e-05,4.343169107823286e-05,2.1714864334277154e-05,4.343169107823286e-05,2.1714864334277157e-05,1.0,9.03727426582997e-05,-1.7995423611921343e-19,-1.872071220391126e-19,8285520160.319809,1.0,1.0
2.5487857674035795e-05,39233.36848985112,-10.577308388850316,2.5487857674035795e-05,15280835.049706243,-29964328.30597905,1.2678217953952024e-05,0.07818182599187562,0.9218181740081213,2.9883097919251372e-15,-1.0000616212143598,-4.518535047109371e-05,4.341493043592977e-05,4.341799300977556e-05,2.170801560951403e-05,4.341799300977556e-05,2.170801560951403e-05,1.0,9.037274265779025e-05,-1.859542898333111e-19,-1.9351002975297178e-19,8016448159.383583,1.0,1.0
2.5703957827688625e-05,38903.51449942808,-10.56886557684267,2.5703957827688625e-05,15029953.841356318,-29467784.121545516,1.2785710897569804e-05,0.07879246568778488,0.921207534312212,3.088909468983796e-15,-1.00006207442151,-4.518535047109371e-05,4.3401134451130764e-05,4.3404197024976554e-05,2.1701117928792173e-05,4.3404197024976554e-05,2.170111792879217e-05,1.0,9.037274265802195e-05,-1.9215295829275608e-19,-2.0002411681359445e-19,7756159560.471114,1.0,1.0
2.5921890197960286e-05,38576.433681078044,-10.560422764835025,2.5921890197960286e-05,14783229.851625416,-28979510.307555366,1.2894115225813527e-05,0.07940746394210205,0.9205925360578948,3.1928792916233543e-15,-1.0000625309045337,-4.518535047109371e-05,4.3387239995766726e-05,4.3390302569612516e-05,2.1694171015012433e-05,4.3390302569612516e-05,2.169417101501243e-05,1.0,9.037274265778879e-05,-1.9855675748215454e-19,-2.0675641646498827e-19,7504366485.703852,1.0,1.0
2.614167031939655e-05,38252.102719990384,-10.55197995282738,2.614167031939655e-05,14540593.839995634,-28499368.75212429,1.300343866590608e-05,0.08002684543275324,0.9199731545672436,3.300331482770484e-15,-1.0000629906867073,-4.518535047109371e-05,4.337324651028525e-05,4.337630908413104e-05,2.168717458841125e-05,4.337630908413104e-05,2.168717458841125e-05,1.0,9.037274265809696e-05,-2.051724148083846e-19,-2.137141944610064e-19,7260790522.057458,1.0,1.0
2.6363313858253753e-05,37930.49849736826,-10.543537140819737,2.6363313858253753e-05,14301977.722225118,-28027223.652810056,1.3113689010586066e-05,0.08065063487602009,0.9193493651239762,3.4113819745559694e-15,-1.0000634537914723,-4.5185350471093704e-05,4.335915343779846e-05,4.336221601164425e-05,2.1680128370557276e-05,4.336221601164425e-05,2.1680128370557276e-05,1.0,9.037274265818669e-05,-2.1200687584842765e-19,-2.209049566818657e-19,7025162409.214232,1.0,1.0
2.6586836613615417e-05,37611.598088780855,-10.535094328812091,2.6586836613615417e-05,14067314.551013585,-27562941.477969762,1.322487411866323e-05,0.08127885702479276,0.9187211429752039,3.526150529790944e-15,-1.000063920242434,-4.5185350471093704e-05,4.334496021786578e-05,4.334802279171157e-05,2.167303208124288e-05,4.334802279171157e-05,2.167303208124288e-05,1.0,9.037274265866152e-05,-2.1906731134219604e-19,-2.2833645699736345e-19,6797221738.107719,1.0,1.0
2.681225451851834e-05,37295.37876252939,-10.526651516804446,2.681225451851834e-05,13836538.49699134,-27106390.9287637,1.3337001915578615e-05,0.08191153666678985,0.9180884633332064,3.644760867376682e-15,-1.0000643900633632,-4.5185350471093704e-05,4.333066629359934e-05,4.333372886744513e-05,2.1665885442036704e-05,4.333372886744513e-05,2.1665885442036704e-05,1.0,9.03727426579548e-05,-2.263611243730041e-19,-2.360167053846775e-19,6576716659.075132,1.0,1.0
2.7039583641088407e-05,36981.817978026666,-10.518208704796802,2.7039583641088407e-05,13609584.830026183,-26657442.901794992,1.3450080393969522e-05,0.08254869862274636,0.9174513013772497,3.7673407917736986e-15,-1.0000648632781988,-4.5185350471093704e-05,4.331627109967358e-05,4.331933367351937e-05,2.1658688170288744e-05,4.331933367351937e-05,2.1658688170288744e-05,1.0,9.037274265834596e-05,-2.3389595782214687e-19,-2.439539763088884e-19,6363403600.114766,1.0,1.0
2.726884018568612e-05,36670.8933841901,-10.509765892789156,2.726884018568612e-05,13386389.900843065,-26215970.452374376,1.356411761423934e-05,0.08319036774456774,0.9168096322554284,3.894022326659633e-15,-1.0000653399110466,-4.51853504710937e-05,4.330177407742426e-05,4.330483665127005e-05,2.16514399866795e-05,4.330483665127005e-05,2.1651439986679502e-05,1.0,9.037274265843156e-05,-2.416797019873568e-19,-2.521568173745993e-19,6157046993.791376,1.0,1.0
2.750004049406136e-05,36362.582817848954,-10.50132308078151,2.750004049406136e-05,13166891.122951731,-25781848.75840074,1.3679121705131928e-05,0.08383656891344961,0.9161634310865463,4.024941852909244e-15,-1.0000658199861827,-4.51853504710937e-05,4.3287174665078544e-05,4.3290237238924334e-05,2.1644140610335246e-05,4.3290237238924334e-05,2.1644140610335246e-05,1.0,9.037274265803168e-05,-2.4972050250510755e-19,-2.6063405825728434e-19,5957419013.752491,1.0,1.0
2.7733201046518392e-05,36056.86430216426,-10.492880268773867,2.7733201046518392e-05,12951026.954876296,-25354955.084845424,1.3795100864311141e-05,0.08448732703796458,0.9155126729620313,4.16024025103485e-15,-1.0000663035280533,-4.51853504710937e-05,4.327247229775495e-05,4.327553487160074e-05,2.1636789758828007e-05,4.327553487160074e-05,2.1636789758828004e-05,1.0,9.037274265821138e-05,-2.5802676849682593e-19,-2.6939481992331263e-19,5764299319.700533,1.0,1.0
2.796833846309073e-05,35753.71604506219,-10.484437456766223,2.796833846309073e-05,12738736.88268223,-24935168.748830996,1.391206335894521e-05,0.08514266705211482,0.9148573329478807,4.300063048229028e-15,-1.0000667905612761,-4.518535047109369e-05,4.325766641412472e-05,4.326072898797051e-05,2.162938715150607e-05,4.326072898797051e-05,2.1629387151506074e-05,1.0,9.037274265797216e-05,-2.6660718094995313e-19,-2.7844852414782855e-19,5577474810.648163,1.0,1.0
2.8205469504725708e-05,35453.116437680794,-10.475994644758577,2.8205469504725708e-05,12529961.402795885,-24522371.08529502,1.4030017526295983e-05,0.0858026139133499,0.9141973860866455,4.4445605701561184e-15,-1.0000672811106426,-4.518535047109369e-05,4.3242756449306376e-05,4.3245819023152166e-05,2.1621932505941478e-05,4.3245819023152166e-05,2.1621932505941478e-05,1.0,9.037274265782698e-05,-2.754707014019281e-19,-2.8780490333996683e-19,5396739386.610254,1.0,1.0
2.844461107447916e-05,35155.04405282981,-10.467551832750932,2.844461107447916e-05,12324642.00511146,-24116445.413228408,1.4148971774313189e-05,0.08646719260054972,0.9135328073994459,4.593888097643748e-15,-1.0000677752011173,-4.518535047109368e-05,4.3227741837530266e-05,4.3230804411376056e-05,2.161442553926218e-05,4.3230804411376056e-05,2.1614425539262177e-05,1.0,9.037274265849081e-05,-2.8462658086750706e-19,-2.974740106851898e-19,5221893717.95181,1.0,1.0
2.8685780218720357e-05,34859.4776434632,-10.459109020743288,2.8685780218720357e-05,12122721.156380467,-23717277.002478592,1.4268934582233791e-05,0.08713642811197327,0.9128635718880218,4.748206028430417e-15,-1.0000682728578412,-4.518535047109368e-05,4.321262201791172e-05,4.321568459175751e-05,2.16068659710385e-05,4.321568459175751e-05,2.16068659710385e-05,1.0,9.037274265801715e-05,-2.9408436903335854e-19,-3.074662306148424e-19,5052745022.299456,1.0,1.0
2.8928994128347227e-05,34566.396141164485,-10.450666208735644,2.8928994128347227e-05,11924142.283879101,-23324753.041108366,1.4389914501186468e-05,0.08781034546317248,0.9121896545368229,4.907680044129818e-15,-1.000068774106131,-4.518535047109368e-05,4.3197396421572455e-05,4.3200458995418245e-05,2.1599253516844166e-05,4.3200458995418245e-05,2.1599253516844166e-05,1.0,9.037274265826112e-05,-3.038539238023083e-19,-3.177922896133209e-19,4889106849.16358,1.0,1.0
2.9174270140011687e-05,34275.778654645015,-10.442223396727996,2.9174270140011687e-05,11728849.75934903,-22938762.603301227,1.4511920154801126e-05,0.08848896968486993,0.9115110303151253,5.072481282577532e-15,-1.000069278971482,-4.5185350471093677e-05,4.318206448451918e-05,4.318512705836497e-05,2.1591587894695264e-05,4.318512705836497e-05,2.1591587894695264e-05,1.0,9.037274265846379e-05,-3.139454210495789e-19,-3.2846326737357416e-19,4730798871.186704,1.0,1.0
2.9421625737355077e-05,33987.60446825524,-10.433780584720353,2.9421625737355077e-05,11536788.88320709,-22559196.617804486,1.463496023982342e-05,0.08917232582080042,0.910827674179194,5.2427865157309695e-15,-1.000069787479568,-4.5185350471093677e-05,4.3166625641870416e-05,4.3169688215716207e-05,2.158386882216382e-05,4.3169688215716207e-05,2.158386882216382e-05,1.0,9.037274265816342e-05,-3.2436936474595547e-19,-3.3949060831199244e-19,4577646682.6277485,1.0,1.0
2.967107855225501e-05,33701.85304050735,-10.425337772712709,2.967107855225501e-05,11347905.86901844,-22185947.836899012,1.4759043526734973e-05,0.0898604389255196,0.9101395610744747,5.4187783332997e-15,-1.0000702996562438,-4.518535047109367e-05,4.3151079326524245e-05,4.3154141900370036e-05,2.1576096015711686e-05,4.3154141900370036e-05,2.1576096015711686e-05,1.0,9.037274265788631e-05,-3.3513659738298946e-19,-3.5088613345414536e-19,4429481604.406661,1.0,1.0
2.9922646366081876e-05,33418.504002611444,-10.416894960705063,2.9922646366081876e-05,11162147.828230232,-21818910.805889793,1.4884178860378384e-05,0.09055333406217346,0.9094466659378211,5.60064533228665e-15,-1.0000708155275453,-4.518535047109367e-05,4.3135424970934656e-05,4.3138487544780446e-05,2.1568269191578676e-05,4.3138487544780446e-05,2.1568269191578676e-05,1.0,9.037274265828369e-05,-3.4625831071155678e-19,-3.626620527030484e-19,4286140495.530108,1.0,1.0
3.0176347110966188e-05,33137.53715702377,-10.40845214869742,3.0176347110966188e-05,10979462.755160548,-21457981.833106868,1.5010375160587634e-05,0.0912510363002324,0.9087489636997619,5.788582312628414e-15,-1.0000713351196917,-4.518535047109366e-05,4.311966201155244e-05,4.312272458539823e-05,2.1560388068002924e-05,4.312272458539823e-05,2.1560388068002924e-05,1.0,9.037274265793695e-05,-3.5774605680274926e-19,-3.7483097750213477e-19,4147465570.7029595,1.0,1.0
3.0432198871077198e-05,32858.932476006565,-10.400009336689774,3.0432198871077198e-05,10799799.51223807,-21103058.96040758,1.5137641422824103e-05,0.09195357071319082,0.9080464292868035,5.982790479128198e-15,-1.0000718584590864,-4.518535047109366e-05,4.310378987905523e-05,4.310685245290102e-05,2.1552452360336103e-05,4.310685245290102e-05,2.1552452360336103e-05,1.0,9.037274265826859e-05,-3.696117595108933e-19,-3.874059339054572e-19,4013304224.174458,1.0,1.0
3.069021988391158e-05,32582.67010020087,-10.391566524682128,3.069021988391158e-05,10623107.815489314,-20754041.934173666,1.526598671881758e-05,0.0926609623762271,0.9073390376237667,6.1834776498797276e-15,-1.000072385572318,-4.5185350471093656e-05,4.3087808009449736e-05,4.3090870583295526e-05,2.1544461786594307e-05,4.3090870583295526e-05,2.1544461786594307e-05,1.0,9.037274265801752e-05,-3.818677262075495e-19,-4.0040037606794834e-19,3883508859.07762,1.0,1.0
3.095042854159359e-05,32308.730337210756,-10.383123712674484,3.095042854159359e-05,10449338.22026825,-20410832.17679302,1.5395420197213e-05,0.09337323636382891,0.9066267636361649,6.390858471388586e-15,-1.0000729164861624,-4.518535047109365e-05,4.307171583430176e-05,4.307477840814755e-05,2.1536416062573285e-05,4.307477840814755e-05,2.1536416062573285e-05,1.0,9.037274265815113e-05,-3.94526659967771e-19,-4.1382820016910173e-19,3757936722.7088237,1.0,1.0
3.121284339218626e-05,32037.093660199418,-10.374680900666839,3.121284339218626e-05,10278442.10722468,-20073332.7586187,1.552595108422265e-05,0.09409041774738115,0.9059095822526121,6.6051546406024874e-15,-1.000073451227583,-4.518535047109365e-05,4.3055512788285745e-05,4.3058575362131535e-05,2.152831490562303e-05,4.3058575362131535e-05,2.152831490562303e-05,1.0,9.037274265811724e-05,-4.076016720602626e-19,-4.277037587837553e-19,3636449746.9894667,1.0,1.0
3.147748314101312e-05,31767.74070649774,-10.366238088659195,3.147748314101312e-05,10110371.668507777,-19741448.370398164,1.5657588684283638e-05,0.09481253159271542,0.9051874684072774,6.826595134068415e-15,-1.0000739898237339,-4.518535047109364e-05,4.3039198304743854e-05,4.3042260878589644e-05,2.1520158032427423e-05,4.3042260878589644e-05,2.1520158032427423e-05,1.0,9.037274265809272e-05,-4.2110629487801716e-19,-4.420418757140779e-19,3518914394.359798,1.0,1.0
3.174436665199203e-05,31500.652276223558,-10.357795276651549,3.174436665199203e-05,9945079.894199844,-19415085.29616269,1.579034238072135e-05,0.09553960295762412,0.9044603970423685,7.0554164444430504e-15,-1.0000745323019582,-4.518535047109364e-05,4.302277181746235e-05,4.302583439130814e-05,2.1511945159892383e-05,4.302583439130814e-05,2.1511945159892383e-05,1.0,9.03727426581232e-05,-4.3505449524217175e-19,-4.568578612974105e-19,3405201508.668384,1.0,1.0
3.201351294897932e-05,31235.809330913584,-10.349352464643905,3.201351294897932e-05,9782520.558977678,-19094151.38657183,1.5924221636418073e-05,0.09627165688933478,0.9037283431106576,7.29186282458718e-15,-1.000075078689793,-4.5185350471093636e-05,4.300623276067157e-05,4.300929533451736e-05,2.150367600514587e-05,4.300929533451736e-05,2.150367600514587e-05,1.0,9.037274265815143e-05,-4.494606881260161e-19,-4.721675282048823e-19,3295186171.0044336,1.0,1.0
