#           k/h    P           
   0.100000E-03   0.131708E+03
   0.102020E-03   0.134274E+03
   0.104081E-03   0.136890E+03
   0.106184E-03   0.139556E+03
   0.108329E-03   0.142275E+03
   0.110517E-03   0.145047E+03
   0.112750E-03   0.147872E+03
   0.115027E-03   0.150753E+03
   0.117351E-03   0.153690E+03
   0.119722E-03   0.156684E+03
   0.122140E-03   0.159736E+03
   0.124608E-03   0.162847E+03
   0.127125E-03   0.166019E+03
   0.129693E-03   0.169253E+03
   0.132313E-03   0.172550E+03
   0.134986E-03   0.175911E+03
   0.137713E-03   0.179337E+03
   0.140495E-03   0.182831E+03
   0.143333E-03   0.186392E+03
   0.146228E-03   0.190022E+03
   0.149182E-03   0.193723E+03
   0.152196E-03   0.197496E+03
   0.155271E-03   0.201342E+03
   0.158407E-03   0.205264E+03
   0.161607E-03   0.209261E+03
   0.164872E-03   0.213337E+03
   0.168203E-03   0.217491E+03
   0.171601E-03   0.221727E+03
   0.175067E-03   0.226045E+03
   0.178604E-03   0.230446E+03
   0.182212E-03   0.234934E+03
   0.185893E-03   0.239508E+03
   0.189648E-03   0.244172E+03
   0.193479E-03   0.248926E+03
   0.197388E-03   0.253773E+03
   0.201375E-03   0.258714E+03
   0.205443E-03   0.263750E+03
   0.209594E-03   0.268885E+03
   0.213828E-03   0.274120E+03
   0.218147E-03   0.279456E+03
   0.222554E-03   0.284896E+03
   0.227050E-03   0.290441E+03
   0.231637E-03   0.296095E+03
   0.236316E-03   0.301858E+03
   0.241090E-03   0.307733E+03
   0.245960E-03   0.313722E+03
   0.250929E-03   0.319827E+03
   0.255998E-03   0.326051E+03
   0.261170E-03   0.332395E+03
   0.266446E-03   0.338863E+03
   0.271828E-03   0.345456E+03
   0.277319E-03   0.352176E+03
   0.282922E-03   0.359028E+03
   0.288637E-03   0.366012E+03
   0.294468E-03   0.373131E+03
   0.300417E-03   0.380388E+03
   0.306485E-03   0.387786E+03
   0.312677E-03   0.395327E+03
   0.318993E-03   0.403014E+03
   0.325437E-03   0.410850E+03
   0.332012E-03   0.418837E+03
   0.338719E-03   0.426979E+03
   0.345561E-03   0.435279E+03
   0.352542E-03   0.443739E+03
   0.359664E-03   0.452362E+03
   0.366930E-03   0.461152E+03
   0.374342E-03   0.470112E+03
   0.381904E-03   0.479244E+03
   0.389619E-03   0.488553E+03
   0.397490E-03   0.498041E+03
   0.405520E-03   0.507713E+03
   0.413712E-03   0.517570E+03
   0.422070E-03   0.527618E+03
   0.430596E-03   0.537858E+03
   0.439295E-03   0.548296E+03
   0.448169E-03   0.558935E+03
   0.457222E-03   0.569778E+03
   0.466459E-03   0.580829E+03
   0.475882E-03   0.592092E+03
   0.485496E-03   0.603571E+03
   0.495303E-03   0.615270E+03
   0.505309E-03   0.627193E+03
   0.515517E-03   0.639345E+03
   0.525931E-03   0.651728E+03
   0.536556E-03   0.664348E+03
   0.547395E-03   0.677209E+03
   0.558453E-03   0.690316E+03
   0.569734E-03   0.703672E+03
   0.581244E-03   0.717282E+03
   0.592986E-03   0.731150E+03
   0.604965E-03   0.745282E+03
   0.617186E-03   0.759682E+03
   0.629654E-03   0.774355E+03
   0.642374E-03   0.789305E+03
   0.655350E-03   0.804537E+03
   0.668589E-03   0.820057E+03
   0.682096E-03   0.835869E+03
   0.695875E-03   0.851979E+03
   0.709933E-03   0.868391E+03
   0.724274E-03   0.885110E+03
   0.738906E-03   0.902142E+03
   0.753832E-03   0.919493E+03
   0.769061E-03   0.937166E+03
   0.784597E-03   0.955168E+03
   0.800447E-03   0.973505E+03
   0.816617E-03   0.992181E+03
   0.833114E-03   0.101120E+04
   0.849944E-03   0.103057E+04
   0.867114E-03   0.105030E+04
   0.884631E-03   0.107039E+04
   0.902501E-03   0.109085E+04
   0.920733E-03   0.111168E+04
   0.939333E-03   0.113288E+04
   0.958309E-03   0.115448E+04
   0.977668E-03   0.117646E+04
   0.997418E-03   0.119884E+04
   0.101757E-02   0.122162E+04
   0.103812E-02   0.124481E+04
   0.105910E-02   0.126841E+04
   0.108049E-02   0.129243E+04
   0.110232E-02   0.131687E+04
   0.112459E-02   0.134175E+04
   0.114730E-02   0.136706E+04
   0.117048E-02   0.139281E+04
   0.119413E-02   0.141901E+04
   0.121825E-02   0.144566E+04
   0.124286E-02   0.147278E+04
   0.126797E-02   0.150035E+04
   0.129358E-02   0.152840E+04
   0.131971E-02   0.155693E+04
   0.134637E-02   0.158593E+04
   0.137357E-02   0.161543E+04
   0.140132E-02   0.164541E+04
   0.142963E-02   0.167590E+04
   0.145851E-02   0.170689E+04
   0.148797E-02   0.173838E+04
   0.151803E-02   0.177040E+04
   0.154870E-02   0.180293E+04
   0.157998E-02   0.183599E+04
   0.161190E-02   0.186958E+04
   0.164446E-02   0.190370E+04
   0.167768E-02   0.193837E+04
   0.171158E-02   0.197358E+04
   0.174615E-02   0.200934E+04
   0.178143E-02   0.204566E+04
   0.181741E-02   0.208254E+04
   0.185413E-02   0.211998E+04
   0.189158E-02   0.215799E+04
   0.192980E-02   0.219658E+04
   0.196878E-02   0.223575E+04
   0.200855E-02   0.227550E+04
   0.204913E-02   0.231584E+04
   0.209052E-02   0.235677E+04
   0.213276E-02   0.239829E+04
   0.217584E-02   0.244042E+04
   0.221979E-02   0.248314E+04
   0.226464E-02   0.252647E+04
   0.231039E-02   0.257041E+04
   0.235706E-02   0.261496E+04
   0.240467E-02   0.266012E+04
   0.245325E-02   0.270589E+04
   0.250281E-02   0.275228E+04
   0.255337E-02   0.279929E+04
   0.260495E-02   0.284692E+04
   0.265758E-02   0.289516E+04
   0.271126E-02   0.294403E+04
   0.276603E-02   0.299351E+04
   0.282191E-02   0.304362E+04
   0.287892E-02   0.309434E+04
   0.293708E-02   0.314568E+04
   0.299641E-02   0.319764E+04
   0.305694E-02   0.325021E+04
   0.311870E-02   0.330339E+04
   0.318170E-02   0.335717E+04
   0.324597E-02   0.341157E+04
   0.331155E-02   0.346656E+04
   0.337844E-02   0.352214E+04
   0.344669E-02   0.357832E+04
   0.351632E-02   0.363508E+04
   0.358735E-02   0.369242E+04
   0.365982E-02   0.375033E+04
   0.373376E-02   0.380880E+04
   0.380918E-02   0.386782E+04
   0.388613E-02   0.392739E+04
   0.396464E-02   0.398749E+04
   0.404473E-02   0.404811E+04
   0.412644E-02   0.410925E+04
   0.420980E-02   0.417088E+04
   0.429484E-02   0.423301E+04
   0.438160E-02   0.429560E+04
   0.447012E-02   0.435865E+04
   0.456042E-02   0.442215E+04
   0.465255E-02   0.448607E+04
   0.474653E-02   0.455040E+04
   0.484242E-02   0.461511E+04
   0.494024E-02   0.468020E+04
   0.504004E-02   0.474563E+04
   0.514186E-02   0.481139E+04
   0.524573E-02   0.487746E+04
   0.535170E-02   0.494381E+04
   0.545981E-02   0.501041E+04
   0.557011E-02   0.507724E+04
   0.568263E-02   0.514427E+04
   0.579743E-02   0.521148E+04
   0.591455E-02   0.527883E+04
   0.603403E-02   0.534629E+04
   0.615592E-02   0.541384E+04
   0.628028E-02   0.548143E+04
   0.640715E-02   0.554903E+04
   0.653658E-02   0.561661E+04
   0.666863E-02   0.568413E+04
   0.680335E-02   0.575154E+04
   0.694078E-02   0.581882E+04
   0.708100E-02   0.588591E+04
   0.722404E-02   0.595278E+04
   0.736998E-02   0.601937E+04
   0.751886E-02   0.608565E+04
   0.767075E-02   0.615156E+04
   0.782571E-02   0.621706E+04
   0.798380E-02   0.628209E+04
   0.814509E-02   0.634660E+04
   0.830963E-02   0.641054E+04
   0.847750E-02   0.647385E+04
   0.864875E-02   0.653647E+04
   0.882347E-02   0.659835E+04
   0.900171E-02   0.665942E+04
   0.918356E-02   0.671963E+04
   0.936908E-02   0.677891E+04
   0.955835E-02   0.683718E+04
   0.975144E-02   0.689440E+04
   0.994843E-02   0.695048E+04
   0.101494E-01   0.700536E+04
   0.103544E-01   0.705896E+04
   0.105636E-01   0.711122E+04
   0.107770E-01   0.716205E+04
   0.109947E-01   0.721139E+04
   0.112168E-01   0.725915E+04
   0.114434E-01   0.730525E+04
   0.116746E-01   0.734962E+04
   0.119104E-01   0.739218E+04
   0.121510E-01   0.743284E+04
   0.123965E-01   0.747151E+04
   0.126469E-01   0.750813E+04
   0.129024E-01   0.754259E+04
   0.131631E-01   0.757482E+04
   0.134290E-01   0.760473E+04
   0.137003E-01   0.763223E+04
   0.139770E-01   0.765724E+04
   0.142594E-01   0.767968E+04
   0.145474E-01   0.769946E+04
   0.148413E-01   0.771649E+04
   0.151411E-01   0.773069E+04
   0.154470E-01   0.774198E+04
   0.157590E-01   0.775029E+04
   0.160774E-01   0.775552E+04
   0.164022E-01   0.775761E+04
   0.167335E-01   0.775647E+04
   0.170716E-01   0.775205E+04
   0.174164E-01   0.774428E+04
   0.177683E-01   0.773308E+04
   0.181272E-01   0.771841E+04
   0.184934E-01   0.770021E+04
   0.188670E-01   0.767843E+04
   0.192481E-01   0.765303E+04
   0.196370E-01   0.762398E+04
   0.200337E-01   0.759124E+04
   0.204384E-01   0.755480E+04
   0.208513E-01   0.751465E+04
   0.212725E-01   0.747078E+04
   0.217022E-01   0.742320E+04
   0.221406E-01   0.737192E+04
   0.225879E-01   0.731699E+04
   0.230442E-01   0.725842E+04
   0.235097E-01   0.719629E+04
   0.239847E-01   0.713063E+04
   0.244692E-01   0.706153E+04
   0.249635E-01   0.698910E+04
   0.254678E-01   0.691342E+04
   0.259823E-01   0.683462E+04
   0.265072E-01   0.675281E+04
   0.270426E-01   0.666814E+04
   0.275889E-01   0.658079E+04
   0.281463E-01   0.649093E+04
   0.287149E-01   0.639874E+04
   0.292949E-01   0.630439E+04
   0.298867E-01   0.620812E+04
   0.304905E-01   0.611017E+04
   0.311064E-01   0.601077E+04
   0.317348E-01   0.591017E+04
   0.323759E-01   0.580859E+04
   0.330299E-01   0.570631E+04
   0.336972E-01   0.560364E+04
   0.343779E-01   0.550084E+04
   0.350724E-01   0.539818E+04
   0.357809E-01   0.529592E+04
   0.365038E-01   0.519435E+04
   0.372412E-01   0.509378E+04
   0.379935E-01   0.499447E+04
   0.387610E-01   0.489668E+04
   0.395440E-01   0.480066E+04
   0.403429E-01   0.470664E+04
   0.411579E-01   0.461485E+04
   0.419893E-01   0.452552E+04
   0.428375E-01   0.443883E+04
   0.437029E-01   0.435495E+04
   0.445858E-01   0.427399E+04
   0.454865E-01   0.419605E+04
   0.464053E-01   0.412122E+04
   0.473428E-01   0.404955E+04
   0.482992E-01   0.398108E+04
   0.492749E-01   0.391573E+04
   0.502703E-01   0.385339E+04
   0.512858E-01   0.379397E+04
   0.523219E-01   0.373737E+04
   0.533789E-01   0.368335E+04
   0.544572E-01   0.363160E+04
   0.555573E-01   0.358186E+04
   0.566796E-01   0.353383E+04
   0.578246E-01   0.348712E+04
   0.589927E-01   0.344128E+04
   0.601845E-01   0.339588E+04
   0.614003E-01   0.335048E+04
   0.626407E-01   0.330458E+04
   0.639061E-01   0.325768E+04
   0.651971E-01   0.320930E+04
   0.665142E-01   0.315900E+04
   0.678578E-01   0.310636E+04
   0.692287E-01   0.305098E+04
   0.706272E-01   0.299257E+04
   0.720539E-01   0.293091E+04
   0.735095E-01   0.286583E+04
   0.749945E-01   0.279732E+04
   0.765095E-01   0.272552E+04
   0.780551E-01   0.265061E+04
   0.796319E-01   0.257297E+04
   0.812406E-01   0.249312E+04
   0.828817E-01   0.241160E+04
   0.845561E-01   0.232915E+04
   0.862642E-01   0.224651E+04
   0.880068E-01   0.216448E+04
   0.897847E-01   0.208393E+04
   0.915985E-01   0.200567E+04
   0.934489E-01   0.193051E+04
   0.953367E-01   0.185916E+04
   0.972626E-01   0.179224E+04
   0.992274E-01   0.173020E+04
   0.101232E+00   0.167340E+04
   0.103277E+00   0.162204E+04
   0.105363E+00   0.157603E+04
   0.107492E+00   0.153523E+04
   0.109663E+00   0.149921E+04
   0.111879E+00   0.146737E+04
   0.114139E+00   0.143902E+04
   0.116445E+00   0.141320E+04
   0.118797E+00   0.138893E+04
   0.121197E+00   0.136513E+04
   0.123645E+00   0.134072E+04
   0.126143E+00   0.131472E+04
   0.128691E+00   0.128625E+04
   0.131291E+00   0.125468E+04
   0.133943E+00   0.121966E+04
   0.136649E+00   0.118116E+04
   0.139409E+00   0.113951E+04
   0.142226E+00   0.109537E+04
   0.145099E+00   0.104966E+04
   0.148030E+00   0.100351E+04
   0.151020E+00   0.958125E+03
   0.154071E+00   0.914699E+03
   0.157184E+00   0.874278E+03
   0.160359E+00   0.837666E+03
   0.163598E+00   0.805367E+03
   0.166903E+00   0.777527E+03
   0.170275E+00   0.753907E+03
   0.173715E+00   0.733952E+03
   0.177224E+00   0.716763E+03
   0.180804E+00   0.701253E+03
   0.184457E+00   0.686225E+03
   0.188183E+00   0.670526E+03
   0.191985E+00   0.653213E+03
   0.195863E+00   0.633672E+03
   0.199820E+00   0.611736E+03
   0.203856E+00   0.587713E+03
   0.207974E+00   0.562313E+03
   0.212176E+00   0.536530E+03
   0.216462E+00   0.511466E+03
   0.220835E+00   0.488122E+03
   0.225296E+00   0.467229E+03
   0.229847E+00   0.449137E+03
   0.234490E+00   0.433767E+03
   0.239227E+00   0.420636E+03
   0.244060E+00   0.408955E+03
   0.248990E+00   0.397797E+03
   0.254020E+00   0.386288E+03
   0.259152E+00   0.373803E+03
   0.264387E+00   0.360106E+03
   0.269728E+00   0.345390E+03
   0.275177E+00   0.330203E+03
   0.280736E+00   0.315274E+03
   0.286407E+00   0.301302E+03
   0.292193E+00   0.288757E+03
   0.298096E+00   0.277768E+03
   0.304118E+00   0.268113E+03
   0.310261E+00   0.259302E+03
   0.316529E+00   0.250752E+03
   0.322923E+00   0.241978E+03
   0.329447E+00   0.232751E+03
   0.336102E+00   0.223151E+03
   0.342892E+00   0.213505E+03
   0.349819E+00   0.204232E+03
   0.356885E+00   0.195664E+03
   0.364095E+00   0.187917E+03
   0.371450E+00   0.180869E+03
   0.378954E+00   0.174236E+03
   0.386609E+00   0.167713E+03
   0.394419E+00   0.161119E+03
   0.402387E+00   0.154458E+03
   0.410516E+00   0.147889E+03
   0.418809E+00   0.141618E+03
   0.427269E+00   0.135773E+03
   0.435901E+00   0.130348E+03
   0.444706E+00   0.125221E+03
   0.453690E+00   0.120242E+03
   0.462855E+00   0.115325E+03
   0.472206E+00   0.110485E+03
   0.481745E+00   0.105805E+03
   0.491477E+00   0.101362E+03
   0.501405E+00   0.971725E+02
   0.511534E+00   0.931878E+02
   0.521868E+00   0.893406E+02
   0.532411E+00   0.855951E+02
   0.543166E+00   0.819633E+02
   0.554139E+00   0.784799E+02
   0.565333E+00   0.751631E+02
   0.576753E+00   0.719994E+02
   0.588404E+00   0.689591E+02
   0.600291E+00   0.660232E+02
   0.612418E+00   0.631943E+02
   0.624789E+00   0.604831E+02
   0.637411E+00   0.578889E+02
   0.650288E+00   0.554039E+02
   0.663424E+00   0.530212E+02
   0.676826E+00   0.507343E+02
   0.690499E+00   0.485388E+02
   0.704448E+00   0.464323E+02
   0.718679E+00   0.444123E+02
   0.733197E+00   0.424763E+02
   0.748009E+00   0.406211E+02
   0.763119E+00   0.388434E+02
   0.778536E+00   0.371399E+02
