#           k/h    P           
   0.100000E-03   0.389024E+03
   0.102020E-03   0.396623E+03
   0.104081E-03   0.404372E+03
   0.106184E-03   0.412272E+03
   0.108329E-03   0.420328E+03
   0.110517E-03   0.428542E+03
   0.112750E-03   0.436918E+03
   0.115027E-03   0.445458E+03
   0.117351E-03   0.454167E+03
   0.119722E-03   0.463047E+03
   0.122140E-03   0.472101E+03
   0.124608E-03   0.481335E+03
   0.127125E-03   0.490749E+03
   0.129693E-03   0.500350E+03
   0.132313E-03   0.510140E+03
   0.134986E-03   0.520123E+03
   0.137713E-03   0.530303E+03
   0.140495E-03   0.540685E+03
   0.143333E-03   0.551271E+03
   0.146228E-03   0.562067E+03
   0.149182E-03   0.573076E+03
   0.152196E-03   0.584303E+03
   0.155271E-03   0.595753E+03
   0.158407E-03   0.607429E+03
   0.161607E-03   0.619337E+03
   0.164872E-03   0.631481E+03
   0.168203E-03   0.643867E+03
   0.171601E-03   0.656498E+03
   0.175067E-03   0.669381E+03
   0.178604E-03   0.682519E+03
   0.182212E-03   0.695920E+03
   0.185893E-03   0.709587E+03
   0.189648E-03   0.723527E+03
   0.193479E-03   0.737746E+03
   0.197388E-03   0.752248E+03
   0.201375E-03   0.767040E+03
   0.205443E-03   0.782128E+03
   0.209594E-03   0.797519E+03
   0.213828E-03   0.813218E+03
   0.218147E-03   0.829232E+03
   0.222554E-03   0.845567E+03
   0.227050E-03   0.862231E+03
   0.231637E-03   0.879230E+03
   0.236316E-03   0.896572E+03
   0.241090E-03   0.914264E+03
   0.245960E-03   0.932312E+03
   0.250929E-03   0.950726E+03
   0.255998E-03   0.969512E+03
   0.261170E-03   0.988679E+03
   0.266446E-03   0.100823E+04
   0.271828E-03   0.102819E+04
   0.277319E-03   0.104854E+04
   0.282922E-03   0.106932E+04
   0.288637E-03   0.109051E+04
   0.294468E-03   0.111214E+04
   0.300417E-03   0.113421E+04
   0.306485E-03   0.115673E+04
   0.312677E-03   0.117972E+04
   0.318993E-03   0.120317E+04
   0.325437E-03   0.122710E+04
   0.332012E-03   0.125153E+04
   0.338719E-03   0.127646E+04
   0.345561E-03   0.130191E+04
   0.352542E-03   0.132788E+04
   0.359664E-03   0.135438E+04
   0.366930E-03   0.138143E+04
   0.374342E-03   0.140905E+04
   0.381904E-03   0.143723E+04
   0.389619E-03   0.146600E+04
   0.397490E-03   0.149537E+04
   0.405520E-03   0.152535E+04
   0.413712E-03   0.155595E+04
   0.422070E-03   0.158719E+04
   0.430596E-03   0.161908E+04
   0.439295E-03   0.165164E+04
   0.448169E-03   0.168487E+04
   0.457222E-03   0.171880E+04
   0.466459E-03   0.175344E+04
   0.475882E-03   0.178880E+04
   0.485496E-03   0.182490E+04
   0.495303E-03   0.186175E+04
   0.505309E-03   0.189938E+04
   0.515517E-03   0.193779E+04
   0.525931E-03   0.197700E+04
   0.536556E-03   0.201703E+04
   0.547395E-03   0.205789E+04
   0.558453E-03   0.209960E+04
   0.569734E-03   0.214218E+04
   0.581244E-03   0.218565E+04
   0.592986E-03   0.223001E+04
   0.604965E-03   0.227529E+04
   0.617186E-03   0.232151E+04
   0.629654E-03   0.236868E+04
   0.642374E-03   0.241682E+04
   0.655350E-03   0.246594E+04
   0.668589E-03   0.251606E+04
   0.682096E-03   0.256721E+04
   0.695875E-03   0.261939E+04
   0.709933E-03   0.267262E+04
   0.724274E-03   0.272692E+04
   0.738906E-03   0.278231E+04
   0.753832E-03   0.283879E+04
   0.769061E-03   0.289640E+04
   0.784597E-03   0.295513E+04
   0.800447E-03   0.301502E+04
   0.816617E-03   0.307607E+04
   0.833114E-03   0.313830E+04
   0.849944E-03   0.320172E+04
   0.867114E-03   0.326634E+04
   0.884631E-03   0.333219E+04
   0.902501E-03   0.339927E+04
   0.920733E-03   0.346761E+04
   0.939333E-03   0.353720E+04
   0.958309E-03   0.360808E+04
   0.977668E-03   0.368024E+04
   0.997418E-03   0.375370E+04
   0.101757E-02   0.382848E+04
   0.103812E-02   0.390459E+04
   0.105910E-02   0.398204E+04
   0.108049E-02   0.406084E+04
   0.110232E-02   0.414101E+04
   0.112459E-02   0.422257E+04
   0.114730E-02   0.430552E+04
   0.117048E-02   0.438988E+04
   0.119413E-02   0.447567E+04
   0.121825E-02   0.456289E+04
   0.124286E-02   0.465157E+04
   0.126797E-02   0.474172E+04
   0.129358E-02   0.483335E+04
   0.131971E-02   0.492649E+04
   0.134637E-02   0.502115E+04
