#           k/h    P           
   0.100000E-03   0.337370E+03
   0.102020E-03   0.343955E+03
   0.104081E-03   0.350668E+03
   0.106184E-03   0.357512E+03
   0.108329E-03   0.364491E+03
   0.110517E-03   0.371607E+03
   0.112750E-03   0.378862E+03
   0.115027E-03   0.386259E+03
   0.117351E-03   0.393801E+03
   0.119722E-03   0.401491E+03
   0.122140E-03   0.409332E+03
   0.124608E-03   0.417327E+03
   0.127125E-03   0.425478E+03
   0.129693E-03   0.433790E+03
   0.132313E-03   0.442265E+03
   0.134986E-03   0.450906E+03
   0.137713E-03   0.459717E+03
   0.140495E-03   0.468702E+03
   0.143333E-03   0.477863E+03
   0.146228E-03   0.487204E+03
   0.149182E-03   0.496729E+03
   0.152196E-03   0.506441E+03
   0.155271E-03   0.516345E+03
   0.158407E-03   0.526444E+03
   0.161607E-03   0.536742E+03
   0.164872E-03   0.547242E+03
   0.168203E-03   0.557950E+03
   0.171601E-03   0.568869E+03
   0.175067E-03   0.580004E+03
   0.178604E-03   0.591358E+03
   0.182212E-03   0.602937E+03
   0.185893E-03   0.614745E+03
   0.189648E-03   0.626786E+03
   0.193479E-03   0.639066E+03
   0.197388E-03   0.651588E+03
   0.201375E-03   0.664359E+03
   0.205443E-03   0.677383E+03
   0.209594E-03   0.690665E+03
   0.213828E-03   0.704211E+03
   0.218147E-03   0.718025E+03
   0.222554E-03   0.732115E+03
   0.227050E-03   0.746484E+03
   0.231637E-03   0.761139E+03
   0.236316E-03   0.776086E+03
   0.241090E-03   0.791331E+03
   0.245960E-03   0.806880E+03
   0.250929E-03   0.822739E+03
   0.255998E-03   0.838915E+03
   0.261170E-03   0.855414E+03
   0.266446E-03   0.872242E+03
   0.271828E-03   0.889408E+03
   0.277319E-03   0.906917E+03
   0.282922E-03   0.924778E+03
   0.288637E-03   0.942996E+03
   0.294468E-03   0.961581E+03
   0.300417E-03   0.980539E+03
   0.306485E-03   0.999878E+03
   0.312677E-03   0.101961E+04
   0.318993E-03   0.103973E+04
   0.325437E-03   0.106026E+04
   0.332012E-03   0.108121E+04
   0.338719E-03   0.110258E+04
   0.345561E-03   0.112438E+04
   0.352542E-03   0.114662E+04
   0.359664E-03   0.116931E+04
   0.366930E-03   0.119246E+04
   0.374342E-03   0.121609E+04
   0.381904E-03   0.124019E+04
   0.389619E-03   0.126478E+04
   0.397490E-03   0.128986E+04
   0.405520E-03   0.131546E+04
   0.413712E-03   0.134158E+04
   0.422070E-03   0.136823E+04
   0.430596E-03   0.139543E+04
   0.439295E-03   0.142318E+04
   0.448169E-03   0.145149E+04
   0.457222E-03   0.148038E+04
   0.466459E-03   0.150986E+04
   0.475882E-03   0.153994E+04
   0.485496E-03   0.157064E+04
   0.495303E-03   0.160196E+04
   0.505309E-03   0.163392E+04
   0.515517E-03   0.166653E+04
   0.525931E-03   0.169981E+04
   0.536556E-03   0.173376E+04
   0.547395E-03   0.176841E+04
   0.558453E-03   0.180376E+04
   0.569734E-03   0.183983E+04
   0.581244E-03   0.187663E+04
   0.592986E-03   0.191418E+04
   0.604965E-03   0.195248E+04
   0.617186E-03   0.199156E+04
   0.629654E-03   0.203143E+04
   0.642374E-03   0.207211E+04
   0.655350E-03   0.211360E+04
   0.668589E-03   0.215592E+04
   0.682096E-03   0.219908E+04
   0.695875E-03   0.224311E+04
   0.709933E-03   0.228801E+04
   0.724274E-03   0.233380E+04
   0.738906E-03   0.238050E+04
   0.753832E-03   0.242811E+04
   0.769061E-03   0.247665E+04
   0.784597E-03   0.252614E+04
   0.800447E-03   0.257658E+04
   0.816617E-03   0.262800E+04
   0.833114E-03   0.268041E+04
   0.849944E-03   0.273381E+04
   0.867114E-03   0.278823E+04
   0.884631E-03   0.284368E+04
   0.902501E-03   0.290017E+04
   0.920733E-03   0.295770E+04
   0.939333E-03   0.301631E+04
   0.958309E-03   0.307599E+04
   0.977668E-03   0.313676E+04
   0.997418E-03   0.319864E+04
   0.101757E-02   0.326163E+04
   0.103812E-02   0.332574E+04
   0.105910E-02   0.339100E+04
   0.108049E-02   0.345741E+04
   0.110232E-02   0.352498E+04
   0.112459E-02   0.359373E+04
   0.114730E-02   0.366367E+04
   0.117048E-02   0.373481E+04
   0.119413E-02   0.380716E+04
   0.121825E-02   0.388074E+04
   0.124286E-02   0.395556E+04
   0.126797E-02   0.403163E+04
   0.129358E-02   0.410897E+04
   0.131971E-02   0.418759E+04
   0.134637E-02   0.426750E+04
   0.137357E-02   0.434872E+04
   0.140132E-02   0.443127E+04
   0.142963E-02   0.451515E+04
   0.145851E-02   0.460038E+04
   0.148797E-02   0.468698E+04
   0.151803E-02   0.477496E+04
   0.154870E-02   0.486434E+04
   0.157998E-02   0.495513E+04
   0.161190E-02   0.504735E+04
   0.164446E-02   0.514101E+04
   0.167768E-02   0.523613E+04
   0.171158E-02   0.533271E+04
   0.174615E-02   0.543078E+04
   0.178143E-02   0.553035E+04
   0.181741E-02   0.563143E+04
   0.185413E-02   0.573404E+04
   0.189158E-02   0.583818E+04
   0.192980E-02   0.594387E+04
   0.196878E-02   0.605112E+04
   0.200855E-02   0.615995E+04
   0.204913E-02   0.627036E+04
   0.209052E-02   0.638236E+04
   0.213276E-02   0.649597E+04
   0.217584E-02   0.661119E+04
   0.221979E-02   0.672804E+04
   0.226464E-02   0.684651E+04
   0.231039E-02   0.696663E+04
   0.235706E-02   0.708839E+04
   0.240467E-02   0.721181E+04
   0.245325E-02   0.733688E+04
   0.250281E-02   0.746362E+04
   0.255337E-02   0.759203E+04
   0.260495E-02   0.772211E+04
   0.265758E-02   0.785386E+04
   0.271126E-02   0.798729E+04
   0.276603E-02   0.812239E+04
   0.282191E-02   0.825917E+04
   0.287892E-02   0.839761E+04
   0.293708E-02   0.853773E+04
   0.299641E-02   0.867951E+04
   0.305694E-02   0.882295E+04
   0.311870E-02   0.896804E+04
   0.318170E-02   0.911477E+04
   0.324597E-02   0.926314E+04
   0.331155E-02   0.941313E+04
   0.337844E-02   0.956473E+04
   0.344669E-02   0.971792E+04
   0.351632E-02   0.987270E+04
   0.358735E-02   0.100290E+05
   0.365982E-02   0.101869E+05
   0.373376E-02   0.103463E+05
   0.380918E-02   0.105072E+05
   0.388613E-02   0.106696E+05
   0.396464E-02   0.108334E+05
   0.404473E-02   0.109986E+05
   0.412644E-02   0.111652E+05
   0.420980E-02   0.113332E+05
   0.429484E-02   0.115025E+05
   0.438160E-02   0.116731E+05
   0.447012E-02   0.118449E+05
   0.456042E-02   0.120179E+05
   0.465255E-02   0.121920E+05
   0.474653E-02   0.123673E+05
   0.484242E-02   0.125436E+05
   0.494024E-02   0.127209E+05
   0.504004E-02   0.128991E+05
   0.514186E-02   0.130782E+05
   0.524573E-02   0.132582E+05
   0.535170E-02   0.134389E+05
   0.545981E-02   0.136203E+05
   0.557011E-02   0.138023E+05
   0.568263E-02   0.139849E+05
   0.579743E-02   0.141679E+05
   0.591455E-02   0.143513E+05
   0.603403E-02   0.145350E+05
   0.615592E-02   0.147190E+05
   0.628028E-02   0.149030E+05
   0.640715E-02   0.150871E+05
   0.653658E-02   0.152711E+05
   0.666863E-02   0.154550E+05
   0.680335E-02   0.156385E+05
   0.694078E-02   0.158217E+05
   0.708100E-02   0.160044E+05
   0.722404E-02   0.161864E+05
   0.736998E-02   0.163677E+05
   0.751886E-02   0.165482E+05
   0.767075E-02   0.167276E+05
   0.782571E-02   0.169059E+05
   0.798380E-02   0.170830E+05
   0.814509E-02   0.172586E+05
   0.830963E-02   0.174327E+05
   0.847750E-02   0.176050E+05
   0.864875E-02   0.177755E+05
   0.882347E-02   0.179439E+05
   0.900171E-02   0.181102E+05
   0.918356E-02   0.182741E+05
   0.936908E-02   0.184355E+05
   0.955835E-02   0.185941E+05
   0.975144E-02   0.187499E+05
   0.994843E-02   0.189025E+05
   0.101494E-01   0.190519E+05
   0.103544E-01   0.191978E+05
   0.105636E-01   0.193401E+05
   0.107770E-01   0.194785E+05
   0.109947E-01   0.196128E+05
   0.112168E-01   0.197428E+05
   0.114434E-01   0.198683E+05
   0.116746E-01   0.199891E+05
   0.119104E-01   0.201049E+05
   0.121510E-01   0.202156E+05
   0.123965E-01   0.203209E+05
   0.126469E-01   0.204206E+05
   0.129024E-01   0.205144E+05
   0.131631E-01   0.206021E+05
   0.134290E-01   0.206836E+05
   0.137003E-01   0.207585E+05
   0.139770E-01   0.208266E+05
   0.142594E-01   0.208877E+05
   0.145474E-01   0.209415E+05
   0.148413E-01   0.209879E+05
   0.151411E-01   0.210266E+05
   0.154470E-01   0.210574E+05
   0.157590E-01   0.210801E+05
   0.160774E-01   0.210944E+05
   0.164022E-01   0.211001E+05
   0.167335E-01   0.210971E+05
   0.170716E-01   0.210851E+05
   0.174164E-01   0.210640E+05
   0.177683E-01   0.210336E+05
   0.181272E-01   0.209937E+05
   0.184934E-01   0.209443E+05
   0.188670E-01   0.208851E+05
   0.192481E-01   0.208161E+05
   0.196370E-01   0.207371E+05
   0.200337E-01   0.206481E+05
   0.204384E-01   0.205490E+05
   0.208513E-01   0.204398E+05
   0.212725E-01   0.203205E+05
   0.217022E-01   0.201911E+05
   0.221406E-01   0.200517E+05
   0.225879E-01   0.199023E+05
   0.230442E-01   0.197430E+05
   0.235097E-01   0.195741E+05
   0.239847E-01   0.193955E+05
   0.244692E-01   0.192076E+05
   0.249635E-01   0.190106E+05
   0.254678E-01   0.188047E+05
   0.259823E-01   0.185904E+05
   0.265072E-01   0.183679E+05
   0.270426E-01   0.181376E+05
   0.275889E-01   0.179001E+05
   0.281463E-01   0.176556E+05
   0.287149E-01   0.174049E+05
   0.292949E-01   0.171483E+05
   0.298867E-01   0.168864E+05
   0.304905E-01   0.166200E+05
   0.311064E-01   0.163497E+05
   0.317348E-01   0.160760E+05
   0.323759E-01   0.157997E+05
   0.330299E-01   0.155215E+05
   0.336972E-01   0.152423E+05
   0.343779E-01   0.149627E+05
   0.350724E-01   0.146834E+05
   0.357809E-01   0.144053E+05
   0.365038E-01   0.141290E+05
   0.372412E-01   0.138555E+05
   0.379935E-01   0.135853E+05
   0.387610E-01   0.133194E+05
   0.395440E-01   0.130582E+05
   0.403429E-01   0.128024E+05
   0.411579E-01   0.125528E+05
   0.419893E-01   0.123098E+05
   0.428375E-01   0.120740E+05
   0.437029E-01   0.118458E+05
   0.445858E-01   0.116256E+05
