#           k/h    P           
   0.100000E-03   0.242830E+03
   0.102020E-03   0.247564E+03
   0.104081E-03   0.252390E+03
   0.106184E-03   0.257311E+03
   0.108329E-03   0.262327E+03
   0.110517E-03   0.267442E+03
   0.112750E-03   0.272656E+03
   0.115027E-03   0.277972E+03
   0.117351E-03   0.283392E+03
   0.119722E-03   0.288918E+03
   0.122140E-03   0.294551E+03
   0.124608E-03   0.300295E+03
   0.127125E-03   0.306150E+03
   0.129693E-03   0.312120E+03
   0.132313E-03   0.318207E+03
   0.134986E-03   0.324412E+03
   0.137713E-03   0.330739E+03
   0.140495E-03   0.337189E+03
   0.143333E-03   0.343766E+03
   0.146228E-03   0.350471E+03
   0.149182E-03   0.357306E+03
   0.152196E-03   0.364276E+03
   0.155271E-03   0.371382E+03
   0.158407E-03   0.378626E+03
   0.161607E-03   0.386013E+03
   0.164872E-03   0.393543E+03
   0.168203E-03   0.401221E+03
   0.171601E-03   0.409049E+03
   0.175067E-03   0.417031E+03
   0.178604E-03   0.425168E+03
   0.182212E-03   0.433465E+03
   0.185893E-03   0.441924E+03
   0.189648E-03   0.450548E+03
   0.193479E-03   0.459342E+03
   0.197388E-03   0.468307E+03
   0.201375E-03   0.477448E+03
   0.205443E-03   0.486768E+03
   0.209594E-03   0.496271E+03
   0.213828E-03   0.505960E+03
   0.218147E-03   0.515839E+03
   0.222554E-03   0.525911E+03
   0.227050E-03   0.536181E+03
   0.231637E-03   0.546652E+03
   0.236316E-03   0.557328E+03
   0.241090E-03   0.568214E+03
   0.245960E-03   0.579314E+03
   0.250929E-03   0.590631E+03
   0.255998E-03   0.602170E+03
   0.261170E-03   0.613936E+03
   0.266446E-03   0.625933E+03
   0.271828E-03   0.638166E+03
   0.277319E-03   0.650639E+03
   0.282922E-03   0.663357E+03
   0.288637E-03   0.676324E+03
   0.294468E-03   0.689547E+03
   0.300417E-03   0.703030E+03
   0.306485E-03   0.716778E+03
   0.312677E-03   0.730796E+03
   0.318993E-03   0.745090E+03
   0.325437E-03   0.759665E+03
   0.332012E-03   0.774528E+03
   0.338719E-03   0.789682E+03
   0.345561E-03   0.805135E+03
   0.352542E-03   0.820893E+03
   0.359664E-03   0.836961E+03
   0.366930E-03   0.853345E+03
   0.374342E-03   0.870052E+03
   0.381904E-03   0.887089E+03
   0.389619E-03   0.904461E+03
   0.397490E-03   0.922176E+03
   0.405520E-03   0.940240E+03
   0.413712E-03   0.958660E+03
   0.422070E-03   0.977443E+03
   0.430596E-03   0.996596E+03
   0.439295E-03   0.101613E+04
   0.448169E-03   0.103604E+04
   0.457222E-03   0.105635E+04
   0.466459E-03   0.107706E+04
   0.475882E-03   0.109818E+04
   0.485496E-03   0.111971E+04
   0.495303E-03   0.114167E+04
   0.505309E-03   0.116405E+04
   0.515517E-03   0.118688E+04
   0.525931E-03   0.121016E+04
   0.536556E-03   0.123390E+04
   0.547395E-03   0.125810E+04
   0.558453E-03   0.128278E+04
   0.569734E-03   0.130794E+04
   0.581244E-03   0.133360E+04
