#           k/h    P           
   0.100000E-03   0.262471E+03
   0.102020E-03   0.267589E+03
   0.104081E-03   0.272807E+03
   0.106184E-03   0.278126E+03
   0.108329E-03   0.283550E+03
   0.110517E-03   0.289079E+03
   0.112750E-03   0.294717E+03
   0.115027E-03   0.300464E+03
   0.117351E-03   0.306324E+03
   0.119722E-03   0.312298E+03
   0.122140E-03   0.318389E+03
   0.124608E-03   0.324599E+03
   0.127125E-03   0.330930E+03
   0.129693E-03   0.337386E+03
   0.132313E-03   0.343967E+03
   0.134986E-03   0.350677E+03
   0.137713E-03   0.357518E+03
   0.140495E-03   0.364493E+03
   0.143333E-03   0.371604E+03
   0.146228E-03   0.378855E+03
   0.149182E-03   0.386247E+03
   0.152196E-03   0.393784E+03
   0.155271E-03   0.401469E+03
   0.158407E-03   0.409304E+03
   0.161607E-03   0.417292E+03
   0.164872E-03   0.425437E+03
   0.168203E-03   0.433741E+03
   0.171601E-03   0.442208E+03
   0.175067E-03   0.450841E+03
   0.178604E-03   0.459643E+03
   0.182212E-03   0.468617E+03
   0.185893E-03   0.477767E+03
   0.189648E-03   0.487097E+03
   0.193479E-03   0.496610E+03
   0.197388E-03   0.506309E+03
   0.201375E-03   0.516199E+03
   0.205443E-03   0.526282E+03
   0.209594E-03   0.536564E+03
   0.213828E-03   0.547047E+03
   0.218147E-03   0.557737E+03
   0.222554E-03   0.568636E+03
   0.227050E-03   0.579750E+03
   0.231637E-03   0.591082E+03
   0.236316E-03   0.602636E+03
   0.241090E-03   0.614418E+03
   0.245960E-03   0.626432E+03
   0.250929E-03   0.638682E+03
   0.255998E-03   0.651174E+03
   0.261170E-03   0.663911E+03
   0.266446E-03   0.676899E+03
   0.271828E-03   0.690143E+03
   0.277319E-03   0.703648E+03
   0.282922E-03   0.717420E+03
   0.288637E-03   0.731463E+03
   0.294468E-03   0.745783E+03
   0.300417E-03   0.760385E+03
   0.306485E-03   0.775276E+03
   0.312677E-03   0.790461E+03
   0.318993E-03   0.805946E+03
   0.325437E-03   0.821737E+03
   0.332012E-03   0.837840E+03
   0.338719E-03   0.854261E+03
   0.345561E-03   0.871007E+03
   0.352542E-03   0.888085E+03
   0.359664E-03   0.905500E+03
   0.366930E-03   0.923261E+03
   0.374342E-03   0.941373E+03
   0.381904E-03   0.959843E+03
   0.389619E-03   0.978680E+03
   0.397490E-03   0.997890E+03
   0.405520E-03   0.101748E+04
   0.413712E-03   0.103746E+04
   0.422070E-03   0.105783E+04
   0.430596E-03   0.107861E+04
   0.439295E-03   0.109980E+04
   0.448169E-03   0.112142E+04
   0.457222E-03   0.114346E+04
   0.466459E-03   0.116593E+04
   0.475882E-03   0.118886E+04
   0.485496E-03   0.121223E+04
   0.495303E-03   0.123607E+04
   0.505309E-03   0.126039E+04
   0.515517E-03   0.128518E+04
   0.525931E-03   0.131047E+04
   0.536556E-03   0.133625E+04
   0.547395E-03   0.136255E+04
   0.558453E-03   0.138936E+04
   0.569734E-03   0.141671E+04
   0.581244E-03   0.144459E+04
   0.592986E-03   0.147303E+04
   0.604965E-03   0.150202E+04
   0.617186E-03   0.153158E+04
   0.629654E-03   0.156173E+04
   0.642374E-03   0.159247E+04
   0.655350E-03   0.162380E+04
   0.668589E-03   0.165575E+04
   0.682096E-03   0.168833E+04
   0.695875E-03   0.172154E+04
   0.709933E-03   0.175539E+04
   0.724274E-03   0.178990E+04
   0.738906E-03   0.182508E+04
   0.753832E-03   0.186093E+04
   0.769061E-03   0.189747E+04
   0.784597E-03   0.193472E+04
   0.800447E-03   0.197267E+04
   0.816617E-03   0.201135E+04
   0.833114E-03   0.205076E+04
   0.849944E-03   0.209092E+04
   0.867114E-03   0.213183E+04
   0.884631E-03   0.217350E+04
   0.902501E-03   0.221596E+04
   0.920733E-03   0.225920E+04
   0.939333E-03   0.230324E+04
   0.958309E-03   0.234809E+04
   0.977668E-03   0.239375E+04
   0.997418E-03   0.244025E+04
   0.101757E-02   0.248759E+04
   0.103812E-02   0.253579E+04
   0.105910E-02   0.258484E+04
   0.108049E-02   0.263477E+04
   0.110232E-02   0.268558E+04
   0.112459E-02   0.273728E+04
   0.114730E-02   0.278988E+04
   0.117048E-02   0.284340E+04
   0.119413E-02   0.289784E+04
   0.121825E-02   0.295322E+04
   0.124286E-02   0.300954E+04
   0.126797E-02   0.306681E+04
   0.129358E-02   0.312506E+04
   0.131971E-02   0.318427E+04
   0.134637E-02   0.324447E+04
   0.137357E-02   0.330567E+04
   0.140132E-02   0.336788E+04
   0.142963E-02   0.343111E+04
   0.145851E-02   0.349536E+04
   0.148797E-02   0.356066E+04
   0.151803E-02   0.362701E+04
   0.154870E-02   0.369442E+04
   0.157998E-02   0.376290E+04
   0.161190E-02   0.383247E+04
   0.164446E-02   0.390314E+04
   0.167768E-02   0.397491E+04
   0.171158E-02   0.404780E+04
   0.174615E-02   0.412182E+04
   0.178143E-02   0.419697E+04
   0.181741E-02   0.427328E+04
   0.185413E-02   0.435074E+04
   0.189158E-02   0.442938E+04
   0.192980E-02   0.450919E+04
   0.196878E-02   0.459018E+04
   0.200855E-02   0.467238E+04
   0.204913E-02   0.475578E+04
   0.209052E-02   0.484038E+04
   0.213276E-02   0.492621E+04
   0.217584E-02   0.501327E+04
   0.221979E-02   0.510156E+04
   0.226464E-02   0.519109E+04
   0.231039E-02   0.528186E+04
   0.235706E-02   0.537388E+04
   0.240467E-02   0.546716E+04
   0.245325E-02   0.556170E+04
   0.250281E-02   0.565751E+04
   0.255337E-02   0.575458E+04
   0.260495E-02   0.585291E+04
   0.265758E-02   0.595252E+04
   0.271126E-02   0.605340E+04
   0.276603E-02   0.615555E+04
   0.282191E-02   0.625897E+04
   0.287892E-02   0.636366E+04
   0.293708E-02   0.646962E+04
   0.299641E-02   0.657684E+04
   0.305694E-02   0.668532E+04
   0.311870E-02   0.679505E+04
   0.318170E-02   0.690603E+04
   0.324597E-02   0.701825E+04
   0.331155E-02   0.713170E+04
   0.337844E-02   0.724638E+04
   0.344669E-02   0.736226E+04
   0.351632E-02   0.747934E+04
   0.358735E-02   0.759761E+04
   0.365982E-02   0.771704E+04
   0.373376E-02   0.783764E+04
   0.380918E-02   0.795936E+04
   0.388613E-02   0.808221E+04
   0.396464E-02   0.820615E+04
   0.404473E-02   0.833116E+04
   0.412644E-02   0.845723E+04
   0.420980E-02   0.858432E+04
   0.429484E-02   0.871241E+04
   0.438160E-02   0.884147E+04
   0.447012E-02   0.897147E+04
   0.456042E-02   0.910238E+04
   0.465255E-02   0.923416E+04
   0.474653E-02   0.936677E+04
   0.484242E-02   0.950019E+04
   0.494024E-02   0.963436E+04
   0.504004E-02   0.976925E+04
   0.514186E-02   0.990481E+04
   0.524573E-02   0.100410E+05
   0.535170E-02   0.101777E+05
   0.545981E-02   0.103150E+05
   0.557011E-02   0.104528E+05
   0.568263E-02   0.105909E+05
   0.579743E-02   0.107295E+05
   0.591455E-02   0.108683E+05
   0.603403E-02   0.110073E+05
   0.615592E-02   0.111465E+05
   0.628028E-02   0.112858E+05
   0.640715E-02   0.114252E+05
   0.653658E-02   0.115644E+05
   0.666863E-02   0.117036E+05
   0.680335E-02   0.118425E+05
   0.694078E-02   0.119812E+05
   0.708100E-02   0.121194E+05
   0.722404E-02   0.122572E+05
   0.736998E-02   0.123945E+05
   0.751886E-02   0.125310E+05
   0.767075E-02   0.126669E+05
   0.782571E-02   0.128018E+05
   0.798380E-02   0.129358E+05
   0.814509E-02   0.130688E+05
   0.830963E-02   0.132005E+05
   0.847750E-02   0.133310E+05
   0.864875E-02   0.134600E+05
   0.882347E-02   0.135875E+05
   0.900171E-02   0.137134E+05
   0.918356E-02   0.138374E+05
   0.936908E-02   0.139596E+05
   0.955835E-02   0.140797E+05
   0.975144E-02   0.141975E+05
   0.994843E-02   0.143131E+05
   0.101494E-01   0.144262E+05
   0.103544E-01   0.145366E+05
   0.105636E-01   0.146443E+05
   0.107770E-01   0.147491E+05
   0.109947E-01   0.148507E+05
   0.112168E-01   0.149491E+05
   0.114434E-01   0.150441E+05
   0.116746E-01   0.151356E+05
   0.119104E-01   0.152232E+05
   0.121510E-01   0.153070E+05
   0.123965E-01   0.153867E+05
   0.126469E-01   0.154622E+05
   0.129024E-01   0.155332E+05
   0.131631E-01   0.155996E+05
   0.134290E-01   0.156612E+05
   0.137003E-01   0.157179E+05
   0.139770E-01   0.157695E+05
   0.142594E-01   0.158157E+05
   0.145474E-01   0.158565E+05
   0.148413E-01   0.158916E+05
   0.151411E-01   0.159209E+05
   0.154470E-01   0.159442E+05
   0.157590E-01   0.159613E+05
   0.160774E-01   0.159721E+05
   0.164022E-01   0.159764E+05
   0.167335E-01   0.159741E+05
   0.170716E-01   0.159651E+05
   0.174164E-01   0.159491E+05
   0.177683E-01   0.159260E+05
   0.181272E-01   0.158958E+05
   0.184934E-01   0.158584E+05
   0.188670E-01   0.158135E+05
   0.192481E-01   0.157613E+05
   0.196370E-01   0.157014E+05
   0.200337E-01   0.156340E+05
   0.204384E-01   0.155590E+05
   0.208513E-01   0.154763E+05
   0.212725E-01   0.153860E+05
   0.217022E-01   0.152880E+05
   0.221406E-01   0.151824E+05
   0.225879E-01   0.150693E+05
   0.230442E-01   0.149487E+05
   0.235097E-01   0.148208E+05
   0.239847E-01   0.146856E+05
   0.244692E-01   0.145433E+05
   0.249635E-01   0.143941E+05
   0.254678E-01   0.142382E+05
   0.259823E-01   0.140760E+05
   0.265072E-01   0.139075E+05
   0.270426E-01   0.137331E+05
   0.275889E-01   0.135532E+05
   0.281463E-01   0.133682E+05
   0.287149E-01   0.131783E+05
   0.292949E-01   0.129840E+05
   0.298867E-01   0.127857E+05
   0.304905E-01   0.125840E+05
   0.311064E-01   0.123793E+05
   0.317348E-01   0.121721E+05
   0.323759E-01   0.119629E+05
   0.330299E-01   0.117523E+05
   0.336972E-01   0.115408E+05
   0.343779E-01   0.113291E+05
   0.350724E-01   0.111177E+05
