a,z,phi_over_Mpl,a_effective,E,E_N,response_exponent,Omega_m,Omega_r,Omega_R,w_R,alpha_B,alpha_K,D,F_s,sound_numerator,Q_s_over_Mpl2,c_s2,A_hat,B_hat,C_hat,V_hat,c_T2,dL_GW_over_dL_EM
1.104926356848759e-05,90502.76921517121,-11.413146777607153,1.104926356848759e-05,79518634.90735164,-157599278.52053815,4.4197054273950364e-07,0.03616740392589859,0.9638325960741012,1.0934546841981355e-16,-1.0000023880531232,3.644848947327118e-17,1.0868582255360449e-16,1.0868582255360449e-16,5.4342911276802244e-17,1.0868582255360449e-16,5.4342911276802244e-17,1.0,-7.289776231490448e-17,2.8508501792544916e-32,5.764235327553545e-33,1.6719629152431432,1.0,1.0
1.1142945335917288e-05,89741.87945007494,-11.40470396559951,1.1142945335917288e-05,78199172.96896458,-154972662.80123046,4.4571781343669155e-07,0.03646286994018437,0.9635371300598156,1.1306659865104263e-16,-1.0000024058363426,3.768886621701421e-17,1.123789324980463e-16,1.123789324980463e-16,5.618946624902315e-17,1.123789324980463e-16,5.618946624902315e-17,1.0,-7.537854849322487e-17,3.0479127417237207e-32,6.16323536162659e-33,1.6719715441836356,1.0,1.0
1.1237421389182812e-05,88987.3866918619,-11.396261153591865,1.1237421389182812e-05,76901701.31011534,-152389924.0620666,4.494968555673125e-07,0.036760657672943085,0.9632393423270568,1.1691406973961145e-16,-1.000002423749808,3.8971356579870487e-17,1.1619719664956188e-16,1.1619719664956188e-16,5.809859832478094e-17,1.1619719664956188e-16,5.809859832478094e-17,1.0,-7.794356327110318e-17,3.258578443336126e-32,6.589821151265885e-33,1.6719802408798587,1.0,1.0
1.1332698462678785e-05,88239.23715915788,-11.38781834158422,1.1332698462678785e-05,75625852.59212008,-149850328.49571815,4.533079385071514e-07,0.037060783858666485,0.962939216141333,1.2089215888487407e-16,-1.0000024417944557,4.0297386294958026e-17,1.2014484213549413e-16,1.2014484213549413e-16,6.007242106774706e-17,1.2014484213549413e-16,6.007242106774706e-17,1.0,-8.059565817132587e-17,3.483784857249935e-32,7.045897335188983e-33,1.671989005820285,1.0,1.0
1.1428783347897712e-05,87497.37752274364,-11.379375529576574,1.1428783347897712e-05,74371265.61971012,-147353154.57436696,4.571513339159085e-07,0.03736326532770456,0.962636734672295,1.2500528756845374e-16,-1.0000024599712285,4.166842918948458e-17,1.242262382618344e-16,1.242262382618344e-16,6.21131191309172e-17,1.242262382618344e-16,6.21131191309172e-17,1.0,-8.333778090720167e-17,3.7245340653995176e-32,7.53349985769205e-33,1.671997839496193,1.0,1.0
1.1525682893914128e-05,86761.75490175311,-11.37093271756893,1.1525682893914128e-05,73137585.23822802,-144897692.84415907,4.6102731575656516e-07,0.03766811900639543,0.9623318809936043,1.2925802639953042e-16,-1.0000024782810755,4.308600879984347e-17,1.2844590127059755e-16,1.2844590127059755e-16,6.422295063529877e-17,1.2844590127059755e-16,6.422295063529877e-17,1.0,-8.617297861284881e-17,3.9818970883189103e-32,8.054805005450927e-33,1.672006742401674,1.0,1.0
1.1623404007872869e-05,86032.3168599036,-11.362489905561285,1.1623404007872869e-05,71924462.23254421,-142483245.72309846,4.6493616031491475e-07,0.0379753619171874,0.9620246380828127,1.3365510012193793e-16,-1.0000024967249526,4.455170004064598e-17,1.3280849925535616e-16,1.3280849925535616e-16,6.640424962767808e-17,1.3280849925535616e-16,6.640424962767808e-17,1.0,-8.910440118136251e-17,4.257018618496385e-32,8.61213906507043e-33,1.6720157150336346,1.0,1.0
1.1721953655481307e-05,85309.01140175892,-11.354047093553639,1.1721953655481307e-05,70731553.22766775,-140109127.30232966,4.688781462192523e-07,0.03828501117875185,0.9617149888212483,1.3820139278842712e-16,-1.0000025153038228,4.606713092947571e-17,1.3731885724013999e-16,1.3731885724013999e-16,6.865942862006999e-17,1.3731885724013999e-16,6.865942862006999e-17,1.0,-9.213530471442613e-17,4.5511220780061824e-32,9.207988643928933e-33,1.6720247578917986,1.0,1.0
1.182133886150593e-05,84591.78696902265,-11.345604281545995,1.182133886150593e-05,69558520.59101874,-137774663.15074205,4.7285355446023723e-07,0.03859708400608832,0.9614029159939115,1.4290195310765172e-16,-1.0000025340186554,4.7633984369217243e-17,1.419819624270999e-16,1.419819624270999e-16,7.099098121354995e-17,1.419819624270999e-16,7.099098121354995e-17,1.0,-9.526905508707978e-17,4.865515022579221e-32,9.84501169977763e-33,1.6720338714787157,1.0,1.0
1.1921566710273127e-05,83880.59243686266,-11.337161469538351,1.1921566710273127e-05,68405032.33633658,-135479190.12284634,4.76862668410925e-07,0.038911597710620784,0.9610884022893786,1.4776199996959601e-16,-1.0000025528704268,4.925399998986534e-17,1.4680296961849385e-16,1.4680296961849385e-16,7.340148480924692e-17,1.4680296961849385e-16,7.340148480924692e-17,1.0,-9.850913163145043e-17,5.20159491578361e-32,1.0526049327659212e-32,1.6720430562997572,1.0,1.0
1.2022644346174118e-05,83175.37711026717,-11.328718657530706,1.2022644346174118e-05,67270762.0291979,-133222056.16986896,4.809057738469648e-07,0.039228569700284814,0.9607714302997151,1.5278692815535083e-16,-1.0000025718601202,5.092897605178361e-17,1.5178720681873021e-16,1.5178720681873021e-16,7.589360340936511e-17,1.5178720681873021e-16,7.589360340936511e-17,1.0,-1.0185913094338951e-16,5.56085529859856e-32,1.1254138356030198e-32,1.672052312863125,1.0,1.0
1.2124578974174187e-05,82476.09072043144,-11.32027584552306,1.2124578974174187e-05,66155388.69411582,-131002620.1540091,4.849831589669675e-07,0.0395480174796055,0.9604519825203942,1.579823142373499e-16,-1.000002590988726,5.2660771412449964e-17,1.569401810224051e-16,1.569401810224051e-16,7.847009051120255e-17,1.569401810224051e-16,7.847009051120255e-17,1.0,-1.0532277081608526e-16,5.944892381388346e-32,1.2032524807518481e-32,1.6720616416798513,1.0,1.0
1.2227377860326295e-05,81782.6834211742,-11.311833033515416,1.2227377860326295e-05,65058596.72319321,-128820251.6658036,4.890951144130519e-07,0.03986995864976678,0.9601300413502329,1.6335392267637847e-16,-1.000002610257241,5.4451307558792824e-17,1.6226758419446197e-16,1.6226758419446197e-16,8.1133792097231e-17,1.6226758419446197e-16,8.113379209723099e-17,1.0,-1.0890389430486433e-16,6.35541208712253e-32,1.2864678283535413e-32,1.6720710432638017,1.0,1.0
1.2331048332289086e-05,81095.1057853841,-11.30339022150777,1.2331048332289086e-05,63980075.78630501,-126674330.84454867,4.932419332915634e-07,0.040194410908671,0.9598055890913288,1.6890771212186427e-16,-1.0000026296666698,5.630257070728809e-17,1.6777529944879093e-16,1.6777529944879093e-16,8.388764972439545e-17,1.6777529944879093e-16,8.388764972439547e-17,1.0,-1.1260647392751874e-16,6.794237576651996e-32,1.3754307336006127e-32,1.6720805181316765,1.0,1.0
1.2435597779849077e-05,80413.30880149746,-11.294947409500125,1.2435597779849077e-05,62919520.74278583,-124564248.20173225,4.974239111939631e-07,0.04052139205098842,0.9594786079490112,1.7464984192216904e-16,-1.0000026492180232,5.821661397405635e-17,1.7346940743178914e-16,1.7346940743178914e-16,8.673470371589457e-17,1.7346940743178914e-16,8.673470371589457e-17,1.0,-1.1643461600463961e-16,7.26331728894759e-32,1.4705375893802049e-32,1.6720900668030139,1.0,1.0
1.2541033655447487e-05,79737.24387000405,-11.286504597492481,1.2541033655447487e-05,61876631.55459371,-122489404.44741821,5.016413462178995e-07,0.040850919968197556,0.9591490800318021,1.805866788518483e-16,-1.0000026689123198,6.019555961728277e-17,1.7935619291764107e-16,1.7935619291764107e-16,8.967809645882054e-17,1.7935619291764107e-16,8.967809645882054e-17,1.0,-1.2039256514460121e-16,7.764733531450237e-32,1.5722120816079718e-32,1.6720996898001905,1.0,1.0
1.2647363474711495e-05,79066.86279998263,-11.278061785484837,1.2647363474711495e-05,60851113.20092775,-120449210.31953742,5.058945389884598e-07,0.04118301264861538,0.9588169873513844,1.8672480406304585e-16,-1.000002688750585,6.224160135434862e-17,1.8544215162227038e-16,1.8544215162227038e-16,9.272107581113518e-17,1.8544215162227038e-16,9.272107581113519e-17,1.0,-1.2448470887797571e-16,8.300711658070918e-32,1.6809070649655587e-32,1.6721093876484217,1.0,1.0
1.275459481698992e-05,78402.11780566617,-11.269618973477192,1.275459481698992e-05,59842675.59427574,-118443086.4160387,5.101837926795968e-07,0.041517688177416946,0.9584823118225827,1.930710202684293e-16,-1.0000027087338519,6.43570067561431e-17,1.9173399724314564e-16,1.9173399724314564e-16,9.586699862157282e-17,1.9173399724314564e-16,9.586699862157282e-17,1.0,-1.2871558244631173e-16,8.873629874933487e-32,1.7971065672812524e-32,1.6721191608757646,1.0,1.0
1.2862735325893455e-05,77742.96150303584,-11.261176161469546,1.2862735325893455e-05,58851033.49786684,-116470463.02984948,5.145094130357382e-07,0.04185496473664489,0.9581450352633548,1.9963235916332813e-16,-1.00000272886316,6.654411972110937e-17,1.9823866873236806e-16,1.9823866873236806e-16,9.911933436618403e-17,1.9823866873236806e-16,9.911933436618403e-17,1.0,-1.3308987375038995e-16,9.486029716681299e-32,1.921327931355985e-32,1.672129010013118,1.0,1.0
1.2971792709839547e-05,77089.34690644308,-11.252733349461902,1.2971792709839547e-05,57875906.44450532,-114530779.98659761,5.188717083935819e-07,0.04219486060520831,0.9578051393947914,2.0641608909498167e-16,-1.0000027491395573,6.880536303166056e-17,2.0496333781070416e-16,2.0496333781070416e-16,1.0248166890535208e-16,2.0496333781070416e-16,1.0248166890535208e-16,1.0,-1.3761242846322874e-16,1.0140627239080726e-31,2.0541241036374828e-32,1.6721389355942207,1.0,1.0
1.3081774742601916e-05,76441.22742526018,-11.244290537454258,1.3081774742601916e-05,56917018.65676284,-112623486.48505038,5.232709897040767e-07,0.04253739415887096,0.9574626058411289,2.134297229870584e-16,-1.000002769564098,7.114324099568614e-17,2.1191541673047534e-16,2.1191541673047534e-16,1.0595770836523767e-16,2.1191541673047534e-16,1.0595770836523767e-16,1.0,-1.422882553132671e-16,1.084032497676357e-31,2.1960860797868268e-32,1.672148938155655,1.0,1.0
1.3192689263864634e-05,75798.55686055949,-11.235847725446613,1.3192689263864634e-05,55974098.96850732,-110748040.94022588,5.277075705545854e-07,0.042882583870228225,0.9571174161297715,2.2068102652787135e-16,-1.0000027901378445,7.356034217595712e-17,2.191025662954623e-16,2.191025662954623e-16,1.0955128314773115e-16,2.191025662954623e-16,1.0955128314773115e-16,1.0,-1.471225315433655e-16,1.1588224718270384e-31,2.3478455178667763e-32,1.6721590182368444,1.0,1.0
1.3304544179780906e-05,75161.28940182057,-11.227404913438967,1.3304544179780906e-05,55046880.747745305,-108903910.82913102,5.321817671912363e-07,0.04323044830867278,0.9567695516913269,2.281780266310008e-16,-1.0000028108618666,7.60593422103336e-17,2.265327041462653e-16,2.265327041462653e-16,1.1326635207313265e-16,2.265327041462653e-16,1.1326635207313265e-16,1.0,-1.521206085514091e-16,1.2387641154102724e-31,2.510077530613198e-32,1.6721691763800515,1.0,1.0
1.3417347463536676e-05,74529.37962366447,-11.218962101431323,1.3417347463536676e-05,54135101.82075502,-107090572.53908065,5.366938985414671e-07,0.0435810061403491,0.9564189938596507,2.3592902017732247e-16,-1.0000028317372411,7.864300672577416e-17,2.3421401331983127e-16,2.3421401331983127e-16,1.1710700665991563e-16,2.3421401331983127e-16,1.1710700665991563e-16,1.0,-1.5728801771852645e-16,1.324211645727806e-31,2.6835036690325743e-32,1.6721794131303804,1.0,1.0
1.3531107155919036e-05,73902.78248261532,-11.210519289423678,1.3531107155919036e-05,53238504.397489116,-105307511.21855508,5.412442862367614e-07,0.04393427612809648,0.9560657238719029,2.4394258304772344e-16,-1.0000028527650533,8.131419434924115e-17,2.421549510921349e-16,2.421549510921349e-16,1.2107747554606744e-16,2.421549510921349e-16,1.2107747554606744e-16,1.0,-1.626304764311097e-16,1.4155435859921859e-31,2.8688951104030446e-32,1.672189729035774,1.0,1.0
1.364583136588925e-05,73281.45331389038,-11.202076477416032,1.364583136588925e-05,52356834.99822764,-103554220.63055855,5.4583325463557e-07,0.044290277131379584,0.9557097228686201,2.5222757945607725e-16,-1.000002873946395,8.407585981869242e-17,2.5036425811327734e-16,2.5036425811327734e-16,1.2518212905663867e-16,2.5036425811327734e-16,1.2518212905663867e-16,1.0,-1.681538943030129e-16,1.5131644293744751e-31,3.067076064647509e-32,1.6722001246470102,1.0,1.0
1.3761528271160837e-05,72665.3478282159,-11.193633665408388,1.3761528271160837e-05,51489844.381457195,-101830203.0084284,5.504611308464334e-07,0.04464902810620736,0.9553509718937924,2.6079317159240805e-16,-1.0000028952823667,8.693105719746935e-17,2.588509678446098e-16,2.588509678446098e-16,1.294254839223049e-16,2.588509678446098e-16,1.294254839223049e-16,1.0,-1.7386437960455177e-16,1.6175064166864806e-31,3.278927414000302e-32,1.6722106005177049,1.0,1.0
1.3878206118782547e-05,72054.42210866977,-11.185190853400744,1.3878206118782547e-05,50637287.472957164,-100134968.91405918,5.551282447513019e-07,0.045010548105039905,0.9549894518949599,2.696488295864568e-16,-1.000002916774076,8.98829431954856e-17,2.6762441630776374e-16,2.6762441630776374e-16,1.3381220815388187e-16,2.6762441630776374e-16,1.3381220815388187e-16,1.0,-1.7976824590511882e-16,1.7290314354350288e-31,3.505390601904794e-32,1.6722211572043024,1.0,1.0
1.3995873225726168e-05,71448.6326075514,-11.176748041393099,1.3995873225726168e-05,49798923.2960739,-98468037.09850131,5.598349290290468e-07,0.04537485627668232,0.9546251437233174,2.7880434180219886e-16,-1.0000029384226388,9.293478060073295e-17,2.7669425215578763e-16,2.7669425215578763e-16,1.3834712607789382e-16,2.7669425215578763e-16,1.3834712607789382e-16,1.0,-1.858720189364352e-16,1.848233048510915e-31,3.7474717881649395e-32,1.672231795266082,1.0,1.0
1.4114537979479325e-05,70847.93614327781,-11.168305229385453,1.4114537979479325e-05,48974514.90316172,-96828934.36489365,5.64581519179173e-07,0.045741971866165965,0.9542580281338339,2.8826982547422554e-16,-1.0000029602291785,9.608994182474184e-17,2.860704470769438e-16,2.860704470769438e-16,1.430352235384719e-16,2.860704470769438e-16,1.430352235384719e-16,1.0,-1.921824436837296e-16,1.975638661336164e-31,4.006246288533746e-32,1.672242515265146,1.0,1.0
1.4234208838643401e-05,70252.28989730528,-11.15986241737781,1.4234208838643401e-05,48163829.3081709,-95217195.43368888,5.693683535457361e-07,0.04611191421461692,0.9538880857853831,2.9805573769725377e-16,-1.0000029821948264,9.935191256575125e-17,2.9576330654205085e-16,2.9576330654205085e-16,1.4788165327102542e-16,2.9576330654205085e-16,1.4788165327102542e-16,1.0,-1.9870649171233934e-16,2.1118118368917267e-31,4.28286331815973e-32,1.6722533177664225,1.0,1.0
1.435489433353653e-05,69661.65141107701,-11.151419605370165,1.435489433353653e-05,47366637.42036389,-93632362.8101356,5.741957733414612e-07,0.046484702759111395,0.9535152972408879,3.081728867803864e-16,-1.000003004320722,1.0272429559346213e-16,3.057834809066063e-16,3.057834809066063e-16,1.5289174045330315e-16,3.057834809066063e-16,1.5289174045330315e-16,1.0,-2.0545136873749344e-16,2.2573547686867725e-31,4.5785510596344103e-32,1.672264203337659,1.0,1.0
1.4476603066801629e-05,69075.97858299667,-11.142976793362518,1.4476603066801629e-05,46582713.979141444,-92073986.65397973,5.790641226720651e-07,0.04686035703251761,0.9531396429674819,3.1863244397812e-16,-1.0000030266080124,1.0621081465937333e-16,3.161419768792776e-16,3.161419768792776e-16,1.580709884396388e-16,3.161419768792776e-16,1.580709884396388e-16,1.0,-2.124245224452708e-16,2.4129109224128617e-31,4.8946220777957115e-32,1.6722751725494163,1.0,1.0
1.4599343714019425e-05,68495.2296654282,-11.134533981354874,1.4599343714019425e-05,45811837.489960775,-90541624.65134893,5.83973748560777e-07,0.047238896663323246,0.9527611033366766,3.294459556104849e-16,-1.0000030490578535,1.0981531853682831e-16,3.2685016936872283e-16,3.2685016936872283e-16,1.6342508468436142e-16,3.2685016936872283e-16,1.6342508468436142e-16,1.0,-2.196336505729913e-16,2.5791678577545352e-31,5.232479104949681e-32,1.6722862259750713,1.0,1.0
1.4723125024327167e-05,67919.36326171855,-11.12609116934723,1.4723125024327167e-05,45053790.16132301,-89034841.8887759,5.889250009730867e-07,0.047620341375450764,0.9523796586245485,3.4062535558517596e-16,-1.0000030716714086,1.1354178519505864e-16,3.379198137211609e-16,3.379198137211609e-16,1.689599068605805e-16,3.379198137211609e-16,1.689599068605805e-16,1.0,-2.270867092576147e-16,2.7568602426065443e-31,5.593621221785178e-32,1.6722973641908028,1.0,1.0
1.4847955821042108e-05,67348.33832324769,-11.117648357339585,1.4847955821042108e-05,44308357.84281835,-87553210.72933668,5.939182328416844e-07,0.04800471098805723,0.9519952890119422,3.5218297833480864e-16,-1.0000030944498495,1.173943261116029e-16,3.4936305836136734e-16,3.4936305836136734e-16,1.746815291806837e-16,3.4936305836136734e-16,1.7468152918068372e-16,1.0,-2.347919216608987e-16,2.9467730727758046e-31,5.979650460971089e-32,1.6723085877755923,1.0,1.0
1.4973845002290411e-05,66782.11414650273,-11.109205545331939,1.4973845002290411e-05,43575329.96420744,-86096310.69086039,5.989538000916165e-07,0.04839202541531993,0.9516079745846796,3.641315721829914e-16,-1.0000031173943562,1.213771907276638e-16,3.611924578503086e-16,3.611924578503086e-16,1.8059622892515434e-16,3.611924578503086e-16,1.8059622892515434e-16,1.0,-2.427577868804516e-16,3.149745111134089e-31,6.392278862265115e-32,1.672319897311214,1.0,1.0
1.5100801541641471e-05,66220.65037017624,-11.100762733324295,1.5100801541641471e-05,42854499.4755217,-84663728.32617699,6.040320616656588e-07,0.04878230466620794,0.9512176953337916,3.7648431315330795e-16,-1.000003140506117,1.2549477105110265e-16,3.7342098637301554e-16,3.7342098637301554e-16,1.8671049318650785e-16,3.7342098637301554e-16,1.8671049318650782e-16,1.0,-2.509930891560707e-16,3.3666725611328287e-31,6.833336009922319e-32,1.672331293382235,1.0,1.0
1.5228834488747621e-05,65663.90697228907,-11.092319921316651,1.5228834488747621e-05,42145662.788166285,-83255057.10536979,6.091533795499049e-07,0.04917556884423878,0.9508244311557611,3.8925481923574474e-16,-1.0000031637863287,1.297516064119149e-16,3.860620516707137e-16,3.8606205167071375e-16,1.9303102583535692e-16,3.8606205167071375e-16,1.9303102583535692e-16,1.0,-2.595069073810562e-16,3.5985129906007525e-31,7.304777085283941e-32,1.6723427765760008,1.0,1.0
1.5357952969989154e-05,65111.84426733768,-11.083877109309006,1.5357952969989154e-05,41448619.71700947,-81869897.30000025,6.143181187995661e-07,0.049571838147219646,0.9504281618527796,4.024571651255747e-16,-1.0000031872361965,1.3415238837519156e-16,3.9912950943168693e-16,3.99129509431687e-16,1.9956475471584354e-16,3.99129509431687e-16,1.9956475471584354e-16,1.0,-2.6830862492851566e-16,3.8462895228228705e-31,7.808691469661987e-32,1.6723543474826346,1.0,1.0
1.548816618912481e-05,64564.422903465565,-11.07543429730136,1.548816618912481e-05,40763173.42344114,-80507855.86927111,6.195266475649924e-07,0.049971132866973605,0.9500288671330259,4.16105897450214e-16,-1.0000032108569339,1.38701965816738e-16,4.1263767815583244e-16,4.126376781558325e-16,2.063188390779163e-16,4.126376781558325e-16,2.063188390779163e-16,1.0,-2.7740793980299435e-16,4.111095313050158e-31,8.347311935021791e-32,1.672366006695026,1.0,1.0
1.5619483427947878e-05,64021.603859658004,-11.066991485293716,1.5619483427947878e-05,40089130.359384045,-79168546.34809373,6.247793371179151e-07,0.05037347338904995,0.9496265266109494,4.3021605050006996e-16,-1.0000032346497627,1.4340535016668998e-16,4.2660135450834365e-16,4.266013545083437e-16,2.133006772541719e-16,4.266013545083437e-16,2.133006772541719e-16,1.0,-2.8681487512811735e-16,4.394098329817131e-31,8.923024462512558e-32,1.6723777548088248,1.0,1.0
1.5751914046947915e-05,63483.34844296015,-11.05854867328607,1.5751914046947915e-05,39426300.212241545,-77851588.73702917,6.300765618779166e-07,0.05077888019241965,0.9492211198075798,4.448031624799162e-16,-1.000003258615914,1.4826772082663872e-16,4.4103582917845873e-16,4.410358291784588e-16,2.2051791458922944e-16,4.410358291784588e-16,2.2051791458922944e-16,1.0,-2.9653978998126886e-16,4.6965464617555275e-31,9.538378731616222e-32,1.6723895924224326,1.0,1.0
1.5885467485977793e-05,62949.618285719735,-11.050105861278425,1.5885467485977793e-05,38774495.850768566,-76556609.39407422,6.354186994391118e-07,0.051187373849153256,0.9488126261508462,4.598832922978118e-16,-1.0000032827566272,1.5329443076593726e-16,4.55956903259656e-16,4.55956903259656e-16,2.2797845162982804e-16,4.55956903259656e-16,2.2797845162982804e-16,1.0,-3.065933905866513e-16,5.019772971989953e-31,1.019609932558691e-31,1.672401520136994,1.0,1.0
1.602015326492669e-05,62420.3753428517,-11.041663049270781,1.602015326492669e-05,38133533.27184674,-75283240.9282564,6.408061305970676e-07,0.05159897502408387,0.9484010249759157,4.754730369092594e-16,-1.00000330707315,1.5849101230308647e-16,4.713809051683471e-16,4.713809051683471e-16,2.356904525841736e-16,4.713809051683471e-16,2.356904525841736e-16,1.0,-3.1698674187851437e-16,5.365202323697383e-31,1.0899097701959285e-31,1.6724135385563852,1.0,1.0
1.6155980984398714e-05,61895.58188912616,-11.033220237263137,1.6155980984398714e-05,37503231.54815094,-74031122.0950106,6.462392393759486e-07,0.05201370447445295,0.9479862955255466,4.915895492347432e-16,-1.0000033315667396,1.6386318307824775e-16,4.873247081185218e-16,4.873247081185218e-16,2.4366235405926096e-16,4.873247081185218e-16,2.4366235405926096e-16,1.0,-3.2773127944667114e-16,5.734356402003743e-31,1.1650484980209943e-31,1.672425648287207,1.0,1.0
1.629296032639721e-05,61375.200516479475,-11.024777425255492,1.629296032639721e-05,36883412.776692,-72799897.69330816,6.517184130558884e-07,0.052431583049539376,0.9475684169504597,5.082505566694334e-16,-1.0000033562386617,1.6941685222314448e-16,5.038057481704322e-16,5.038057481704322e-16,2.5190287408521617e-16,5.038057481704322e-16,2.5190287408521617e-16,1.0,-3.388388218767935e-16,6.128861159092961e-31,1.2453585602192422e-31,1.6724378499387755,1.0,1.0
1.6431101055014846e-05,60859.19413134797,-11.016334613247846,1.6431101055014846e-05,36273902.02822068,-71589218.46450804,6.572440422005938e-07,0.05285263169027128,0.9471473683097281,5.254743802044479e-16,-1.0000033810901907,1.7515812673481598e-16,5.208420428719661e-16,5.208420428719661e-16,2.604210214359831e-16,5.208420428719661e-16,2.604210214359831e-16,1.0,-3.5032158349844863e-16,6.550453711219621e-31,1.3311951924740288e-31,1.6724501441231063,1.0,1.0
1.6570413017129665e-05,60347.52595202364,-11.007891801240202,1.6570413017129665e-05,35674527.29747808,-70398740.99290028,6.628165206851866e-07,0.05327687142882068,0.9467231285711788,5.432799541796995e-16,-1.0000034061226104,1.8109331805989982e-16,5.384522105119799e-16,5.384522105119799e-16,2.6922610525599e-16,5.384522105119799e-16,2.6922610525599e-16,1.0,-3.621921875542068e-16,7.000989918254205e-31,1.4229379807861633e-31,1.6724625314549066,1.0,1.0
1.6710906143107042e-05,59840.15950603209,-10.999448989232558,1.6710906143107042e-05,35085119.454278514,-69228127.60791418,6.684362457242817e-07,0.053704323388180875,0.9462956766118179,5.61686846688988e-16,-1.0000034313372135,1.8722894889632934e-16,5.5665549000545e-16,5.566554900054501e-16,2.783277450027251e-16,5.566554900054501e-16,2.783277450027251e-16,1.0,-3.7446367980359696e-16,7.482452478457881e-31,1.5209925266248843e-31,1.672475012551566,1.0,1.0
1.6852590447507524e-05,59337.05862753276,-10.99100617722491,1.6852590447507524e-05,34505512.19541153,-68077046.28796476,6.74103617900301e-07,0.05413500878172574,0.9458649912182738,5.807152806586497e-16,-1.0000034567353013,1.935717602195499e-16,5.754717614309385e-16,5.754717614309386e-16,2.8773588071546935e-16,5.754717614309386e-16,2.8773588071546935e-16,1.0,-3.87149542576132e-16,7.996959573390548e-31,1.6257922256417973e-31,1.672487588033139,1.0,1.0
1.699547602980045e-05,58838.18745474183,-10.982563365217267,1.699547602980045e-05,33935541.99734983,-66945170.565909676,6.79819041192018e-07,0.05456894891274965,0.9454310510872496,6.003861556217627e-16,-1.000003482318185,2.0012871854058757e-16,5.949215672414993e-16,5.949215672414994e-16,2.9746078362074974e-16,5.949215672414994e-16,2.9746078362074974e-16,1.0,-4.0026370928805845e-16,8.546774100210912e-31,1.7378001676693434e-31,1.672500258522335,1.0,1.0
1.713957307508423e-05,58343.51042737455,-10.974120553209623,1.713957307508423e-05,33375048.06974601,-65832179.4360848,6.855829230033692e-07,0.05500616517399192,0.9449938348260075,6.207210702107629e-16,-1.0000035080871843,2.0690702340358762e-16,6.150261341710014e-16,6.150261341710015e-16,3.075130670855008e-16,6.150261341710015e-16,3.075130670855008e-16,1.0,-4.1382057943806926e-16,9.134313531145716e-31,1.8575111662494497e-31,1.6725130246445055,1.0,1.0
1.7284891854812142e-05,57852.99228411131,-10.965677741201977,1.7284891854812142e-05,32823872.309710316,-64737757.26290019,6.913956741924856e-07,0.05544667904713963,0.9445533209528597,6.417423453917569e-16,-1.0000035340436289,2.1391411513058565e-16,6.358073958582133e-16,6.358073958582134e-16,3.1790369792910673e-16,6.358073958582134e-16,3.1790369792910673e-16,1.0,-4.2783503409751243e-16,9.762160442579284e-31,1.9854539264949533e-31,1.6725258870276298,1.0,1.0
1.7431442727524468e-05,57366.598060084114,-10.957234929194332,1.7431442727524468e-05,32281859.256852552,-63661593.69096492,6.972577091009787e-07,0.055890512102313,0.9441094878976862,6.634730484648746e-16,-1.0000035601888573,2.2115768282162485e-16,6.57288016212035e-16,6.572880162120351e-16,3.286440081060176e-16,6.572880162120351e-16,3.286440081060176e-16,1.0,-4.4232245191131197e-16,1.0433073759085762e-30,2.1221933606842928e-31,1.672538846302298,1.0,1.0
1.7579236139586914e-05,56884.29308438418,-10.948792117186688,1.7579236139586914e-05,31748856.049076334,-62603383.55671576,7.031694455834765e-07,0.056337685997531285,0.9436623140024677,6.859370178556403e-16,-1.0000035865242176,2.286456726185468e-16,6.794914135418478e-16,6.794914135418479e-16,3.3974570677092404e-16,6.794914135418479e-16,3.3974570677092404e-16,1.0,-4.572987256262721e-16,1.1150000760777481e-30,2.2683330616257315e-31,1.6725519031017018,1.0,1.0
1.772828262593532e-05,56406.042977590245,-10.940349305179044,1.772828262593532e-05,31224712.379112974,-61562826.80152508,7.091313050374128e-07,0.056788222478159484,0.9432117775218395,7.09158888723174e-16,-1.0000036130510677,2.3638629624105797e-16,7.024417854777507e-16,7.024417854777508e-16,3.5122089273887557e-16,7.024417854777508e-16,3.512208927388755e-16,1.0,-4.727802791639556e-16,1.191608990560391e-30,2.424517944506982e-31,1.672565058061612,1.0,1.0
1.787859281082654e-05,55931.813649318145,-10.931906493171399,1.787859281082654e-05,30709280.45178344,-60539628.386264294,7.151437124330617e-07,0.05724214337633471,0.9427578566236643,7.331641194118317e-16,-1.0000036397707743,2.4438803980394393e-16,7.261641347062027e-16,7.261641347062028e-16,3.6308206735310148e-16,7.261641347062028e-16,3.6308206735310148e-16,1.0,-4.887840852558918e-16,1.2734704521713092e-30,2.5914370686711645e-31,1.6725783118203699,1.0,1.0
1.8030177408595686e-05,55461.57129579109,-10.923463681163753,1.8030177408595686e-05,30202414.94197551,-59533498.20729758,7.212070963438275e-07,0.05769947061037272,0.9423005293896266,7.579790187738095e-16,-1.0000036666847145,2.5265967292460316e-16,7.506842955474751e-16,7.506842955474752e-16,3.753421477737377e-16,7.506842955474752e-16,3.753421477737377e-16,1.0,-5.053276836594525e-16,1.3609437428701726e-30,2.7698266515345342e-31,1.6725916650188628,1.0,1.0
