a,z,phi_over_Mpl,a_effective,E,E_N,response_exponent,Omega_m,Omega_r,Omega_R,w_R,alpha_B,alpha_K,D,F_s,sound_numerator,Q_s_over_Mpl2,c_s2,A_hat,B_hat,C_hat,V_hat,c_T2,dL_GW_over_dL_EM
1.0880946292622255e-08,91903770.33632602,-18.336252623875918,1.0880946292622255e-08,80502817093246.25,-161004146833353.03,4.352378517048902e-10,3.6951579911772586e-05,0.9999630484200883,1.0668736259107142e-28,-1.000000004355183,3.5562454197023807e-29,1.0668670461735135e-28,1.0668670461735135e-28,5.334335230867568e-29,1.0668670461735135e-28,5.334335230867568e-29,1.0,-7.112490978797663e-29,2.7436882226081707e-56,5.487437261720012e-57,1.6709065637765015,1.0,1.0
1.097320097309776e-08,91131110.37321107,-18.327809811868274,1.097320097309776e-08,79154901520656.66,-158308328192986.56,4.389280389239104e-10,3.726486416774278e-05,0.9999627351358319,1.1035182241653799e-28,-1.0000000043896384,3.678394080551266e-29,1.1035113607344993e-28,1.1035113607344993e-28,5.517556803672497e-29,1.1035113607344993e-28,5.517556803672497e-29,1.0,-7.356788306423908e-29,2.9354033091641956e-56,5.870872236042717e-57,1.6709065730166435,1.0,1.0
1.1066237839776632e-08,90364946.37223041,-18.31936699986063,1.1066237839776632e-08,77829555154681.5,-155657647860717.7,4.4264951359106526e-10,3.758080442209502e-05,0.9999624191955777,1.1414214750993432e-28,-1.0000000044243647,3.804738250331144e-29,1.1414143157430101e-28,1.1414143157430101e-28,5.707071578715051e-29,1.1414143157430101e-28,5.707071578715051e-29,1.0,-7.609476652164237e-29,3.1405144592666286e-56,6.281099716493334e-57,1.670906582334998,1.0,1.0
1.1160063524466134e-08,89605223.72006603,-18.310924187852983,1.1160063524466134e-08,76526400100540.4,-153051350047869.53,4.4640254097864537e-10,3.7899423190467353e-05,0.9999621005768098,1.18062661023524e-28,-1.0000000044593644,3.9354220341174666e-29,1.180619142194297e-28,1.180619142194297e-28,5.903095710971485e-29,1.180619142194297e-28,5.903095710971485e-29,1.0,-7.870844226180249e-29,3.3599577193761187e-56,6.719991825916315e-57,1.6709065917322303,1.0,1.0
1.1254684715201546e-08,88851888.26254983,-18.30248137584534,1.1254684715201546e-08,75245064790864.84,-150488691620581.25,4.5018738860806185e-10,3.822074317933984e-05,0.9999617792568207,1.2211783459830184e-28,-1.0000000044946395,4.070594486610061e-29,1.2211705559481824e-28,1.2211705559481824e-28,6.105852779740912e-29,1.2211705559481824e-28,6.105852779740912e-29,1.0,-8.141189137882804e-29,3.594734541836767e-56,7.189551501285321e-57,1.670906601209005,1.0,1.0
1.1350108156723125e-08,88104886.3008016,-18.294038563837695,1.1350108156723125e-08,73985183879749.66,-147968941887911.75,4.54004326268925e-10,3.854478728765246e-05,0.9999614552127122,1.2631229346417114e-28,-1.0000000045301922,4.210409782139038e-29,1.26311480872986e-28,1.26311480872986e-28,6.3155740436493e-29,1.26311480872986e-28,6.3155740436493e-29,1.0,-8.42081973594376e-29,3.8459163550780396e-56,7.691921634293517e-57,1.6709066107659976,1.0,1.0
1.144634065095673e-08,87364164.58740248,-18.28559575183005,1.144634065095673e-08,72746398138584.03,-145491382393501.16,4.578536260382692e-10,3.887157860843525e-05,0.9999611284213912,1.3065082171527942e-28,-1.0000000045660247,4.355027390509314e-29,1.306499740882219e-28,1.306499740882219e-28,6.532498704411095e-29,1.306499740882219e-28,6.532498704411095e-29,1.0,-8.710054959985088e-29,4.1146494531553595e-56,8.229394850636002e-57,1.6709066204038854,1.0,1.0
1.1543389057498747e-08,86629670.3225988,-18.277152939822404,1.1543389057498747e-08,71528354353623.31,-143055306710714.7,4.6173556229994987e-10,3.920114043045328e-05,0.9999607988595692,1.3513836776655675e-28,-1.0000000046021391,4.504612258885225e-29,1.3513748359301688e-28,1.3513748359301688e-28,6.756874179650844e-29,1.3513748359301688e-28,6.756874179650844e-29,1.0,-9.009224704348112e-29,4.402160226944564e-56,8.804423972615791e-57,1.6709066301233546,1.0,1.0
1.1641260294104894e-08,85901351.15053971,-18.26871012781476,1.1641260294104894e-08,70330705225279.09,-140660020241222.9,4.6565041176419577e-10,3.953349623986457e-05,0.9999604665037602,1.3978004999765766e-28,-1.0000000046385378,4.659334999921922e-29,1.397791277018941e-28,1.397791277018941e-28,6.988956385094705e-29,1.397791277018941e-28,6.988956385094705e-29,1.0,-9.318670194356341e-29,4.70976076086153e-56,9.419633212817328e-57,1.670906639925095,1.0,1.0
1.1739961337183567e-08,85179155.1555433,-18.260267315807116,1.1739961337183567e-08,69153109269090.42,-138304840016944.0,4.695984534873427e-10,3.986866972189342e-05,0.9999601313302782,1.445811625907743e-28,-1.0000000046752227,4.819372086359144e-29,1.4458020052910617e-28,1.4458020052910617e-28,7.229010026455308e-29,1.4458020052910617e-28,7.229010026455308e-29,1.0,-9.638744375503014e-29,5.038854820649752e-56,1.0077830149934377e-56,1.670906649809803,1.0,1.0
