a,w_R,alpha_K,alpha_B_BelliniSawicki,RPH_alpha_B_EFTCAMB
1.728556237142053476e-01,-1.016139094888095507e+00,1.106444969884358594e-02,4.661895229566697350e-03,-2.330947614783348675e-03
1.752000844021358306e-01,-1.015804869220660711e+00,1.152530292198879203e-02,4.854569054149672144e-03,-2.427284527074836072e-03
1.775656486164991776e-01,-1.015461549278957154e+00,1.200277641063645859e-02,5.054099820327290736e-03,-2.527049910163645368e-03
1.799524109134425509e-01,-1.015109109896939810e+00,1.249735337961816600e-02,5.260684249120117610e-03,-2.630342124560058805e-03
1.823604658491134178e-01,-1.014747529018854566e+00,1.300952558870631381e-02,5.474522704750823567e-03,-2.737261352375411783e-03
1.847899079796588018e-01,-1.014376787785197687e+00,1.353979319489932373e-02,5.695819171029581525e-03,-2.847909585514790762e-03
1.872408318612261424e-01,-1.013996870618826707e+00,1.408866458269284958e-02,5.924781222158966194e-03,-2.962390611079483097e-03
1.897133320499626297e-01,-1.013607765311104858e+00,1.465665617132899667e-02,6.161619987717103543e-03,-3.080809993858551771e-03
1.922075031020153701e-01,-1.013209463107944908e+00,1.524429219801151127e-02,6.406550111576768229e-03,-3.203275055788384115e-03
1.947234395735318035e-01,-1.012801958795627844e+00,1.585210447607314152e-02,6.659789704516979637e-03,-3.329894852258489819e-03
1.972612360206590087e-01,-1.012385250786248747e+00,1.648063212708363728e-02,6.921560290283378276e-03,-3.460780145141689138e-03
1.998209869995443977e-01,-1.011959341202647522e+00,1.713042128589363500e-02,7.192086744854354723e-03,-3.596043372427177361e-03
2.024027870663351325e-01,-1.011524235962667939e+00,1.780202477761893068e-02,7.471597228670582430e-03,-3.735798614335291215e-03
2.050067307771783753e-01,-1.011079944862588231e+00,1.849600176558544029e-02,7.760323111587985774e-03,-3.880161555793992887e-03
2.076329126882215381e-01,-1.010626481659551379e+00,1.921291736927402405e-02,8.058498890316474067e-03,-4.029249445158237034e-03
2.102814273556116720e-01,-1.010163864152827440e+00,1.995334225132886288e-02,8.366362098110414341e-03,-4.183181049055207171e-03
2.129523693354962444e-01,-1.009692114263723406e+00,2.071785217272375038e-02,8.684153206481583578e-03,-4.342076603240791789e-03
2.156458331840224174e-01,-1.009211258113958953e+00,2.150702751521489653e-02,9.012115518710126297e-03,-4.506057759355063148e-03
2.183619134573372700e-01,-1.008721326102312021e+00,2.232145277025185739e-02,9.350495054936128897e-03,-4.675247527468064448e-03
2.211007047115882973e-01,-1.008222352979339265e+00,2.316171599356512886e-02,9.699540428621504159e-03,-4.849770214310752080e-03
2.238623015029226615e-01,-1.007714377919965765e+00,2.402840822470251811e-02,1.005950271418026669e-02,-5.029751357090133344e-03
2.266467983874874415e-01,-1.007197444593736391e+00,2.492212287084921707e-02,1.043063530558549327e-02,-5.215317652792746637e-03
2.294542899214301601e-01,-1.006671601232515201e+00,2.584345505433259874e-02,1.081319376577164620e-02,-5.406596882885823102e-03
2.322848706608977853e-01,-1.006136900695411285e+00,2.679300092328895308e-02,1.120743566666306847e-02,-5.603717833331534233e-03
2.351386351620378123e-01,-1.005593400530710113e+00,2.777135692505213263e-02,1.161362041967317106e-02,-5.806810209836585530e-03
2.380156779809974033e-01,-1.005041163034583462e+00,2.877911904191328071e-02,1.203200909653278673e-02,-6.016004548266393366e-03
2.409160936739236647e-01,-1.004480255306345216e+00,2.981688198900026357e-02,1.246286424032273799e-02,-6.231432120161368993e-03
2.438399767969640641e-01,-1.003910749300019667e+00,3.088523837412986486e-02,1.290644966660256694e-02,-6.453224833301283471e-03
2.467874219062655972e-01,-1.003332721871988742e+00,3.198477781960040039e-02,1.336303025454585458e-02,-6.681515127272927290e-03
2.497585235579757867e-01,-1.002746254824474104e+00,3.311608604601398720e-02,1.383287172801316717e-02,-6.916435864006583584e-03
2.527533763082417395e-01,-1.002151434944620112e+00,3.427974391834691381e-02,1.431624042651424844e-02,-7.158120213257124220e-03
2.557720747132106176e-01,-1.001548354038934274e+00,3.547632645462528433e-02,1.481340306603459549e-02,-7.406701533017297744e-03
2.588147133290298330e-01,-1.000937108962844935e+00,3.670640179770719158e-02,1.532462648972529769e-02,-7.662313244862648844e-03
2.618813867118464089e-01,-1.000317801645135951e+00,3.797053015082622190e-02,1.585017740848050985e-02,-7.925088704240254925e-03
2.649721894178079240e-01,-9.996905391070223246e-01,3.926926267771295442e-02,1.639032213145457176e-02,-8.195161065727285879e-03
2.680872160030614015e-01,-9.990554334756266419e-01,4.060314036827538525e-02,1.694532628659773180e-02,-8.472663143298865898e-03
2.712265610237539759e-01,-9.984126019916275130e-01,4.197269287099773122e-02,1.751545453132070593e-02,-8.757727265660352964e-03
2.743903190360331701e-01,-9.977621670108465235e-01,4.337843729339511262e-02,1.810097025342776930e-02,-9.050485126713884651e-03
2.775785845960460074e-01,-9.971042559995532129e-01,4.482087697204793775e-02,1.870213526249057609e-02,-9.351067631245288045e-03
2.807914522599398999e-01,-9.964390015232647002e-01,4.630050021393517651e-02,1.931920947186888463e-02,-9.659604735934442313e-03
2.840290165838620373e-01,-9.957665412288326801e-01,4.781777901097795935e-02,1.995245057161738542e-02,-9.976225285808692708e-03
2.872913721239594986e-01,-9.950870178196087323e-01,4.937316772990940628e-02,2.060211369255450162e-02,-1.030105684627725081e-02
2.905786134363798623e-01,-9.944005790234946573e-01,5.096710177978849843e-02,2.126845106180449627e-02,-1.063422553090224813e-02
2.938908350772699851e-01,-9.937073775536889864e-01,5.259999625968204973e-02,2.195171165016144774e-02,-1.097585582508072387e-02
2.972281316027774456e-01,-9.930075710619558071e-01,5.427224458924870265e-02,2.265214081166227675e-02,-1.132607040583113837e-02
3.005905975690493781e-01,-9.923013220842489268e-01,5.598421712516344489e-02,2.336997991579310707e-02,-1.168498995789655354e-02
3.039783275322329170e-01,-9.915887979785401596e-01,5.773625976653266878e-02,2.410546597279362643e-02,-1.205273298639681322e-02
3.073914160484754743e-01,-9.908701708547141829e-01,5.952869255265161308e-02,2.485883125256229884e-02,-1.242941562628114942e-02
3.108299576739240733e-01,-9.901456174964027301e-01,6.136180825666214672e-02,2.563030289770528228e-02,-1.281515144885264114e-02
3.142940469647262924e-01,-9.894153192746523162e-01,6.323587097886475272e-02,2.642010253131140893e-02,-1.321005126565570446e-02
3.177837784770291552e-01,-9.886794620533314593e-01,6.515111474363118049e-02,2.722844586007410264e-02,-1.361422293003705132e-02
3.212992467669798513e-01,-9.879382360862020152e-01,6.710774210405347218e-02,2.805554227342175674e-02,-1.402777113671087837e-02
3.248405463907257928e-01,-9.871918359055987802e-01,6.910592275863702838e-02,2.890159443935458664e-02,-1.445079721967729332e-02
3.284077719044142252e-01,-9.864404602026786151e-01,7.114579218451683174e-02,2.976679789772536042e-02,-1.488339894886268021e-02
3.320010178641921161e-01,-9.856843116992211051e-01,7.322745029182983756e-02,3.065134065173706970e-02,-1.532567032586853485e-02
3.356203788262070442e-01,-9.849235970109835314e-01,7.535096010402210498e-02,3.155540275846784037e-02,-1.577770137923392019e-02
3.392659493466060328e-01,-9.841585265026338014e-01,7.751634646899284442e-02,3.247915591926560375e-02,-1.623957795963280187e-02
3.429378239815365492e-01,-9.833893141343080790e-01,7.972359480609760018e-02,3.342276307089041970e-02,-1.671138153544520985e-02
3.466360972871457280e-01,-9.826161772998597277e-01,8.197264989412104963e-02,3.438637797831126108e-02,-1.719318898915563054e-02
3.503608638195805924e-01,-9.818393366568928249e-01,8.426341470541247325e-02,3.537014483009479765e-02,-1.768507241504739882e-02
3.541122181349887765e-01,-9.810590159486944906e-01,8.659574929143007416e-02,3.637419783734988782e-02,-1.818709891867494391e-02
3.578902547895171926e-01,-9.802754418182052509e-01,8.896946972497375705e-02,3.739866083721525569e-02,-1.869933041860762785e-02
3.616950683393134192e-01,-9.794888436141885313e-01,9.138434710440540565e-02,3.844364690190215511e-02,-1.922182345095107756e-02
3.655267533405244795e-01,-9.786994531897904581e-01,9.384010662513163348e-02,3.950925795431897009e-02,-1.975462897715948504e-02
3.693854043492975081e-01,-9.779075046936964721e-01,9.633642672360070991e-02,4.059558439132498336e-02,-2.029779219566249168e-02
3.732711159217800279e-01,-9.771132343541250043e-01,9.887293829899045094e-02,4.170270471566947523e-02,-2.085135235783473762e-02
3.771839826141190066e-01,-9.763168802559154535e-01,1.014492240176794735e-01,4.283068517768348626e-02,-2.141534258884174313e-02
3.811240989824620784e-01,-9.755186821109959050e-01,1.040648177054778606e-01,4.397957942779759377e-02,-2.198978971389879689e-02
3.850915595829561555e-01,-9.747188810225375644e-01,1.067192038324405179e-01,4.514942818095843413e-02,-2.257471409047921707e-02
3.890864589717484834e-01,-9.739177192431267560e-01,1.094118170949212737e-01,4.634025889401810483e-02,-2.317012944700905241e-02
3.931088917049865294e-01,-9.731154399273087563e-01,1.121420420993130135e-01,4.755208545716094193e-02,-2.377604272858047096e-02
3.971589523388172616e-01,-9.723122868788768303e-01,1.149092131516933485e-01,4.878490790042371711e-02,-2.439245395021185855e-02
4.012367354293882582e-01,-9.715085042933050419e-01,1.177126141573344859e-01,5.003871211635117083e-02,-2.501935605817558542e-02
4.053423355328465427e-01,-9.707043364957407272e-01,1.205514786337390093e-01,5.131346959980665617e-02,-2.565673479990332809e-02
4.094758472053392495e-01,-9.699000276749916161e-01,1.234249898405604395e-01,5.260913720593871773e-02,-2.630456860296935886e-02
4.136373650030139570e-01,-9.690958216139642367e-01,1.263322810294099097e-01,5.392565692727243482e-02,-2.696282846363621741e-02
4.178269834820175777e-01,-9.682919614170218958e-01,1.292724358161894127e-01,5.526295569086394494e-02,-2.763147784543197247e-02
4.220447971984976343e-01,-9.674886892347510647e-01,1.322444886781960482e-01,5.662094517642004415e-02,-2.831047258821002208e-02
4.262909007086012614e-01,-9.666862459866368829e-01,1.352474255778243206e-01,5.799952165624217004e-02,-2.899976082812108502e-02
4.305653885684755378e-01,-9.658848710821604788e-01,1.382801847142549334e-01,5.939856585780969173e-02,-2.969928292890484586e-02
4.348683553342680419e-01,-9.650848021408450217e-01,1.413416574040615714e-01,6.081794284976729803e-02,-3.040897142488364902e-02
4.391998955621256306e-01,-9.642862747117842970e-01,1.444306890911897512e-01,6.225750195202650605e-02,-3.112875097601325303e-02
4.435601038081959935e-01,-9.634895219931961519e-01,1.475460804862743502e-01,6.371707667063548908e-02,-3.185853833531774454e-02
4.479490746286260983e-01,-9.626947745525505917e-01,1.506865888347552196e-01,6.519648465800738368e-02,-3.259824232900369184e-02
4.523669025795630239e-01,-9.619022600478248641e-01,1.538509293127403588e-01,6.669552769903404343e-02,-3.334776384951702172e-02
4.568136822171544598e-01,-9.611122029504421960e-01,1.570377765490410527e-01,6.821399172354232487e-02,-3.410699586177116244e-02
4.612895080975472073e-01,-9.603248242704484072e-01,1.602457662712824249e-01,6.975164684547860428e-02,-3.487582342273930214e-02
4.657944747768889560e-01,-9.595403412844846214e-01,1.634734970734616211e-01,7.130824742913391412e-02,-3.565412371456695706e-02
4.703286768113266736e-01,-9.587589672671045227e-01,1.667195323018032804e-01,7.288353218264291555e-02,-3.644176609132145778e-02
4.748922087570074946e-01,-9.579809112259847215e-01,1.699824020552383463e-01,7.447722427891285968e-02,-3.723861213945642984e-02
4.794851651700789974e-01,-9.572063776415670189e-01,1.732606052963217014e-01,7.608903150405670057e-02,-3.804451575202835029e-02
4.841076406066882054e-01,-9.564355662116634793e-01,1.765526120679010991e-01,7.771864643332149214e-02,-3.885932321666074607e-02
4.887597296229822530e-01,-9.556686716015425631e-01,1.798568658103587292e-01,7.936574663442075295e-02,-3.968287331721037647e-02
4.934415267751087741e-01,-9.549058832000053565e-01,1.831717857737827915e-01,8.102999489809445399e-02,-4.051499744904722700e-02
4.981531266192145146e-01,-9.541473848819418402e-01,1.864957695189677911e-01,8.271103949563439472e-02,-4.135551974781719736e-02
5.028946237114472195e-01,-9.533933547778444817e-01,1.898271955007233835e-01,8.440851446303138106e-02,-4.220425723151569053e-02
5.076661126079539121e-01,-9.526439650507371182e-01,1.931644257265633380e-01,8.612203991131138492e-02,-4.306101995565569246e-02
5.124676878648816158e-01,-9.518993816809563357e-01,1.965058084834779839e-01,8.785122236254906680e-02,-4.392561118127453340e-02
5.172994440383780201e-01,-9.511597642592032331e-01,1.998496811251553873e-01,8.959565511096317936e-02,-4.479782755548158968e-02
5.221614756845899263e-01,-9.504252657882604760e-01,2.031943729116986452e-01,9.135491860841511713e-02,-4.567745930420755857e-02
5.270538773596649129e-01,-9.496960324937435693e-01,2.065382078936340848e-01,9.312858087356058745e-02,-4.656429043678029372e-02
5.319767436197502253e-01,-9.489722036442332920e-01,2.098795078317478580e-01,9.491619792381872367e-02,-4.745809896190936183e-02
5.369301690209927758e-01,-9.482539113811065956e-01,2.132165951441197527e-01,9.671731422925954058e-02,-4.835865711462977029e-02
5.419142481195401428e-01,-9.475412805583581788e-01,2.165477958715475715e-01,9.853146318743322141e-02,-4.926573159371661070e-02
5.469290754715393499e-01,-9.468344285926751924e-01,2.198714426524610022e-01,1.003581676181028448e-01,-5.017908380905142240e-02
5.519747456331378643e-01,-9.461334653240000003e-01,2.231858776983441373e-01,1.021969402767772400e-01,-5.109847013838862001e-02
5.570513531604828206e-01,-9.454384928867821669e-01,2.264894557606674519e-01,1.040472843858834401e-01,-5.202364219294172004e-02
5.621589926097213530e-01,-9.447496055920968638e-01,2.297805470803437611e-01,1.059086941823638162e-01,-5.295434709118190808e-02
5.672977585370009290e-01,-9.440668898207693616e-01,2.330575403107881249e-01,1.077806554804337652e-01,-5.389032774021688260e-02
5.724677454984684610e-01,-9.433904239276191817e-01,2.363188454057635890e-01,1.096626462481914283e-01,-5.483132312409571413e-02
5.776690480502716385e-01,-9.427202781569024026e-01,2.395628964633426394e-01,1.115541371967320033e-01,-5.577706859836600167e-02
5.829017607485574848e-01,-9.420565145690030784e-01,2.427881545175031019e-01,1.134545923803847584e-01,-5.672729619019237918e-02
5.881659781494730233e-01,-9.413991869783907562e-01,2.459931102691046145e-01,1.153634698066623027e-01,-5.768173490333115133e-02
5.934617948091659434e-01,-9.407483409028293275e-01,2.491762867482625876e-01,1.172802220544905127e-01,-5.864011102724525637e-02
5.987893052837830465e-01,-9.401040135237967998e-01,2.523362419004349100e-01,1.192042968992662183e-01,-5.960214844963310915e-02
6.041486041294720222e-01,-9.394662336580390516e-01,2.554715710888798563e-01,1.211351379432824005e-01,-6.056756897164120024e-02
6.095397859023798937e-01,-9.388350217401549846e-01,2.585809095065160768e-01,1.230721852500509389e-01,-6.153609262502546945e-02
6.149629451586536844e-01,-9.382103898160809585e-01,2.616629344906127863e-01,1.250148759810553734e-01,-6.250743799052768668e-02
6.204181764544410838e-01,-9.375923415473130795e-01,2.647163677341758947e-01,1.269626450334695178e-01,-6.348132251673475890e-02
6.259055743458887822e-01,-9.369808722256807165e-01,2.677399773883324396e-01,1.289149256773858832e-01,-6.445746283869294158e-02
6.314252333891446911e-01,-9.363759687984547497e-01,2.707325800505243074e-01,1.308711501911227482e-01,-6.543557509556137408e-02
6.369772481403557229e-01,-9.357776099035548523e-01,2.736930426337740307e-01,1.328307504931856009e-01,-6.641537524659280045e-02
6.425617131556689010e-01,-9.351857659145885737e-01,2.766202841128390655e-01,1.347931587694996547e-01,-6.739657938474982735e-02
6.481787229912318038e-01,-9.346003989954398961e-01,2.795132771435608898e-01,1.367578080945503483e-01,-6.837890404727517413e-02
6.538283722031914547e-01,-9.340214631640951781e-01,2.823710495522719910e-01,1.387241330451097210e-01,-6.936206652255486049e-02
6.595107553476954321e-01,-9.334489043653837470e-01,2.851926856926488285e-01,1.406915703052653288e-01,-7.034578515263266441e-02
6.652259669808906484e-01,-9.328826605522825277e-01,2.879773276679449268e-01,1.426595592615110264e-01,-7.132977963075551320e-02
6.709741016589243490e-01,-9.323226617754222234e-01,2.907241764170890863e-01,1.446275425867105946e-01,-7.231377129335529730e-02
6.767552539379440013e-01,-9.317688302804151279e-01,2.934324926636598940e-01,1.465949668117924320e-01,-7.329748340589621602e-02
6.825695183740968508e-01,-9.312210806126105522e-01,2.961015977272933863e-01,1.485612828840906507e-01,-7.428064144204532537e-02
6.884169895235298098e-01,-9.306793197288697472e-01,2.987308741975995829e-01,1.505259467113061744e-01,-7.526297335565308722e-02
6.942977619423904567e-01,-9.301434471159422124e-01,3.013197664711799728e-01,1.524884196901203082e-01,-7.624420984506015408e-02
7.002119301868258150e-01,-9.296133549150158437e-01,3.038677811528360806e-01,1.544481692185553090e-01,-7.722408460927765450e-02
7.061595888129833520e-01,-9.290889280520018279e-01,3.063744873225467402e-01,1.564046691912442388e-01,-7.820233459562211942e-02
7.121408323770103133e-01,-9.285700443731131903e-01,3.088395166702497807e-01,1.583574004768334709e-01,-7.917870023841673544e-02
7.181557554350535000e-01,-9.280565747852862479e-01,3.112625635009166336e-01,1.603058513768134963e-01,-8.015292568840674814e-02
7.242044525432608237e-01,-9.275483834009923267e-01,3.136433846128251490e-01,1.622495180651394309e-01,-8.112475903256971543e-02
7.302870182577789748e-01,-9.270453276869846659e-01,3.159817990523324793e-01,1.641879050080698454e-01,-8.209395250403492272e-02
7.364035471347555317e-01,-9.265472586165244273e-01,3.182776877488256995e-01,1.661205253637259294e-01,-8.306026268186296468e-02
7.425541337303377398e-01,-9.260540208246275107e-01,3.205309930338766655e-01,1.680469013609387219e-01,-8.402345068046936094e-02
7.487388726006724005e-01,-9.255654527658797592e-01,3.227417180489349779e-01,1.699665646570212019e-01,-8.498328232851060093e-02
7.549578583019074252e-01,-9.250813868743684720e-01,3.249099260461937311e-01,1.718790566741722481e-01,-8.593952833708612404e-02
7.612111853901895042e-01,-9.246016497252796951e-01,3.270357395875185813e-01,1.737839289142833199e-01,-8.689196445714165995e-02
7.674989484216663271e-01,-9.241260621977226419e-01,3.291193396465598719e-01,1.756807432519887635e-01,-8.784037162599438175e-02
7.738212419524848062e-01,-9.236544396383405964e-01,3.311609646193735546e-01,1.775690722058601290e-01,-8.878453610293006448e-02
7.801781605387921870e-01,-9.231865920252826374e-01,3.331609092490480650e-01,1.794484991877144664e-01,-8.972424959385723320e-02
7.865697987367360478e-01,-9.227223241321121927e-01,3.351195234699705927e-01,1.813186187300599717e-01,-9.065930936502998583e-02
7.929962511024630789e-01,-9.222614356912433031e-01,3.370372111774895818e-01,1.831790366917669111e-01,-9.158951834588345553e-02
7.994576121921211920e-01,-9.218037215564983677e-01,3.389144289288126832e-01,1.850293704421084318e-01,-9.251468522105421588e-02
8.059539765618572993e-01,-9.213489718644013449e-01,3.407516845810300565e-01,1.868692490233651859e-01,-9.343462451168259297e-02
8.124854387678184242e-01,-9.208969721938200514e-01,3.425495358721959427e-01,1.886983132922454842e-01,-9.434915664612274211e-02
8.190520933661522562e-01,-9.204475037235950730e-01,3.443085889513944342e-01,1.905162160404184624e-01,-9.525810802020923118e-02
8.256540349130055967e-01,-9.200003433877936843e-01,3.460294968637079860e-01,1.923226220945045972e-01,-9.616131104725229861e-02
8.322913579645261350e-01,-9.195552640282503853e-01,3.477129579959489791e-01,1.941172083959123162e-01,-9.705860419795615812e-02
8.389641570768608947e-01,-9.191120345440609851e-01,3.493597144889641348e-01,1.958996640609489137e-01,-9.794983203047445686e-02
8.456725268061568990e-01,-9.186704200377153740e-01,3.509705506222249860e-01,1.976696904216731776e-01,-9.883484521083658880e-02
8.524165617085619484e-01,-9.182301819575652280e-01,3.525462911763114771e-01,1.994270010479902433e-01,-9.971350052399512165e-02
8.591963563402225112e-01,-9.177910782363387643e-01,3.540877997787807985e-01,2.011713217515214980e-01,-1.005856608757607490e-01
8.660120052572867211e-01,-9.173528634254279890e-01,3.555959772387547457e-01,2.029023905718114751e-01,-1.014511952859057375e-01
8.728636030159012682e-01,-9.169152888246873134e-01,3.570717598754245548e-01,2.046199577454581586e-01,-1.023099788727290793e-01
8.797512441722132870e-01,-9.164781026074961812e-01,3.585161178454856490e-01,2.063237856587787356e-01,-1.031618928293893678e-01
8.866750232823705780e-01,-9.160410499408568885e-01,3.599300534743329893e-01,2.080136487846367122e-01,-1.040068243923183561e-01
8.936350349025197204e-01,-9.156038731003044440e-01,3.613145995956710266e-01,2.096893336040807077e-01,-1.048446668020403538e-01
9.006313735888086258e-01,-9.151663115794262948e-01,3.626708179039719315e-01,2.113506385134537868e-01,-1.056753192567268934e-01
9.076641338973842066e-01,-9.147281021938019618e-01,3.639997973240139961e-01,2.129973737176454607e-01,-1.064986868588227303e-01
9.147334103843933750e-01,-9.142889791791798393e-01,3.653026524015229315e-01,2.146293611101676158e-01,-1.073146805550838079e-01
9.218392976059840427e-01,-9.138486742837316212e-01,3.665805217187051435e-01,2.162464341407420998e-01,-1.081232170703710499e-01
9.289818901183031219e-01,-9.134069168542284789e-01,3.678345663382482922e-01,2.178484376710879966e-01,-1.089242188355439983e-01
9.361612824774976360e-01,-9.129634339159982126e-01,3.690659682791417318e-01,2.194352278196055328e-01,-1.097176139098027664e-01
9.433775692397152746e-01,-9.125179502465372572e-01,3.702759290274209025e-01,2.210066717956423732e-01,-1.105033358978211866e-01
9.506308449611028388e-01,-9.120701884426580808e-01,3.714656680847466808e-01,2.225626477240357781e-01,-1.112813238620178891e-01
9.579212041978080183e-01,-9.116198689810661726e-01,3.726364215574739513e-01,2.241030444606103567e-01,-1.120515222303051783e-01
9.652487415059779474e-01,-9.111667102722692535e-01,3.737894407886592774e-01,2.256277613993102893e-01,-1.128138806996551446e-01
9.726135514417594274e-01,-9.107104287077343319e-01,3.749259910352286118e-01,2.271367082716325703e-01,-1.135683541358162851e-01
9.800157285613002589e-01,-9.102507387002117811e-01,3.760473501923174422e-01,2.286298049390210751e-01,-1.143149024695105376e-01
9.874553674207472431e-01,-9.097873527171616015e-01,3.771548075665744904e-01,2.301069811788641062e-01,-1.150534905894320531e-01
9.949325625762481806e-01,-9.093199813072159188e-01,3.782496627000267453e-01,2.315681764647330720e-01,-1.157840882323665360e-01
1.002447408583950317e+00,-9.088483331196285375e-01,3.793332242458965498e-01,2.330133397414768937e-01,-1.165066698707384468e-01
1.010000000000000009e+00,-9.083721149166633646e-01,3.804068088975641748e-01,2.344424291957761808e-01,-1.172212145978880904e-01
