#    L    TT             EE             BB             TE          
  1553   0.516469E+03   0.184142E+02   0.695226E-01   0.484724E+01
  1554   0.513731E+03   0.185052E+02   0.694402E-01   0.467084E+01
  1555   0.511016E+03   0.185949E+02   0.693579E-01   0.448679E+01
  1556   0.508324E+03   0.186834E+02   0.692756E-01   0.429515E+01
  1557   0.505658E+03   0.187707E+02   0.691935E-01   0.409611E+01
  1558   0.503015E+03   0.188567E+02   0.691114E-01   0.388973E+01
  1559   0.500399E+03   0.189413E+02   0.690295E-01   0.367622E+01
  1560   0.497807E+03   0.190245E+02   0.689476E-01   0.345555E+01
  1561   0.495241E+03   0.191064E+02   0.688659E-01   0.322807E+01
  1562   0.492702E+03   0.191868E+02   0.687843E-01   0.299376E+01
  1563   0.490189E+03   0.192657E+02   0.687029E-01   0.275282E+01
  1564   0.487703E+03   0.193432E+02   0.686216E-01   0.250537E+01
  1565   0.485245E+03   0.194191E+02   0.685404E-01   0.225161E+01
  1566   0.482816E+03   0.194934E+02   0.684595E-01   0.199160E+01
  1567   0.480413E+03   0.195661E+02   0.683787E-01   0.172552E+01
  1568   0.478040E+03   0.196373E+02   0.682980E-01   0.145343E+01
  1569   0.475695E+03   0.197067E+02   0.682176E-01   0.117558E+01
  1570   0.473379E+03   0.197744E+02   0.681374E-01   0.892117E+00
  1571   0.471094E+03   0.198404E+02   0.680574E-01   0.603099E+00
  1572   0.468837E+03   0.199046E+02   0.679776E-01   0.308702E+00
  1573   0.466610E+03   0.199671E+02   0.678980E-01   0.909518E-02
  1574   0.464414E+03   0.200277E+02   0.678187E-01  -0.295536E+00
  1575   0.462248E+03   0.200865E+02   0.677396E-01  -0.605028E+00
  1576   0.460113E+03   0.201435E+02   0.676608E-01  -0.919192E+00
  1577   0.458009E+03   0.201986E+02   0.675822E-01  -0.123787E+01
  1578   0.455936E+03   0.202519E+02   0.675038E-01  -0.156087E+01
  1579   0.453896E+03   0.203032E+02   0.674258E-01  -0.188804E+01
  1580   0.451887E+03   0.203526E+02   0.673480E-01  -0.221921E+01
  1581   0.449910E+03   0.204001E+02   0.672705E-01  -0.255421E+01
  1582   0.447966E+03   0.204457E+02   0.671933E-01  -0.289290E+01
  1583   0.446053E+03   0.204892E+02   0.671164E-01  -0.323512E+01
  1584   0.444173E+03   0.205308E+02   0.670398E-01  -0.358071E+01
  1585   0.442325E+03   0.205703E+02   0.669635E-01  -0.392950E+01
  1586   0.440510E+03   0.206078E+02   0.668876E-01  -0.428136E+01
  1587   0.438728E+03   0.206432E+02   0.668120E-01  -0.463609E+01
  1588   0.436978E+03   0.206765E+02   0.667367E-01  -0.499354E+01
  1589   0.435260E+03   0.207077E+02   0.666617E-01  -0.535353E+01
  1590   0.433576E+03   0.207368E+02   0.665871E-01  -0.571589E+01
  1591   0.431924E+03   0.207638E+02   0.665128E-01  -0.608045E+01
  1592   0.430306E+03   0.207886E+02   0.664389E-01  -0.644704E+01
  1593   0.428720E+03   0.208113E+02   0.663653E-01  -0.681549E+01
  1594   0.427167E+03   0.208319E+02   0.662922E-01  -0.718562E+01
  1595   0.425647E+03   0.208502E+02   0.662193E-01  -0.755726E+01
  1596   0.424160E+03   0.208664E+02   0.661469E-01  -0.793024E+01
  1597   0.422706E+03   0.208804E+02   0.660749E-01  -0.830438E+01
  1598   0.421285E+03   0.208922E+02   0.660032E-01  -0.867950E+01
  1599   0.419895E+03   0.209018E+02   0.659319E-01  -0.905544E+01
  1600   0.418540E+03   0.209092E+02   0.658610E-01  -0.943201E+01
  1601   0.417216E+03   0.209144E+02   0.657906E-01  -0.980906E+01
  1602   0.415925E+03   0.209174E+02   0.657205E-01  -0.101864E+02
  1603   0.414667E+03   0.209181E+02   0.656508E-01  -0.105640E+02
  1604   0.413441E+03   0.209166E+02   0.655816E-01  -0.109416E+02
  1605   0.412247E+03   0.209129E+02   0.655127E-01  -0.113192E+02
  1606   0.411084E+03   0.209070E+02   0.654443E-01  -0.116965E+02
  1607   0.409954E+03   0.208988E+02   0.653763E-01  -0.120733E+02
  1608   0.408855E+03   0.208883E+02   0.653087E-01  -0.124497E+02
  1609   0.407788E+03   0.208756E+02   0.652416E-01  -0.128253E+02
  1610   0.406752E+03   0.208607E+02   0.651749E-01  -0.132001E+02
  1611   0.405747E+03   0.208437E+02   0.651086E-01  -0.135739E+02
  1612   0.404773E+03   0.208244E+02   0.650427E-01  -0.139465E+02
  1613   0.403831E+03   0.208030E+02   0.649773E-01  -0.143177E+02
  1614   0.402918E+03   0.207796E+02   0.649123E-01  -0.146875E+02
  1615   0.402036E+03   0.207540E+02   0.648478E-01  -0.150556E+02
  1616   0.401185E+03   0.207263E+02   0.647837E-01  -0.154220E+02
  1617   0.400364E+03   0.206965E+02   0.647200E-01  -0.157864E+02
  1618   0.399572E+03   0.206646E+02   0.646568E-01  -0.161489E+02
  1619   0.398809E+03   0.206305E+02   0.645940E-01  -0.165092E+02
  1620   0.398075E+03   0.205945E+02   0.645317E-01  -0.168671E+02
  1621   0.397371E+03   0.205563E+02   0.644698E-01  -0.172227E+02
  1622   0.396694E+03   0.205161E+02   0.644083E-01  -0.175756E+02
  1623   0.396046E+03   0.204738E+02   0.643473E-01  -0.179259E+02
  1624   0.395426E+03   0.204295E+02   0.642867E-01  -0.182733E+02
  1625   0.394833E+03   0.203832E+02   0.642266E-01  -0.186178E+02
  1626   0.394268E+03   0.203350E+02   0.641669E-01  -0.189592E+02
  1627   0.393729E+03   0.202848E+02   0.641076E-01  -0.192973E+02
  1628   0.393217E+03   0.202327E+02   0.640488E-01  -0.196320E+02
  1629   0.392732E+03   0.201786E+02   0.639904E-01  -0.199633E+02
  1630   0.392271E+03   0.201227E+02   0.639324E-01  -0.202909E+02
  1631   0.391837E+03   0.200648E+02   0.638749E-01  -0.206149E+02
  1632   0.391427E+03   0.200052E+02   0.638178E-01  -0.209349E+02
  1633   0.391042E+03   0.199436E+02   0.637611E-01  -0.212511E+02
  1634   0.390682E+03   0.198803E+02   0.637048E-01  -0.215631E+02
  1635   0.390345E+03   0.198151E+02   0.636490E-01  -0.218710E+02
  1636   0.390031E+03   0.197481E+02   0.635936E-01  -0.221746E+02
  1637   0.389740E+03   0.196794E+02   0.635386E-01  -0.224738E+02
  1638   0.389472E+03   0.196090E+02   0.634840E-01  -0.227684E+02
  1639   0.389227E+03   0.195368E+02   0.634298E-01  -0.230584E+02
  1640   0.389002E+03   0.194631E+02   0.633760E-01  -0.233438E+02
  1641   0.388799E+03   0.193877E+02   0.633226E-01  -0.236243E+02
  1642   0.388617E+03   0.193108E+02   0.632697E-01  -0.238999E+02
  1643   0.388455E+03   0.192323E+02   0.632171E-01  -0.241705E+02
  1644   0.388314E+03   0.191523E+02   0.631649E-01  -0.244360E+02
  1645   0.388192E+03   0.190708E+02   0.631131E-01  -0.246963E+02
  1646   0.388088E+03   0.189877E+02   0.630616E-01  -0.249513E+02
  1647   0.388004E+03   0.189034E+02   0.630106E-01  -0.252010E+02
  1648   0.387936E+03   0.188175E+02   0.629599E-01  -0.254452E+02
  1649   0.387887E+03   0.187303E+02   0.629096E-01  -0.256838E+02
  1650   0.387854E+03   0.186416E+02   0.628596E-01  -0.259169E+02
  1651   0.387838E+03   0.185517E+02   0.628100E-01  -0.261442E+02
  1652   0.387838E+03   0.184605E+02   0.627608E-01  -0.263658E+02
  1653   0.387853E+03   0.183680E+02   0.627119E-01  -0.265816E+02
  1654   0.387884E+03   0.182742E+02   0.626633E-01  -0.267916E+02
  1655   0.387930E+03   0.181793E+02   0.626151E-01  -0.269956E+02
  1656   0.387989E+03   0.180832E+02   0.625673E-01  -0.271937E+02
  1657   0.388062E+03   0.179861E+02   0.625197E-01  -0.273858E+02
  1658   0.388148E+03   0.178877E+02   0.624725E-01  -0.275717E+02
  1659   0.388248E+03   0.177883E+02   0.624256E-01  -0.277517E+02
  1660   0.388360E+03   0.176880E+02   0.623790E-01  -0.279254E+02
  1661   0.388483E+03   0.175865E+02   0.623327E-01  -0.280931E+02
  1662   0.388618E+03   0.174842E+02   0.622867E-01  -0.282545E+02
  1663   0.388764E+03   0.173810E+02   0.622411E-01  -0.284097E+02
  1664   0.388920E+03   0.172768E+02   0.621957E-01  -0.285586E+02
  1665   0.389087E+03   0.171719E+02   0.621506E-01  -0.287012E+02
  1666   0.389262E+03   0.170660E+02   0.621057E-01  -0.288375E+02
  1667   0.389447E+03   0.169594E+02   0.620612E-01  -0.289674E+02
  1668   0.389640E+03   0.168521E+02   0.620169E-01  -0.290909E+02
  1669   0.389841E+03   0.167439E+02   0.619729E-01  -0.292081E+02
  1670   0.390050E+03   0.166352E+02   0.619291E-01  -0.293187E+02
  1671   0.390265E+03   0.165257E+02   0.618856E-01  -0.294230E+02
  1672   0.390487E+03   0.164156E+02   0.618423E-01  -0.295208E+02
  1673   0.390715E+03   0.163050E+02   0.617992E-01  -0.296122E+02
  1674   0.390949E+03   0.161938E+02   0.617564E-01  -0.296971E+02
  1675   0.391187E+03   0.160822E+02   0.617138E-01  -0.297756E+02
  1676   0.391431E+03   0.159702E+02   0.616714E-01  -0.298478E+02
  1677   0.391678E+03   0.158579E+02   0.616293E-01  -0.299135E+02
  1678   0.391930E+03   0.157451E+02   0.615873E-01  -0.299728E+02
  1679   0.392185E+03   0.156321E+02   0.615455E-01  -0.300258E+02
  1680   0.392441E+03   0.155188E+02   0.615040E-01  -0.300723E+02
  1681   0.392702E+03   0.154053E+02   0.614626E-01  -0.301125E+02
  1682   0.392962E+03   0.152916E+02   0.614213E-01  -0.301464E+02
  1683   0.393225E+03   0.151777E+02   0.613803E-01  -0.301738E+02
  1684   0.393488E+03   0.150636E+02   0.613394E-01  -0.301950E+02
  1685   0.393751E+03   0.149495E+02   0.612987E-01  -0.302098E+02
  1686   0.394015E+03   0.148353E+02   0.612581E-01  -0.302182E+02
  1687   0.394277E+03   0.147210E+02   0.612177E-01  -0.302206E+02
  1688   0.394539E+03   0.146068E+02   0.611774E-01  -0.302166E+02
  1689   0.394799E+03   0.144926E+02   0.611372E-01  -0.302065E+02
  1690   0.395057E+03   0.143786E+02   0.610971E-01  -0.301902E+02
  1691   0.395313E+03   0.142647E+02   0.610572E-01  -0.301679E+02
  1692   0.395566E+03   0.141509E+02   0.610173E-01  -0.301394E+02
  1693   0.395815E+03   0.140373E+02   0.609776E-01  -0.301049E+02
  1694   0.396061E+03   0.139240E+02   0.609379E-01  -0.300644E+02
  1695   0.396301E+03   0.138110E+02   0.608983E-01  -0.300179E+02
  1696   0.396538E+03   0.136982E+02   0.608588E-01  -0.299655E+02
  1697   0.396769E+03   0.135858E+02   0.608194E-01  -0.299073E+02
  1698   0.396993E+03   0.134737E+02   0.607800E-01  -0.298431E+02
  1699   0.397212E+03   0.133620E+02   0.607406E-01  -0.297732E+02
  1700   0.397425E+03   0.132509E+02   0.607013E-01  -0.296976E+02
  1701   0.397631E+03   0.131401E+02   0.606621E-01  -0.296164E+02
  1702   0.397829E+03   0.130299E+02   0.606229E-01  -0.295295E+02
  1703   0.398020E+03   0.129203E+02   0.605836E-01  -0.294372E+02
  1704   0.398203E+03   0.128112E+02   0.605444E-01  -0.293395E+02
  1705   0.398379E+03   0.127028E+02   0.605053E-01  -0.292365E+02
  1706   0.398545E+03   0.125950E+02   0.604661E-01  -0.291282E+02
  1707   0.398703E+03   0.124879E+02   0.604268E-01  -0.290146E+02
  1708   0.398851E+03   0.123815E+02   0.603876E-01  -0.288960E+02
  1709   0.398992E+03   0.122758E+02   0.603484E-01  -0.287722E+02
  1710   0.399121E+03   0.121710E+02   0.603091E-01  -0.286435E+02
  1711   0.399241E+03   0.120669E+02   0.602698E-01  -0.285098E+02
  1712   0.399351E+03   0.119636E+02   0.602304E-01  -0.283712E+02
  1713   0.399449E+03   0.118611E+02   0.601910E-01  -0.282279E+02
  1714   0.399537E+03   0.117595E+02   0.601515E-01  -0.280798E+02
  1715   0.399614E+03   0.116588E+02   0.601120E-01  -0.279271E+02
  1716   0.399680E+03   0.115591E+02   0.600723E-01  -0.277699E+02
  1717   0.399734E+03   0.114603E+02   0.600326E-01  -0.276082E+02
  1718   0.399776E+03   0.113624E+02   0.599928E-01  -0.274423E+02
  1719   0.399807E+03   0.112656E+02   0.599529E-01  -0.272720E+02
  1720   0.399824E+03   0.111697E+02   0.599129E-01  -0.270975E+02
  1721   0.399829E+03   0.110749E+02   0.598728E-01  -0.269190E+02
  1722   0.399822E+03   0.109812E+02   0.598326E-01  -0.267365E+02
  1723   0.399801E+03   0.108886E+02   0.597923E-01  -0.265502E+02
  1724   0.399769E+03   0.107971E+02   0.597518E-01  -0.263600E+02
  1725   0.399722E+03   0.107068E+02   0.597112E-01  -0.261662E+02
  1726   0.399661E+03   0.106176E+02   0.596705E-01  -0.259687E+02
  1727   0.399587E+03   0.105296E+02   0.596296E-01  -0.257678E+02
  1728   0.399499E+03   0.104427E+02   0.595886E-01  -0.255635E+02
  1729   0.399397E+03   0.103572E+02   0.595475E-01  -0.253559E+02
  1730   0.399280E+03   0.102729E+02   0.595061E-01  -0.251451E+02
  1731   0.399149E+03   0.101898E+02   0.594646E-01  -0.249312E+02
  1732   0.399003E+03   0.101080E+02   0.594230E-01  -0.247142E+02
  1733   0.398842E+03   0.100275E+02   0.593811E-01  -0.244943E+02
  1734   0.398666E+03   0.994832E+01   0.593391E-01  -0.242716E+02
  1735   0.398474E+03   0.987043E+01   0.592969E-01  -0.240462E+02
  1736   0.398267E+03   0.979393E+01   0.592545E-01  -0.238183E+02
  1737   0.398045E+03   0.971880E+01   0.592119E-01  -0.235878E+02
  1738   0.397808E+03   0.964504E+01   0.591691E-01  -0.233552E+02
  1739   0.397555E+03   0.957271E+01   0.591262E-01  -0.231202E+02
  1740   0.397287E+03   0.950180E+01   0.590830E-01  -0.228833E+02
  1741   0.397004E+03   0.943230E+01   0.590396E-01  -0.226443E+02
  1742   0.396705E+03   0.936428E+01   0.589960E-01  -0.224035E+02
  1743   0.396390E+03   0.929765E+01   0.589522E-01  -0.221609E+02
  1744   0.396059E+03   0.923255E+01   0.589081E-01  -0.219167E+02
  1745   0.395713E+03   0.916889E+01   0.588639E-01  -0.216709E+02
  1746   0.395350E+03   0.910676E+01   0.588194E-01  -0.214237E+02
  1747   0.394970E+03   0.904605E+01   0.587747E-01  -0.211751E+02
  1748   0.394575E+03   0.898692E+01   0.587298E-01  -0.209253E+02
  1749   0.394163E+03   0.892928E+01   0.586846E-01  -0.206744E+02
  1750   0.393735E+03   0.887313E+01   0.586392E-01  -0.204225E+02
  1751   0.393291E+03   0.881852E+01   0.585935E-01  -0.201697E+02
  1752   0.392831E+03   0.876546E+01   0.585476E-01  -0.199161E+02
  1753   0.392354E+03   0.871393E+01   0.585015E-01  -0.196619E+02
  1754   0.391862E+03   0.866393E+01   0.584551E-01  -0.194071E+02
  1755   0.391352E+03   0.861552E+01   0.584084E-01  -0.191519E+02
  1756   0.390828E+03   0.856862E+01   0.583615E-01  -0.188963E+02
  1757   0.390286E+03   0.852330E+01   0.583144E-01  -0.186404E+02
  1758   0.389729E+03   0.847948E+01   0.582670E-01  -0.183843E+02
  1759   0.389155E+03   0.843728E+01   0.582193E-01  -0.181282E+02
  1760   0.388565E+03   0.839661E+01   0.581714E-01  -0.178720E+02
  1761   0.387959E+03   0.835749E+01   0.581232E-01  -0.176159E+02
  1762   0.387337E+03   0.831992E+01   0.580747E-01  -0.173600E+02
  1763   0.386699E+03   0.828390E+01   0.580260E-01  -0.171045E+02
  1764   0.386046E+03   0.824943E+01   0.579770E-01  -0.168494E+02
  1765   0.385377E+03   0.821651E+01   0.579277E-01  -0.165947E+02
  1766   0.384693E+03   0.818515E+01   0.578782E-01  -0.163408E+02
  1767   0.383994E+03   0.815532E+01   0.578284E-01  -0.160875E+02
  1768   0.383280E+03   0.812704E+01   0.577783E-01  -0.158350E+02
  1769   0.382551E+03   0.810030E+01   0.577280E-01  -0.155835E+02
  1770   0.381808E+03   0.807508E+01   0.576773E-01  -0.153330E+02
  1771   0.381050E+03   0.805140E+01   0.576264E-01  -0.150836E+02
  1772   0.380278E+03   0.802923E+01   0.575752E-01  -0.148354E+02
  1773   0.379492E+03   0.800857E+01   0.575237E-01  -0.145885E+02
  1774   0.378691E+03   0.798941E+01   0.574720E-01  -0.143429E+02
  1775   0.377877E+03   0.797175E+01   0.574200E-01  -0.140988E+02
  1776   0.377048E+03   0.795558E+01   0.573676E-01  -0.138564E+02
  1777   0.376206E+03   0.794088E+01   0.573150E-01  -0.136154E+02
  1778   0.375351E+03   0.792765E+01   0.572622E-01  -0.133763E+02
  1779   0.374482E+03   0.791588E+01   0.572090E-01  -0.131389E+02
  1780   0.373601E+03   0.790555E+01   0.571556E-01  -0.129035E+02
  1781   0.372707E+03   0.789665E+01   0.571019E-01  -0.126700E+02
  1782   0.371800E+03   0.788919E+01   0.570479E-01  -0.124386E+02
  1783   0.370880E+03   0.788313E+01   0.569936E-01  -0.122094E+02
  1784   0.369949E+03   0.787847E+01   0.569390E-01  -0.119824E+02
  1785   0.369005E+03   0.787520E+01   0.568842E-01  -0.117577E+02
  1786   0.368050E+03   0.787329E+01   0.568290E-01  -0.115354E+02
  1787   0.367084E+03   0.787274E+01   0.567737E-01  -0.113157E+02
  1788   0.366106E+03   0.787354E+01   0.567180E-01  -0.110984E+02
  1789   0.365117E+03   0.787565E+01   0.566620E-01  -0.108838E+02
  1790   0.364119E+03   0.787908E+01   0.566058E-01  -0.106719E+02
  1791   0.363108E+03   0.788380E+01   0.565493E-01  -0.104627E+02
  1792   0.362088E+03   0.788980E+01   0.564926E-01  -0.102564E+02
  1793   0.361058E+03   0.789705E+01   0.564355E-01  -0.100531E+02
  1794   0.360018E+03   0.790553E+01   0.563782E-01  -0.985269E+01
  1795   0.358968E+03   0.791525E+01   0.563207E-01  -0.965537E+01
  1796   0.357908E+03   0.792616E+01   0.562629E-01  -0.946111E+01
  1797   0.356840E+03   0.793825E+01   0.562048E-01  -0.927012E+01
  1798   0.355762E+03   0.795150E+01   0.561465E-01  -0.908244E+01
  1799   0.354676E+03   0.796591E+01   0.560879E-01  -0.889795E+01
  1800   0.353582E+03   0.798142E+01   0.560290E-01  -0.871693E+01
  1801   0.352480E+03   0.799805E+01   0.559700E-01  -0.853934E+01
  1802   0.351371E+03   0.801575E+01   0.559106E-01  -0.836524E+01
  1803   0.350254E+03   0.803452E+01   0.558511E-01  -0.819470E+01
  1804   0.349130E+03   0.805434E+01   0.557913E-01  -0.802775E+01
  1805   0.348000E+03   0.807518E+01   0.557313E-01  -0.786444E+01
  1806   0.346864E+03   0.809703E+01   0.556710E-01  -0.770479E+01
  1807   0.345721E+03   0.811986E+01   0.556105E-01  -0.754886E+01
  1808   0.344572E+03   0.814365E+01   0.555498E-01  -0.739666E+01
  1809   0.343417E+03   0.816839E+01   0.554889E-01  -0.724827E+01
  1810   0.342257E+03   0.819405E+01   0.554277E-01  -0.710369E+01
  1811   0.341091E+03   0.822061E+01   0.553664E-01  -0.696298E+01
  1812   0.339921E+03   0.824803E+01   0.553048E-01  -0.682613E+01
  1813   0.338745E+03   0.827632E+01   0.552431E-01  -0.669320E+01
  1814   0.337566E+03   0.830544E+01   0.551812E-01  -0.656421E+01
  1815   0.336382E+03   0.833537E+01   0.551190E-01  -0.643918E+01
  1816   0.335195E+03   0.836609E+01   0.550567E-01  -0.631813E+01
  1817   0.334004E+03   0.839757E+01   0.549942E-01  -0.620111E+01
  1818   0.332810E+03   0.842979E+01   0.549315E-01  -0.608812E+01
  1819   0.331613E+03   0.846273E+01   0.548687E-01  -0.597919E+01
  1820   0.330413E+03   0.849636E+01   0.548056E-01  -0.587432E+01
  1821   0.329212E+03   0.853062E+01   0.547424E-01  -0.577354E+01
  1822   0.328008E+03   0.856559E+01   0.546791E-01  -0.567687E+01
  1823   0.326802E+03   0.860116E+01   0.546156E-01  -0.558432E+01
  1824   0.325594E+03   0.863729E+01   0.545520E-01  -0.549593E+01
  1825   0.324386E+03   0.867396E+01   0.544882E-01  -0.541166E+01
  1826   0.323176E+03   0.871128E+01   0.544242E-01  -0.533155E+01
  1827   0.321966E+03   0.874902E+01   0.543602E-01  -0.525558E+01
  1828   0.320755E+03   0.878726E+01   0.542960E-01  -0.518375E+01
  1829   0.319545E+03   0.882602E+01   0.542317E-01  -0.511608E+01
  1830   0.318334E+03   0.886522E+01   0.541672E-01  -0.505255E+01
  1831   0.317125E+03   0.890481E+01   0.541027E-01  -0.499318E+01
  1832   0.315917E+03   0.894480E+01   0.540380E-01  -0.493794E+01
  1833   0.314711E+03   0.898511E+01   0.539732E-01  -0.488685E+01
  1834   0.313506E+03   0.902582E+01   0.539084E-01  -0.483988E+01
  1835   0.312303E+03   0.906681E+01   0.538434E-01  -0.479704E+01
  1836   0.311102E+03   0.910808E+01   0.537783E-01  -0.475830E+01
  1837   0.309904E+03   0.914964E+01   0.537132E-01  -0.472368E+01
  1838   0.308708E+03   0.919141E+01   0.536479E-01  -0.469316E+01
  1839   0.307515E+03   0.923342E+01   0.535826E-01  -0.466673E+01
  1840   0.306325E+03   0.927560E+01   0.535173E-01  -0.464436E+01
  1841   0.305139E+03   0.931795E+01   0.534518E-01  -0.462603E+01
  1842   0.303956E+03   0.936033E+01   0.533863E-01  -0.461173E+01
  1843   0.302778E+03   0.940291E+01   0.533207E-01  -0.460142E+01
  1844   0.301604E+03   0.944555E+01   0.532551E-01  -0.459510E+01
  1845   0.300435E+03   0.948817E+01   0.531894E-01  -0.459274E+01
  1846   0.299271E+03   0.953086E+01   0.531237E-01  -0.459432E+01
  1847   0.298112E+03   0.957356E+01   0.530580E-01  -0.459981E+01
  1848   0.296958E+03   0.961620E+01   0.529922E-01  -0.460918E+01
  1849   0.295810E+03   0.965878E+01   0.529263E-01  -0.462241E+01
  1850   0.294668E+03   0.970126E+01   0.528605E-01  -0.463947E+01
  1851   0.293532E+03   0.974362E+01   0.527946E-01  -0.466034E+01
  1852   0.292403E+03   0.978582E+01   0.527287E-01  -0.468499E+01
  1853   0.291279E+03   0.982794E+01   0.526628E-01  -0.471339E+01
  1854   0.290163E+03   0.986976E+01   0.525969E-01  -0.474549E+01
  1855   0.289054E+03   0.991146E+01   0.525310E-01  -0.478124E+01
  1856   0.287952E+03   0.995289E+01   0.524651E-01  -0.482061E+01
  1857   0.286857E+03   0.999413E+01   0.523992E-01  -0.486357E+01
  1858   0.285771E+03   0.100351E+02   0.523333E-01  -0.491006E+01
  1859   0.284692E+03   0.100757E+02   0.522674E-01  -0.496005E+01
  1860   0.283622E+03   0.101160E+02   0.522015E-01  -0.501350E+01
  1861   0.282559E+03   0.101561E+02   0.521357E-01  -0.507034E+01
  1862   0.281505E+03   0.101957E+02   0.520699E-01  -0.513054E+01
  1863   0.280460E+03   0.102350E+02   0.520041E-01  -0.519405E+01
  1864   0.279424E+03   0.102740E+02   0.519384E-01  -0.526083E+01
  1865   0.278397E+03   0.103125E+02   0.518727E-01  -0.533083E+01
  1866   0.277378E+03   0.103506E+02   0.518071E-01  -0.540400E+01
  1867   0.276370E+03   0.103882E+02   0.517415E-01  -0.548029E+01
  1868   0.275371E+03   0.104254E+02   0.516760E-01  -0.555964E+01
  1869   0.274381E+03   0.104621E+02   0.516105E-01  -0.564200E+01
  1870   0.273402E+03   0.104983E+02   0.515452E-01  -0.572730E+01
  1871   0.272432E+03   0.105340E+02   0.514799E-01  -0.581549E+01
  1872   0.271472E+03   0.105691E+02   0.514146E-01  -0.590652E+01
  1873   0.270523E+03   0.106038E+02   0.513495E-01  -0.600031E+01
  1874   0.269584E+03   0.106377E+02   0.512844E-01  -0.609683E+01
  1875   0.268656E+03   0.106712E+02   0.512195E-01  -0.619599E+01
  1876   0.267738E+03   0.107040E+02   0.511546E-01  -0.629773E+01
  1877   0.266832E+03   0.107362E+02   0.510899E-01  -0.640200E+01
  1878   0.265936E+03   0.107678E+02   0.510252E-01  -0.650872E+01
  1879   0.265052E+03   0.107987E+02   0.509607E-01  -0.661783E+01
  1880   0.264177E+03   0.108290E+02   0.508963E-01  -0.672927E+01
  1881   0.263316E+03   0.108585E+02   0.508320E-01  -0.684297E+01
  1882   0.262465E+03   0.108874E+02   0.507678E-01  -0.695887E+01
  1883   0.261625E+03   0.109155E+02   0.507038E-01  -0.707689E+01
  1884   0.260797E+03   0.109430E+02   0.506399E-01  -0.719698E+01
  1885   0.259980E+03   0.109696E+02   0.505762E-01  -0.731908E+01
  1886   0.259176E+03   0.109955E+02   0.505126E-01  -0.744310E+01
  1887   0.258383E+03   0.110206E+02   0.504491E-01  -0.756900E+01
  1888   0.257602E+03   0.110449E+02   0.503858E-01  -0.769668E+01
  1889   0.256832E+03   0.110684E+02   0.503227E-01  -0.782608E+01
  1890   0.256074E+03   0.110911E+02   0.502597E-01  -0.795711E+01
  1891   0.255329E+03   0.111130E+02   0.501969E-01  -0.808970E+01
  1892   0.254596E+03   0.111340E+02   0.501342E-01  -0.822376E+01
  1893   0.253875E+03   0.111541E+02   0.500718E-01  -0.835922E+01
  1894   0.253165E+03   0.111734E+02   0.500095E-01  -0.849601E+01
  1895   0.252468E+03   0.111919E+02   0.499474E-01  -0.863404E+01
  1896   0.251784E+03   0.112095E+02   0.498854E-01  -0.877325E+01
  1897   0.251112E+03   0.112263E+02   0.498237E-01  -0.891356E+01
  1898   0.250452E+03   0.112420E+02   0.497621E-01  -0.905490E+01
  1899   0.249804E+03   0.112569E+02   0.497008E-01  -0.919720E+01
  1900   0.249169E+03   0.112708E+02   0.496396E-01  -0.934038E+01
  1901   0.248546E+03   0.112838E+02   0.495786E-01  -0.948437E+01
  1902   0.247936E+03   0.112959E+02   0.495179E-01  -0.962911E+01
  1903   0.247337E+03   0.113070E+02   0.494573E-01  -0.977450E+01
  1904   0.246751E+03   0.113171E+02   0.493969E-01  -0.992057E+01
  1905   0.246177E+03   0.113263E+02   0.493368E-01  -0.100671E+02
  1906   0.245616E+03   0.113345E+02   0.492768E-01  -0.102142E+02
  1907   0.245067E+03   0.113418E+02   0.492171E-01  -0.103617E+02
  1908   0.244530E+03   0.113481E+02   0.491576E-01  -0.105094E+02
  1909   0.244005E+03   0.113534E+02   0.490983E-01  -0.106575E+02
  1910   0.243493E+03   0.113577E+02   0.490392E-01  -0.108059E+02
  1911   0.242992E+03   0.113610E+02   0.489803E-01  -0.109543E+02
  1912   0.242504E+03   0.113634E+02   0.489216E-01  -0.111028E+02
  1913   0.242028E+03   0.113648E+02   0.488632E-01  -0.112514E+02
  1914   0.241563E+03   0.113651E+02   0.488050E-01  -0.113999E+02
  1915   0.241110E+03   0.113645E+02   0.487470E-01  -0.115483E+02
  1916   0.240670E+03   0.113628E+02   0.486892E-01  -0.116965E+02
  1917   0.240241E+03   0.113602E+02   0.486316E-01  -0.118444E+02
  1918   0.239823E+03   0.113566E+02   0.485743E-01  -0.119921E+02
  1919   0.239418E+03   0.113520E+02   0.485172E-01  -0.121393E+02
  1920   0.239024E+03   0.113464E+02   0.484603E-01  -0.122861E+02
  1921   0.238641E+03   0.113398E+02   0.484036E-01  -0.124324E+02
  1922   0.238270E+03   0.113322E+02   0.483472E-01  -0.125781E+02
  1923   0.237910E+03   0.113237E+02   0.482910E-01  -0.127231E+02
  1924   0.237562E+03   0.113143E+02   0.482350E-01  -0.128674E+02
  1925   0.237225E+03   0.113038E+02   0.481792E-01  -0.130110E+02
  1926   0.236898E+03   0.112924E+02   0.481237E-01  -0.131538E+02
  1927   0.236583E+03   0.112800E+02   0.480683E-01  -0.132956E+02
  1928   0.236278E+03   0.112667E+02   0.480133E-01  -0.134365E+02
  1929   0.235984E+03   0.112523E+02   0.479584E-01  -0.135763E+02
  1930   0.235701E+03   0.112371E+02   0.479038E-01  -0.137150E+02
